PeakID (cmd=annotatePeaks.pl ENCAB506UYG.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_556	chr1	181118845	181119199	+	0	NA	Intergenic	Intergenic	-24598	LOC101928973	LOC101928973	NR_125966			LOC101928973			NA
Interval_1957	chr12	129295839	129296464	+	0	NA	intron (SLC15A4, intron 2 of 7)	-intron (SLC15A4, intron 2 of 7)	12390	SLC15A4	SLC15A4	NM_145648			SLC15A4			NA
Interval_6866	chr6	34439142	34439422	+	0	NA	intron (PACSIN1, intron 1 of 9)	-intron (PACSIN1, intron 1 of 9)	5444	PACSIN1	PACSIN1	NM_020804			PACSIN1			NA
Interval_3415	chr17	65821374	65821643	+	0	NA	promoter-TSS (BPTF)	-promoter-TSS (BPTF)	-272	BPTF	BPTF	NM_004459			BPTF			NA
Interval_4414	chr2	105593004	105593299	+	0	NA	intron (LOC102724691, intron 1 of 2)	-intron (LOC102724691, intron 1 of 2)	-61332	MRPS9	MRPS9	NM_182640			MRPS9			NA
Interval_3003	chr16	69796055	69796283	+	0	NA	promoter-TSS (WWP2)	-promoter-TSS (WWP2)	-7298	NOB1	NOB1	NM_014062			NOB1			NA
Interval_2261	chr14	56046725	56046926	+	0	NA	promoter-TSS (KTN1)	-promoter-TSS (KTN1)	-15	KTN1-AS1	KTN1-AS1	NR_027123			KTN1-AS1			NA
Interval_2678	chr15	85925177	85925400	+	0	NA	intron (AKAP13, intron 1 of 36)	-intron (AKAP13, intron 1 of 36)	1441	AKAP13	AKAP13	NM_007200			AKAP13			NA
Interval_5348	chr3	5018981	5019386	+	0	NA	intron (BHLHE40-AS1, intron 1 of 3)	-intron (BHLHE40-AS1, intron 1 of 2)	-1914	BHLHE40	BHLHE40	NM_003670			BHLHE40			NA
Interval_2381	chr14	91601993	91602292	+	0	NA	intron (C14orf159, intron 1 of 13)	-intron (C14orf159, intron 1 of 15)	9372	SNORA11B	SNORA11B	NR_003709			SNORA11B			NA
Interval_4684	chr2	218933623	218933832	+	0	NA	promoter-TSS (RUFY4)	-promoter-TSS (RUFY4)	-7714	CXCR2P1	CXCR2P1	NR_002712			CXCR2P1			NA
Interval_592	chr1	192528612	192528992	+	0	NA	Intergenic	Intergenic	-16055	RGS1	RGS1	NM_002922			RGS1			NA
Interval_7862	chr8	74432951	74433156	+	0	NA	intron (STAU2, intron 8 of 9)	-intron (STAU2, intron 13 of 14)	100744	STAU2-AS1	STAU2-AS1	NR_038406			STAU2-AS1			NA
Interval_6249	chr4	190532199	190532394	+	0	NA	Intergenic	Intergenic	-48464	LINC01262	LINC01262	NR_121679			LINC01262			NA
Interval_106	chr1	20404801	20405109	+	0	NA	intron (PLA2G5, intron 1 of 4)	-intron (PLA2G5, intron 1 of 4)	8254	PLA2G5	PLA2G5	NM_000929			PLA2G5			NA
Interval_803	chr1	248612161	248612384	+	0	NA	Intergenic	Intergenic	-3827	OR2T2	OR2T2	NM_001004136			OR2T2			NA
Interval_8470	chrX	48794299	48794715	+	0	NA	intron (OTUD5, intron 2 of 8)	-intron (OTUD5, intron 2 of 8)	-18094	PIM2	PIM2	NM_006875			PIM2			NA
Interval_602	chr1	194776712	194776946	+	0	NA	Intergenic	Intergenic	1502954	LINC01031	LINC01031	NR_125789			LINC01031			NA
Interval_7833	chr8	61705286	61705782	+	0	NA	intron (CHD7, intron 3 of 37)	-intron (CHD7, intron 3 of 37)	114210	CHD7	CHD7	NM_017780			CHD7			NA
Interval_2007	chr13	31318518	31318853	+	0	NA	intron (ALOX5AP, intron 2 of 4)	-intron (ALOX5AP, intron 3 of 5)	9040	ALOX5AP	ALOX5AP	NM_001204406			ALOX5AP			NA
Interval_1279	chr11	59040858	59041288	+	0	NA	Intergenic	Intergenic	-60579	MPEG1	MPEG1	NM_001039396			MPEG1			NA
Interval_1509	chr11	126058505	126059428	+	0	NA	Intergenic	Intergenic	22621	RPUSD4	RPUSD4	NM_001144827			RPUSD4			NA
Interval_990	chr10	75716326	75717052	+	0	NA	Intergenic	Intergenic	-34154	C10orf55	C10orf55	NM_001001791			C10orf55			NA
Interval_3430	chr17	68361196	68361511	+	0	NA	Intergenic	Intergenic	195677	KCNJ2	KCNJ2	NM_000891			KCNJ2			NA
Interval_1020	chr10	89850598	89850848	+	0	NA	Intergenic	Intergenic	227528	PTEN	PTEN	NM_001304718			PTEN			NA
Interval_3040	chr16	84627713	84628143	+	0	NA	intron (COTL1, intron 2 of 3)	-intron (COTL1, intron 2 of 3)	23774	COTL1	COTL1	NM_021149			COTL1			NA
Interval_36	chr1	6088176	6088599	+	0	NA	intron (KCNAB2, intron 1 of 14)	-intron (KCNAB2, intron 1 of 15)	2314	KCNAB2	KCNAB2	NM_001199863			KCNAB2			NA
Interval_3812	chr19	7410705	7410976	+	0	NA	Intergenic	Intergenic	-49159	ARHGEF18	ARHGEF18	NM_015318			ARHGEF18			NA
Interval_2139	chr13	106232326	106232532	+	0	NA	Intergenic	Intergenic	-74399	DAOA-AS1	DAOA-AS1	NR_040247			DAOA-AS1			NA
Interval_6390	chr5	76032847	76033308	+	0	NA	Intergenic	Intergenic	21209	F2R	F2R	NM_001992			F2R			NA
Interval_85	chr1	12221965	12222488	+	0	NA	Intergenic	Intergenic	-4774	MIR7846	MIR7846	NR_107000			MIR7846			NA
Interval_4418	chr2	109210689	109210941	+	0	NA	intron (LIMS1, intron 1 of 9)	-intron (LIMS1, intron 1 of 9)	6058	LIMS1	LIMS1	NM_001193483			LIMS1			NA
Interval_6105	chr4	94255130	94255465	+	0	NA	intron (GRID2, intron 8 of 15)	-intron (GRID2, intron 7 of 14)	-494781	ATOH1	ATOH1	NM_005172			ATOH1			NA
Interval_7711	chr8	10767567	10767836	+	0	NA	intron (XKR6, intron 2 of 2)	-intron (XKR6, intron 2 of 2)	70165	LOC101929229	LOC101929229	NR_125432			LOC101929229			NA
Interval_5398	chr3	16341829	16342038	+	0	NA	intron (OXNAD1, intron 6 of 8)	-intron (OXNAD1, intron 6 of 8)	35266	OXNAD1	OXNAD1	NM_138381			OXNAD1			NA
Interval_7035	chr6	106549929	106550213	+	0	NA	intron (PRDM1, intron 2 of 4)	-intron (PRDM1, intron 4 of 6)	3334	PRDM1	PRDM1	NM_182907			PRDM1			NA
Interval_4077	chr19	52110328	52110643	+	0	NA	Intergenic	Intergenic	-12852	LINC01530	LINC01530	NR_034159			LINC01530			NA
Interval_3209	chr17	21277806	21278041	+	0	NA	Intergenic	Intergenic	-1776	KCNJ12	KCNJ12	NM_021012			KCNJ12			NA
Interval_6384	chr5	74185556	74185907	+	0	NA	Intergenic	Intergenic	-23519	FAM169A	FAM169A	NM_015566			FAM169A			NA
Interval_4170	chr2	14558045	14558451	+	0	NA	Intergenic	Intergenic	-17166	LINC00276	LINC00276	NR_103814			LINC00276			NA
Interval_572	chr1	183573331	183573605	+	0	NA	Intergenic	Intergenic	-13729	NCF2	NCF2	NM_001127651			NCF2			NA
Interval_8053	chr9	1875931	1876362	+	0	NA	Intergenic	Intergenic	-139073	SMARCA2	SMARCA2	NM_003070			SMARCA2			NA
Interval_7938	chr8	119294150	119294443	+	0	NA	intron (SAMD12, intron 4 of 4)	-intron (SAMD12, intron 4 of 4)	-170238	EXT1	EXT1	NM_000127			EXT1			NA
Interval_5475	chr3	44077793	44078250	+	0	NA	Intergenic	Intergenic	-77683	MIR138-1	MIR138-1	NR_029700			MIR138-1			NA
Interval_3029	chr16	81831037	81831312	+	0	NA	intron (PLCG2, intron 2 of 32)	-intron (PLCG2, intron 2 of 32)	18311	PLCG2	PLCG2	NM_002661			PLCG2			NA
Interval_5698	chr3	127473399	127473763	+	0	NA	intron (MGLL, intron 3 of 7)	-intron (MGLL, intron 3 of 7)	68144	MGLL	MGLL	NM_001003794			MGLL			NA
Interval_1677	chr12	31899645	31900050	+	0	NA	Intergenic	Intergenic	-17739	AMN1	AMN1	NM_001113402			AMN1			NA
Interval_6123	chr4	109039712	109040050	+	0	NA	intron (LEF1, intron 3 of 11)	-intron (LEF1, intron 3 of 10)	-48800	LEF1-AS1	LEF1-AS1	NR_029373			LEF1-AS1			NA
Interval_5243	chr22	36727482	36727763	+	0	NA	intron (MYH9, intron 3 of 40)	-intron (MYH9, intron 3 of 40)	-44669	MIR6819	MIR6819	NR_106877			MIR6819			NA
Interval_2042	chr13	43385848	43386156	+	0	NA	intron (LINC01050, intron 1 of 2)	-intron (LINC01050, intron 1 of 2)	696	LINC01050	LINC01050	NR_125747			LINC01050			NA
Interval_4951	chr20	48151630	48151940	+	0	NA	intron (PTGIS, intron 5 of 9)	-intron (PTGIS, intron 5 of 9)	32922	PTGIS	PTGIS	NM_000961			PTGIS			NA
Interval_2629	chr15	74907883	74908121	+	0	NA	exon (CLK3, exon 1 of 13)	-exon (CLK3, exon 1 of 13)	7289	CLK3	CLK3	NM_001130028			CLK3			NA
Interval_5933	chr4	13388082	13388334	+	0	NA	intron (RAB28, intron 4 of 7)	-intron (RAB28, intron 4 of 6)	97781	RAB28	RAB28	NM_001017979			RAB28			NA
Interval_4553	chr2	163200547	163200799	+	0	NA	promoter-TSS (GCA)	-promoter-TSS (GCA)	90	GCA	GCA	NM_012198			GCA			NA
Interval_579	chr1	184910516	184910754	+	0	NA	intron (FAM129A, intron 1 of 13)	-intron (FAM129A, intron 1 of 13)	33083	FAM129A	FAM129A	NM_052966			FAM129A			NA
Interval_2807	chr16	11059289	11059797	+	0	NA	intron (CLEC16A, intron 3 of 22)	-intron (CLEC16A, intron 3 of 20)	21198	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_7597	chr7	120567846	120568067	+	0	NA	Intergenic	Intergenic	-22861	ING3	ING3	NM_019071			ING3			NA
Interval_5273	chr22	39269911	39270281	+	0	NA	Intergenic	Intergenic	-1757	CBX6	CBX6	NM_014292			CBX6			NA
Interval_1682	chr12	32049506	32049907	+	0	NA	Intergenic	Intergenic	-62647	KIAA1551	KIAA1551	NM_018169			KIAA1551			NA
Interval_3407	chr17	65243141	65243366	+	0	NA	Intergenic	Intergenic	-1934	HELZ	HELZ	NM_014877			HELZ			NA
Interval_5151	chr21	45758996	45759189	+	0	NA	promoter-TSS (C21orf2)	-promoter-TSS (C21orf2)	193	C21orf2	C21orf2	NM_001271440			C21orf2			NA
Interval_5341	chr3	4798628	4799073	+	0	NA	intron (ITPR1, intron 40 of 57)	-intron (ITPR1, intron 41 of 58)	-5576	EGOT	EGOT	NR_004428			EGOT			NA
Interval_6771	chr6	14664410	14664688	+	0	NA	Intergenic	Intergenic	-378864	LINC01108	LINC01108	NR_108097			LINC01108			NA
Interval_1189	chr11	10463706	10463958	+	0	NA	Intergenic	Intergenic	-8036	AMPD3	AMPD3	NM_001172431			AMPD3			NA
Interval_7504	chr7	88258046	88258318	+	0	NA	Intergenic	Intergenic	-130500	ZNF804B	ZNF804B	NM_181646			ZNF804B			NA
Interval_4400	chr2	99771352	99771571	+	0	NA	promoter-TSS (LIPT1)	-promoter-TSS (LIPT1)	43	LIPT1	LIPT1	NM_145197			LIPT1			NA
Interval_7879	chr8	88378342	88378661	+	0	NA	intron (CNBD1, intron 10 of 10)	-intron (CNBD1, intron 10 of 10)	499825	CNBD1	CNBD1	NM_173538			CNBD1			NA
Interval_3966	chr19	36266236	36266462	+	0	NA	promoter-TSS (ARHGAP33)	-promoter-TSS (ARHGAP33)	-68	ARHGAP33	ARHGAP33	NM_052948			ARHGAP33			NA
Interval_5994	chr4	39611035	39611430	+	0	NA	intron (SMIM14, intron 1 of 4)	-intron (SMIM14, intron 1 of 4)	29249	SMIM14	SMIM14	NM_174921			SMIM14			NA
Interval_2368	chr14	81397346	81397822	+	0	NA	intron (CEP128, intron 1 of 23)	-intron (CEP128, intron 1 of 23)	8300	CEP128	CEP128	NM_152446			CEP128			NA
Interval_8196	chr9	98486878	98487126	+	0	NA	Intergenic	Intergenic	-150898	ERCC6L2	ERCC6L2	NM_020207			ERCC6L2			NA
Interval_2240	chr14	50234420	50234663	+	0	NA	promoter-TSS (KLHDC2)	-promoter-TSS (KLHDC2)	-246	KLHDC2	KLHDC2	NM_014315			KLHDC2			NA
Interval_1796	chr12	92940139	92941130	+	0	NA	Intergenic	Intergenic	-118710	CLLU1OS	CLLU1OS	NM_001025232			CLLU1OS			NA
Interval_7097	chr6	130897092	130897448	+	0	NA	Intergenic	Intergenic	139008	TMEM200A	TMEM200A	NM_001258277			TMEM200A			NA
Interval_4090	chr19	55030090	55030294	+	0	NA	Intergenic	Intergenic	-13717	KIR3DX1	KIR3DX1	NR_104097			KIR3DX1			NA
Interval_7811	chr8	50118580	50118808	+	0	NA	Intergenic	Intergenic	133794	C8orf22	C8orf22	NM_001007176			C8orf22			NA
Interval_6454	chr5	107148187	107148689	+	0	NA	Intergenic	Intergenic	-141842	EFNA5	EFNA5	NM_001962			EFNA5			NA
Interval_5101	chr21	37513837	37514066	+	0	NA	exon (CBR3-AS1, exon 3 of 3)	-exon (CBR3-AS1, exon 3 of 3)	6688	CBR3	CBR3	NM_001236			CBR3			NA
Interval_2808	chr16	11188097	11188411	+	0	NA	intron (CLEC16A, intron 18 of 22)	-intron (CLEC16A, intron 18 of 20)	149909	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_5487	chr3	45906226	45906504	+	0	NA	intron (LZTFL1, intron 2 of 9)	-intron (LZTFL1, intron 2 of 11)	-21631	CCR9	CCR9	NM_031200			CCR9			NA
Interval_2067	chr13	53354354	53354642	+	0	NA	Intergenic	Intergenic	-29687	MIR759	MIR759	NR_031582			MIR759			NA
Interval_2684	chr15	89183286	89183692	+	0	NA	intron (ISG20, intron 2 of 3)	-intron (ISG20, intron 2 of 3)	4621	ISG20	ISG20	NM_001303237			ISG20			NA
Interval_6469	chr5	114289311	114289590	+	0	NA	Intergenic	Intergenic	-180340	LOC101927078	LOC101927078	NR_130785			LOC101927078			NA
Interval_386	chr1	117312236	117312706	+	0	NA	TTS (CD2)	-TTS (CD2)	15385	CD2	CD2	NM_001767			CD2			NA
Interval_6732	chr6	6588605	6588856	+	0	NA	promoter-TSS (LY86)	-promoter-TSS (LY86)	-204	LY86	LY86	NM_004271			LY86			NA
Interval_3923	chr19	18209700	18210013	+	0	NA	promoter-TSS (IL12RB1)	-promoter-TSS (IL12RB1)	1253	MAST3	MAST3	NM_015016			MAST3			NA
Interval_7327	chr7	23634799	23635083	+	0	NA	Intergenic	Intergenic	-2057	CCDC126	CCDC126	NM_138771			CCDC126			NA
Interval_7525	chr7	95130895	95131098	+	0	NA	intron (ASB4, intron 2 of 2)	-intron (ASB4, intron 2 of 4)	15783	ASB4	ASB4	NM_016116			ASB4			NA
Interval_1379	chr11	73095911	73096158	+	0	NA	intron (RELT, intron 1 of 10)	-intron (RELT, intron 1 of 10)	8629	RELT	RELT	NM_032871			RELT			NA
Interval_3957	chr19	35739099	35739847	+	0	NA	promoter-TSS (LSR)	-promoter-TSS (LSR)	-86	LSR	LSR	NM_001260490			LSR			NA
Interval_2884	chr16	23347102	23347708	+	0	NA	intron (SCNN1B, intron 1 of 12)	-intron (SCNN1B, intron 1 of 12)	33814	SCNN1B	SCNN1B	NM_000336			SCNN1B			NA
Interval_5082	chr21	32090702	32091025	+	0	NA	TTS (KRTAP21-3)	-TTS (KRTAP21-3)	232	KRTAP21-3	KRTAP21-3	NM_001164435			KRTAP21-3			NA
Interval_2362	chr14	77413530	77413753	+	0	NA	Intergenic	Intergenic	81401	IRF2BPL	IRF2BPL	NM_024496			IRF2BPL			NA
Interval_454	chr1	154832842	154833222	+	0	NA	promoter-TSS (KCNN3)	-promoter-TSS (KCNN3)	-694	KCNN3	KCNN3	NM_002249			KCNN3			NA
Interval_8029	chr8	143484522	143484871	+	0	NA	promoter-TSS (TSNARE1)	-promoter-TSS (TSNARE1)	-86	TSNARE1	TSNARE1	NM_001291931			TSNARE1			NA
Interval_5553	chr3	60067403	60067653	+	0	NA	intron (FHIT, intron 5 of 9)	-intron (FHIT, intron 5 of 9)	536075	MIR548BB	MIR548BB	NR_128708			MIR548BB			NA
Interval_1703	chr12	46611937	46612151	+	0	NA	intron (SLC38A1, intron 5 of 16)	-intron (SLC38A1, intron 5 of 16)	51164	SLC38A1	SLC38A1	NM_001077484			SLC38A1			NA
Interval_3358	chr17	56407171	56407798	+	0	NA	intron (BZRAP1-AS1, intron 1 of 3)	-intron (BZRAP1-AS1, intron 2 of 4)	1195	MIR142	MIR142	NR_029683			MIR142			NA
Interval_2283	chr14	61855130	61855693	+	0	NA	intron (PRKCH, intron 1 of 13)	-intron (PRKCH, intron 1 of 13)	67250	PRKCH	PRKCH	NM_006255			PRKCH			NA
Interval_6207	chr4	166248546	166248923	+	0	NA	promoter-TSS (MSMO1)	-promoter-TSS (MSMO1)	-84	MSMO1	MSMO1	NM_001017369			MSMO1			NA
Interval_4322	chr2	68638786	68639147	+	0	NA	Intergenic	Intergenic	46644	PLEK	PLEK	NM_002664			PLEK			NA
Interval_2966	chr16	57422405	57422726	+	0	NA	Intergenic	Intergenic	-16114	CCL17	CCL17	NM_002987			CCL17			NA
Interval_1925	chr12	123293421	123293910	+	0	NA	intron (CCDC62, intron 10 of 12)	-intron (CCDC62, intron 10 of 12)	-26320	HIP1R	HIP1R	NM_003959			HIP1R			NA
Interval_4198	chr2	25626387	25626626	+	0	NA	intron (DTNB, intron 14 of 17)	-intron (DTNB, intron 15 of 19)	-61047	DNMT3A	DNMT3A	NM_175630			DNMT3A			NA
Interval_3332	chr17	46547762	46548078	+	0	NA	Intergenic	Intergenic	25725	LOC101927166	LOC101927166	NR_110804			LOC101927166			NA
Interval_5958	chr4	25876851	25877198	+	0	NA	Intergenic	Intergenic	-12371	SEL1L3	SEL1L3	NM_001297592			SEL1L3			NA
Interval_4562	chr2	171389690	171390274	+	0	NA	intron (MYO3B, intron 31 of 35)	-intron (MYO3B, intron 29 of 33)	181095	LINC01124	LINC01124	NR_027433			LINC01124			NA
Interval_892	chr10	28591821	28592147	+	0	NA	Intergenic	Intergenic	-13705	MIR8086	MIR8086	NR_107053			MIR8086			NA
Interval_6246	chr4	186104815	186105065	+	0	NA	intron (CFAP97, intron 2 of 4)	-intron (CFAP97, intron 2 of 3)	20242	CFAP97	CFAP97	NM_020827			CFAP97			NA
Interval_6674	chr5	173700456	173700880	+	0	NA	Intergenic	Intergenic	-62689	LINC01411	LINC01411	NR_125806			LINC01411			NA
Interval_5756	chr3	155272671	155273083	+	0	NA	intron (PLCH1, intron 7 of 21)	-intron (PLCH1, intron 7 of 22)	149120	PLCH1	PLCH1	NM_014996			PLCH1			NA
Interval_7447	chr7	69204124	69204507	+	0	NA	intron (AUTS2, intron 1 of 18)	-intron (AUTS2, intron 1 of 17)	140410	AUTS2	AUTS2	NM_001127231			AUTS2			NA
Interval_6359	chr5	60615709	60616010	+	0	NA	Intergenic	Intergenic	-12241	ZSWIM6	ZSWIM6	NM_020928			ZSWIM6			NA
Interval_1807	chr12	94563410	94563608	+	0	NA	intron (PLXNC1, intron 2 of 30)	-intron (PLXNC1, intron 2 of 30)	-92788	PLXNC1	PLXNC1	NM_005761			PLXNC1			NA
Interval_4046	chr19	47765660	47766040	+	0	NA	intron (CCDC9, intron 5 of 11)	-intron (CCDC9, intron 5 of 11)	6119	CCDC9	CCDC9	NM_015603			CCDC9			NA
Interval_3071	chr16	87808322	87808717	+	0	NA	intron (LOC102724467, intron 2 of 3)	-intron (LOC102724467, intron 2 of 3)	4235	LOC102724467	LOC102724467	NR_120309			LOC102724467			NA
Interval_7334	chr7	24939589	24939975	+	0	NA	intron (OSBPL3, intron 1 of 22)	-intron (OSBPL3, intron 1 of 22)	-7542	OSBPL3	OSBPL3	NM_015550			OSBPL3			NA
Interval_6007	chr4	40623514	40623943	+	0	NA	intron (RBM47, intron 1 of 6)	-intron (RBM47, intron 1 of 6)	-105738	RBM47	RBM47	NM_001098634			RBM47			NA
Interval_4011	chr19	42901095	42901344	+	0	NA	promoter-TSS (LIPE-AS1)	-promoter-TSS (LIPE-AS1)	-61	LOC101930071	LOC101930071	NR_126041			LOC101930071			NA
Interval_398	chr1	121200588	121200840	+	0	NA	Intergenic	Intergenic	-60196	EMBP1	EMBP1	NR_003955			EMBP1			NA
Interval_7918	chr8	107107288	107107540	+	0	NA	Intergenic	Intergenic	-34683	ZFPM2-AS1	ZFPM2-AS1	NR_125797			ZFPM2-AS1			NA
Interval_6901	chr6	40880124	40880351	+	0	NA	intron (LOC101929555, intron 1 of 5)	-intron (LOC101929555, intron 1 of 5)	110782	LOC101929555	LOC101929555	NR_110873			LOC101929555			NA
Interval_3093	chr16	89283019	89283260	+	0	NA	promoter-TSS (ZNF778)	-promoter-TSS (ZNF778)	-972	ZNF778	ZNF778	NM_182531			ZNF778			NA
Interval_1995	chr13	30290762	30290974	+	0	NA	Intergenic	Intergenic	-121043	SLC7A1	SLC7A1	NM_003045			SLC7A1			NA
Interval_5284	chr22	41024804	41025167	+	0	NA	intron (MKL1, intron 1 of 14)	-intron (MKL1, intron 1 of 13)	7738	MKL1	MKL1	NM_020831			MKL1			NA
Interval_3940	chr19	21182490	21182780	+	0	NA	Intergenic	Intergenic	-20791	ZNF430	ZNF430	NM_025189			ZNF430			NA
Interval_4669	chr2	214022075	214022373	+	0	NA	Intergenic	Intergenic	-7166	IKZF2	IKZF2	NM_001079526			IKZF2			NA
Interval_8384	chrX	7809539	7809731	+	0	NA	promoter-TSS (VCX)	-promoter-TSS (VCX)	-668	VCX	VCX	NM_013452			VCX			NA
Interval_4336	chr2	73121148	73121555	+	0	NA	Intergenic	Intergenic	6839	SPR	SPR	NM_003124			SPR			NA
Interval_6987	chr6	88506509	88506740	+	0	NA	intron (LOC101928911, intron 2 of 4)	-intron (LOC101928911, intron 2 of 4)	12046	LOC101928911	LOC101928911	NR_110869			LOC101928911			NA
Interval_7227	chr6	164928381	164928906	+	0	NA	Intergenic	Intergenic	306909	MEAT6	MEAT6	NR_131926			MEAT6			NA
Interval_5871	chr3	196370031	196370552	+	0	NA	intron (NRROS, intron 1 of 2)	-intron (NRROS, intron 1 of 2)	3724	NRROS	NRROS	NM_198565			NRROS			NA
Interval_6124	chr4	110199696	110200028	+	0	NA	intron (COL25A1, intron 3 of 35)	-intron (COL25A1, intron 2 of 31)	23661	COL25A1	COL25A1	NR_045756			COL25A1			NA
Interval_7846	chr8	65808666	65808858	+	0	NA	Intergenic	Intergenic	-97414	CYP7B1	CYP7B1	NM_004820			CYP7B1			NA
Interval_4707	chr2	223776913	223777157	+	0	NA	intron (ACSL3, intron 3 of 15)	-intron (ACSL3, intron 4 of 16)	51303	ACSL3	ACSL3	NM_004457			ACSL3			NA
Interval_1933	chr12	124086482	124086689	+	0	NA	promoter-TSS (DDX55)	-promoter-TSS (DDX55)	-87	DDX55	DDX55	NM_020936			DDX55			NA
Interval_2683	chr15	89181973	89182480	+	0	NA	exon (ISG20, exon 1 of 4)	-exon (ISG20, exon 1 of 4)	3358	ISG20	ISG20	NM_001303237			ISG20			NA
Interval_5600	chr3	84804981	84805313	+	0	NA	intron (LINC00971, intron 10 of 20)	-intron (LINC00971, intron 10 of 20)	113579	LINC00971	LINC00971	NR_033860			LINC00971			NA
Interval_3663	chr18	53902798	53903021	+	0	NA	Intergenic	Intergenic	-98142	LINC01539	LINC01539	NR_040026			LINC01539			NA
Interval_7136	chr6	139612071	139612508	+	0	NA	intron (TXLNB, intron 1 of 9)	-intron (TXLNB, intron 1 of 9)	919	TXLNB	TXLNB	NM_153235			TXLNB			NA
Interval_5245	chr22	36779370	36779647	+	0	NA	intron (MYH9, intron 1 of 40)	-intron (MYH9, intron 1 of 40)	4604	MYH9	MYH9	NM_002473			MYH9			NA
Interval_3030	chr16	81832789	81833018	+	0	NA	intron (PLCG2, intron 2 of 32)	-intron (PLCG2, intron 2 of 32)	20040	PLCG2	PLCG2	NM_002661			PLCG2			NA
Interval_8082	chr9	13015564	13015762	+	0	NA	Intergenic	Intergenic	-201275	LURAP1L-AS1	LURAP1L-AS1	NR_125775			LURAP1L-AS1			NA
Interval_761	chr1	235097984	235098679	+	0	NA	intron (LOC101927851, intron 1 of 3)	-intron (LOC101927851, intron 1 of 3)	1415	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_3024	chr16	81069814	81070028	+	0	NA	promoter-TSS (ATMIN)	-promoter-TSS (ATMIN)	463	ATMIN	ATMIN	NM_015251			ATMIN			NA
Interval_5139	chr21	45527028	45527319	+	0	NA	promoter-TSS (PWP2)	-promoter-TSS (PWP2)	-35	PWP2	PWP2	NM_005049			PWP2			NA
Interval_1325	chr11	65559195	65559475	+	0	NA	promoter-TSS (OVOL1-AS1)	-promoter-TSS (OVOL1-AS1)	-996	OVOL1-AS1	OVOL1-AS1	NR_108085			OVOL1-AS1			NA
Interval_7997	chr8	133787459	133787715	+	0	NA	promoter-TSS (PHF20L1)	-promoter-TSS (PHF20L1)	-17	PHF20L1	PHF20L1	NM_001277196			PHF20L1			NA
Interval_3679	chr18	57625369	57625603	+	0	NA	Intergenic	Intergenic	58294	PMAIP1	PMAIP1	NM_021127			PMAIP1			NA
Interval_4937	chr20	46097072	46097464	+	0	NA	Intergenic	Intergenic	-33333	NCOA3	NCOA3	NM_001174087			NCOA3			NA
Interval_1286	chr11	60222887	60223372	+	0	NA	promoter-TSS (MS4A1)	-promoter-TSS (MS4A1)	-153	MS4A1	MS4A1	NM_152866			MS4A1			NA
Interval_2726	chr15	101739903	101740304	+	0	NA	intron (CHSY1, intron 2 of 2)	-intron (CHSY1, intron 2 of 2)	52034	CHSY1	CHSY1	NM_014918			CHSY1			NA
Interval_2153	chr13	111074122	111074396	+	0	NA	intron (COL4A2, intron 4 of 47)	-intron (COL4A2, intron 4 of 47)	80954	MIR8073	MIR8073	NR_107040			MIR8073			NA
Interval_4682	chr2	218083524	218083756	+	0	NA	Intergenic	Intergenic	348145	LOC101928327	LOC101928327	NR_130782			LOC101928327			NA
Interval_6295	chr5	16785346	16785666	+	0	NA	intron (MYO10, intron 4 of 40)	-intron (MYO10, intron 4 of 40)	150879	MYO10	MYO10	NM_012334			MYO10			NA
Interval_851	chr10	12090473	12090913	+	0	NA	Intergenic	Intergenic	-5524	UPF2	UPF2	NM_080599			UPF2			NA
Interval_69	chr1	10233777	10233990	+	0	NA	intron (UBE4B, intron 24 of 26)	-intron (UBE4B, intron 25 of 27)	-36881	KIF1B	KIF1B	NM_015074			KIF1B			NA
Interval_6811	chr6	24522559	24522917	+	0	NA	intron (ALDH5A1, intron 7 of 10)	-intron (ALDH5A1, intron 6 of 9)	27541	ALDH5A1	ALDH5A1	NM_001080			ALDH5A1			NA
Interval_6341	chr5	55322766	55323025	+	0	NA	Intergenic	Intergenic	31900	FLJ31104	FLJ31104	NR_102755			FLJ31104			NA
Interval_4989	chr20	52679361	52679600	+	0	NA	intron (BCAS1, intron 1 of 11)	-intron (BCAS1, intron 1 of 11)	5544	MIR4756	MIR4756	NR_039913			MIR4756			NA
Interval_404	chr1	143473119	143473407	+	0	NA	Intergenic	Intergenic	-199658	MIR6077	MIR6077	NR_106967			MIR6077			NA
Interval_3376	chr17	57914905	57915395	+	0	NA	intron (VMP1, intron 10 of 11)	-intron (VMP1, intron 10 of 11)	-3477	MIR21	MIR21	NR_029493			MIR21			NA
Interval_3282	chr17	38720580	38721235	+	0	NA	intron (CCR7, intron 1 of 2)	-intron (CCR7, intron 1 of 1)	829	CCR7	CCR7	NM_001838			CCR7			NA
