PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_3272	chr11	71136819	71137060	+	0	NA	Intergenic	Intergenic	-2539	FLJ42102	FLJ42102	NR_038862			FLJ42102			NA
Interval_10554	chr20	39615519	39615697	+	0	NA	Intergenic	Intergenic	-41854	TOP1	TOP1	NM_003286			TOP1			NA
Interval_9283	chr2	95718987	95719353	+	0	NA	exon (MAL, exon 4 of 4)	-exon (MAL, exon 4 of 4)	27770	MAL	MAL	NM_002371			MAL			NA
Interval_2280	chr10	69644184	69644424	+	0	NA	promoter-TSS (SIRT1)	-promoter-TSS (SIRT1)	-123	SIRT1	SIRT1	NM_001142498			SIRT1			NA
Interval_10438	chr20	24345187	24345474	+	0	NA	Intergenic	Intergenic	-104505	SYNDIG1	SYNDIG1	NM_024893			SYNDIG1			NA
Interval_4386	chr12	113699571	113700145	+	0	NA	intron (TPCN1, intron 3 of 27)	-intron (TPCN1, intron 4 of 28)	-29470	MIR6762	MIR6762	NR_106820			MIR6762			NA
Interval_7274	chr17	34454545	34454889	+	0	NA	Intergenic	Intergenic	23497	CCL4	CCL4	NM_002984			CCL4			NA
Interval_10200	chr2	238850704	238851049	+	0	NA	Intergenic	Intergenic	-24711	UBE2F	UBE2F	NM_001278308			UBE2F			NA
Interval_190	chr1	21258490	21258671	+	0	NA	intron (EIF4G3, intron 9 of 31)	-intron (EIF4G3, intron 11 of 34)	56345	MIR1256	MIR1256	NR_031657			MIR1256			NA
Interval_14848	chr6	33311634	33311934	+	0	NA	Intergenic	Intergenic	-20991	DAXX	DAXX	NM_001141970_2			DAXX			NA
Interval_1496	chr1	209962637	209962937	+	0	NA	intron (IRF6, intron 8 of 8)	-intron (IRF6, intron 6 of 6)	-4712	C1orf74	C1orf74	NM_152485			C1orf74			NA
Interval_14148	chr5	128746298	128746502	+	0	NA	Intergenic	Intergenic	-13560	MIR4460	MIR4460	NR_039665			MIR4460			NA
Interval_5295	chr14	60810898	60812131	+	0	NA	Intergenic	Intergenic	99044	PPM1A	PPM1A	NM_177952			PPM1A			NA
Interval_18031	chrX	12974380	12974618	+	0	NA	Intergenic	Intergenic	-13080	TLR8-AS1	TLR8-AS1	NR_030727			TLR8-AS1			NA
Interval_13866	chr5	75918871	75919100	+	0	NA	intron (F2RL2, intron 1 of 1)	-intron (F2RL2, intron 1 of 1)	274	F2RL2	F2RL2	NM_001256566			F2RL2			NA
Interval_14202	chr5	132801605	132801890	+	0	NA	intron (FSTL4, intron 3 of 15)	-intron (FSTL4, intron 3 of 15)	-38349	MIR1289-2	MIR1289-2	NR_031621			MIR1289-2			NA
Interval_15156	chr6	86352482	86352987	+	0	NA	promoter-TSS (SYNCRIP)	-promoter-TSS (SYNCRIP)	309	SYNCRIP	SYNCRIP	NM_006372			SYNCRIP			NA
Interval_3835	chr12	17730404	17730817	+	0	NA	Intergenic	Intergenic	-95623	MIR3974	MIR3974	NR_039770			MIR3974			NA
Interval_17200	chr8	135055977	135056167	+	0	NA	Intergenic	Intergenic	157333	LOC101927822	LOC101927822	NR_125424			LOC101927822			NA
Interval_9326	chr2	99374584	99374899	+	0	NA	Intergenic	Intergenic	13620	LOC101927070	LOC101927070	NR_126337			LOC101927070			NA
Interval_7375	chr17	43971729	43972046	+	0	NA	exon (MAPT, exon 1 of 15)	-exon (MAPT, exon 1 of 15)	139	MAPT	MAPT	NM_016841_1			MAPT			NA
Interval_15954	chr7	51189586	51190054	+	0	NA	intron (COBL, intron 6 of 12)	-intron (COBL, intron 6 of 13)	194695	COBL	COBL	NM_015198			COBL			NA
Interval_967	chr1	143765918	143766101	+	0	NA	Intergenic	Intergenic	1872	PPIAL4G	PPIAL4G	NM_001123068			PPIAL4G			NA
Interval_15380	chr6	131193562	131193812	+	0	NA	intron (EPB41L2, intron 12 of 17)	-intron (EPB41L2, intron 12 of 14)	45142	SMLR1	SMLR1	NM_001195597			SMLR1			NA
Interval_16312	chr7	142190525	142190918	+	0	NA	Intergenic	Intergenic	-183410	MTRNR2L6	MTRNR2L6	NM_001190487			MTRNR2L6			NA
Interval_17488	chr9	77625454	77625796	+	0	NA	intron (C9orf41, intron 3 of 7)	-intron (C9orf41, intron 3 of 7)	17685	C9orf41	C9orf41	NM_152420			C9orf41			NA
Interval_3171	chr11	63637171	63637448	+	0	NA	intron (MARK2, intron 1 of 16)	-intron (MARK2, intron 1 of 18)	-18678	MARK2	MARK2	NM_017490			MARK2			NA
Interval_3664	chr11	134738321	134738851	+	0	NA	Intergenic	Intergenic	432210	LOC283177	LOC283177	NR_033852			LOC283177			NA
Interval_17334	chr9	6757820	6758065	+	0	NA	exon (KDM4C, exon 1 of 18)	-exon (KDM4C, exon 1 of 18)	301	KDM4C	KDM4C	NM_015061			KDM4C			NA
Interval_8440	chr19	18429004	18429496	+	0	NA	intron (LSM4, intron 1 of 4)	-intron (LSM4, intron 1 of 3)	4751	LSM4	LSM4	NM_001252129			LSM4			NA
Interval_18000	chrX	4942049	4942300	+	0	NA	Intergenic	Intergenic	-390561	LOC101928201	LOC101928201	NR_110390			LOC101928201			NA
Interval_6413	chr16	3297494	3297787	+	0	NA	intron (MEFV, intron 3 of 8)	-intron (MEFV, intron 4 of 9)	8987	MEFV	MEFV	NM_001198536			MEFV			NA
Interval_519	chr1	55070264	55070606	+	0	NA	intron (ACOT11, intron 12 of 15)	-intron (ACOT11, intron 12 of 16)	18765	FAM151A	FAM151A	NM_176782			FAM151A			NA
Interval_12186	chr3	117821643	117821895	+	0	NA	Intergenic	Intergenic	-840154	IGSF11-AS1	IGSF11-AS1	NR_046230			IGSF11-AS1			NA
Interval_12272	chr3	131205465	131205729	+	0	NA	intron (MRPL3, intron 6 of 9)	-intron (MRPL3, intron 6 of 9)	-7520	SNORA58	SNORA58	NR_002985			SNORA58			NA
Interval_15692	chr7	6313849	6314312	+	0	NA	Intergenic	Intergenic	-1838	CYTH3	CYTH3	NM_004227			CYTH3			NA
Interval_6113	chr15	72609473	72609651	+	0	NA	intron (CELF6, intron 1 of 12)	-intron (CELF6, intron 1 of 11)	2963	CELF6	CELF6	NM_052840			CELF6			NA
Interval_11818	chr3	45984879	45985061	+	0	NA	promoter-TSS (CXCR6)	-promoter-TSS (CXCR6)	-3	CXCR6	CXCR6	NM_006564			CXCR6			NA
Interval_10587	chr20	43273342	43273539	+	0	NA	intron (ADA, intron 1 of 11)	-intron (ADA, intron 1 of 11)	6936	ADA	ADA	NM_000022			ADA			NA
Interval_4057	chr12	56031290	56031638	+	0	NA	exon (OR10P1, exon 1 of 1)	-exon (OR10P1, exon 1 of 1)	788	OR10P1	OR10P1	NM_206899			OR10P1			NA
Interval_2821	chr11	2407111	2407293	+	0	NA	intron (CD81, intron 1 of 7)	-intron (CD81, intron 1 of 7)	-7980	CD81-AS1	CD81-AS1	NR_108080			CD81-AS1			NA
Interval_17661	chr9	99284399	99284692	+	0	NA	intron (CDC14B, intron 12 of 13)	-intron (CDC14B, intron 12 of 13)	72108	HABP4	HABP4	NM_014282			HABP4			NA
Interval_17766	chr9	116344214	116344422	+	0	NA	intron (RGS3, intron 1 of 7)	-intron (RGS3, intron 1 of 6)	-11882	RGS3	RGS3	NM_001282923			RGS3			NA
Interval_6841	chr16	75102115	75102422	+	0	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	48402	LDHD	LDHD	NM_153486			LDHD			NA
Interval_129	chr1	14953854	14954220	+	0	NA	intron (KAZN, intron 1 of 14)	-intron (KAZN, intron 1 of 7)	28824	KAZN	KAZN	NM_201628			KAZN			NA
Interval_1302	chr1	185307897	185308119	+	0	NA	Intergenic	Intergenic	-3837	GS1-279B7.1	GS1-279B7	NR_038424			GS1-279B7.1			NA
Interval_15386	chr6	132124314	132124517	+	0	NA	Intergenic	Intergenic	-4741	ENPP1	ENPP1	NM_006208			ENPP1			NA
Interval_2633	chr10	115294174	115294535	+	0	NA	Intergenic	Intergenic	-18424	HABP2	HABP2	NM_004132			HABP2			NA
Interval_2607	chr10	112294367	112294589	+	0	NA	Intergenic	Intergenic	-32971	SMC3	SMC3	NM_005445			SMC3			NA
Interval_3637	chr11	131528954	131529262	+	0	NA	intron (NTM, intron 1 of 7)	-intron (NTM, intron 1 of 7)	4342	C11orf39	C11orf39	NR_126159			C11orf39			NA
Interval_10223	chr2	240196784	240197036	+	0	NA	intron (HDAC4, intron 2 of 26)	-intron (HDAC4, intron 2 of 26)	-30247	MIR4269	MIR4269	NR_036229			MIR4269			NA
Interval_10759	chr20	58875558	58875780	+	0	NA	intron (MIR646HG, intron 3 of 4)	-intron (MIR646HG, intron 3 of 4)	-7863	MIR646	MIR646	NR_030376			MIR646			NA
Interval_1089	chr1	158257441	158258214	+	0	NA	Intergenic	Intergenic	-1736	CD1C	CD1C	NM_001765			CD1C			NA
Interval_15382	chr6	131520939	131521324	+	0	NA	intron (AKAP7, intron 6 of 7)	-intron (AKAP7, intron 6 of 7)	-50168	AKAP7	AKAP7	NM_138633			AKAP7			NA
Interval_1391	chr1	201508650	201509068	+	0	NA	Intergenic	Intergenic	19827	RPS10P7	RPS10P7	NR_026667			RPS10P7			NA
Interval_13403	chr4	168698550	168698727	+	0	NA	Intergenic	Intergenic	-315050	ANXA10	ANXA10	NM_007193			ANXA10			NA
Interval_2586	chr10	106347047	106347380	+	0	NA	Intergenic	Intergenic	-53646	SORCS3	SORCS3	NM_014978			SORCS3			NA
Interval_1578	chr1	223497167	223497613	+	0	NA	intron (SUSD4, intron 2 of 8)	-intron (SUSD4, intron 2 of 5)	40154	SUSD4	SUSD4	NM_017982			SUSD4			NA
Interval_12622	chr3	197709745	197710259	+	0	NA	intron (LMLN, intron 6 of 15)	-intron (LMLN, intron 6 of 16)	22931	LMLN	LMLN	NM_001136049			LMLN			NA
Interval_11062	chr22	17098511	17098880	+	0	NA	intron (TPTEP1, intron 3 of 8)	-intron (TPTEP1, intron 3 of 8)	15894	TPTEP1	TPTEP1	NR_001591			TPTEP1			NA
Interval_16358	chr7	150365320	150365901	+	0	NA	Intergenic	Intergenic	-17184	GIMAP2	GIMAP2	NM_015660			GIMAP2			NA
Interval_17212	chr8	136008235	136008762	+	0	NA	Intergenic	Intergenic	146320	LOC101927845	LOC101927845	NR_125427			LOC101927845			NA
Interval_3336	chr11	81208296	81208746	+	0	NA	Intergenic	Intergenic	393357	MIR4300	MIR4300	NR_036186			MIR4300			NA
Interval_12015	chr3	71117181	71117574	+	0	NA	intron (FOXP1, intron 7 of 20)	-intron (FOXP1, intron 7 of 20)	-221532	FOXP1-AS1	FOXP1-AS1	NR_126463			FOXP1-AS1			NA
Interval_7246	chr17	31386001	31386179	+	0	NA	intron (ASIC2, intron 3 of 9)	-intron (ASIC2, intron 3 of 9)	67208	SPACA3	SPACA3	NM_173847			SPACA3			NA
Interval_14098	chr5	118786501	118786765	+	0	NA	Intergenic	Intergenic	-1559	HSD17B4	HSD17B4	NM_000414			HSD17B4			NA
Interval_14584	chr6	5709454	5709761	+	0	NA	intron (FARS2, intron 6 of 6)	-intron (FARS2, intron 6 of 6)	-14102	LOC101927950	LOC101927950	NR_110842			LOC101927950			NA
Interval_1790	chr1	240851120	240851449	+	0	NA	intron (MIR1273E, intron 2 of 3)	-intron (MIR1273E, intron 2 of 3)	-75822	GREM2	GREM2	NM_022469			GREM2			NA
Interval_16403	chr7	155537566	155537997	+	0	NA	exon (RBM33, exon 14 of 18)	-exon (RBM33, exon 14 of 18)	67186	SHH	SHH	NM_000193			SHH			NA
Interval_5029	chr13	103610775	103611068	+	0	NA	Intergenic	Intergenic	78472	METTL21EP	METTL21EP	NR_026965			METTL21EP			NA
Interval_9207	chr2	74617973	74618711	+	0	NA	exon (DCTN1-AS1, exon 2 of 4)	-exon (DCTN1-AS1, exon 2 of 4)	872	DCTN1	DCTN1	NM_001190836			DCTN1			NA
Interval_2926	chr11	14541996	14542547	+	0	NA	promoter-TSS (PSMA1)	-promoter-TSS (PSMA1)	-20867	COPB1	COPB1	NM_001144062			COPB1			NA
Interval_5663	chr14	103800229	103800531	+	0	NA	promoter-TSS (EIF5)	-promoter-TSS (EIF5)	-818	EIF5	EIF5	NM_001969			EIF5			NA
Interval_2353	chr10	75645934	75646324	+	0	NA	Intergenic	Intergenic	-11780	CAMK2G	CAMK2G	NM_001222			CAMK2G			NA
Interval_1261	chr1	181122126	181122512	+	0	NA	Intergenic	Intergenic	-21301	LOC101928973	LOC101928973	NR_125966			LOC101928973			NA
Interval_16052	chr7	89978028	89978408	+	0	NA	intron (GTPBP10, intron 1 of 9)	-intron (GTPBP10, intron 1 of 7)	2239	GTPBP10	GTPBP10	NM_033107			GTPBP10			NA
Interval_3820	chr12	13332306	13332967	+	0	NA	Intergenic	Intergenic	-16966	EMP1	EMP1	NM_001423			EMP1			NA
Interval_14767	chr6	24452302	24452517	+	0	NA	intron (GPLD1, intron 14 of 24)	-intron (GPLD1, intron 14 of 24)	37441	GPLD1	GPLD1	NM_001503			GPLD1			NA
Interval_16767	chr8	55367321	55367686	+	0	NA	Intergenic	Intergenic	-2992	SOX17	SOX17	NM_022454			SOX17			NA
Interval_1492	chr1	209656677	209657045	+	0	NA	Intergenic	Intergenic	51383	MIR205	MIR205	NR_029622			MIR205			NA
Interval_3976	chr12	48554683	48554947	+	0	NA	Intergenic	Intergenic	-3438	ASB8	ASB8	NM_024095			ASB8			NA
Interval_5099	chr14	21512506	21512832	+	0	NA	TTS (RNASE7)	-TTS (RNASE7)	2284	RNASE7	RNASE7	NM_032572			RNASE7			NA
Interval_13685	chr5	49562234	49562565	+	0	NA	Intergenic	Intergenic	174835	EMB	EMB	NM_198449			EMB			NA
Interval_17219	chr8	136385844	136386063	+	0	NA	Intergenic	Intergenic	-83755	KHDRBS3	KHDRBS3	NM_006558			KHDRBS3			NA
Interval_6199	chr15	79609169	79609806	+	0	NA	intron (TMED3, intron 3 of 3)	-intron (TMED3, intron 2 of 2)	6083	TMED3	TMED3	NM_001301203			TMED3			NA
Interval_16784	chr8	59973692	59974138	+	0	NA	intron (TOX, intron 1 of 8)	-intron (TOX, intron 1 of 8)	57852	TOX	TOX	NM_014729			TOX			NA
Interval_8572	chr19	41283199	41283408	+	0	NA	promoter-TSS (RAB4B)	-promoter-TSS (RAB4B)	-821	RAB4B	RAB4B	NM_016154			RAB4B			NA
Interval_15366	chr6	128859095	128859382	+	0	NA	Intergenic	Intergenic	-17419	PTPRK	PTPRK	NM_001291982			PTPRK			NA
Interval_10453	chr20	25374911	25375367	+	0	NA	Intergenic	Intergenic	-3521	ABHD12	ABHD12	NM_015600			ABHD12			NA
Interval_8419	chr19	16486327	16486594	+	0	NA	intron (EPS15L1, intron 21 of 22)	-intron (EPS15L1, intron 22 of 23)	50809	KLF2	KLF2	NM_016270			KLF2			NA
Interval_6907	chr16	85481980	85483055	+	0	NA	Intergenic	Intergenic	-142586	MIR5093	MIR5093	NR_049816			MIR5093			NA
Interval_13285	chr4	145491087	145491440	+	0	NA	Intergenic	Intergenic	-75885	HHIP	HHIP	NM_022475			HHIP			NA
Interval_12681	chr4	6711522	6711824	+	0	NA	promoter-TSS (MRFAP1L1)	-promoter-TSS (MRFAP1L1)	-67	MRFAP1L1	MRFAP1L1	NM_203462			MRFAP1L1			NA
Interval_4480	chr12	123383087	123383492	+	0	NA	Intergenic	Intergenic	-2577	VPS37B	VPS37B	NM_024667			VPS37B			NA
Interval_13766	chr5	61564633	61564899	+	0	NA	Intergenic	Intergenic	-37223	KIF2A	KIF2A	NM_004520			KIF2A			NA
Interval_11427	chr3	918744	919026	+	0	NA	Intergenic	Intergenic	-215457	CNTN6	CNTN6	NM_014461			CNTN6			NA
Interval_4374	chr12	113185303	113185609	+	0	NA	Intergenic	Intergenic	-44093	RPH3A	RPH3A	NM_001143854			RPH3A			NA
Interval_4333	chr12	107378036	107378326	+	0	NA	intron (MTERF2, intron 2 of 2)	-intron (MTERF2, intron 2 of 2)	2763	MTERF2	MTERF2	NM_001033050			MTERF2			NA
Interval_12713	chr4	10125461	10125835	+	0	NA	Intergenic	Intergenic	-7075	WDR1	WDR1	NM_017491			WDR1			NA
Interval_10447	chr20	25016984	25017161	+	0	NA	intron (ACSS1, intron 2 of 13)	-intron (ACSS1, intron 2 of 13)	21746	ACSS1	ACSS1	NM_032501			ACSS1			NA
Interval_3517	chr11	118958462	118958703	+	0	NA	promoter-TSS (HMBS)	-promoter-TSS (HMBS)	2995	HMBS	HMBS	NM_001024382			HMBS			NA
Interval_1916	chr10	8341186	8341529	+	0	NA	Intergenic	Intergenic	-31089	LINC00708	LINC00708	NR_108058			LINC00708			NA
Interval_14427	chr5	163334907	163335095	+	0	NA	Intergenic	Intergenic	404931	MAT2B	MAT2B	NM_013283			MAT2B			NA
Interval_13221	chr4	130603743	130604167	+	0	NA	Intergenic	Intergenic	88678	LOC101927282	LOC101927282	NR_110753			LOC101927282			NA
Interval_5503	chr14	81687545	81687728	+	0	NA	promoter-TSS (GTF2A1)	-promoter-TSS (GTF2A1)	-61	GTF2A1	GTF2A1	NM_201595			GTF2A1			NA
Interval_14688	chr6	15261770	15262000	+	0	NA	intron (JARID2, intron 1 of 17)	-intron (JARID2, intron 1 of 17)	-12958	JARID2-AS1	JARID2-AS1	NR_120502			JARID2-AS1			NA
Interval_12241	chr3	126933743	126934255	+	0	NA	Intergenic	Intergenic	22025	C3orf56	C3orf56	NM_001007534			C3orf56			NA
Interval_6997	chr16	89683162	89683358	+	0	NA	intron (DPEP1, intron 1 of 10)	-intron (DPEP1, intron 1 of 10)	-3740	DPEP1	DPEP1	NM_001128141			DPEP1			NA
Interval_12891	chr4	63733341	63733822	+	0	NA	Intergenic	Intergenic	-706098	ADGRL3-AS1	ADGRL3-AS1	NR_110595			ADGRL3-AS1			NA
Interval_13597	chr5	32339368	32339575	+	0	NA	Intergenic	Intergenic	-26357	MTMR12	MTMR12	NM_001294343			MTMR12			NA
Interval_17749	chr9	113173206	113173567	+	0	NA	exon (SVEP1, exon 37 of 48)	-exon (SVEP1, exon 37 of 48)	-73222	TXNDC8	TXNDC8	NM_001003936			TXNDC8			NA
Interval_11412	chr22	50246886	50247266	+	0	NA	promoter-TSS (ZBED4)	-promoter-TSS (ZBED4)	-421	ZBED4	ZBED4	NM_014838			ZBED4			NA
Interval_17125	chr8	129890111	129890397	+	0	NA	Intergenic	Intergenic	-313329	LINC00824	LINC00824	NR_121672			LINC00824			NA
Interval_10857	chr21	32505748	32506062	+	0	NA	intron (TIAM1, intron 24 of 28)	-intron (TIAM1, intron 24 of 28)	-95110	KRTAP19-8	KRTAP19-8	NM_001099219			KRTAP19-8			NA
Interval_17084	chr8	125649754	125650181	+	0	NA	intron (MTSS1, intron 3 of 13)	-intron (MTSS1, intron 3 of 14)	90781	MTSS1	MTSS1	NM_014751			MTSS1			NA
Interval_17681	chr9	101875397	101875705	+	0	NA	intron (TGFBR1, intron 1 of 8)	-intron (TGFBR1, intron 1 of 7)	8180	TGFBR1	TGFBR1	NM_004612			TGFBR1			NA
Interval_12960	chr4	78783020	78783443	+	0	NA	promoter-TSS (MRPL1)	-promoter-TSS (MRPL1)	-574	MRPL1	MRPL1	NM_020236			MRPL1			NA
Interval_7036	chr17	2717893	2718231	+	0	NA	intron (RAP1GAP2, intron 2 of 24)	-intron (RAP1GAP2, intron 2 of 23)	18330	RAP1GAP2	RAP1GAP2	NM_015085			RAP1GAP2			NA
Interval_11455	chr3	8398853	8399293	+	0	NA	intron (LMCD1-AS1, intron 3 of 3)	-intron (LMCD1-AS1, intron 3 of 3)	144271	LMCD1-AS1	LMCD1-AS1	NR_033378			LMCD1-AS1			NA
Interval_5314	chr14	61939674	61940086	+	0	NA	intron (PRKCH, intron 9 of 13)	-intron (PRKCH, intron 9 of 13)	97032	LOC101927780	LOC101927780	NR_110416			LOC101927780			NA
Interval_13971	chr5	94926615	94926876	+	0	NA	intron (ARSK, intron 5 of 7)	-intron (ARSK, intron 5 of 7)	-29235	GPR150	GPR150	NM_199243			GPR150			NA
Interval_2893	chr11	11158957	11159256	+	0	NA	Intergenic	Intergenic	215798	CSNK2A3	CSNK2A3	NM_001256686			CSNK2A3			NA
Interval_11920	chr3	56646066	56646451	+	0	NA	intron (CCDC66, intron 10 of 17)	-intron (CCDC66, intron 10 of 17)	51816	FAM208A	FAM208A	NM_001112736			FAM208A			NA
Interval_15095	chr6	53596648	53597223	+	0	NA	Intergenic	Intergenic	-62843	LRRC1	LRRC1	NM_018214			LRRC1			NA
Interval_16813	chr8	66867770	66868472	+	0	NA	Intergenic	Intergenic	-65670	DNAJC5B	DNAJC5B	NM_033105			DNAJC5B			NA
Interval_7035	chr17	2434553	2434754	+	0	NA	Intergenic	Intergenic	-19453	METTL16	METTL16	NM_024086			METTL16			NA
Interval_9002	chr2	46371574	46371937	+	0	NA	intron (PRKCE, intron 11 of 14)	-intron (PRKCE, intron 11 of 14)	-152786	EPAS1	EPAS1	NM_001430			EPAS1			NA
Interval_17511	chr9	80422913	80423489	+	0	NA	intron (GNAQ, intron 3 of 6)	-intron (GNAQ, intron 3 of 6)	-159969	GNA14	GNA14	NM_004297			GNA14			NA
Interval_8629	chr19	47458700	47459247	+	0	NA	intron (ARHGAP35, intron 2 of 5)	-intron (ARHGAP35, intron 2 of 5)	37040	ARHGAP35	ARHGAP35	NM_004491			ARHGAP35			NA
Interval_9926	chr2	198176373	198176669	+	0	NA	promoter-TSS (ANKRD44)	-promoter-TSS (ANKRD44)	-1000	ANKRD44	ANKRD44	NM_153697			ANKRD44			NA
Interval_3049	chr11	44590406	44590635	+	0	NA	intron (CD82, intron 1 of 9)	-intron (CD82, intron 1 of 8)	3379	CD82	CD82	NM_001024844			CD82			NA
Interval_18282	chrX	129231705	129232169	+	0	NA	intron (ELF4, intron 1 of 8)	-intron (ELF4, intron 1 of 8)	12538	ELF4	ELF4	NM_001127197			ELF4			NA
Interval_1502	chr1	210755634	210756398	+	0	NA	intron (HHAT, intron 9 of 11)	-intron (HHAT, intron 9 of 11)	253766	HHAT	HHAT	NM_001122834			HHAT			NA
Interval_3406	chr11	102292060	102292350	+	0	NA	intron (TMEM123, intron 2 of 4)	-intron (TMEM123, intron 2 of 4)	31570	TMEM123	TMEM123	NM_052932			TMEM123			NA
Interval_15159	chr6	87813969	87814313	+	0	NA	Intergenic	Intergenic	-9276	CGA	CGA	NM_001252383			CGA			NA
Interval_7562	chr17	62925745	62926176	+	0	NA	Intergenic	Intergenic	-10362	LRRC37A3	LRRC37A3	NM_199340			LRRC37A3			NA
Interval_18268	chrX	124266079	124266453	+	0	NA	Intergenic	Intergenic	-168600	TENM1	TENM1	NM_014253			TENM1			NA
Interval_4400	chr12	117240888	117241155	+	0	NA	intron (RNFT2, intron 7 of 10)	-intron (RNFT2, intron 7 of 11)	64925	RNFT2	RNFT2	NM_032814			RNFT2			NA
Interval_8842	chr2	12214497	12214726	+	0	NA	intron (LOC100506457, intron 2 of 5)	-intron (LOC100506457, intron 2 of 5)	67369	LOC100506457	LOC100506457	NR_110196			LOC100506457			NA
Interval_7370	chr17	42976771	42976967	+	0	NA	promoter-TSS (EFTUD2)	-promoter-TSS (EFTUD2)	124	EFTUD2	EFTUD2	NM_004247			EFTUD2			NA
Interval_2649	chr10	116286431	116286765	+	0	NA	promoter-TSS (ABLIM1)	-promoter-TSS (ABLIM1)	87	ABLIM1	ABLIM1	NM_001003407			ABLIM1			NA
Interval_12021	chr3	71493290	71494212	+	0	NA	intron (FOXP1, intron 3 of 20)	-intron (FOXP1, intron 3 of 6)	97489	MIR1284	MIR1284	NR_031697			MIR1284			NA
Interval_7122	chr17	12298999	12299460	+	0	NA	Intergenic	Intergenic	-154056	LINC00670	LINC00670	NR_034145			LINC00670			NA
Interval_13718	chr5	54323540	54323814	+	0	NA	intron (GZMK, intron 2 of 4)	-intron (GZMK, intron 2 of 4)	3570	GZMK	GZMK	NM_002104			GZMK			NA
Interval_4738	chr13	42490679	42491043	+	0	NA	intron (VWA8, intron 2 of 44)	-intron (VWA8, intron 2 of 25)	44360	VWA8	VWA8	NM_001009814			VWA8			NA
Interval_14237	chr5	137090410	137090636	+	0	NA	promoter-TSS (HNRNPA0)	-promoter-TSS (HNRNPA0)	-484	HNRNPA0	HNRNPA0	NM_006805			HNRNPA0			NA
Interval_5848	chr15	41194997	41195179	+	0	NA	exon (VPS18, exon 5 of 5)	-exon (VPS18, exon 5 of 5)	8460	VPS18	VPS18	NM_020857			VPS18			NA
Interval_18070	chrX	26313570	26313915	+	0	NA	Intergenic	Intergenic	79456	MAGEB5	MAGEB5	NM_001271752			MAGEB5			NA
Interval_6635	chr16	31075739	31076013	+	0	NA	intron (ZNF668, intron 1 of 2)	-intron (ZNF668, intron 1 of 2)	9765	ZNF668	ZNF668	NM_024706			ZNF668			NA
Interval_14842	chr6	32160287	32160788	+	0	NA	exon (GPSM3, exon 1 of 4)	-exon (GPSM3, exon 1 of 4)	-2574	PBX2	PBX2	NM_002586			PBX2			NA
Interval_13179	chr4	119096614	119097076	+	0	NA	intron (NDST3, intron 6 of 13)	-intron (NDST3, intron 6 of 13)	-103072	SNHG8	SNHG8	NR_034011			SNHG8			NA
Interval_5816	chr15	38945227	38945704	+	0	NA	Intergenic	Intergenic	-43334	C15orf53	C15orf53	NM_207444			C15orf53			NA
Interval_1926	chr10	9381779	9381976	+	0	NA	Intergenic	Intergenic	-44321	LOC101928272	LOC101928272	NR_120635			LOC101928272			NA
Interval_18353	chrY	7342818	7343125	+	0	NA	Intergenic	Intergenic	200958	PRKY	PRKY	NR_028062			PRKY			NA
Interval_1622	chr1	227584348	227585282	+	0	NA	Intergenic	Intergenic	-78989	CDC42BPA	CDC42BPA	NM_014826			CDC42BPA			NA
Interval_2710	chr10	121410321	121410829	+	0	NA	promoter-TSS (BAG3)	-promoter-TSS (BAG3)	-307	BAG3	BAG3	NM_004281			BAG3			NA
Interval_8085	chr18	56361988	56362308	+	0	NA	intron (MALT1, intron 2 of 15)	-intron (MALT1, intron 2 of 16)	-23043	LOC101927322	LOC101927322	NM_001289967			LOC101927322			NA
Interval_10892	chr21	34558229	34558461	+	0	NA	Intergenic	Intergenic	-15804	LINC01548	LINC01548	NR_024102			LINC01548			NA
Interval_10909	chr21	35990340	35990537	+	0	NA	Intergenic	Intergenic	-51250	CLIC6	CLIC6	NM_053277			CLIC6			NA
Interval_9309	chr2	98698349	98698597	+	0	NA	Intergenic	Intergenic	-5122	VWA3B	VWA3B	NM_144992			VWA3B			NA
Interval_7590	chr17	64370333	64370852	+	0	NA	intron (PRKCA, intron 2 of 16)	-intron (PRKCA, intron 2 of 16)	42380	PRKCA-AS1	PRKCA-AS1	NR_110822			PRKCA-AS1			NA
Interval_5362	chr14	67707722	67708515	+	0	NA	exon (MPP5, exon 1 of 15)	-exon (MPP5, exon 1 of 15)	106	MPP5	MPP5	NM_001256550			MPP5			NA
Interval_3128	chr11	60638427	60638836	+	0	NA	intron (ZP1, intron 5 of 11)	-intron (ZP1, intron 5 of 11)	3616	ZP1	ZP1	NM_207341			ZP1			NA
Interval_2644	chr10	115922962	115923270	+	0	NA	intron (CCDC186, intron 1 of 15)	-intron (CCDC186, intron 1 of 15)	10822	MIR2110	MIR2110	NR_031747			MIR2110			NA
Interval_5647	chr14	102059424	102059969	+	0	NA	Intergenic	Intergenic	32008	DIO3	DIO3	NM_001362			DIO3			NA
