PeakID (cmd=annotatePeaks.pl PRDM1.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_754	chr17	32690895	32691165	+	0	NA	promoter-TSS (CCL1)	-promoter-TSS (CCL1)	-778	CCL1	CCL1	NM_002981			CCL1			NA
Interval_934	chr19	40854281	40854591	+	0	NA	promoter-TSS (C19orf47)	-promoter-TSS (C19orf47)	104	PLD3	PLD3	NM_012268			PLD3			NA
Interval_1236	chr22	27720837	27721122	+	0	NA	Intergenic	Intergenic	421724	LINC01422	LINC01422	NR_110540			LINC01422			NA
Interval_778	chr17	46590521	46590911	+	0	NA	Intergenic	Intergenic	17556	HOXB1	HOXB1	NM_002144			HOXB1			NA
Interval_293	chr10	105274824	105275651	+	0	NA	intron (NEURL1-AS1, intron 1 of 2)	-intron (NEURL1, intron 1 of 5)	1962	NEURL1-AS1	NEURL1-AS1	NR_120676			NEURL1-AS1			NA
Interval_515	chr14	20811240	20811552	+	0	NA	promoter-TSS (PARP2)	-promoter-TSS (PARP2)	174	RPPH1	RPPH1	NR_002312			RPPH1			NA
Interval_745	chr17	17753192	17753849	+	0	NA	intron (TOM1L2, intron 10 of 11)	-intron (TOM1L2, intron 12 of 13)	-13195	SREBF1	SREBF1	NM_001005291			SREBF1			NA
Interval_1233	chr22	24660821	24661180	+	0	NA	exon (POM121L9P, exon 7 of 7)	-exon (POM121L9P, exon 7 of 7)	-5785	SPECC1L-ADORA2A	SPECC1L-ADORA2A	NR_103546			SPECC1L-ADORA2A			NA
Interval_1069	chr2	133027016	133028213	+	0	NA	Intergenic	Intergenic	-12072	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_1186	chr21	15885701	15886053	+	0	NA	intron (SAMSN1, intron 3 of 7)	-intron (SAMSN1, intron 4 of 8)	32804	SAMSN1	SAMSN1	NM_001256370			SAMSN1			NA
Interval_1663	chr7	39194465	39194786	+	0	NA	intron (POU6F2, intron 3 of 10)	-intron (POU6F2, intron 3 of 10)	177016	POU6F2	POU6F2	NM_007252			POU6F2			NA
Interval_570	chr14	95532830	95533112	+	0	NA	Intergenic	Intergenic	71352	MIR3173	MIR3173	NR_036131			MIR3173			NA
Interval_1739	chr7	154719805	154720274	+	0	NA	promoter-TSS (PAXIP1-AS2)	-promoter-TSS (PAXIP1-AS2)	-188	PAXIP1-AS2	PAXIP1-AS2	NR_024476			PAXIP1-AS2			NA
Interval_1622	chr6	169644905	169645587	+	0	NA	intron (THBS2, intron 5 of 22)	-intron (THBS2, intron 5 of 22)	8963	THBS2	THBS2	NM_003247			THBS2			NA
Interval_455	chr12	102938775	102939084	+	0	NA	Intergenic	Intergenic	-64551	IGF1	IGF1	NM_001111285			IGF1			NA
Interval_107	chr1	145290633	145290926	+	0	NA	intron (NBPF25P, intron 2 of 17)	-intron (NBPF9, intron 20 of 24)	-2592	NBPF10	NBPF10	NM_001302371			NBPF10			NA
Interval_1792	chr8	119535272	119535712	+	0	NA	intron (SAMD12, intron 2 of 4)	-intron (SAMD12, intron 2 of 4)	-97748	SAMD12-AS1	SAMD12-AS1	NR_038210			SAMD12-AS1			NA
Interval_663	chr15	91204143	91204915	+	0	NA	intron (LINC01585, intron 1 of 2)	-intron (LINC01585, intron 1 of 2)	1064	LINC01585	LINC01585	NR_120371			LINC01585			NA
Interval_1589	chr6	96138345	96139017	+	0	NA	Intergenic	Intergenic	113308	MANEA	MANEA	NM_024641			MANEA			NA
Interval_602	chr15	41407872	41408871	+	0	NA	promoter-TSS (INO80)	-promoter-TSS (INO80)	73	INO80	INO80	NR_104038			INO80			NA
Interval_14	chr1	12106878	12107658	+	0	NA	Intergenic	Intergenic	-16166	TNFRSF8	TNFRSF8	NM_001243			TNFRSF8			NA
Interval_89	chr1	100530868	100531604	+	0	NA	intron (HIAT1, intron 5 of 11)	-intron (HIAT1, intron 5 of 11)	27447	HIAT1	HIAT1	NM_033055			HIAT1			NA
Interval_1680	chr7	87847389	87847682	+	0	NA	intron (SRI, intron 2 of 7)	-intron (SRI, intron 2 of 6)	1560	LOC102723885	LOC102723885	NR_120517			LOC102723885			NA
Interval_296	chr10	112507141	112507444	+	0	NA	intron (RBM20, intron 1 of 13)	-intron (RBM20, intron 1 of 13)	103137	RBM20	RBM20	NM_001134363			RBM20			NA
Interval_1843	chr9	37409139	37410197	+	0	NA	Intergenic	Intergenic	-13039	GRHPR	GRHPR	NM_012203			GRHPR			NA
Interval_1816	chr8	143951694	143952583	+	0	NA	Intergenic	Intergenic	9098	CYP11B1	CYP11B1	NM_000497			CYP11B1			NA
Interval_430	chr12	48098822	48099332	+	0	NA	intron (RPAP3, intron 1 of 16)	-intron (RPAP3, intron 1 of 15)	767	RPAP3	RPAP3	NM_024604			RPAP3			NA
Interval_679	chr16	11182411	11183177	+	0	NA	intron (CLEC16A, intron 18 of 22)	-intron (CLEC16A, intron 18 of 20)	144449	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
Interval_1898	chr9	133907864	133908174	+	0	NA	intron (LAMC3, intron 3 of 27)	-intron (LAMC3, intron 3 of 27)	23515	LAMC3	LAMC3	NM_006059			LAMC3			NA
Interval_865	chr18	56702265	56702685	+	0	NA	promoter-TSS (OACYLP)	-promoter-TSS (OACYLP)	-436	OACYLP	OACYLP	NR_024021			OACYLP			NA
Interval_109	chr1	147071550	147071942	+	0	NA	intron (BCL9, intron 1 of 9)	-intron (BCL9, intron 1 of 9)	58475	BCL9	BCL9	NM_004326			BCL9			NA
Interval_220	chr1	235491538	235491842	+	0	NA	promoter-TSS (GGPS1)	-promoter-TSS (GGPS1)	-158	ARID4B	ARID4B	NM_016374			ARID4B			NA
Interval_1125	chr2	238465915	238466187	+	0	NA	Intergenic	Intergenic	-9166	PRLH	PRLH	NM_015893			PRLH			NA
Interval_496	chr13	76210819	76211151	+	0	NA	promoter-TSS (LMO7-AS1)	-promoter-TSS (LMO7-AS1)	-855	LMO7-AS1	LMO7-AS1	NR_120412			LMO7-AS1			NA
Interval_275	chr10	73407045	73407328	+	0	NA	TTS (CDH23)	-TTS (CDH23)	90395	C10orf105	C10orf105	NM_001168390			C10orf105			NA
Interval_1902	chr9	138345767	138346089	+	0	NA	Intergenic	Intergenic	18167	PPP1R26-AS1	PPP1R26-AS1	NR_038969			PPP1R26-AS1			NA
Interval_1019	chr2	43822660	43823000	+	0	NA	exon (THADA, exon 1 of 38)	-exon (THADA, exon 1 of 38)	355	THADA	THADA	NM_022065			THADA			NA
Interval_270	chr10	61068075	61068371	+	0	NA	intron (FAM13C, intron 4 of 13)	-intron (FAM13C, intron 4 of 11)	54129	FAM13C	FAM13C	NM_001143773			FAM13C			NA
Interval_669	chr15	101789896	101790220	+	0	NA	intron (CHSY1, intron 1 of 2)	-intron (CHSY1, intron 1 of 2)	2079	CHSY1	CHSY1	NM_014918			CHSY1			NA
Interval_1678	chr7	84542592	84543184	+	0	NA	Intergenic	Intergenic	208359	SEMA3D	SEMA3D	NM_152754			SEMA3D			NA
Interval_74	chr1	65533612	65534852	+	0	NA	Intergenic	Intergenic	-10041	MIR101-1	MIR101-1	NR_029516			MIR101-1			NA
Interval_1916	chrX	48400173	48400550	+	0	NA	intron (TBC1D25, intron 2 of 5)	-intron (TBC1D25, intron 2 of 5)	2286	TBC1D25	TBC1D25	NM_002536			TBC1D25			NA
Interval_1001	chr2	27043559	27044082	+	0	NA	Intergenic	Intergenic	-27149	DPYSL5	DPYSL5	NM_001253723			DPYSL5			NA
Interval_1225	chr22	20283523	20283825	+	0	NA	Intergenic	Intergenic	23954	DGCR6L	DGCR6L	NM_033257			DGCR6L			NA
Interval_910	chr19	16112831	16113196	+	0	NA	Intergenic	Intergenic	-13431	LINC00661	LINC00661	NR_026828			LINC00661			NA
Interval_1712	chr7	132567445	132567780	+	0	NA	intron (CHCHD3, intron 5 of 7)	-intron (CHCHD3, intron 5 of 7)	152063	MIR3654	MIR3654	NR_037427			MIR3654			NA
Interval_593	chr15	36870821	36871095	+	0	NA	promoter-TSS (C15orf41)	-promoter-TSS (C15orf41)	-16112	C15orf41	C15orf41	NM_001130010			C15orf41			NA
Interval_1717	chr7	135260003	135260347	+	0	NA	intron (NUP205, intron 3 of 42)	-intron (NUP205, intron 3 of 42)	17513	NUP205	NUP205	NM_015135			NUP205			NA
Interval_1880	chr9	121640186	121640623	+	0	NA	Intergenic	Intergenic	491335	BRINP1	BRINP1	NM_014618			BRINP1			NA
Interval_1227	chr22	22965806	22966206	+	0	NA	Intergenic	Intergenic	21006	POM121L1P	POM121L1P	NR_024591			POM121L1P			NA
Interval_1604	chr6	144388245	144388537	+	0	NA	Intergenic	Intergenic	28363	SF3B5	SF3B5	NM_031287			SF3B5			NA
Interval_1804	chr8	131194760	131195038	+	0	NA	intron (ASAP1, intron 7 of 29)	-intron (ASAP1, intron 8 of 30)	-97885	ASAP1-IT2	ASAP1-IT2	NR_045385			ASAP1-IT2			NA
Interval_438	chr12	68630261	68630580	+	0	NA	Intergenic	Intergenic	-10849	IL26	IL26	NM_018402			IL26			NA
Interval_901	chr19	12978136	12978459	+	0	NA	exon (MAST1, exon 19 of 26)	-exon (MAST1, exon 19 of 26)	14038	DNASE2	DNASE2	NM_001375			DNASE2			NA
Interval_885	chr19	4471754	4472243	+	0	NA	promoter-TSS (HDGFRP2)	-promoter-TSS (HDGFRP2)	-195	HDGFRP2	HDGFRP2	NM_032631			HDGFRP2			NA
Interval_947	chr19	47066688	47067073	+	0	NA	intron (PPP5D1, intron 1 of 3)	-intron (PPP5D1, intron 1 of 3)	37577	PPP5D1	PPP5D1	NM_001205281			PPP5D1			NA
Interval_1345	chr3	160389133	160389479	+	0	NA	Intergenic	Intergenic	-5642	ARL14	ARL14	NM_025047			ARL14			NA
Interval_401	chr11	116800300	116800664	+	0	NA	intron (SIK3, intron 3 of 23)	-intron (SIK3, intron 4 of 24)	-92144	APOA1	APOA1	NM_000039			APOA1			NA
Interval_1145	chr20	26231342	26231650	+	0	NA	Intergenic	Intergenic	-41627	MIR663AHG	MIR663AHG	NR_040095			MIR663AHG			NA
Interval_1418	chr4	139162735	139163117	+	0	NA	intron (SLC7A11, intron 1 of 11)	-intron (SLC7A11, intron 1 of 11)	577	SLC7A11	SLC7A11	NM_014331			SLC7A11			NA
Interval_1216	chr21	44772561	44772883	+	0	NA	Intergenic	Intergenic	9507	TCONS_00029157	TCONS_00029157	NR_131902			TCONS_00029157			NA
Interval_1258	chr3	4626316	4626650	+	0	NA	intron (ITPR1, intron 4 of 57)	-intron (ITPR1, intron 4 of 58)	91451	ITPR1	ITPR1	NM_001168272			ITPR1			NA
Interval_915	chr19	18155739	18156216	+	0	NA	Intergenic	Intergenic	37000	ARRDC2	ARRDC2	NM_015683			ARRDC2			NA
Interval_1585	chr6	75994412	75994787	+	0	NA	promoter-TSS (TMEM30A)	-promoter-TSS (TMEM30A)	33	TMEM30A	TMEM30A	NM_018247			TMEM30A			NA
Interval_1325	chr3	124773416	124773751	+	0	NA	intron (HEG1, intron 1 of 16)	-intron (HEG1, intron 1 of 16)	1219	HEG1	HEG1	NM_020733			HEG1			NA
Interval_147	chr1	167013215	167013596	+	0	NA	Intergenic	Intergenic	46463	GPA33	GPA33	NM_005814			GPA33			NA
Interval_1078	chr2	154013148	154013452	+	0	NA	Intergenic	Intergenic	322022	RPRM	RPRM	NM_019845			RPRM			NA
Interval_779	chr17	46869095	46869436	+	0	NA	intron (TTLL6, intron 8 of 15)	-intron (TTLL6, intron 8 of 15)	2421	TTLL6	TTLL6	NM_001130918			TTLL6			NA
Interval_684	chr16	14727298	14727623	+	0	NA	intron (BFAR, intron 1 of 7)	-intron (BFAR, intron 1 of 7)	792	BFAR	BFAR	NM_016561			BFAR			NA
Interval_1449	chr5	64778331	64779142	+	0	NA	Intergenic	Intergenic	-1032	ADAMTS6	ADAMTS6	NM_197941			ADAMTS6			NA
Interval_923	chr19	30306274	30306558	+	0	NA	intron (CCNE1, intron 4 of 11)	-intron (CCNE1, intron 4 of 11)	3515	CCNE1	CCNE1	NM_001238			CCNE1			NA
Interval_1788	chr8	117883670	117884212	+	0	NA	intron (RAD21, intron 1 of 13)	-intron (RAD21, intron 1 of 13)	-2722	RAD21-AS1	RAD21-AS1	NR_033886			RAD21-AS1			NA
Interval_1322	chr3	121749537	121750052	+	0	NA	Intergenic	Intergenic	-8667	ILDR1	ILDR1	NM_175924			ILDR1			NA
Interval_1610	chr6	151439314	151439739	+	0	NA	Intergenic	Intergenic	110066	LOC102723831	LOC102723831	NR_125868			LOC102723831			NA
Interval_1261	chr3	9931789	9932221	+	0	NA	promoter-TSS (JAGN1)	-promoter-TSS (JAGN1)	-266	JAGN1	JAGN1	NM_032492			JAGN1			NA
Interval_929	chr19	38225173	38225858	+	0	NA	Intergenic	Intergenic	-14824	ZNF607	ZNF607	NM_032689			ZNF607			NA
Interval_1220	chr21	47776738	47777572	+	0	NA	intron (PCNT, intron 13 of 46)	-intron (PCNT, intron 13 of 46)	33119	PCNT	PCNT	NM_006031			PCNT			NA
Interval_167	chr1	184464174	184464504	+	0	NA	intron (C1orf21, intron 2 of 5)	-intron (C1orf21, intron 2 of 5)	108189	C1orf21	C1orf21	NM_030806			C1orf21			NA
Interval_173	chr1	198415897	198416203	+	0	NA	Intergenic	Intergenic	94025	ATP6V1G3	ATP6V1G3	NM_133326			ATP6V1G3			NA
Interval_580	chr14	104154189	104154614	+	0	NA	intron (KLC1, intron 14 of 15)	-intron (KLC1, intron 14 of 15)	27422	XRCC3	XRCC3	NM_005432			XRCC3			NA
Interval_889	chr19	6717498	6717877	+	0	NA	intron (C3, intron 4 of 40)	-intron (C3, intron 4 of 40)	3006	C3	C3	NM_000064			C3			NA
Interval_1060	chr2	121674587	121674904	+	0	NA	intron (GLI2, intron 1 of 12)	-intron (GLI2, intron 1 of 12)	119878	GLI2	GLI2	NM_005270			GLI2			NA
Interval_587	chr15	31621026	31621309	+	0	NA	intron (KLF13, intron 1 of 1)	-intron (KLF13, intron 1 of 1)	2109	KLF13	KLF13	NM_001302461			KLF13			NA
Interval_540	chr14	64266356	64266753	+	0	NA	Intergenic	Intergenic	-53129	SYNE2	SYNE2	NM_182914			SYNE2			NA
Interval_1484	chr5	138677865	138678208	+	0	NA	promoter-TSS (PAIP2)	-promoter-TSS (PAIP2)	515	PAIP2	PAIP2	NM_001033112			PAIP2			NA
Interval_1549	chr6	28303029	28303793	+	0	NA	intron (ZSCAN31, intron 1 of 3)	-intron (ZSCAN31, intron 1 of 3)	741	ZSCAN31	ZSCAN31	NM_001243244			ZSCAN31			NA
Interval_1170	chr20	48301593	48302017	+	0	NA	intron (B4GALT5, intron 1 of 8)	-intron (B4GALT5, intron 1 of 8)	28616	B4GALT5	B4GALT5	NM_004776			B4GALT5			NA
Interval_1123	chr2	232574021	232574511	+	0	NA	intron (PTMA, intron 1 of 4)	-intron (PTMA, intron 1 of 4)	1031	PTMA	PTMA	NM_001099285			PTMA			NA
Interval_1443	chr5	43064597	43065174	+	0	NA	TTS (LOC100132356)	-TTS (LOC100132356)	2188	LOC100132356	LOC100132356	NR_034127			LOC100132356			NA
Interval_1936	chrY	23152610	23153334	+	0	NA	Intergenic	Intergenic	235018	RPS4Y2	RPS4Y2	NM_001039567			RPS4Y2			NA
Interval_989	chr2	20550836	20551210	+	0	NA	promoter-TSS (PUM2)	-promoter-TSS (PUM2)	-412	PUM2	PUM2	NM_001282752			PUM2			NA
Interval_1050	chr2	109200463	109200828	+	0	NA	intron (LIMS1, intron 1 of 9)	-intron (LIMS1, intron 1 of 9)	-4112	LIMS1	LIMS1	NM_001193483			LIMS1			NA
Interval_705	chr16	31190181	31191306	+	0	NA	promoter-TSS (FUS)	-promoter-TSS (FUS)	-688	FUS	FUS	NM_004960			FUS			NA
Interval_369	chr11	62659648	62660420	+	0	NA	Intergenic	Intergenic	10863	SLC3A2	SLC3A2	NM_002394			SLC3A2			NA
Interval_1130	chr2	242454796	242455171	+	0	NA	Intergenic	Intergenic	-6873	STK25	STK25	NM_001282305			STK25			NA
Interval_1063	chr2	127416610	127417111	+	0	NA	intron (GYPC, intron 1 of 2)	-intron (GYPC, intron 1 of 4)	3349	GYPC	GYPC	NM_001256584			GYPC			NA
Interval_1054	chr2	112182453	112182736	+	0	NA	intron (MIR4435-2HG, intron 1 of 1)	-intron (MIR4435-2HG, intron 1 of 1)	70098	MIR4435-2HG	MIR4435-2HG	NR_024373			MIR4435-2HG			NA
Interval_9	chr1	8939417	8939747	+	0	NA	promoter-TSS (ENO1)	-promoter-TSS (ENO1)	-431	ENO1	ENO1	NM_001428			ENO1			NA
Interval_281	chr10	93394404	93394736	+	0	NA	Intergenic	Intergenic	-1712	PPP1R3C	PPP1R3C	NM_005398			PPP1R3C			NA
Interval_381	chr11	70607238	70607780	+	0	NA	intron (SHANK2, intron 11 of 22)	-intron (SHANK2, intron 11 of 22)	-99564	SHANK2	SHANK2	NM_012309			SHANK2			NA
Interval_1274	chr3	19188668	19189199	+	0	NA	Intergenic	Intergenic	-1084	KCNH8	KCNH8	NM_144633			KCNH8			NA
Interval_883	chr19	4395243	4395520	+	0	NA	intron (SH3GL1, intron 1 of 9)	-intron (SH3GL1, intron 1 of 8)	5184	SH3GL1	SH3GL1	NM_001199943			SH3GL1			NA
Interval_1862	chr9	100870618	100871133	+	0	NA	intron (TRIM14, intron 2 of 6)	-intron (TRIM14, intron 2 of 5)	10760	TRIM14	TRIM14	NM_014788			TRIM14			NA
Interval_774	chr17	45282639	45282916	+	0	NA	Intergenic	Intergenic	-3937	MYL4	MYL4	NM_002476			MYL4			NA
Interval_1384	chr4	15779893	15780190	+	0	NA	exon (CD38, exon 1 of 8)	-exon (CD38, exon 1 of 8)	110	CD38	CD38	NM_001775			CD38			NA
Interval_1323	chr3	122270654	122270941	+	0	NA	intron (PARP9, intron 5 of 10)	-intron (PARP9, intron 5 of 10)	-12388	DTX3L	DTX3L	NM_138287			DTX3L			NA
Interval_624	chr15	64174806	64175368	+	0	NA	Intergenic	Intergenic	-11869	MIR422A	MIR422A	NR_029944			MIR422A			NA
Interval_892	chr19	7970563	7971018	+	0	NA	intron (MAP2K7, intron 2 of 11)	-intron (MAP2K7, intron 2 of 11)	2125	MAP2K7	MAP2K7	NM_001297555			MAP2K7			NA
Interval_461	chr12	109989839	109990488	+	0	NA	Intergenic	Intergenic	21195	MMAB	MMAB	NM_052845			MMAB			NA
Interval_1905	chr9	139776712	139777429	+	0	NA	Intergenic	Intergenic	-3895	TRAF2	TRAF2	NM_021138			TRAF2			NA
Interval_828	chr17	78367029	78367428	+	0	NA	exon (RNF213, exon 68 of 68)	-exon (RNF213, exon 68 of 68)	-21739	ENDOV	ENDOV	NM_173627			ENDOV			NA
Interval_899	chr19	12099387	12099823	+	0	NA	Intergenic	Intergenic	23736	ZNF763	ZNF763	NM_001012753			ZNF763			NA
Interval_867	chr18	61034663	61035467	+	0	NA	promoter-TSS (KDSR)	-promoter-TSS (KDSR)	-559	KDSR	KDSR	NM_002035			KDSR			NA
Interval_219	chr1	235147308	235147838	+	0	NA	Intergenic	Intergenic	-47827	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_1430	chr4	185739383	185739681	+	0	NA	intron (ACSL1, intron 1 of 20)	-intron (ACSL1, intron 1 of 19)	7736	ACSL1	ACSL1	NM_001995			ACSL1			NA
Interval_1212	chr21	43346620	43347038	+	0	NA	promoter-TSS (C2CD2)	-promoter-TSS (C2CD2)	-30	C2CD2	C2CD2	NM_015500			C2CD2			NA
Interval_84	chr1	85667080	85667963	+	0	NA	promoter-TSS (SYDE2)	-promoter-TSS (SYDE2)	-793	SYDE2	SYDE2	NM_032184			SYDE2			NA
Interval_1055	chr2	112327914	112328190	+	0	NA	Intergenic	Intergenic	-75360	MIR4435-2HG	MIR4435-2HG	NR_024373			MIR4435-2HG			NA
Interval_1534	chr6	22334886	22335499	+	0	NA	Intergenic	Intergenic	-32110	PRL	PRL	NM_001163558			PRL			NA
Interval_701	chr16	28199781	28200244	+	0	NA	intron (XPO6, intron 1 of 23)	-intron (XPO6, intron 2 of 24)	23227	XPO6	XPO6	NM_015171			XPO6			NA
Interval_1889	chr9	130613659	130614697	+	0	NA	intron (ENG, intron 1 of 14)	-intron (ENG, intron 1 of 13)	-4732	ENG	ENG	NM_000118			ENG			NA
Interval_1720	chr7	137588294	137588681	+	0	NA	intron (CREB3L2, intron 7 of 11)	-intron (CREB3L2, intron 7 of 11)	-49607	LOC100130880	LOC100130880	NM_001243523			LOC100130880			NA
Interval_1155	chr20	35699847	35700241	+	0	NA	intron (RBL1, intron 2 of 20)	-intron (RBL1, intron 2 of 21)	24359	RBL1	RBL1	NM_183404			RBL1			NA
Interval_329	chr11	14321989	14322434	+	0	NA	intron (RRAS2, intron 1 of 5)	-intron (RRAS2, intron 1 of 5)	58519	RRAS2	RRAS2	NM_001177314			RRAS2			NA
Interval_689	chr16	21656480	21657360	+	0	NA	intron (IGSF6, intron 2 of 5)	-intron (METTL9, intron 4 of 4)	7067	IGSF6	IGSF6	NM_005849			IGSF6			NA
Interval_1299	chr3	71633391	71634080	+	0	NA	promoter-TSS (FOXP1)	-promoter-TSS (FOXP1)	-595	FOXP1	FOXP1	NM_001244810			FOXP1			NA
Interval_771	chr17	41797814	41798105	+	0	NA	Intergenic	Intergenic	38197	SOST	SOST	NM_025237			SOST			NA
Interval_640	chr15	76067638	76068608	+	0	NA	Intergenic	Intergenic	-13467	MIR4313	MIR4313	NR_036198			MIR4313			NA
Interval_119	chr1	152852046	152854021	+	0	NA	intron (SMCP, intron 1 of 1)	-intron (SMCP, intron 1 of 1)	2235	SMCP	SMCP	NM_030663			SMCP			NA
Interval_1477	chr5	130605803	130606351	+	0	NA	intron (CDC42SE2, intron 1 of 4)	-intron (CDC42SE2, intron 1 of 4)	6375	CDC42SE2	CDC42SE2	NM_020240			CDC42SE2			NA
Interval_1339	chr3	149388206	149388903	+	0	NA	intron (WWTR1, intron 1 of 7)	-intron (WWTR1, intron 1 of 7)	12557	WWTR1-AS1	WWTR1-AS1	NR_040250			WWTR1-AS1			NA
Interval_408	chr11	132518428	132518709	+	0	NA	intron (OPCML, intron 2 of 6)	-intron (OPCML, intron 3 of 7)	294469	OPCML	OPCML	NM_001012393			OPCML			NA
Interval_1361	chr3	187660622	187660937	+	0	NA	Intergenic	Intergenic	-197266	BCL6	BCL6	NM_001706			BCL6			NA
Interval_373	chr11	63752885	63753256	+	0	NA	promoter-TSS (OTUB1)	-promoter-TSS (OTUB1)	-255	OTUB1	OTUB1	NM_017670			OTUB1			NA
Interval_1631	chr7	5370750	5371310	+	0	NA	intron (TNRC18, intron 19 of 29)	-intron (TNRC18, intron 19 of 29)	48469	SLC29A4	SLC29A4	NM_153247			SLC29A4			NA
Interval_583	chr15	22043982	22044342	+	0	NA	Intergenic	Intergenic	-5112	MIR3118-2	MIR3118-2	NR_036062_1			MIR3118-2			NA
Interval_1041	chr2	86080917	86081241	+	0	NA	intron (ST3GAL5, intron 3 of 6)	-intron (ST3GAL5, intron 3 of 6)	35078	ST3GAL5	ST3GAL5	NM_003896			ST3GAL5			NA
Interval_1115	chr2	231084310	231085147	+	0	NA	promoter-TSS (SP110)	-promoter-TSS (SP110)	99	SP110	SP110	NM_001185015			SP110			NA
Interval_1637	chr7	17991953	17992403	+	0	NA	Intergenic	Intergenic	-12047	SNX13	SNX13	NM_015132			SNX13			NA
Interval_846	chr18	20864093	20864440	+	0	NA	Intergenic	Intergenic	149738	CABLES1	CABLES1	NM_001100619			CABLES1			NA
Interval_1393	chr4	40466372	40466910	+	0	NA	intron (RBM47, intron 2 of 4)	-intron (RBM47, intron 3 of 6)	37495	MIR4802	MIR4802	NR_039966			MIR4802			NA
Interval_799	chr17	57912658	57912973	+	0	NA	intron (VMP1, intron 10 of 11)	-intron (VMP1, intron 10 of 11)	-5812	MIR21	MIR21	NR_029493			MIR21			NA
Interval_1434	chr5	10288646	10288950	+	0	NA	intron (CMBL, intron 2 of 5)	-intron (CMBL, intron 2 of 5)	19370	CMBL	CMBL	NM_138809			CMBL			NA
Interval_1614	chr6	155738596	155739009	+	0	NA	intron (NOX3, intron 10 of 13)	-intron (NOX3, intron 10 of 13)	38235	NOX3	NOX3	NM_015718			NOX3			NA
Interval_308	chr10	126753201	126754321	+	0	NA	intron (CTBP2, intron 2 of 10)	-intron (CTBP2, intron 2 of 10)	-32322	MIR4296	MIR4296	NR_036178			MIR4296			NA
Interval_782	chr17	47591074	47591410	+	0	NA	exon (NGFR, exon 6 of 6)	-exon (NGFR, exon 6 of 6)	3063	MIR6165	MIR6165	NR_106751			MIR6165			NA
Interval_884	chr19	4423754	4424703	+	0	NA	intron (CHAF1A, intron 7 of 14)	-intron (CHAF1A, intron 7 of 14)	21568	CHAF1A	CHAF1A	NM_005483			CHAF1A			NA
Interval_1910	chrX	40398381	40398777	+	0	NA	Intergenic	Intergenic	-41637	ATP6AP2	ATP6AP2	NM_005765			ATP6AP2			NA
Interval_1291	chr3	50625719	50626178	+	0	NA	Intergenic	Intergenic	19039	HEMK1	HEMK1	NM_016173			HEMK1			NA
Interval_265	chr10	44118941	44119257	+	0	NA	Intergenic	Intergenic	-5166	ZNF32-AS3	ZNF32-AS3	NR_038867			ZNF32-AS3			NA
Interval_1567	chr6	41871039	41871337	+	0	NA	Intergenic	Intergenic	-8089	USP49	USP49	NM_018561			USP49			NA
Interval_372	chr11	63639332	63639780	+	0	NA	intron (MARK2, intron 1 of 16)	-intron (MARK2, intron 1 of 18)	-16431	MARK2	MARK2	NM_017490			MARK2			NA
Interval_905	chr19	13123584	13123996	+	0	NA	intron (NFIX, intron 1 of 9)	-intron (NFIX, intron 1 of 9)	17206	NFIX	NFIX	NM_001271043			NFIX			NA
Interval_635	chr15	72433788	72434184	+	0	NA	TTS (SENP8)	-TTS (SENP8)	23355	SENP8	SENP8	NM_001172110			SENP8			NA
Interval_472	chr12	120570475	120571229	+	0	NA	intron (GCN1, intron 53 of 57)	-intron (GCN1, intron 53 of 57)	-16209	RAB35	RAB35	NM_001167606			RAB35			NA
Interval_424	chr12	34279298	34279721	+	0	NA	Intergenic	Intergenic	104293	ALG10	ALG10	NM_032834			ALG10			NA
Interval_1672	chr7	55602158	55602444	+	0	NA	intron (VOPP1, intron 1 of 4)	-intron (VOPP1, intron 1 of 4)	37899	VOPP1	VOPP1	NM_030796			VOPP1			NA
Interval_1348	chr3	169975470	169976081	+	0	NA	intron (PRKCI, intron 2 of 17)	-intron (PRKCI, intron 2 of 17)	35555	PRKCI	PRKCI	NM_002740			PRKCI			NA
Interval_1039	chr2	85458411	85458952	+	0	NA	intron (TCF7L1, intron 3 of 11)	-intron (TCF7L1, intron 3 of 11)	96738	TGOLN2	TGOLN2	NM_001206844			TGOLN2			NA
Interval_210	chr1	232556597	232557083	+	0	NA	intron (SIPA1L2, intron 16 of 20)	-intron (SIPA1L2, intron 16 of 20)	94403	SIPA1L2	SIPA1L2	NM_020808			SIPA1L2			NA
Interval_1397	chr4	48817648	48818000	+	0	NA	Intergenic	Intergenic	-15236	OCIAD1	OCIAD1	NM_017830			OCIAD1			NA
Interval_646	chr15	78995914	78996201	+	0	NA	Intergenic	Intergenic	-48322	LOC646938	LOC646938	NR_036495			LOC646938			NA
Interval_1701	chr7	107441450	107441758	+	0	NA	intron (SLC26A3, intron 1 of 20)	-intron (SLC26A3, intron 1 of 20)	2074	SLC26A3	SLC26A3	NM_000111			SLC26A3			NA
