PeakID (cmd=annotatePeaks.pl anti-GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_7916	chr20	17628438	17628652	+	0	NA	intron (RRBP1, intron 3 of 24)	-intron (RRBP1, intron 4 of 25)	34383	RRBP1	RRBP1	NM_001042576			RRBP1			NA
Interval_13290	chr8	67643317	67643476	+	0	NA	intron (SGK3, intron 1 of 16)	-intron (SGK3, intron 1 of 16)	36844	PTTG3P	PTTG3P	NR_002734			PTTG3P			NA
Interval_7027	chr2	95691018	95691281	+	0	NA	promoter-TSS (MAL)	-promoter-TSS (MAL)	-251	MAL	MAL	NM_002371			MAL			NA
Interval_1435	chr10	7163197	7163395	+	0	NA	Intergenic	Intergenic	290152	SFMBT2	SFMBT2	NM_001029880			SFMBT2			NA
Interval_8078	chr20	46764386	46764545	+	0	NA	Intergenic	Intergenic	-145604	LINC01522	LINC01522	NR_110027			LINC01522			NA
Interval_7684	chr2	213969366	213969601	+	0	NA	intron (IKZF2, intron 3 of 7)	-intron (IKZF2, intron 4 of 8)	45575	IKZF2	IKZF2	NM_001079526			IKZF2			NA
Interval_13124	chr8	27240152	27240369	+	0	NA	intron (PTK2B, intron 1 of 30)	-intron (PTK2B, intron 2 of 31)	-50627	MIR6842	MIR6842	NR_106901			MIR6842			NA
Interval_830	chr1	160681622	160682058	+	0	NA	promoter-TSS (CD48)	-promoter-TSS (CD48)	-199	CD48	CD48	NM_001778			CD48			NA
Interval_6546	chr2	8413678	8413923	+	0	NA	intron (LINC00299, intron 7 of 8)	-intron (LINC00299, intron 7 of 8)	54749	LINC00299	LINC00299	NR_034135			LINC00299			NA
Interval_11486	chr6	21722925	21723245	+	0	NA	intron (CASC15, intron 2 of 11)	-intron (CASC15, intron 2 of 11)	56410	CASC15	CASC15	NR_015410			CASC15			NA
Interval_8177	chr21	15933000	15933175	+	0	NA	intron (SAMSN1, intron 2 of 8)	-intron (SAMSN1, intron 2 of 8)	-14406	SAMSN1	SAMSN1	NM_001256370			SAMSN1			NA
Interval_9465	chr3	159549916	159550082	+	0	NA	intron (SCHIP1, intron 2 of 7)	-intron (SCHIP1, intron 2 of 7)	-63598	IQCJ-SCHIP1-AS1	IQCJ-SCHIP1-AS1	NR_121669			IQCJ-SCHIP1-AS1			NA
Interval_2267	chr11	39197024	39197183	+	0	NA	Intergenic	Intergenic	526695	LINC01493	LINC01493	NR_120553			LINC01493			NA
Interval_2684	chr11	124418252	124418412	+	0	NA	Intergenic	Intergenic	-4782	OR8B12	OR8B12	NM_001005195			OR8B12			NA
Interval_2427	chr11	72730584	72730869	+	0	NA	intron (FCHSD2, intron 3 of 19)	-intron (FCHSD2, intron 3 of 19)	122417	FCHSD2	FCHSD2	NM_014824			FCHSD2			NA
Interval_9447	chr3	154810384	154810543	+	0	NA	intron (MME, intron 3 of 22)	-intron (MME, intron 3 of 22)	12384	MME	MME	NM_007287			MME			NA
Interval_9384	chr3	143162039	143162248	+	0	NA	intron (SLC9A9, intron 12 of 15)	-intron (SLC9A9, intron 12 of 15)	101055	SLC9A9-AS1	SLC9A9-AS1	NR_048544			SLC9A9-AS1			NA
Interval_11310	chr5	176938530	176938689	+	0	NA	TTS (DDX41)	-TTS (DDX41)	-1751	DOK3	DOK3	NM_001144876			DOK3			NA
Interval_7584	chr2	198526360	198526635	+	0	NA	intron (RFTN2, intron 1 of 8)	-intron (RFTN2, intron 1 of 8)	14087	RFTN2	RFTN2	NM_144629			RFTN2			NA
Interval_14445	chrX	78623333	78623495	+	0	NA	promoter-TSS (ITM2A)	-promoter-TSS (ITM2A)	-365	ITM2A	ITM2A	NM_001171581			ITM2A			NA
Interval_9643	chr3	189038053	189038212	+	0	NA	intron (TPRG1, intron 5 of 5)	-intron (TPRG1, intron 5 of 5)	-79749	TPRG1-AS2	TPRG1-AS2	NR_046722			TPRG1-AS2			NA
Interval_12568	chr7	50354930	50355231	+	0	NA	intron (IKZF1, intron 1 of 4)	-intron (IKZF1, intron 1 of 6)	10815	IKZF1	IKZF1	NM_001291840			IKZF1			NA
Interval_7293	chr2	144726448	144726660	+	0	NA	intron (GTDC1, intron 10 of 13)	-intron (GTDC1, intron 8 of 11)	31920	LOC101928386	LOC101928386	NR_110237			LOC101928386			NA
Interval_343	chr1	59861167	59861326	+	0	NA	intron (FGGY, intron 6 of 16)	-intron (FGGY, intron 5 of 16)	98562	FGGY	FGGY	NM_018291			FGGY			NA
Interval_2374	chr11	64887223	64887451	+	0	NA	TTS (FAU)	-TTS (FAU)	-2127	ZNHIT2	ZNHIT2	NM_014205			ZNHIT2			NA
Interval_1462	chr10	9351275	9351434	+	0	NA	Intergenic	Intergenic	-13798	LOC101928272	LOC101928272	NR_120635			LOC101928272			NA
Interval_7574	chr2	197871636	197871795	+	0	NA	intron (ANKRD44, intron 20 of 27)	-intron (ANKRD44, intron 20 of 27)	-80261	PGAP1	PGAP1	NM_024989			PGAP1			NA
Interval_11144	chr5	141462080	141462239	+	0	NA	Intergenic	Intergenic	-26165	NDFIP1	NDFIP1	NM_030571			NDFIP1			NA
Interval_6872	chr2	61067849	61068127	+	0	NA	Intergenic	Intergenic	40461	LINC01185	LINC01185	NR_033980			LINC01185			NA
Interval_9917	chr4	53947691	53947850	+	0	NA	intron (SCFD2, intron 5 of 8)	-intron (SCFD2, intron 5 of 8)	219275	RASL11B	RASL11B	NM_023940			RASL11B			NA
Interval_11807	chr6	79115196	79115355	+	0	NA	Intergenic	Intergenic	-461986	IRAK1BP1	IRAK1BP1	NM_001010844			IRAK1BP1			NA
Interval_1981	chr10	109846106	109846492	+	0	NA	Intergenic	Intergenic	-17248	LINC01435	LINC01435	NR_125760			LINC01435			NA
Interval_9170	chr3	101994031	101994190	+	0	NA	Intergenic	Intergenic	-159749	ZPLD1	ZPLD1	NM_175056			ZPLD1			NA
Interval_6698	chr2	36705001	36705192	+	0	NA	intron (CRIM1, intron 6 of 16)	-intron (CRIM1, intron 6 of 16)	120236	FEZ2	FEZ2	NM_005102			FEZ2			NA
Interval_12826	chr7	129135858	129136175	+	0	NA	Intergenic	Intergenic	-6304	SMKR1	SMKR1	NM_001195243			SMKR1			NA
Interval_6156	chr18	65468106	65468265	+	0	NA	intron (LOC643542, intron 1 of 4)	-intron (LOC643542, intron 1 of 4)	-284218	DSEL	DSEL	NM_032160			DSEL			NA
Interval_3924	chr13	105527522	105527961	+	0	NA	Intergenic	Intergenic	-590824	DAOA	DAOA	NM_001161812			DAOA			NA
Interval_2309	chr11	48077491	48077765	+	0	NA	intron (PTPRJ, intron 1 of 24)	-intron (PTPRJ, intron 1 of 8)	-40706	MIR3161	MIR3161	NR_036119			MIR3161			NA
Interval_3370	chr12	107681502	107681822	+	0	NA	Intergenic	Intergenic	-30535	BTBD11	BTBD11	NM_001017523			BTBD11			NA
Interval_4126	chr14	57902077	57902242	+	0	NA	Intergenic	Intergenic	44888	NAA30	NAA30	NM_001011713			NAA30			NA
Interval_9228	chr3	112183081	112183318	+	0	NA	exon (BTLA, exon 4 of 4)	-exon (BTLA, exon 4 of 4)	35209	BTLA	BTLA	NM_181780			BTLA			NA
Interval_11669	chr6	42532213	42532481	+	0	NA	intron (UBR2, intron 1 of 46)	-intron (UBR2, intron 1 of 11)	587	UBR2	UBR2	NM_015255			UBR2			NA
Interval_11866	chr6	91060956	91061246	+	0	NA	Intergenic	Intergenic	38640	MIR4464	MIR4464	NR_039671			MIR4464			NA
Interval_9637	chr3	188234453	188234616	+	0	NA	intron (LPP, intron 4 of 10)	-intron (LPP, intron 4 of 10)	51920	LPP-AS1	LPP-AS1	NR_046623			LPP-AS1			NA
Interval_131	chr1	25311644	25311830	+	0	NA	Intergenic	Intergenic	-38257	MIR4425	MIR4425	NR_039623			MIR4425			NA
Interval_8017	chr20	35596173	35596343	+	0	NA	Intergenic	Intergenic	-16012	SAMHD1	SAMHD1	NM_015474			SAMHD1			NA
Interval_14086	chr9	115086103	115086265	+	0	NA	intron (PTBP3, intron 1 of 13)	-intron (PTBP3, intron 1 of 13)	9760	PTBP3	PTBP3	NM_005156			PTBP3			NA
Interval_2653	chr11	120967503	120967662	+	0	NA	Intergenic	Intergenic	-5793	TECTA	TECTA	NM_005422			TECTA			NA
Interval_381	chr1	66740806	66741000	+	0	NA	intron (PDE4B, intron 7 of 16)	-intron (PDE4B, intron 5 of 14)	-224502	LOC101927139	LOC101927139	NR_123718			LOC101927139			NA
Interval_5949	chr18	13483590	13483798	+	0	NA	intron (LDLRAD4, intron 4 of 5)	-intron (LDLRAD4, intron 3 of 5)	23748	MIR5190	MIR5190	NR_049822			MIR5190			NA
Interval_2080	chr10	129741185	129741423	+	0	NA	intron (PTPRE, intron 1 of 20)	-intron (PTPRE, intron 1 of 20)	-50093	CLRN3	CLRN3	NM_152311			CLRN3			NA
Interval_11283	chr5	172289237	172289509	+	0	NA	intron (ERGIC1, intron 1 of 9)	-intron (ERGIC1, intron 1 of 9)	28150	ERGIC1	ERGIC1	NM_001031711			ERGIC1			NA
Interval_7820	chr2	240302899	240303147	+	0	NA	intron (HDAC4, intron 1 of 26)	-intron (HDAC4, intron 1 of 26)	19620	HDAC4	HDAC4	NM_006037			HDAC4			NA
Interval_1652	chr10	43916386	43916545	+	0	NA	Intergenic	Intergenic	-11809	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
Interval_5333	chr16	89283080	89283251	+	0	NA	promoter-TSS (ZNF778)	-promoter-TSS (ZNF778)	-946	ZNF778	ZNF778	NM_182531			ZNF778			NA
Interval_8733	chr3	18782499	18782901	+	0	NA	Intergenic	Intergenic	295971	SATB1-AS1	SATB1-AS1	NR_125803			SATB1-AS1			NA
Interval_9695	chr3	197608898	197609271	+	0	NA	Intergenic	Intergenic	-67968	RPL35A	RPL35A	NM_000996			RPL35A			NA
Interval_5621	chr17	47420768	47420972	+	0	NA	intron (ZNF652, intron 1 of 5)	-intron (ZNF652, intron 1 of 5)	-17657	LOC102724596	LOC102724596	NR_110883			LOC102724596			NA
Interval_695	chr1	119880638	119880797	+	0	NA	Intergenic	Intergenic	-30682	HAO2	HAO2	NM_001005783			HAO2			NA
Interval_11775	chr6	69519510	69519669	+	0	NA	intron (ADGRB3, intron 3 of 31)	-intron (ADGRB3, intron 3 of 31)	173957	ADGRB3	ADGRB3	NM_001704			ADGRB3			NA
Interval_1282	chr1	232557970	232558246	+	0	NA	intron (SIPA1L2, intron 16 of 20)	-intron (SIPA1L2, intron 16 of 20)	93135	SIPA1L2	SIPA1L2	NM_020808			SIPA1L2			NA
Interval_3620	chr13	41512537	41512797	+	0	NA	intron (ELF1, intron 8 of 8)	-intron (ELF1, intron 7 of 7)	-16757	SUGT1P3	SUGT1P3	NR_003365			SUGT1P3			NA
Interval_11342	chr6	2038346	2038768	+	0	NA	intron (GMDS, intron 4 of 10)	-intron (GMDS, intron 4 of 10)	207311	GMDS	GMDS	NM_001500			GMDS			NA
Interval_9557	chr3	177527947	177528106	+	0	NA	Intergenic	Intergenic	-6627	KCCAT211	KCCAT211	NR_110826			KCCAT211			NA
Interval_7871	chr20	5640313	5640578	+	0	NA	Intergenic	Intergenic	-48773	GPCPD1	GPCPD1	NM_019593			GPCPD1			NA
Interval_13702	chr9	3248562	3248731	+	0	NA	intron (RFX3, intron 15 of 17)	-intron (RFX3, intron 14 of 16)	67057	LINC01231	LINC01231	NR_121585			LINC01231			NA
Interval_6743	chr2	42329036	42329239	+	0	NA	Intergenic	Intergenic	53976	PKDCC	PKDCC	NM_138370			PKDCC			NA
Interval_11939	chr6	108951265	108951465	+	0	NA	intron (FOXO3, intron 2 of 3)	-intron (FOXO3, intron 1 of 2)	70339	FOXO3	FOXO3	NM_001455			FOXO3			NA
Interval_3381	chr12	111050109	111050268	+	0	NA	Intergenic	Intergenic	-1644	TCTN1	TCTN1	NM_024549			TCTN1			NA
Interval_1294	chr1	234715716	234715965	+	0	NA	Intergenic	Intergenic	29431	IRF2BP2	IRF2BP2	NM_001077397			IRF2BP2			NA
Interval_10319	chr4	144105681	144105840	+	0	NA	promoter-TSS (USP38)	-promoter-TSS (USP38)	-310	USP38	USP38	NM_001290326			USP38			NA
Interval_7142	chr2	111615901	111616316	+	0	NA	intron (ACOXL, intron 10 of 17)	-intron (ACOXL, intron 10 of 17)	125958	ACOXL	ACOXL	NM_001142807			ACOXL			NA
Interval_8042	chr20	40197400	40197559	+	0	NA	intron (CHD6, intron 1 of 36)	-intron (CHD6, intron 1 of 36)	49654	CHD6	CHD6	NM_032221			CHD6			NA
Interval_12005	chr6	119558466	119558791	+	0	NA	intron (MAN1A1, intron 6 of 12)	-intron (MAN1A1, intron 6 of 12)	112303	MAN1A1	MAN1A1	NM_005907			MAN1A1			NA
Interval_14030	chr9	101903614	101903786	+	0	NA	intron (TGFBR1, intron 4 of 8)	-intron (TGFBR1, intron 3 of 7)	36329	TGFBR1	TGFBR1	NM_004612			TGFBR1			NA
Interval_10949	chr5	103064413	103064572	+	0	NA	Intergenic	Intergenic	-165990	NUDT12	NUDT12	NM_031438			NUDT12			NA
Interval_1911	chr10	96943855	96944038	+	0	NA	Intergenic	Intergenic	-10011	ACSM6	ACSM6	NM_207321			ACSM6			NA
Interval_12336	chr7	2960156	2960425	+	0	NA	intron (CARD11, intron 17 of 24)	-intron (CARD11, intron 17 of 24)	-76331	GNA12	GNA12	NM_001293092			GNA12			NA
Interval_7504	chr2	183731430	183731692	+	0	NA	promoter-TSS (FRZB)	-promoter-TSS (FRZB)	-63	FRZB	FRZB	NM_001463			FRZB			NA
Interval_13137	chr8	29173189	29173348	+	0	NA	Intergenic	Intergenic	33054	DUSP4	DUSP4	NM_001394			DUSP4			NA
Interval_14593	chrY	22651729	22651888	+	0	NA	intron (TTTY10, intron 2 of 5)	-intron (TTTY10, intron 2 of 5)	29306	TTTY10	TTTY10	NR_001542			TTTY10			NA
Interval_6594	chr2	17493590	17493749	+	0	NA	Intergenic	Intergenic	206037	RAD51AP2	RAD51AP2	NM_001099218			RAD51AP2			NA
Interval_9634	chr3	187914525	187914699	+	0	NA	intron (LPP, intron 1 of 9)	-intron (LPP, intron 1 of 9)	-16109	LPP	LPP	NM_001167672			LPP			NA
Interval_10975	chr5	109244104	109244333	+	0	NA	Intergenic	Intergenic	25335	LOC100289673	LOC100289673	NR_033175			LOC100289673			NA
Interval_9818	chr4	24803100	24803336	+	0	NA	TTS (SOD3)	-TTS (SOD3)	6133	SOD3	SOD3	NM_003102			SOD3			NA
Interval_6949	chr2	74263690	74264027	+	0	NA	intron (TET3, intron 2 of 10)	-intron (TET3, intron 2 of 10)	50327	TET3	TET3	NM_001287491			TET3			NA
Interval_5007	chr16	14316521	14316761	+	0	NA	intron (MKL2, intron 8 of 16)	-intron (MKL2, intron 8 of 16)	-81183	MIR193B	MIR193B	NR_030177			MIR193B			NA
Interval_11748	chr6	53659606	53659765	+	0	NA	promoter-TSS (LRRC1)	-promoter-TSS (LRRC1)	-93	LRRC1	LRRC1	NM_018214			LRRC1			NA
Interval_12537	chr7	44620735	44620910	+	0	NA	exon (TMED4, exon 4 of 4)	-exon (TMED4, exon 4 of 4)	1072	TMED4	TMED4	NM_001303059			TMED4			NA
Interval_3437	chr12	121090588	121090747	+	0	NA	intron (CABP1, intron 1 of 5)	-intron (CABP1, intron 1 of 5)	2357	CABP1	CABP1	NM_031205			CABP1			NA
Interval_3798	chr13	74644205	74644514	+	0	NA	intron (KLF12, intron 1 of 7)	-intron (KLF12, intron 1 of 7)	63707	KLF12	KLF12	NM_007249			KLF12			NA
Interval_11071	chr5	130850121	130850314	+	0	NA	intron (RAPGEF6, intron 7 of 27)	-intron (RAPGEF6, intron 7 of 28)	120712	RAPGEF6	RAPGEF6	NM_001164390			RAPGEF6			NA
Interval_11546	chr6	27834363	27834660	+	0	NA	TTS (HIST1H2AL)	-TTS (HIST1H2AL)	848	HIST1H1B	HIST1H1B	NM_005322			HIST1H1B			NA
Interval_8936	chr3	46087760	46088045	+	0	NA	Intergenic	Intergenic	-18923	XCR1	XCR1	NM_005283			XCR1			NA
Interval_3114	chr12	56497194	56497468	+	0	NA	promoter-TSS (PA2G4)	-promoter-TSS (PA2G4)	-772	PA2G4	PA2G4	NM_006191			PA2G4			NA
Interval_12760	chr7	108162340	108162487	+	0	NA	intron (PNPLA8, intron 1 of 10)	-intron (PNPLA8, intron 1 of 10)	4349	PNPLA8	PNPLA8	NM_001256011			PNPLA8			NA
Interval_5979	chr18	22508137	22508284	+	0	NA	Intergenic	Intergenic	300064	LOC729950	LOC729950	NR_040033			LOC729950			NA
Interval_13534	chr8	123651418	123651603	+	0	NA	Intergenic	Intergenic	54835	LINC01151	LINC01151	NR_126348			LINC01151			NA
Interval_1641	chr10	37966202	37966361	+	0	NA	Intergenic	Intergenic	-74422	MTRNR2L7	MTRNR2L7	NM_001190489			MTRNR2L7			NA
Interval_5006	chr16	14157796	14157955	+	0	NA	Intergenic	Intergenic	-7295	MKL2	MKL2	NM_001308142			MKL2			NA
Interval_1623	chr10	32748408	32748568	+	0	NA	intron (CCDC7, intron 4 of 8)	-intron (CCDC7, intron 4 of 17)	13478	CCDC7	CCDC7	NM_024688			CCDC7			NA
Interval_929	chr1	179008217	179008405	+	0	NA	intron (FAM20B, intron 1 of 7)	-intron (FAM20B, intron 1 of 7)	13237	FAM20B	FAM20B	NM_014864			FAM20B			NA
Interval_3319	chr12	99322774	99322933	+	0	NA	intron (ANKS1B, intron 3 of 12)	-intron (ANKS1B, intron 4 of 11)	-164284	LOC101928937	LOC101928937	NR_110095			LOC101928937			NA
Interval_13151	chr8	29939243	29939551	+	0	NA	intron (SARAF, intron 1 of 5)	-intron (SARAF, intron 1 of 4)	1327	SARAF	SARAF	NM_016127			SARAF			NA
Interval_7908	chr20	15136568	15136867	+	0	NA	intron (MACROD2, intron 5 of 16)	-intron (MACROD2, intron 5 of 16)	-226553	MACROD2-AS1	MACROD2-AS1	NR_110318			MACROD2-AS1			NA
Interval_12410	chr7	21891093	21891299	+	0	NA	intron (DNAH11, intron 66 of 81)	-intron (DNAH11, intron 66 of 81)	94346	CDCA7L	CDCA7L	NM_001127371			CDCA7L			NA
Interval_2879	chr12	14564130	14564370	+	0	NA	intron (ATF7IP, intron 1 of 14)	-intron (ATF7IP, intron 1 of 14)	26252	ATF7IP	ATF7IP	NM_018179			ATF7IP			NA
Interval_5363	chr17	2292298	2292513	+	0	NA	intron (MNT, intron 4 of 5)	-intron (MNT, intron 4 of 5)	11853	MNT	MNT	NM_020310			MNT			NA
Interval_5430	chr17	14104461	14104748	+	0	NA	intron (COX10, intron 6 of 6)	-intron (COX10, intron 6 of 6)	35546	CDRT15	CDRT15	NM_001007530			CDRT15			NA
Interval_3386	chr12	111634985	111635144	+	0	NA	intron (CUX2, intron 1 of 21)	-intron (CUX2, intron 1 of 21)	-106882	MIR6760	MIR6760	NR_106818			MIR6760			NA
Interval_6216	chr19	2552835	2553161	+	0	NA	intron (GNG7, intron 3 of 4)	-intron (GNG7, intron 3 of 4)	76875	GADD45B	GADD45B	NM_015675			GADD45B			NA
Interval_14476	chrX	119514607	119514812	+	0	NA	exon (ATP1B4, exon 8 of 8)	-exon (ATP1B4, exon 8 of 8)	18769	ATP1B4	ATP1B4	NM_012069			ATP1B4			NA
Interval_4798	chr15	76646922	76647156	+	0	NA	intron (SCAPER, intron 28 of 30)	-intron (SCAPER, intron 29 of 31)	17974	ISL2	ISL2	NM_145805			ISL2			NA
Interval_768	chr1	155715056	155715459	+	0	NA	promoter-TSS (MSTO2P)	-promoter-TSS (MSTO2P)	-302	MSTO2P	MSTO2P	NR_024117_1			MSTO2P			NA
Interval_353	chr1	62179287	62179517	+	0	NA	intron (TM2D1, intron 2 of 6)	-intron (TM2D1, intron 2 of 6)	11693	TM2D1	TM2D1	NM_032027			TM2D1			NA
Interval_536	chr1	94872028	94872301	+	0	NA	Intergenic	Intergenic	-11769	ABCD3	ABCD3	NM_002858			ABCD3			NA
Interval_4779	chr15	74834397	74834627	+	0	NA	intron (ARID3B, intron 1 of 8)	-intron (ARID3B, intron 1 of 8)	994	ARID3B	ARID3B	NM_001307939			ARID3B			NA
Interval_13185	chr8	38532948	38533264	+	0	NA	Intergenic	Intergenic	-74331	RNF5P1	RNF5P1	NR_003129_7			RNF5P1			NA
Interval_5166	chr16	58317948	58318311	+	0	NA	TTS (CCDC113)	-TTS (CCDC113)	10822	PRSS54	PRSS54	NM_001080492			PRSS54			NA
Interval_11470	chr6	19652993	19653152	+	0	NA	Intergenic	Intergenic	-184529	ID4	ID4	NM_001546			ID4			NA
Interval_14542	chrX	148585079	148585382	+	0	NA	intron (IDS, intron 2 of 8)	-intron (IDS, intron 2 of 8)	1654	IDS	IDS	NM_006123			IDS			NA
Interval_8427	chr22	24830605	24830779	+	0	NA	intron (SPECC1L-ADORA2A, intron 19 of 19)	-intron (ADORA2A, intron 2 of 2)	7162	ADORA2A	ADORA2A	NM_001278497			ADORA2A			NA
Interval_10846	chr5	81147732	81147901	+	0	NA	Intergenic	Intergenic	-100744	SSBP2	SSBP2	NM_001256736			SSBP2			NA
Interval_10022	chr4	81544085	81544244	+	0	NA	intron (C4orf22, intron 4 of 6)	-intron (C4orf22, intron 4 of 6)	287290	C4orf22	C4orf22	NM_001206997			C4orf22			NA
Interval_10961	chr5	107260899	107261245	+	0	NA	intron (FBXL17, intron 7 of 8)	-intron (FBXL17, intron 7 of 8)	-254476	EFNA5	EFNA5	NM_001962			EFNA5			NA
Interval_8041	chr20	40121766	40121935	+	0	NA	intron (CHD6, intron 10 of 36)	-intron (CHD6, intron 10 of 36)	125283	CHD6	CHD6	NM_032221			CHD6			NA
Interval_12562	chr7	50204500	50204665	+	0	NA	Intergenic	Intergenic	68900	C7orf72	C7orf72	NM_001161834			C7orf72			NA
Interval_6056	chr18	43247105	43247264	+	0	NA	intron (SLC14A2, intron 13 of 19)	-intron (SLC14A2, intron 14 of 20)	52418	SLC14A2	SLC14A2	NM_007163			SLC14A2			NA
Interval_6543	chr2	8141256	8141415	+	0	NA	Intergenic	Intergenic	-24390	LINC00298	LINC00298	NR_015405			LINC00298			NA
Interval_10436	chr4	171568941	171569100	+	0	NA	Intergenic	Intergenic	-392733	LOC100506122	LOC100506122	NR_038838			LOC100506122			NA
Interval_516	chr1	93002707	93002854	+	0	NA	intron (EVI5, intron 17 of 17)	-intron (EVI5, intron 18 of 18)	-50347	GFI1	GFI1	NM_005263			GFI1			NA
Interval_6446	chr19	45984374	45984533	+	0	NA	Intergenic	Intergenic	12050	RTN2	RTN2	NM_206900			RTN2			NA
Interval_307	chr1	53792895	53793099	+	0	NA	promoter-TSS (LOC105378732)	-promoter-TSS (LOC105378732)	824	LRP8	LRP8	NM_033300			LRP8			NA
Interval_5044	chr16	23521081	23521347	+	0	NA	intron (GGA2, intron 1 of 16)	-intron (GGA2, intron 1 of 16)	601	GGA2	GGA2	NM_015044			GGA2			NA
Interval_14337	chrX	30905856	30906119	+	0	NA	intron (TAB3, intron 1 of 10)	-intron (TAB3, intron 1 of 10)	1524	TAB3	TAB3	NM_152787			TAB3			NA
Interval_12750	chr7	106407248	106407435	+	0	NA	Intergenic	Intergenic	-98583	PIK3CG	PIK3CG	NM_001282426			PIK3CG			NA
Interval_3025	chr12	45934493	45934781	+	0	NA	Intergenic	Intergenic	187067	LINC00938	LINC00938	NR_028408			LINC00938			NA
Interval_11045	chr5	125785683	125785842	+	0	NA	intron (GRAMD3, intron 1 of 13)	-intron (GRAMD3, intron 1 of 13)	26893	GRAMD3	GRAMD3	NM_001146319			GRAMD3			NA
Interval_12763	chr7	110665124	110665347	+	0	NA	intron (IMMP2L, intron 3 of 5)	-intron (IMMP2L, intron 4 of 6)	-65827	LRRN3	LRRN3	NM_001099658			LRRN3			NA
Interval_5977	chr18	22240274	22240421	+	0	NA	exon (LOC729950, exon 3 of 3)	-exon (LOC729950, exon 3 of 3)	32201	LOC729950	LOC729950	NR_040033			LOC729950			NA
Interval_5535	chr17	36301175	36301365	+	0	NA	Intergenic	Intergenic	17251	LOC102723859	LOC102723859	NM_001291466			LOC102723859			NA
Interval_11000	chr5	111386603	111386762	+	0	NA	Intergenic	Intergenic	-109541	EPB41L4A-AS1	EPB41L4A-AS1	NR_015370			EPB41L4A-AS1			NA
Interval_2956	chr12	27434492	27434833	+	0	NA	intron (STK38L, intron 1 of 13)	-intron (STK38L, intron 1 of 13)	37584	STK38L	STK38L	NM_015000			STK38L			NA
Interval_14410	chrX	51409007	51409232	+	0	NA	Intergenic	Intergenic	-44806	CENPVP1	CENPVP1	NR_033772_1			CENPVP1			NA
Interval_5878	chr18	4342055	4342261	+	0	NA	intron (DLGAP1, intron 1 of 12)	-intron (DLGAP1, intron 1 of 11)	77556	DLGAP1-AS5	DLGAP1-AS5	NR_036489			DLGAP1-AS5			NA
Interval_9451	chr3	155290633	155290817	+	0	NA	intron (PLCH1, intron 5 of 21)	-intron (PLCH1, intron 5 of 22)	131272	PLCH1	PLCH1	NM_014996			PLCH1			NA
Interval_6671	chr2	30480600	30481171	+	0	NA	exon (LBH, exon 3 of 3)	-exon (LBH, exon 3 of 3)	26488	LBH	LBH	NM_030915			LBH			NA
Interval_14432	chrX	71216033	71216285	+	0	NA	intron (NHSL2, intron 1 of 7)	-intron (NHSL2, intron 1 of 7)	-48100	RPS26P11	RPS26P11	NR_002309			RPS26P11			NA
Interval_8473	chr22	31740404	31740658	+	0	NA	exon (PATZ1, exon 1 of 5)	-exon (PATZ1, exon 1 of 5)	1718	PATZ1	PATZ1	NM_032052			PATZ1			NA
Interval_14353	chrX	38845895	38846058	+	0	NA	Intergenic	Intergenic	-182840	MID1IP1-AS1	MID1IP1-AS1	NR_046706			MID1IP1-AS1			NA
Interval_2231	chr11	33082024	33082191	+	0	NA	intron (TCP11L1, intron 6 of 9)	-intron (TCP11L1, intron 6 of 9)	-15589	LINC00294	LINC00294	NR_015451			LINC00294			NA
Interval_10851	chr5	81789124	81789435	+	0	NA	Intergenic	Intergenic	213998	ATP6AP1L	ATP6AP1L	NM_001017971			ATP6AP1L			NA
Interval_11711	chr6	47382336	47382586	+	0	NA	Intergenic	Intergenic	-63064	CD2AP	CD2AP	NM_012120			CD2AP			NA
Interval_10920	chr5	95793649	95793808	+	0	NA	intron (LOC101929710, intron 4 of 4)	-intron (LOC101929710, intron 4 of 4)	-25865	PCSK1	PCSK1	NM_000439			PCSK1			NA
Interval_458	chr1	84167046	84167246	+	0	NA	intron (LOC101927587, intron 2 of 2)	-intron (LOC101927587, intron 2 of 2)	159083	LOC101927560	LOC101927560	NR_119374			LOC101927560			NA
Interval_3489	chr12	127263123	127263282	+	0	NA	Intergenic	Intergenic	-6394	LINC00944	LINC00944	NR_033878			LINC00944			NA
Interval_32	chr1	8242572	8242810	+	0	NA	Intergenic	Intergenic	-26041	LOC102724539	LOC102724539	NR_125998			LOC102724539			NA
Interval_14478	chrX	119830955	119831171	+	0	NA	Intergenic	Intergenic	-67058	C1GALT1C1	C1GALT1C1	NM_001011551			C1GALT1C1			NA
Interval_576	chr1	101854609	101854931	+	0	NA	Intergenic	Intergenic	-48319	RNU6-31P	RNU6-31P	NR_046482			RNU6-31P			NA
Interval_7772	chr2	233174240	233174569	+	0	NA	intron (DIS3L2, intron 14 of 20)	-intron (DIS3L2, intron 13 of 13)	-68840	ALPP	ALPP	NM_001632			ALPP			NA
