PeakID (cmd=annotatePeaks.pl ENCAB606JHO.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4244	chr12	121583206	121583466	+	0	NA	intron (P2RX7, intron 1 of 10)	-intron (P2RX7, intron 1 of 12)	12705	P2RX7	P2RX7	NM_002562			P2RX7			NA
Interval_7124	chr18	19266472	19266762	+	0	NA	intron (ABHD3, intron 3 of 8)	-intron (ABHD3, intron 3 of 6)	3146	MIR320C1	MIR320C1	NR_031565			MIR320C1			NA
Interval_266	chr1	23991430	23991768	+	0	NA	Intergenic	Intergenic	-26670	RPL11	RPL11	NM_001199802			RPL11			NA
Interval_4600	chr14	20929687	20930394	+	0	NA	promoter-TSS (TMEM55B)	-promoter-TSS (TMEM55B)	-269	TMEM55B	TMEM55B	NM_001100814			TMEM55B			NA
Interval_4843	chr14	70233589	70234043	+	0	NA	promoter-TSS (SRSF5)	-promoter-TSS (SRSF5)	-18	SRSF5	SRSF5	NM_001039465			SRSF5			NA
Interval_5510	chr16	127539	127896	+	0	NA	promoter-TSS (MPG)	-promoter-TSS (MPG)	-452	MPG	MPG	NM_002434			MPG			NA
Interval_4597	chr14	20881317	20881651	+	0	NA	promoter-TSS (TEP1)	-promoter-TSS (TEP1)	95	TEP1	TEP1	NM_007110			TEP1			NA
Interval_6227	chr17	7144488	7144918	+	0	NA	exon (GABARAP, exon 3 of 4)	-exon (GABARAP, exon 3 of 4)	1050	GABARAP	GABARAP	NM_007278			GABARAP			NA
Interval_7911	chr19	40970299	40970731	+	0	NA	intron (BLVRB, intron 1 of 4)	-intron (BLVRB, intron 1 of 4)	1210	BLVRB	BLVRB	NM_000713			BLVRB			NA
Interval_12006	chr4	185570871	185571173	+	0	NA	promoter-TSS (CASP3)	-promoter-TSS (CASP3)	255	PRIMPOL	PRIMPOL	NM_152683			PRIMPOL			NA
Interval_5274	chr15	66789355	66790925	+	0	NA	promoter-TSS (SNAPC5)	-promoter-TSS (SNAPC5)	6	SNAPC5	SNAPC5	NM_006049			SNAPC5			NA
Interval_4607	chr14	21429399	21429846	+	0	NA	Intergenic	Intergenic	5992	RNASE2	RNASE2	NM_002934			RNASE2			NA
Interval_6441	chr17	31224377	31224790	+	0	NA	Intergenic	Intergenic	-20392	MYO1D	MYO1D	NM_015194			MYO1D			NA
Interval_2785	chr11	34386729	34387103	+	0	NA	Intergenic	Intergenic	-7361	ABTB2	ABTB2	NM_145804			ABTB2			NA
Interval_9402	chr2	202771967	202772215	+	0	NA	Intergenic	Intergenic	100939	CDK15	CDK15	NM_139158			CDK15			NA
Interval_9894	chr20	49092497	49092771	+	0	NA	Intergenic	Intergenic	-34224	PTPN1	PTPN1	NM_002827			PTPN1			NA
Interval_13356	chr6	40898514	40898789	+	0	NA	intron (LOC101929555, intron 1 of 5)	-intron (LOC101929555, intron 1 of 5)	92368	LOC101929555	LOC101929555	NR_110873			LOC101929555			NA
Interval_63	chr1	6067387	6067818	+	0	NA	intron (KCNAB2, intron 1 of 15)	-intron (KCNAB2, intron 1 of 15)	-15069	NPHP4	NPHP4	NM_001291594			NPHP4			NA
Interval_10760	chr3	45672950	45673453	+	0	NA	intron (LIMD1, intron 1 of 7)	-intron (LIMD1, intron 1 of 7)	36878	LIMD1	LIMD1	NM_014240			LIMD1			NA
Interval_10981	chr3	114866049	114866432	+	0	NA	promoter-TSS (ZBTB20)	-promoter-TSS (ZBTB20)	46970	ZBTB20-AS4	ZBTB20-AS4	NR_046877			ZBTB20-AS4			NA
Interval_2107	chr10	35932868	35933110	+	0	NA	Intergenic	Intergenic	-2627	FZD8	FZD8	NM_031866			FZD8			NA
Interval_16467	chrX	135949328	135951508	+	0	NA	TTS (RBMX)	-TTS (RBMX)	11012	SNORD61	SNORD61	NR_002735			SNORD61			NA
Interval_14320	chr7	72729668	72730250	+	0	NA	intron (TRIM50, intron 6 of 6)	-intron (TRIM50, intron 6 of 6)	-7095	NSUN5	NSUN5	NM_018044			NSUN5			NA
Interval_2168	chr10	52086422	52087025	+	0	NA	intron (SGMS1, intron 8 of 10)	-intron (SGMS1, intron 8 of 10)	-78353	ASAH2	ASAH2	NM_001143974			ASAH2			NA
Interval_5384	chr15	81384658	81384967	+	0	NA	Intergenic	Intergenic	-41832	C15orf26	C15orf26	NM_173528			C15orf26			NA
Interval_9459	chr2	219271320	219271617	+	0	NA	TTS (CTDSP1)	-TTS (CTDSP1)	4099	MIR26B	MIR26B	NR_029500			MIR26B			NA
Interval_8259	chr19	52054201	52054462	+	0	NA	Intergenic	Intergenic	-19221	SIGLEC6	SIGLEC6	NM_001245			SIGLEC6			NA
Interval_6844	chr17	63533862	63534543	+	0	NA	intron (AXIN2, intron 5 of 10)	-intron (AXIN2, intron 5 of 10)	23538	AXIN2	AXIN2	NM_004655			AXIN2			NA
Interval_6941	chr17	74726530	74726810	+	0	NA	intron (METTL23, intron 3 of 5)	-intron (METTL23, intron 2 of 4)	3758	METTL23	METTL23	NM_001080510			METTL23			NA
Interval_11625	chr4	68410702	68411366	+	0	NA	intron (CENPC, intron 1 of 18)	-intron (CENPC, intron 1 of 18)	222	CENPC	CENPC	NM_001812			CENPC			NA
Interval_9657	chr20	23123727	23124188	+	0	NA	Intergenic	Intergenic	-10684	LINC00656	LINC00656	NR_034149			LINC00656			NA
Interval_5846	chr16	31454217	31454617	+	0	NA	promoter-TSS (ZNF843)	-promoter-TSS (ZNF843)	-69	ZNF843	ZNF843	NM_001136509			ZNF843			NA
Interval_180	chr1	16472675	16473085	+	0	NA	intron (EPHA2, intron 3 of 16)	-intron (EPHA2, intron 3 of 16)	9702	EPHA2	EPHA2	NM_004431			EPHA2			NA
Interval_1324	chr1	161195594	161196072	+	0	NA	exon (TOMM40L, exon 1 of 9)	-exon (TOMM40L, exon 1 of 9)	104	TOMM40L	TOMM40L	NM_001286374			TOMM40L			NA
Interval_3669	chr12	47630305	47630599	+	0	NA	TTS (PCED1B)	-TTS (PCED1B)	-20226	PCED1B-AS1	PCED1B-AS1	NR_026544			PCED1B-AS1			NA
Interval_13449	chr6	47102164	47102748	+	0	NA	Intergenic	Intergenic	-92357	ADGRF1	ADGRF1	NM_153840			ADGRF1			NA
Interval_7332	chr19	3035160	3035602	+	0	NA	intron (TLE2, intron 2 of 19)	-intron (TLE2, intron 2 of 19)	-6216	TLE2	TLE2	NM_001144761			TLE2			NA
Interval_3642	chr12	34175016	34175649	+	0	NA	exon (ALG10, exon 1 of 3)	-exon (ALG10, exon 1 of 3)	116	ALG10	ALG10	NM_032834			ALG10			NA
Interval_3204	chr11	77369060	77369350	+	0	NA	Intergenic	Intergenic	-20354	CLNS1A	CLNS1A	NM_001293			CLNS1A			NA
Interval_11312	chr3	185216716	185217041	+	0	NA	promoter-TSS (TMEM41A)	-promoter-TSS (TMEM41A)	-33	TMEM41A	TMEM41A	NM_080652			TMEM41A			NA
Interval_7260	chr19	984279	984588	+	0	NA	exon (WDR18, exon 1 of 10)	-exon (WDR18, exon 1 of 10)	105	WDR18	WDR18	NM_024100			WDR18			NA
Interval_1348	chr1	162361715	162362122	+	0	NA	Intergenic	Intergenic	13222	C1orf226	C1orf226	NM_001085375			C1orf226			NA
Interval_2714	chr11	14558904	14559147	+	0	NA	intron (PSMA1, intron 2 of 10)	-intron (PSMA1, intron 2 of 10)	-37621	COPB1	COPB1	NM_001144062			COPB1			NA
Interval_12665	chr5	172482934	172483509	+	0	NA	promoter-TSS (CREBRF)	-promoter-TSS (CREBRF)	-134	CREBRF	CREBRF	NM_153607			CREBRF			NA
Interval_7440	chr19	7985893	7986239	+	0	NA	intron (SNAPC2, intron 1 of 4)	-intron (SNAPC2, intron 1 of 4)	199	SNAPC2	SNAPC2	NM_003083			SNAPC2			NA
Interval_4271	chr12	122884874	122885371	+	0	NA	TTS (CLIP1-AS1)	-TTS (CLIP1-AS1)	5033	CLIP1-AS1	CLIP1-AS1	NR_045382			CLIP1-AS1			NA
Interval_5106	chr15	43425628	43425960	+	0	NA	promoter-TSS (TMEM62)	-promoter-TSS (TMEM62)	72	TMEM62	TMEM62	NM_024956			TMEM62			NA
Interval_10087	chr21	35340577	35341034	+	0	NA	intron (LINC00649, intron 2 of 2)	-intron (LINC00649, intron 2 of 2)	37289	LINC00649	LINC00649	NR_038883			LINC00649			NA
Interval_6139	chr16	88767430	88767687	+	0	NA	intron (RNF166, intron 2 of 5)	-intron (RNF166, intron 1 of 4)	5271	RNF166	RNF166	NM_001171815			RNF166			NA
Interval_3103	chr11	67374109	67374517	+	0	NA	promoter-TSS (NDUFV1)	-promoter-TSS (NDUFV1)	-10	NDUFV1	NDUFV1	NM_001166102			NDUFV1			NA
Interval_12985	chr6	26204290	26207092	+	0	NA	TTS (HIST1H4E)	-TTS (HIST1H4E)	818	HIST1H4E	HIST1H4E	NM_003545			HIST1H4E			NA
Interval_4224	chr12	120639965	120640240	+	0	NA	intron (PXN-AS1, intron 1 of 3)	-intron (PXN-AS1, intron 1 of 3)	1008	PXN-AS1	PXN-AS1	NR_038924			PXN-AS1			NA
Interval_8766	chr2	65659587	65660066	+	0	NA	promoter-TSS (SPRED2)	-promoter-TSS (SPRED2)	-170	SPRED2	SPRED2	NM_181784			SPRED2			NA
Interval_7448	chr19	8322169	8322417	+	0	NA	intron (CERS4, intron 9 of 11)	-intron (CERS4, intron 9 of 11)	48076	CERS4	CERS4	NM_024552			CERS4			NA
Interval_8520	chr2	20724530	20724899	+	0	NA	Intergenic	Intergenic	67594	HS1BP3-IT1	HS1BP3-IT1	NR_046836			HS1BP3-IT1			NA
Interval_4270	chr12	122879465	122879727	+	0	NA	promoter-TSS (CLIP1-AS1)	-promoter-TSS (CLIP1-AS1)	-493	CLIP1-AS1	CLIP1-AS1	NR_045382			CLIP1-AS1			NA
Interval_2250	chr10	71933848	71934239	+	0	NA	Intergenic	Intergenic	-3758	SAR1A	SAR1A	NM_020150			SAR1A			NA
Interval_6867	chr17	67853590	67853949	+	0	NA	intron (LINC01483, intron 4 of 4)	-intron (LINC01483, intron 4 of 5)	-104079	LINC01497	LINC01497	NR_110875			LINC01497			NA
Interval_4248	chr12	121837438	121838135	+	0	NA	promoter-TSS (RNF34)	-promoter-TSS (RNF34)	-135	RNF34	RNF34	NM_194271			RNF34			NA
Interval_14171	chr7	37382373	37382640	+	0	NA	intron (ELMO1, intron 1 of 21)	-intron (ELMO1, intron 1 of 21)	345105	ELMO1-AS1	ELMO1-AS1	NR_104120			ELMO1-AS1			NA
Interval_8546	chr2	26101470	26101831	+	0	NA	promoter-TSS (ASXL2)	-promoter-TSS (ASXL2)	-338	ASXL2	ASXL2	NM_018263			ASXL2			NA
Interval_6216	chr17	6478548	6478913	+	0	NA	Intergenic	Intergenic	-18853	PITPNM3	PITPNM3	NM_001165966			PITPNM3			NA
Interval_16201	chrX	48405755	48406249	+	0	NA	intron (TBC1D25, intron 3 of 5)	-intron (TBC1D25, intron 3 of 5)	7927	TBC1D25	TBC1D25	NM_002536			TBC1D25			NA
Interval_11251	chr3	177063352	177063897	+	0	NA	Intergenic	Intergenic	51394	LINC00501	LINC00501	NR_047465			LINC00501			NA
Interval_8148	chr19	49376726	49377157	+	0	NA	exon (PPP1R15A, exon 2 of 3)	-exon (PPP1R15A, exon 2 of 3)	1292	PPP1R15A	PPP1R15A	NM_014330			PPP1R15A			NA
Interval_2989	chr11	64052344	64052655	+	0	NA	promoter-TSS (BAD)	-promoter-TSS (BAD)	-323	BAD	BAD	NM_032989			BAD			NA
Interval_11626	chr4	68440924	68442128	+	0	NA	intron (STAP1, intron 3 of 8)	-intron (STAP1, intron 3 of 8)	17080	STAP1	STAP1	NM_012108			STAP1			NA
Interval_187	chr1	16757269	16757563	+	0	NA	intron (SPATA21, intron 3 of 12)	-intron (SPATA21, intron 3 of 12)	6503	SPATA21	SPATA21	NM_198546			SPATA21			NA
Interval_4327	chr12	127645865	127646240	+	0	NA	Intergenic	Intergenic	-101110	LOC101927592	LOC101927592	NR_104646			LOC101927592			NA
Interval_15325	chr8	110552202	110552648	+	0	NA	promoter-TSS (EBAG9)	-promoter-TSS (EBAG9)	496	EBAG9	EBAG9	NM_004215			EBAG9			NA
Interval_7423	chr19	6760861	6761332	+	0	NA	intron (SH2D3A, intron 2 of 9)	-intron (SH2D3A, intron 2 of 9)	6427	SH2D3A	SH2D3A	NM_005490			SH2D3A			NA
Interval_7924	chr19	41381155	41381779	+	0	NA	exon (CYP2A7, exon 9 of 9)	-exon (CYP2A7, exon 9 of 9)	7190	CYP2A7	CYP2A7	NM_030589			CYP2A7			NA
Interval_2390	chr10	95009188	95009528	+	0	NA	Intergenic	Intergenic	176126	CYP26A1	CYP26A1	NM_057157			CYP26A1			NA
Interval_14735	chr7	134330420	134330746	+	0	NA	promoter-TSS (BPGM)	-promoter-TSS (BPGM)	-948	BPGM	BPGM	NM_001724			BPGM			NA
Interval_9737	chr20	34291555	34291792	+	0	NA	exon (RBM39, exon 16 of 16)	-exon (RBM39, exon 16 of 16)	-4386	NFS1	NFS1	NM_001198989			NFS1			NA
Interval_8760	chr2	65215285	65215539	+	0	NA	promoter-TSS (SLC1A4)	-promoter-TSS (SLC1A4)	-1083	SLC1A4	SLC1A4	NM_001193493			SLC1A4			NA
Interval_5811	chr16	30645304	30645905	+	0	NA	Intergenic	Intergenic	-16637	PRR14	PRR14	NM_024031			PRR14			NA
Interval_14525	chr7	102147842	102148191	+	0	NA	intron (RASA4B, intron 4 of 19)	-intron (RASA4B, intron 4 of 19)	-28635	POLR2J	POLR2J	NM_006234			POLR2J			NA
Interval_1300	chr1	160312763	160313757	+	0	NA	promoter-TSS (COPA)	-promoter-TSS (COPA)	94	COPA	COPA	NM_004371			COPA			NA
Interval_16007	chr9	136283066	136283454	+	0	NA	promoter-TSS (REXO4)	-promoter-TSS (REXO4)	-44	REXO4	REXO4	NM_001279351			REXO4			NA
Interval_7834	chr19	36485771	36486295	+	0	NA	promoter-TSS (SDHAF1)	-promoter-TSS (SDHAF1)	-57	SDHAF1	SDHAF1	NM_001042631			SDHAF1			NA
Interval_11139	chr3	150430029	150430327	+	0	NA	intron (ERICH6-AS1, intron 2 of 2)	-intron (ERICH6-AS1, intron 3 of 3)	-8420	ERICH6	ERICH6	NM_152394			ERICH6			NA
Interval_5722	chr16	23911628	23912933	+	0	NA	intron (PRKCB, intron 2 of 16)	-intron (PRKCB, intron 2 of 16)	64980	PRKCB	PRKCB	NM_212535			PRKCB			NA
Interval_12170	chr5	54038144	54038678	+	0	NA	intron (LOC102467080, intron 1 of 2)	-intron (LOC102467080, intron 1 of 2)	-39259	LOC102467080	LOC102467080	NR_104658			LOC102467080			NA
Interval_6144	chr16	89028435	89028819	+	0	NA	intron (CBFA2T3, intron 1 of 11)	-intron (CBFA2T3, intron 1 of 11)	-21019	CBFA2T3	CBFA2T3	NM_005187			CBFA2T3			NA
Interval_422	chr1	32231043	32231301	+	0	NA	Intergenic	Intergenic	-1508	ADGRB2	ADGRB2	NM_001294336			ADGRB2			NA
Interval_4694	chr14	32842453	32842812	+	0	NA	intron (AKAP6, intron 1 of 13)	-intron (AKAP6, intron 1 of 13)	44153	AKAP6	AKAP6	NM_004274			AKAP6			NA
Interval_13224	chr6	31763855	31764117	+	0	NA	promoter-TSS (VARS)	-promoter-TSS (VARS)	-274	VARS	VARS	NM_006295_5			VARS			NA
Interval_3038	chr11	65269083	65269382	+	0	NA	exon (MALAT1, exon 1 of 1)	-exon (MALAT1, exon 1 of 1)	3999	MALAT1	MALAT1	NR_002819			MALAT1			NA
Interval_4336	chr12	131362717	131363316	+	0	NA	TTS (RAN)	-TTS (RAN)	6477	RAN	RAN	NM_006325			RAN			NA
Interval_13087	chr6	27862104	27862543	+	0	NA	TTS (HIST1H2BO)	-TTS (HIST1H2BO)	1120	HIST1H2BO	HIST1H2BO	NM_003527			HIST1H2BO			NA
Interval_9977	chr20	61507030	61507280	+	0	NA	Intergenic	Intergenic	-14040	TCFL5	TCFL5	NM_001301726			TCFL5			NA
Interval_15608	chr9	37200826	37201139	+	0	NA	intron (ZCCHC7, intron 2 of 8)	-intron (ZCCHC7, intron 2 of 8)	80513	ZCCHC7	ZCCHC7	NM_001289120			ZCCHC7			NA
Interval_4348	chr12	132413690	132414119	+	0	NA	promoter-TSS (PUS1)	-promoter-TSS (PUS1)	91	PUS1	PUS1	NM_025215			PUS1			NA
Interval_11264	chr3	178978723	178978990	+	0	NA	intron (KCNMB3, intron 1 of 3)	-intron (KCNMB3, intron 1 of 3)	-1177	KCNMB3	KCNMB3	NM_171828			KCNMB3			NA
Interval_5874	chr16	50300260	50300633	+	0	NA	promoter-TSS (ADCY7)	-promoter-TSS (ADCY7)	-5	ADCY7	ADCY7	NM_001114			ADCY7			NA
Interval_9960	chr20	58685174	58685573	+	0	NA	Intergenic	Intergenic	22632	LOC729296	LOC729296	NR_109917			LOC729296			NA
Interval_11112	chr3	142720852	142721524	+	0	NA	promoter-TSS (LOC100289361)	-promoter-TSS (LOC100289361)	816	U2SURP	U2SURP	NM_001080415			U2SURP			NA
Interval_13828	chr6	149230110	149230385	+	0	NA	intron (UST, intron 2 of 7)	-intron (UST, intron 2 of 7)	55573	LOC100128176	LOC100128176	NR_038408			LOC100128176			NA
Interval_10115	chr21	38738892	38739163	+	0	NA	promoter-TSS (DYRK1A)	-promoter-TSS (DYRK1A)	-53574	DYRK1A	DYRK1A	NM_001396			DYRK1A			NA
Interval_6195	chr17	4046302	4047169	+	0	NA	promoter-TSS (CYB5D2)	-promoter-TSS (CYB5D2)	273	CYB5D2	CYB5D2	NM_001254755			CYB5D2			NA
Interval_1331	chr1	161391719	161392178	+	0	NA	Intergenic	Intergenic	-54275	CFAP126	CFAP126	NM_001013625			CFAP126			NA
Interval_2125	chr10	43904317	43905049	+	0	NA	promoter-TSS (HNRNPF)	-promoter-TSS (HNRNPF)	-27	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
Interval_7044	chr18	774294	774643	+	0	NA	intron (YES1, intron 1 of 11)	-intron (YES1, intron 1 of 11)	37859	YES1	YES1	NM_005433			YES1			NA
Interval_10467	chr22	43411313	43411615	+	0	NA	promoter-TSS (PACSIN2)	-promoter-TSS (PACSIN2)	-23127	LOC100506679	LOC100506679	NR_125362			LOC100506679			NA
Interval_3036	chr11	65260239	65260808	+	0	NA	Intergenic	Intergenic	-4710	MALAT1	MALAT1	NR_002819			MALAT1			NA
Interval_5360	chr15	77356915	77357347	+	0	NA	intron (TSPAN3, intron 1 of 5)	-intron (TSPAN3, intron 1 of 5)	6439	TSPAN3	TSPAN3	NM_001168412			TSPAN3			NA
Interval_4414	chr13	32889221	32890293	+	0	NA	exon (BRCA2, exon 1 of 27)	-exon (BRCA2, exon 1 of 27)	140	BRCA2	BRCA2	NM_000059			BRCA2			NA
Interval_15687	chr9	91547747	91548016	+	0	NA	Intergenic	Intergenic	-57897	C9orf47	C9orf47	NM_001142413			C9orf47			NA
Interval_5399	chr15	83680272	83680947	+	0	NA	promoter-TSS (C15orf40)	-promoter-TSS (C15orf40)	-216	C15orf40	C15orf40	NM_001160113			C15orf40			NA
Interval_1740	chr1	227132345	227132689	+	0	NA	intron (ADCK3, intron 1 of 14)	-intron (ADCK3, intron 1 of 14)	4579	ADCK3	ADCK3	NM_020247			ADCK3			NA
Interval_11487	chr4	8549028	8549292	+	0	NA	Intergenic	Intergenic	-32804	GPR78	GPR78	NM_080819			GPR78			NA
Interval_6507	chr17	37519919	37520194	+	0	NA	intron (FBXL20, intron 1 of 14)	-intron (FBXL20, intron 1 of 13)	37853	FBXL20	FBXL20	NM_032875			FBXL20			NA
Interval_6521	chr17	38255084	38255571	+	0	NA	intron (NR1D1, intron 1 of 7)	-intron (NR1D1, intron 1 of 7)	1651	NR1D1	NR1D1	NM_021724			NR1D1			NA
Interval_11734	chr4	89444850	89445328	+	0	NA	promoter-TSS (PIGY)	-promoter-TSS (PIGY)	-137	PYURF	PYURF	NM_032906			PYURF			NA
Interval_7553	chr19	12721272	12721776	+	0	NA	promoter-TSS (ZNF490)	-promoter-TSS (ZNF490)	99	ZNF490	ZNF490	NM_020714			ZNF490			NA
Interval_1700	chr1	224122458	224122783	+	0	NA	Intergenic	Intergenic	57726	GTF2IP20	GTF2IP20	NR_132119			GTF2IP20			NA
Interval_12318	chr5	90675779	90676466	+	0	NA	promoter-TSS (ARRDC3-AS1)	-promoter-TSS (ARRDC3-AS1)	-42	ARRDC3-AS1	ARRDC3-AS1	NR_027435			ARRDC3-AS1			NA
Interval_7568	chr19	13029699	13030142	+	0	NA	intron (SYCE2, intron 1 of 5)	-intron (SYCE2, intron 1 of 5)	166	SYCE2	SYCE2	NM_001105578			SYCE2			NA
Interval_3278	chr11	93861513	93862088	+	0	NA	promoter-TSS (PANX1)	-promoter-TSS (PANX1)	-294	PANX1	PANX1	NM_015368			PANX1			NA
Interval_10221	chr22	21011079	21011972	+	0	NA	Intergenic	Intergenic	-32318	POM121L4P	POM121L4P	NR_024592			POM121L4P			NA
Interval_6719	chr17	47841512	47841853	+	0	NA	promoter-TSS (FAM117A)	-promoter-TSS (FAM117A)	-164	FAM117A	FAM117A	NM_030802			FAM117A			NA
Interval_13366	chr6	41286433	41286685	+	0	NA	Intergenic	Intergenic	-16969	NCR2	NCR2	NM_004828			NCR2			NA
Interval_13059	chr6	27519959	27520538	+	0	NA	Intergenic	Intergenic	-79351	ZNF184	ZNF184	NM_007149			ZNF184			NA
Interval_3102	chr11	67367937	67368207	+	0	NA	Intergenic	Intergenic	6105	C11orf72	C11orf72	NR_130935			C11orf72			NA
Interval_15333	chr8	116670362	116670978	+	0	NA	intron (TRPS1, intron 1 of 6)	-intron (TRPS1, intron 1 of 5)	10585	TRPS1	TRPS1	NM_014112			TRPS1			NA
Interval_11296	chr3	183705990	183706302	+	0	NA	intron (ABCC5, intron 4 of 29)	-intron (ABCC5, intron 4 of 6)	-17980	ABCC5-AS1	ABCC5-AS1	NR_046570			ABCC5-AS1			NA
Interval_3503	chr12	6676394	6676896	+	0	NA	intron (NOP2, intron 2 of 15)	-intron (NOP2, intron 2 of 15)	853	NOP2	NOP2	NM_006170			NOP2			NA
Interval_9482	chr2	224588567	224588869	+	0	NA	Intergenic	Intergenic	113601	AP1S3	AP1S3	NM_001039569			AP1S3			NA
Interval_7445	chr19	8236801	8237526	+	0	NA	Intergenic	Intergenic	-24778	FBN3	FBN3	NM_032447			FBN3			NA
Interval_2428	chr10	100205850	100206911	+	0	NA	intron (HPS1, intron 1 of 9)	-intron (HPS1, intron 1 of 19)	324	HPS1	HPS1	NM_000195			HPS1			NA
Interval_11979	chr4	175201837	175202118	+	0	NA	intron (FBXO8, intron 1 of 5)	-intron (FBXO8, intron 1 of 5)	-3078	CEP44	CEP44	NM_001145314			CEP44			NA
Interval_13229	chr6	31807971	31809667	+	0	NA	Intergenic	Intergenic	3966	SNORD52	SNORD52	NR_002742_3			SNORD52			NA
Interval_8490	chr2	11893727	11894108	+	0	NA	intron (LPIN1, intron 1 of 19)	-intron (LPIN1, intron 2 of 20)	7195	LPIN1	LPIN1	NM_001261428			LPIN1			NA
Interval_153	chr1	14748621	14748924	+	0	NA	Intergenic	Intergenic	-176441	KAZN	KAZN	NM_201628			KAZN			NA
Interval_9440	chr2	217276766	217277519	+	0	NA	promoter-TSS (SMARCAL1)	-promoter-TSS (SMARCAL1)	5	SMARCAL1	SMARCAL1	NM_001127207			SMARCAL1			NA
Interval_2567	chr10	132886706	132887155	+	0	NA	Intergenic	Intergenic	-6551	TCERG1L-AS1	TCERG1L-AS1	NR_120623			TCERG1L-AS1			NA
Interval_13640	chr6	111572073	111572394	+	0	NA	Intergenic	Intergenic	-8249	KIAA1919	KIAA1919	NM_153369			KIAA1919			NA
Interval_9397	chr2	202097843	202098288	+	0	NA	promoter-TSS (CASP8)	-promoter-TSS (CASP8)	-24689	CASP8	CASP8	NM_033355			CASP8			NA
Interval_10986	chr3	118962133	118962397	+	0	NA	intron (B4GALT4-AS1, intron 3 of 3)	-intron (B4GALT4-AS1, intron 3 of 3)	-2513	B4GALT4	B4GALT4	NM_003778			B4GALT4			NA
Interval_6003	chr16	71304311	71304561	+	0	NA	Intergenic	Intergenic	19073	CMTR2	CMTR2	NM_018348			CMTR2			NA
Interval_8458	chr2	9037224	9037509	+	0	NA	intron (MBOAT2, intron 4 of 12)	-intron (MBOAT2, intron 4 of 12)	-59611	KIDINS220	KIDINS220	NM_020738			KIDINS220			NA
Interval_10455	chr22	42062480	42063703	+	0	NA	Intergenic	Intergenic	21822	NHP2L1	NHP2L1	NM_001003796			NHP2L1			NA
Interval_4233	chr12	120899827	120900076	+	0	NA	exon (SRSF9, exon 4 of 4)	-exon (SRSF9, exon 4 of 4)	7607	SRSF9	SRSF9	NM_003769			SRSF9			NA
Interval_16163	chrX	41192566	41193781	+	0	NA	promoter-TSS (DDX3X)	-promoter-TSS (DDX3X)	-242	DDX3X	DDX3X	NR_126093			DDX3X			NA
Interval_15261	chr8	101321372	101321647	+	0	NA	intron (RNF19A, intron 2 of 10)	-intron (RNF19A, intron 2 of 10)	885	RNF19A	RNF19A	NM_001280539			RNF19A			NA
Interval_12355	chr5	102455359	102456271	+	0	NA	promoter-TSS (PPIP5K2)	-promoter-TSS (PPIP5K2)	27	GIN1	GIN1	NM_017676			GIN1			NA
Interval_8052	chr19	47276035	47276610	+	0	NA	Intergenic	Intergenic	15520	SLC1A5	SLC1A5	NM_005628			SLC1A5			NA
Interval_1906	chr10	2620329	2620560	+	0	NA	Intergenic	Intergenic	-263176	LINC00701	LINC00701	NR_038884			LINC00701			NA
Interval_623	chr1	45769022	45769761	+	0	NA	promoter-TSS (LINC01144)	-promoter-TSS (LINC01144)	-191	LINC01144	LINC01144	NR_024270			LINC01144			NA
Interval_7011	chr17	79858023	79858329	+	0	NA	exon (ANAPC11, exon 4 of 4)	-exon (ANAPC11, exon 4 of 4)	-1896	NPB	NPB	NM_148896			NPB			NA
Interval_3394	chr11	118799100	118799606	+	0	NA	Intergenic	Intergenic	-17740	BCL9L	BCL9L	NM_182557			BCL9L			NA
Interval_15294	chr8	103876160	103876581	+	0	NA	promoter-TSS (AZIN1)	-promoter-TSS (AZIN1)	58	AZIN1	AZIN1	NM_001301668			AZIN1			NA
Interval_12828	chr6	7165229	7165655	+	0	NA	intron (RREB1, intron 1 of 11)	-intron (RREB1, intron 1 of 11)	57612	RREB1	RREB1	NM_001003698			RREB1			NA
Interval_14969	chr8	19930048	19930420	+	0	NA	Intergenic	Intergenic	110483	SLC18A1	SLC18A1	NM_001142324			SLC18A1			NA
Interval_12918	chr6	17706163	17706398	+	0	NA	intron (NUP153, intron 1 of 21)	-intron (NUP153, intron 1 of 22)	785	NUP153	NUP153	NM_005124			NUP153			NA
Interval_6042	chr16	78132938	78133535	+	0	NA	promoter-TSS (WWOX)	-promoter-TSS (WWOX)	-74	WWOX	WWOX	NM_001291997			WWOX			NA
Interval_11063	chr3	130612534	130612915	+	0	NA	promoter-TSS (ATP2C1)	-promoter-TSS (ATP2C1)	-568	ATP2C1	ATP2C1	NM_001199183			ATP2C1			NA
Interval_5389	chr15	82162923	82163449	+	0	NA	Intergenic	Intergenic	175298	MEX3B	MEX3B	NM_032246			MEX3B			NA
Interval_16371	chrX	111502593	111502939	+	0	NA	intron (ZCCHC16, intron 2 of 2)	-intron (ZCCHC16, intron 2 of 2)	176513	ZCCHC16	ZCCHC16	NM_001004308			ZCCHC16			NA
