PeakID (cmd=annotatePeaks.pl ENCAB521XDP.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_4284	chr15	51944170	51944798	+	0	NA	Intergenic	Intergenic	-29066	SCG3	SCG3	NM_013243			SCG3			NA
Interval_3265	chr12	132413845	132414120	+	0	NA	exon (PUS1, exon 1 of 6)	-exon (PUS1, exon 1 of 6)	169	PUS1	PUS1	NM_025215			PUS1			NA
Interval_8640	chr20	1855611	1856195	+	0	NA	Intergenic	Intergenic	-19522	SIRPA	SIRPA	NM_001040022			SIRPA			NA
Interval_9930	chr22	39818801	39819036	+	0	NA	intron (TAB1, intron 8 of 10)	-intron (TAB1, intron 8 of 10)	-9247	LOC100506472	LOC100506472	NR_040535			LOC100506472			NA
Interval_2578	chr11	129947619	129947885	+	0	NA	intron (APLP2, intron 1 of 16)	-intron (APLP2, intron 1 of 16)	8036	APLP2	APLP2	NM_001642			APLP2			NA
Interval_12260	chr6	39334285	39334528	+	0	NA	intron (KIF6, intron 15 of 21)	-intron (KIF6, intron 15 of 21)	-44076	KCNK16	KCNK16	NM_001135107			KCNK16			NA
Interval_8660	chr20	2846902	2847132	+	0	NA	intron (VPS16, intron 19 of 19)	-intron (PTPRA, intron 5 of 27)	-25669	PCED1A	PCED1A	NM_001271168			PCED1A			NA
Interval_11017	chr4	76437165	76437427	+	0	NA	intron (RCHY1, intron 1 of 8)	-intron (RCHY1, intron 1 of 7)	-2358	THAP6	THAP6	NM_144721			THAP6			NA
Interval_14616	chr9	139527034	139527603	+	0	NA	Intergenic	Intergenic	-25990	EGFL7	EGFL7	NM_201446			EGFL7			NA
Interval_8169	chr2	176283187	176283547	+	0	NA	Intergenic	Intergenic	-236877	ATP5G3	ATP5G3	NM_001689			ATP5G3			NA
Interval_13987	chr8	131674736	131674982	+	0	NA	Intergenic	Intergenic	-218953	ASAP1	ASAP1	NM_001247996			ASAP1			NA
Interval_8705	chr20	4954199	4954468	+	0	NA	intron (SLC23A2, intron 1 of 16)	-intron (SLC23A2, intron 1 of 16)	36606	SLC23A2	SLC23A2	NM_203327			SLC23A2			NA
Interval_5097	chr16	56953244	56953528	+	0	NA	Intergenic	Intergenic	-12616	HERPUD1	HERPUD1	NM_014685			HERPUD1			NA
Interval_13590	chr8	15424432	15424670	+	0	NA	intron (TUSC3, intron 1 of 9)	-intron (TUSC3, intron 1 of 10)	26955	TUSC3	TUSC3	NM_178234			TUSC3			NA
Interval_11908	chr5	179982267	179982764	+	0	NA	intron (CNOT6, intron 6 of 13)	-intron (CNOT6, intron 6 of 13)	35972	SCGB3A1	SCGB3A1	NM_052863			SCGB3A1			NA
Interval_13317	chr7	128152910	128153162	+	0	NA	Intergenic	Intergenic	36253	METTL2B	METTL2B	NM_018396			METTL2B			NA
Interval_7947	chr2	121112164	121112435	+	0	NA	Intergenic	Intergenic	8580	INHBB	INHBB	NM_002193			INHBB			NA
Interval_10896	chr4	9240252	9240603	+	0	NA	Intergenic	Intergenic	4316	USP17L15	USP17L15	NM_001256894			USP17L15			NA
Interval_6975	chr19	40512155	40512456	+	0	NA	intron (ZNF546, intron 4 of 6)	-intron (ZNF546, intron 4 of 6)	9362	ZNF546	ZNF546	NM_178544			ZNF546			NA
Interval_11243	chr4	159798328	159798580	+	0	NA	intron (FNIP2, intron 14 of 16)	-intron (FNIP2, intron 14 of 16)	108272	FNIP2	FNIP2	NM_020840			FNIP2			NA
Interval_13482	chr7	156742431	156742961	+	0	NA	exon (NOM1, exon 1 of 11)	-exon (NOM1, exon 1 of 11)	279	NOM1	NOM1	NM_138400			NOM1			NA
Interval_667	chr1	100231906	100232302	+	0	NA	promoter-TSS (FRRS1)	-promoter-TSS (FRRS1)	-755	FRRS1	FRRS1	NM_001013660			FRRS1			NA
Interval_2175	chr11	57241581	57241895	+	0	NA	intron (RTN4RL2, intron 2 of 2)	-intron (RTN4RL2, intron 2 of 2)	13728	RTN4RL2	RTN4RL2	NM_178570			RTN4RL2			NA
Interval_14056	chr8	144018492	144018999	+	0	NA	Intergenic	Intergenic	-19486	CYP11B2	CYP11B2	NM_000498			CYP11B2			NA
Interval_2477	chr11	107436700	107436980	+	0	NA	promoter-TSS (ALKBH8)	-promoter-TSS (ALKBH8)	-379	ALKBH8	ALKBH8	NM_001301010			ALKBH8			NA
Interval_12654	chr6	158051938	158052284	+	0	NA	intron (ZDHHC14, intron 4 of 8)	-intron (ZDHHC14, intron 4 of 8)	101947	MIR3692	MIR3692	NR_037463			MIR3692			NA
Interval_11607	chr5	104322864	104323114	+	0	NA	Intergenic	Intergenic	-112186	RAB9BP1	RAB9BP1	NR_000039			RAB9BP1			NA
Interval_13759	chr8	61204560	61204842	+	0	NA	Intergenic	Intergenic	-10747	CA8	CA8	NM_004056			CA8			NA
Interval_14191	chr9	66455194	66455583	+	0	NA	Intergenic	Intergenic	-1901	LINC01410	LINC01410	NR_121647			LINC01410			NA
Interval_14389	chr9	112578754	112579047	+	0	NA	intron (PALM2-AKAP2, intron 1 of 9)	-intron (PALM2, intron 2 of 6)	36323	PALM2-AKAP2	PALM2-AKAP2	NM_147150			PALM2-AKAP2			NA
Interval_3822	chr14	35751061	35751310	+	0	NA	intron (PSMA6, intron 1 of 6)	-intron (PSMA6, intron 1 of 6)	-10338	PSMA6	PSMA6	NM_002791			PSMA6			NA
Interval_1717	chr10	97889624	97890152	+	0	NA	promoter-TSS (ZNF518A)	-promoter-TSS (ZNF518A)	416	ZNF518A	ZNF518A	NM_014803			ZNF518A			NA
Interval_11695	chr5	133272373	133272671	+	0	NA	Intergenic	Intergenic	23154	WSPAR	WSPAR	NR_131252			WSPAR			NA
Interval_9371	chr20	57557605	57557864	+	0	NA	intron (NELFCD, intron 1 of 14)	-intron (NELFCD, intron 1 of 14)	1471	NELFCD	NELFCD	NM_198976			NELFCD			NA
Interval_4119	chr14	102144330	102144757	+	0	NA	Intergenic	Intergenic	-52231	LINC00239	LINC00239	NR_026774			LINC00239			NA
Interval_13588	chr8	15181178	15181545	+	0	NA	Intergenic	Intergenic	-85569	SGCZ	SGCZ	NM_139167			SGCZ			NA
Interval_9683	chr21	44887784	44888006	+	0	NA	intron (LINC00313, intron 3 of 3)	-intron (LINC00313, intron 3 of 3)	10208	LINC00313	LINC00313	NR_026863			LINC00313			NA
Interval_8298	chr2	208490281	208491011	+	0	NA	promoter-TSS (METTL21A)	-promoter-TSS (METTL21A)	-950	METTL21A	METTL21A	NM_001308021			METTL21A			NA
Interval_2819	chr12	53795099	53795354	+	0	NA	intron (SP1, intron 3 of 5)	-intron (SP1, intron 3 of 5)	21247	SP1	SP1	NM_003109			SP1			NA
Interval_4414	chr15	74838422	74838915	+	0	NA	intron (ARID3B, intron 2 of 8)	-intron (ARID3B, intron 2 of 8)	5150	ARID3B	ARID3B	NM_001307939			ARID3B			NA
Interval_1532	chr10	47588664	47589022	+	0	NA	Intergenic	Intergenic	52001	ANTXRLP1	ANTXRLP1	NR_103828			ANTXRLP1			NA
Interval_14021	chr8	142024428	142024699	+	0	NA	Intergenic	Intergenic	-13151	PTK2	PTK2	NM_005607			PTK2			NA
Interval_12413	chr6	88074343	88074780	+	0	NA	intron (C6orf163, intron 4 of 4)	-intron (C6orf163, intron 4 of 4)	19990	C6orf163	C6orf163	NM_001010868			C6orf163			NA
Interval_10144	chr3	24393276	24393805	+	0	NA	intron (THRB, intron 1 of 10)	-intron (THRB, intron 1 of 9)	-142038	THRB-AS1	THRB-AS1	NR_046244			THRB-AS1			NA
Interval_2376	chr11	73887032	73887284	+	0	NA	intron (PPME1, intron 1 of 13)	-intron (PPME1, intron 1 of 13)	5050	PPME1	PPME1	NM_001271593			PPME1			NA
Interval_6362	chr18	29318898	29319211	+	0	NA	Intergenic	Intergenic	21789	SLC25A52	SLC25A52	NM_001034172			SLC25A52			NA
Interval_4209	chr15	29227626	29227962	+	0	NA	intron (APBA2, intron 1 of 13)	-intron (APBA2, intron 1 of 12)	13954	APBA2	APBA2	NM_005503			APBA2			NA
Interval_9701	chr21	45885473	45886167	+	0	NA	Intergenic	Intergenic	10451	LRRC3	LRRC3	NM_030891			LRRC3			NA
Interval_14300	chr9	95874604	95874909	+	0	NA	intron (C9orf89, intron 5 of 5)	-intron (C9orf89, intron 5 of 5)	16306	C9orf89	C9orf89	NM_032310			C9orf89			NA
Interval_6795	chr19	14205678	14205921	+	0	NA	intron (PRKACA, intron 8 of 9)	-intron (PRKACA, intron 8 of 9)	-4567	SAMD1	SAMD1	NM_138352			SAMD1			NA
Interval_1302	chr1	249124836	249125147	+	0	NA	Intergenic	Intergenic	4415	MIR3124	MIR3124	NR_036070			MIR3124			NA
Interval_8890	chr20	30198331	30198881	+	0	NA	Intergenic	Intergenic	3617	MIR3193	MIR3193	NR_036161			MIR3193			NA
Interval_3605	chr14	24041604	24041887	+	0	NA	intron (JPH4, intron 4 of 6)	-intron (JPH4, intron 3 of 5)	-4700	AP1G2	AP1G2	NM_001282474			AP1G2			NA
Interval_1567	chr10	63943730	63943957	+	0	NA	Intergenic	Intergenic	84779	RTKN2	RTKN2	NM_001282941			RTKN2			NA
Interval_1125	chr1	212966868	212967319	+	0	NA	intron (TATDN3, intron 1 of 9)	-intron (TATDN3, intron 1 of 9)	1923	TATDN3	TATDN3	NM_001042552			TATDN3			NA
Interval_5958	chr17	62159523	62159871	+	0	NA	intron (ERN1, intron 2 of 21)	-intron (ERN1, intron 2 of 21)	47805	ERN1	ERN1	NM_001433			ERN1			NA
Interval_10535	chr3	141086992	141087373	+	0	NA	intron (ZBTB38, intron 1 of 7)	-intron (ZBTB38, intron 1 of 7)	44127	ZBTB38	ZBTB38	NM_001080412			ZBTB38			NA
Interval_9416	chr20	60264649	60265104	+	0	NA	intron (CDH4, intron 1 of 14)	-intron (CDH4, intron 1 of 14)	263842	MIR1257	MIR1257	NR_031658			MIR1257			NA
Interval_7328	chr2	14856521	14856772	+	0	NA	Intergenic	Intergenic	81431	LOC653602	LOC653602	NM_001291410			LOC653602			NA
Interval_3596	chr14	24000318	24000683	+	0	NA	intron (ZFHX2, intron 4 of 9)	-intron (ZFHX2, intron 4 of 9)	18481	THTPA	THTPA	NM_001126339			THTPA			NA
Interval_12264	chr6	39966858	39967204	+	0	NA	Intergenic	Intergenic	-64741	MOCS1	MOCS1	NM_001075098			MOCS1			NA
Interval_2182	chr11	58372977	58373346	+	0	NA	intron (ZFP91-CNTF, intron 2 of 12)	-intron (ZFP91, intron 2 of 10)	-16985	CNTF	CNTF	NM_000614			CNTF			NA
Interval_3877	chr14	38640520	38640832	+	0	NA	Intergenic	Intergenic	-36528	SSTR1	SSTR1	NM_001049			SSTR1			NA
Interval_10947	chr4	38735264	38735721	+	0	NA	Intergenic	Intergenic	49119	TLR10	TLR10	NM_030956			TLR10			NA
Interval_5949	chr17	61608560	61608880	+	0	NA	intron (KCNH6, intron 4 of 14)	-intron (KCNH6, intron 4 of 12)	8025	KCNH6	KCNH6	NM_173092			KCNH6			NA
Interval_8703	chr20	4750032	4750307	+	0	NA	Intergenic	Intergenic	-28855	PRNT	PRNT	NR_024269			PRNT			NA
Interval_7548	chr2	48492261	48492739	+	0	NA	Intergenic	Intergenic	-49295	FOXN2	FOXN2	NM_002158			FOXN2			NA
Interval_3496	chr13	113567086	113567628	+	0	NA	Intergenic	Intergenic	55595	MCF2L-AS1	MCF2L-AS1	NR_034002			MCF2L-AS1			NA
Interval_4029	chr14	77181429	77181697	+	0	NA	Intergenic	Intergenic	-46672	VASH1	VASH1	NM_014909			VASH1			NA
Interval_8263	chr2	201934152	201934378	+	0	NA	intron (FAM126B, intron 1 of 11)	-intron (FAM126B, intron 1 of 11)	2127	FAM126B	FAM126B	NM_173822			FAM126B			NA
Interval_14476	chr9	129921523	129921831	+	0	NA	intron (RALGPS1, intron 8 of 18)	-intron (RALGPS1, intron 7 of 16)	-36633	ANGPTL2	ANGPTL2	NM_012098			ANGPTL2			NA
Interval_7110	chr19	52050932	52051440	+	0	NA	Intergenic	Intergenic	-16076	SIGLEC6	SIGLEC6	NM_001245			SIGLEC6			NA
Interval_3145	chr12	120729765	120730139	+	0	NA	Intergenic	Intergenic	-10172	SIRT4	SIRT4	NM_012240			SIRT4			NA
Interval_10913	chr4	17672123	17672503	+	0	NA	intron (FAM184B, intron 7 of 17)	-intron (FAM184B, intron 7 of 17)	56062	MED28	MED28	NM_025205			MED28			NA
Interval_9627	chr21	38827774	38828005	+	0	NA	intron (DYRK1A, intron 1 of 9)	-intron (DYRK1A, intron 1 of 10)	35288	DYRK1A	DYRK1A	NM_001396			DYRK1A			NA
Interval_11828	chr5	159805380	159805648	+	0	NA	Intergenic	Intergenic	-7866	C1QTNF2	C1QTNF2	NM_031908			C1QTNF2			NA
Interval_2948	chr12	83729669	83729913	+	0	NA	Intergenic	Intergenic	648857	TMTC2	TMTC2	NM_152588			TMTC2			NA
Interval_3107	chr12	116634563	116635535	+	0	NA	intron (MED13L, intron 2 of 30)	-intron (MED13L, intron 2 of 30)	-48590	MIR620	MIR620	NR_030351			MIR620			NA
Interval_10108	chr3	13049056	13049345	+	0	NA	intron (IQSEC1, intron 1 of 14)	-intron (IQSEC1, intron 1 of 14)	-40002	IQSEC1	IQSEC1	NM_001134382			IQSEC1			NA
Interval_11097	chr4	102268981	102269205	+	0	NA	promoter-TSS (PPP3CA)	-promoter-TSS (PPP3CA)	159	FLJ20021	FLJ20021	NR_033874			FLJ20021			NA
Interval_1512	chr10	43913400	43913937	+	0	NA	Intergenic	Intergenic	-9012	HNRNPF	HNRNPF	NM_001098204			HNRNPF			NA
Interval_1828	chr10	121298180	121298462	+	0	NA	intron (RGS10, intron 1 of 4)	-intron (RGS10, intron 1 of 4)	-2276	RGS10	RGS10	NM_001005339			RGS10			NA
Interval_2763	chr12	47609298	47609680	+	0	NA	intron (PCED1B-AS1, intron 2 of 2)	-intron (PCED1B, intron 2 of 2)	737	PCED1B-AS1	PCED1B-AS1	NR_026544			PCED1B-AS1			NA
Interval_7849	chr2	106217578	106217825	+	0	NA	exon (LOC285000, exon 2 of 4)	-exon (LOC285000, exon 2 of 4)	9315	LOC285000	LOC285000	NR_038891			LOC285000			NA
Interval_1342	chr10	5062491	5062742	+	0	NA	Intergenic	Intergenic	-2391	AKR1C2	AKR1C2	NM_205845			AKR1C2			NA
Interval_1447	chr10	22972266	22972778	+	0	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	30981	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
Interval_3774	chr14	32732346	32732644	+	0	NA	Intergenic	Intergenic	-60020	RNU6-2	RNU6-2	NR_125730_10			RNU6-2			NA
Interval_11961	chr6	4100939	4101165	+	0	NA	intron (C6orf201, intron 2 of 5)	-intron (C6orf201, intron 3 of 5)	-21595	FAM217A	FAM217A	NM_173563			FAM217A			NA
Interval_7896	chr2	112744821	112745248	+	0	NA	intron (MERTK, intron 8 of 18)	-intron (MERTK, intron 8 of 18)	-67766	TMEM87B	TMEM87B	NM_032824			TMEM87B			NA
Interval_3070	chr12	112179242	112179628	+	0	NA	intron (ACAD10, intron 12 of 20)	-intron (ACAD10, intron 13 of 21)	-25256	ALDH2	ALDH2	NM_000690			ALDH2			NA
Interval_3354	chr13	38533116	38533933	+	0	NA	Intergenic	Intergenic	-89585	TRPC4	TRPC4	NM_016179			TRPC4			NA
Interval_5091	chr16	56323721	56324180	+	0	NA	intron (GNAO1, intron 3 of 7)	-intron (GNAO1, intron 3 of 8)	44518	MIR3935	MIR3935	NR_037499			MIR3935			NA
Interval_10728	chr3	187988205	187988459	+	0	NA	intron (LPP, intron 2 of 10)	-intron (LPP, intron 2 of 10)	57611	LPP	LPP	NM_001167672			LPP			NA
Interval_7092	chr19	51003505	51003810	+	0	NA	Intergenic	Intergenic	10759	JOSD2	JOSD2	NM_001270641			JOSD2			NA
Interval_14688	chrX	37512048	37512519	+	0	NA	intron (LANCL3, intron 1 of 5)	-intron (LANCL3, intron 1 of 4)	-32850	XK	XK	NM_021083			XK			NA
Interval_1889	chr10	134385356	134385748	+	0	NA	intron (INPP5A, intron 1 of 15)	-intron (INPP5A, intron 1 of 15)	34199	INPP5A	INPP5A	NM_005539			INPP5A			NA
Interval_1031	chr1	202036288	202036670	+	0	NA	Intergenic	Intergenic	-55550	GPR37L1	GPR37L1	NM_004767			GPR37L1			NA
Interval_10357	chr3	72789120	72789523	+	0	NA	Intergenic	Intergenic	108277	SHQ1	SHQ1	NM_018130			SHQ1			NA
Interval_1959	chr11	2760376	2760679	+	0	NA	intron (KCNQ1, intron 11 of 15)	-intron (KCNQ1, intron 11 of 15)	-39299	KCNQ1OT1	KCNQ1OT1	NR_002728			KCNQ1OT1			NA
Interval_13583	chr8	13067811	13068055	+	0	NA	intron (DLC1, intron 5 of 17)	-intron (DLC1, intron 5 of 17)	264750	KIAA1456	KIAA1456	NM_001099677			KIAA1456			NA
Interval_9606	chr21	36143772	36144138	+	0	NA	intron (LINC01426, intron 1 of 2)	-intron (LINC01426, intron 1 of 2)	25833	LINC01426	LINC01426	NR_038885			LINC01426			NA
Interval_12163	chr6	30840238	30840822	+	0	NA	Intergenic	Intergenic	-15935	DDR1	DDR1	NM_001954_2			DDR1			NA
Interval_14122	chr9	13447876	13448134	+	0	NA	Intergenic	Intergenic	-16677	FLJ41200	FLJ41200	NR_033863			FLJ41200			NA
Interval_14876	chrX	135579832	135580113	+	0	NA	exon (HTATSF1, exon 2 of 10)	-exon (HTATSF1, exon 2 of 10)	301	HTATSF1	HTATSF1	NM_014500			HTATSF1			NA
Interval_4329	chr15	63687970	63688224	+	0	NA	intron (LOC102723344, intron 3 of 6)	-intron (LOC102723344, intron 3 of 6)	5668	LOC102723344	LOC102723344	NR_120375			LOC102723344			NA
Interval_11168	chr4	139161567	139162001	+	0	NA	intron (SLC7A11, intron 1 of 11)	-intron (SLC7A11, intron 1 of 11)	1719	SLC7A11	SLC7A11	NM_014331			SLC7A11			NA
Interval_11772	chr5	149319473	149319921	+	0	NA	intron (PDE6A, intron 1 of 21)	-intron (PDE6A, intron 1 of 21)	4659	PDE6A	PDE6A	NM_000440			PDE6A			NA
Interval_2047	chr11	13719744	13720052	+	0	NA	intron (FAR1, intron 2 of 11)	-intron (FAR1, intron 2 of 11)	29692	FAR1	FAR1	NM_032228			FAR1			NA
Interval_2492	chr11	111859811	111860127	+	0	NA	intron (DIXDC1, intron 6 of 15)	-intron (DIXDC1, intron 10 of 19)	11936	DIXDC1	DIXDC1	NM_001037954			DIXDC1			NA
Interval_708	chr1	112135640	112136007	+	0	NA	Intergenic	Intergenic	15117	LINC01160	LINC01160	NR_034126			LINC01160			NA
Interval_14881	chrX	138295508	138295823	+	0	NA	Intergenic	Intergenic	-233313	SRD5A1P1	SRD5A1P1	NR_028597			SRD5A1P1			NA
Interval_8771	chr20	15130805	15131063	+	0	NA	intron (MACROD2, intron 5 of 16)	-intron (MACROD2, intron 5 of 16)	-220770	MACROD2-AS1	MACROD2-AS1	NR_110318			MACROD2-AS1			NA
Interval_2809	chr12	52607329	52607570	+	0	NA	intron (LINC00592, intron 3 of 4)	-intron (LINC00592, intron 3 of 4)	2735	LINC00592	LINC00592	NR_027358			LINC00592			NA
Interval_11266	chr4	174045510	174045934	+	0	NA	Intergenic	Intergenic	-44182	GALNT7	GALNT7	NM_017423			GALNT7			NA
Interval_3355	chr13	38938284	38938557	+	0	NA	Intergenic	Intergenic	14512	UFM1	UFM1	NM_016617			UFM1			NA
Interval_9993	chr22	46025713	46025998	+	0	NA	Intergenic	Intergenic	-24328	LINC01589	LINC01589	NR_131244			LINC01589			NA
Interval_3081	chr12	113364285	113364608	+	0	NA	Intergenic	Intergenic	-11792	OAS3	OAS3	NM_006187			OAS3			NA
Interval_4267	chr15	45504752	45505031	+	0	NA	Intergenic	Intergenic	-11518	SHF	SHF	NM_138356			SHF			NA
Interval_10239	chr3	47159377	47159618	+	0	NA	intron (SETD2, intron 3 of 20)	-intron (SETD2, intron 3 of 20)	45970	SETD2	SETD2	NM_014159			SETD2			NA
Interval_6167	chr17	77389800	77390083	+	0	NA	intron (RBFOX3, intron 2 of 14)	-intron (RBFOX3, intron 2 of 14)	122289	RBFOX3	RBFOX3	NM_001082575			RBFOX3			NA
Interval_2300	chr11	67593840	67594368	+	0	NA	Intergenic	Intergenic	-21297	FAM86C2P	FAM86C2P	NR_024249			FAM86C2P			NA
Interval_5795	chr17	42365667	42366105	+	0	NA	Intergenic	Intergenic	19913	RUNDC3A-AS1	RUNDC3A-AS1	NR_110802			RUNDC3A-AS1			NA
Interval_1381	chr10	11741506	11741829	+	0	NA	Intergenic	Intergenic	-42689	ECHDC3	ECHDC3	NM_024693			ECHDC3			NA
Interval_1253	chr1	235012004	235012625	+	0	NA	Intergenic	Intergenic	87432	LOC101927851	LOC101927851	NR_125945			LOC101927851			NA
Interval_6288	chr18	3624010	3624356	+	0	NA	intron (DLGAP1, intron 7 of 12)	-intron (DLGAP1, intron 4 of 9)	20448	DLGAP1-AS2	DLGAP1-AS2	NR_119377			DLGAP1-AS2			NA
Interval_10684	chr3	182655462	182655831	+	0	NA	TTS (DCUN1D1)	-TTS (DCUN1D1)	42743	DCUN1D1	DCUN1D1	NM_001308101			DCUN1D1			NA
Interval_11315	chr4	190575425	190575708	+	0	NA	Intergenic	Intergenic	-5194	LINC01262	LINC01262	NR_121679			LINC01262			NA
Interval_11536	chr5	75615541	75615933	+	0	NA	intron (SV2C, intron 12 of 12)	-intron (SV2C, intron 12 of 12)	-83343	IQGAP2	IQGAP2	NM_006633			IQGAP2			NA
Interval_1766	chr10	104433924	104434166	+	0	NA	exon (ARL3, exon 6 of 6)	-exon (ARL3, exon 6 of 6)	29793	TRIM8	TRIM8	NM_030912			TRIM8			NA
Interval_12392	chr6	80397566	80397933	+	0	NA	intron (SH3BGRL2, intron 2 of 3)	-intron (SH3BGRL2, intron 2 of 3)	-53887	RNY4	RNY4	NR_004393			RNY4			NA
Interval_7754	chr2	90417054	90417619	+	0	NA	Intergenic	Intergenic	1305452	MIR4436A	MIR4436A	NR_039635			MIR4436A			NA
Interval_11353	chr5	2145641	2146226	+	0	NA	Intergenic	Intergenic	166382	LOC100506858	LOC100506858	NR_104616			LOC100506858			NA
Interval_754	chr1	120784711	120784980	+	0	NA	Intergenic	Intergenic	-54160	FAM72B	FAM72B	NM_001100910			FAM72B			NA
Interval_1373	chr10	11220573	11220872	+	0	NA	intron (CELF2, intron 2 of 14)	-intron (CELF2, intron 2 of 14)	-73271	CELF2-AS2	CELF2-AS2	NR_046108			CELF2-AS2			NA
Interval_3592	chr14	23909930	23910498	+	0	NA	Intergenic	Intergenic	-5319	MYH7	MYH7	NM_000257			MYH7			NA
Interval_12863	chr7	2774843	2775280	+	0	NA	intron (GNA12, intron 2 of 3)	-intron (GNA12, intron 1 of 2)	55905	AMZ1	AMZ1	NM_133463			AMZ1			NA
Interval_140	chr1	12588521	12588911	+	0	NA	Intergenic	Intergenic	21416	SNORA59B	SNORA59B	NR_003022_1			SNORA59B			NA
Interval_6913	chr19	33949005	33949504	+	0	NA	intron (PEPD, intron 7 of 12)	-intron (PEPD, intron 9 of 14)	63545	PEPD	PEPD	NM_000285			PEPD			NA
Interval_1025	chr1	201225075	201226796	+	0	NA	Intergenic	Intergenic	-26645	PKP1	PKP1	NM_000299			PKP1			NA
Interval_5195	chr16	71477860	71478088	+	0	NA	Intergenic	Intergenic	18152	ZNF23	ZNF23	NM_001304494			ZNF23			NA
Interval_11580	chr5	88429015	88429322	+	0	NA	Intergenic	Intergenic	-249885	MEF2C	MEF2C	NM_001193347			MEF2C			NA
Interval_2619	chr12	2443956	2444180	+	0	NA	intron (CACNA1C, intron 3 of 49)	-intron (CACNA1C, intron 3 of 46)	65126	CACNA1C-IT3	CACNA1C-IT3	NR_046769			CACNA1C-IT3			NA
Interval_11078	chr4	95453522	95453769	+	0	NA	intron (PDLIM5, intron 3 of 12)	-intron (PDLIM5, intron 3 of 12)	80637	PDLIM5	PDLIM5	NM_001256427			PDLIM5			NA
Interval_14785	chrX	73497774	73498029	+	0	NA	intron (FTX, intron 4 of 6)	-intron (FTX, intron 4 of 6)	9143	MIR545	MIR545	NR_030258			MIR545			NA
Interval_5192	chr16	71391313	71391549	+	0	NA	Intergenic	Intergenic	-1185	CALB2	CALB2	NM_001740			CALB2			NA
Interval_10075	chr3	5808570	5809267	+	0	NA	Intergenic	Intergenic	-516978	MIR4790	MIR4790	NR_039953			MIR4790			NA
Interval_1720	chr10	98378843	98379290	+	0	NA	intron (PIK3AP1, intron 12 of 16)	-intron (PIK3AP1, intron 12 of 16)	-32257	TM9SF3	TM9SF3	NM_020123			TM9SF3			NA
Interval_3282	chr12	133112881	133113408	+	0	NA	intron (FBRSL1, intron 4 of 16)	-intron (FBRSL1, intron 4 of 16)	-45439	MIR6763	MIR6763	NR_106821			MIR6763			NA
Interval_8051	chr2	144909009	144909304	+	0	NA	intron (GTDC1, intron 2 of 9)	-intron (GTDC1, intron 4 of 11)	85750	GTDC1	GTDC1	NM_001164629			GTDC1			NA
Interval_12389	chr6	79787997	79788267	+	0	NA	promoter-TSS (PHIP)	-promoter-TSS (PHIP)	-121	PHIP	PHIP	NM_017934			PHIP			NA
Interval_14705	chrX	40132621	40132931	+	0	NA	intron (LOC101927476, intron 1 of 2)	-intron (LOC101927476, intron 1 of 2)	10606	LOC101927476	LOC101927476	NR_110386			LOC101927476			NA
Interval_3577	chr14	23615015	23616543	+	0	NA	intron (SLC7A8, intron 3 of 10)	-intron (SLC7A8, intron 1 of 8)	8888	SLC7A8	SLC7A8	NM_012244			SLC7A8			NA
Interval_7377	chr2	24234097	24234656	+	0	NA	intron (MFSD2B, intron 1 of 12)	-intron (MFSD2B, intron 1 of 12)	1423	MFSD2B	MFSD2B	NM_001080473			MFSD2B			NA
Interval_1309	chr10	133242	133547	+	0	NA	Intergenic	Intergenic	-38216	TUBB8	TUBB8	NM_177987			TUBB8			NA
Interval_1986	chr11	5181237	5181877	+	0	NA	Intergenic	Intergenic	-7958	OR52A1	OR52A1	NM_012375			OR52A1			NA
Interval_2704	chr12	23934149	23934489	+	0	NA	intron (SOX5, intron 6 of 17)	-intron (SOX5, intron 7 of 16)	-196773	SOX5	SOX5	NM_001261414			SOX5			NA
Interval_4560	chr16	907841	908092	+	0	NA	intron (LMF1, intron 12 of 12)	-intron (LMF1, intron 10 of 10)	52523	PRR25	PRR25	NM_001013638			PRR25			NA
Interval_8033	chr2	136345575	136345832	+	0	NA	intron (R3HDM1, intron 1 of 22)	-intron (R3HDM1, intron 1 of 25)	56678	R3HDM1	R3HDM1	NM_015361			R3HDM1			NA
Interval_2756	chr12	46385610	46385956	+	0	NA	Intergenic	Intergenic	-1382	SCAF11	SCAF11	NM_004719			SCAF11			NA
Interval_8373	chr2	219287193	219287543	+	0	NA	intron (VIL1, intron 1 of 19)	-intron (VIL1, intron 1 of 19)	3530	VIL1	VIL1	NM_007127			VIL1			NA
Interval_6520	chr19	487725	488547	+	0	NA	Intergenic	Intergenic	-8354	MADCAM1	MADCAM1	NM_130760			MADCAM1			NA
Interval_4605	chr16	4511707	4511930	+	0	NA	exon (NMRAL1, exon 6 of 6)	-exon (NMRAL1, exon 6 of 6)	13078	NMRAL1	NMRAL1	NM_020677			NMRAL1			NA
