Chr	Start	End	Entrez ID
chr14	105604577	105604986	MIR6765
chr19	11493743	11494286	EPOR
chr8	144640465	144640812	GSDMD
chr3	133614159	133615109	RAB6B
chr9	137939301	137939804	OLFM1
chr5	87956626	87957189	MIR9-2
chrX	133940728	133941472	FAM122C
chr19	41370525	41371290	CYP2A6
chr8	145980469	145981428	ZNF251
chr17	17441983	17442357	PEMT
chr18	19279509	19279843	ABHD3
chr10	126149997	126150897	LHPP
chr7	66205166	66205813	RABGEF1
chr3	48700193	48701733	CELSR3-AS1
chr7	43622121	43623563	STK17A
chr9	132404200	132404878	ASB6
chr11	3647395	3647906	TRPC2
chr19	2273370	2274110	OAZ1
chrX	49086839	49087458	CACNA1F
chr11	113185081	113185720	TTC12
chr12	124068759	124069383	TMED2
chr9	469767	470730	KANK1
chr3	142314793	142315644	ATR
chr7	55224973	55225422	EGFR-AS1
chr12	117256779	117257595	HRK
chr15	65203792	65204271	ANKDD1A
chr16	67260591	67261277	TMEM208
chr2	128848596	128849090	UGGT1
chr9	139473578	139473877	LINC01573
chr16	18306183	18306853	NPIPA7
chr10	104677212	104678662	CNNM2
chr7	130790342	130791663	LOC100506860
chr17	36698422	36698920	SRCIN1
chr3	126193577	126194149	ZXDC
chr6	44354886	44355890	CDC5L
chr6	34759370	34760116	UHRF1BP1
chr5	88123099	88123423	MEF2C-AS1
chr2	88926519	88927727	EIF2AK3
chr8	55014097	55015168	LYPLA1
chr6	30746633	30747239	IER3
chr6	35695487	35696359	LOC285847
chr16	89058812	89059716	CBFA2T3
chr10	12171132	12172082	SEC61A2
chr7	106209513	106209880	CCDC71L
chr13	98628253	98629126	IPO5
chr15	91475491	91476175	HDDC3
chr3	13033916	13034492	IQSEC1
chr19	12791710	12792907	DHPS
chr17	34968155	34968524	MRM1
chr7	128337304	128337612	FAM71F1
chr8	102015418	102015870	FLJ42969
chr13	45914527	45915946	TPT1
chr17	79319250	79320544	TMEM105
chr13	108870318	108871209	ABHD13
chr6	3209425	3209738	LOC100507194
chr14	74252506	74252946	LOC100506476
chr7	106808770	106809409	HBP1
chr11	61521959	61522437	MYRF
chr9	140401090	140401560	PNPLA7
chr19	57998891	57999286	ZNF419
chr3	193307955	193308267	OPA1
chr17	14203935	14206186	HS3ST3B1
chr20	62737249	62737768	NPBWR2
chr3	33953348	33953836	PDCD6IP
chr2	238832105	238832453	UBE2F
chr11	64397699	64398093	NRXN2
chr19	12892950	12893917	HOOK2
chr1	244014113	244014475	AKT3
chr16	67194705	67195050	FBXL8
chr11	59328010	59328853	MIR3162
chr1	9294177	9295416	H6PD
chr7	158621630	158623063	ESYT2
chr13	21872154	21872746	MIPEPP3
chr10	13972214	13972611	LOC101928453
chr10	89264366	89264977	MINPP1
chr13	28194395	28195317	LNX2
chr17	38083083	38084100	ORMDL3
chr5	176073893	176074639	TSPAN17
chr15	85176431	85177449	SCAND2P
chr17	48796592	48797229	LUC7L3
chr1	109806195	109806595	CELSR2
chr7	66092981	66094237	KCTD7
chr15	43477397	43477716	CCNDBP1
chr12	4647553	4648343	RAD51AP1
chr1	150335656	150337440	RPRD2
chr1	171810233	171811044	DNM3
chr10	85677215	85677611	GHITM
chr1	202074932	202075254	GPR37L1
chr12	96709681	96710315	CDK17
chr6	114178177	114178690	MARCKS
chr19	18313915	18315307	RAB3A
chr5	81149237	81149605	SSBP2
chr16	28678865	28679213	NPIPB8
chr5	169064221	169064636	DOCK2
chr19	41084455	41084768	SHKBP1
chr9	97810728	97811223	MIR6081
chr5	52405175	52406087	MOCS2
chr2	153337362	153337741	FMNL2
chr19	16682641	16683930	SLC35E1
chr2	216877789	216878524	MREG
chr1	227505745	227507314	CDC42BPA
chrX	48957622	48958865	WDR45
chr5	61601531	61602260	KIF2A
chr9	19102547	19103376	HAUS6
chr9	115095080	115096533	PTBP3
chr17	17206401	17207396	NT5M
chr11	13689604	13690482	FAR1
chr11	65138381	65139079	SLC25A45
chr7	140097947	140098467	SLC37A3
chr19	49066631	49067135	SULT2B1
chr5	176423798	176424241	UIMC1
chr17	38296115	38297063	CASC3
chr19	10402866	10404085	ICAM5
chr2	29847391	29847794	ALK
chr11	6947307	6948175	ZNF215
chr19	33716474	33716774	SLC7A10
chrX	128772732	128773377	APLN
chr16	12009821	12010223	GSPT1
chr1	17022845	17023353	ESPNP
chr11	6624485	6625271	RRP8
chr11	17756052	17756398	KCNC1
chr17	48277433	48277810	COL1A1
chr13	31773918	31774944	B3GLCT
chr11	105892950	105893541	MSANTD4
chr21	35747193	35748196	SMIM11
chr11	3875740	3876666	STIM1
chrX	133506860	133507603	PHF6
chr10	88281257	88282091	WAPAL
chr20	52417251	52417873	SUMO1P1
chr16	27481918	27482440	IL21R-AS1
chr15	67356439	67356750	SMAD3
chr1	196902618	196903237	CFHR2
chr6	37503567	37504569	MIR4462
chr3	150087789	150088391	TSC22D2
chr4	88312228	88312829	HSD17B11
chr14	48095584	48096105	MIR548Y
chr1	33177822	33178554	SYNC
chr5	10249516	10251080	CCT5
chr13	24440457	24440990	MIPEP
chr18	112158	112602	MIR8078
chr5	180064863	180065286	FLT4
chr6	34856713	34857230	ANKS1A
chr1	8013873	8014615	PARK7
chrX	37544570	37545559	XK
chrX	106920120	106920437	PRPS1
chr17	66287472	66288704	SLC16A6
chr1	12078965	12079906	MIIP
chr17	4642612	4643388	CXCL16
chr8	15419130	15419470	TUSC3
chr5	19287772	19288103	CDH18
chr2	178032837	178033480	HNRNPA3
chr7	102984968	102985325	DNAJC2
chr22	25003318	25003751	LRRC75B
chr6	158980783	158982337	TMEM181
chr7	55164296	55164661	EGFR
chr11	66335702	66336463	CTSF
chr3	196366325	196367091	NRROS
chr1	86046252	86047363	CYR61
chr2	2585104	2585592	MYT1L
chr19	18343267	18343883	PDE4C
chr17	47572618	47572956	NGFR
chr7	5336490	5336855	SLC29A4
chr8	73391720	73392075	KCNB2
chr20	33931977	33932635	FAM83C
chr2	203735903	203736627	ICA1L
chr7	134762209	134762910	TMEM140
chr22	38597404	38598969	MAFF
chr6	57181547	57182730	PRIM2
chr6	117923181	117924363	GOPC
chr19	13928145	13929191	LOC284454
chr6	7108380	7108982	RREB1
chr2	242625945	242626771	DTYMK
chr10	12685221	12685874	MIR4481
chr6	3446700	3447072	SLC22A23
chr7	90225314	90226009	CDK14
chr19	54272286	54272696	MIR519A2
chr11	72532820	72533736	ATG16L2
chr17	36452115	36453360	MRPL45
chr22	26137658	26138102	MYO18B
chr1	109817306	109817667	PSRC1
chr6	150326123	150327104	RAET1K
chr16	3073139	3074699	THOC6
chr1	65774798	65775781	DNAJC6
chr6	2857527	2858404	MIR4645
chr4	175442922	175443946	HPGD
chr11	62313986	62314321	AHNAK
chr19	37708565	37709378	ZNF585B
chr20	388187	388584	RBCK1
chr6	90538761	90539812	CASP8AP2
chr10	125795465	125795890	CHST15
chr7	47080338	47080878	TNS3
chr13	30707492	30708036	LINC00365
chr7	72936016	72937371	BAZ1B
chr17	7517654	7519024	FXR2
chr15	25201357	25201847	SNURF
chr20	2504995	2505421	TMC2
chr4	10020357	10021206	SLC2A9
chr19	7670146	7670863	CAMSAP3
chr17	79988132	79989331	RAC3
chr19	3061172	3061556	AES
chr1	5878730	5879322	MIR4689
chr2	43437665	43438186	ZFP36L2
chr3	119298201	119298773	ADPRH
chr15	63796756	63797633	USP3
chr2	43451388	43452641	ZFP36L2
chr2	72125839	72126608	CYP26B1
chr19	2095924	2097270	IZUMO4
chr20	5591485	5591965	GPCPD1
chr5	81692675	81693029	ATP6AP1L
chr19	50860949	50862254	NAPSA
chr19	34310728	34311250	KCTD15
chr14	65346388	65346692	CHURC1-FNTB
chr10	112155548	112155958	SMNDC1
chr3	45615530	45616232	LIMD1
chr17	29816490	29817078	MIR4724
chr1	154531156	154531793	UBE2Q1
chr14	59950620	59951574	L3HYPDH
chr21	46237349	46238399	SUMO3
chr16	231255	231851	HBQ1
chr14	91668702	91669052	GPR68
chr21	46847544	46848002	COL18A1-AS1
chr3	43327549	43328343	SNRK
chr2	47747914	47748660	HCG2040054
chr18	712343	713005	ENOSF1
chr11	118795285	118795909	BCL9L
chr1	39324827	39325144	RRAGC
chr10	38382920	38383997	ZNF37A
chr3	136537568	136538258	SLC35G2
chr14	102151188	102151759	LINC00239
chr15	70744546	70745114	SALRNA3
chr17	48581435	48581732	MYCBPAP
chr6	158957636	158958445	TMEM181
chr12	110436646	110437270	ANKRD13A
chrX	149106434	149107083	LINC00894
chr13	34391949	34392512	RFC3
chr19	1039663	1040512	ABCA7
chr7	116139385	116140026	CAV2
chr17	74236884	74237201	RNF157
chr16	67867479	67867995	THAP11
chr6	13614923	13616205	NOL7
chr1	112281215	112282403	FAM212B-AS1
chr10	44185153	44186205	ZNF32
chr17	42422388	42422881	GRN
chr17	42440804	42441294	FAM171A2
chr1	25663496	25664003	TMEM50A
chr11	46907661	46908287	LRP4
chr3	48282012	48283127	ZNF589
chr6	134304603	134304969	TBPL1
chr3	45016646	45018357	ZDHHC3
chr20	60717871	60718620	PSMA7
chr10	45408643	45409214	TMEM72
chr5	108477122	108477625	PJA2
chr9	19383729	19384210	RPS6
chr10	5734506	5735055	FAM208B
chr4	6841946	6842280	KIAA0232
chr13	22033100	22033441	ZDHHC20
chr15	49461908	49462642	GALK2
chr19	36204839	36205180	ZBTB32
chr5	33935989	33936566	RXFP3
chr19	983817	985142	WDR18
chr22	25631823	25632290	CRYBB2
chr11	68609277	68609645	CPT1A
chr3	195782670	195783052	TFRC
chr9	139948165	139948946	ENTPD2
chr14	31343247	31344168	COCH
chr19	17006375	17007009	F2RL3
chr15	51504441	51504857	MIR4713
chr1	211555780	211556576	LINC00467
chr17	17686213	17686758	SMCR5
chr22	45080542	45080898	PRR5-ARHGAP8
chr7	77325134	77326660	RSBN1L
chr9	131842767	131844122	DOLPP1
chr11	108337749	108338227	C11orf65
chr7	106593243	106593592	PIK3CG
chr1	28593509	28593817	SESN2
chr11	19077419	19078166	MRGPRX2
chr4	74964555	74965304	CXCL2
chr18	12883326	12884382	PTPN2
chr12	54594156	54594540	SMUG1
chr1	202926919	202927601	ADIPOR1
chr22	18122518	18122979	ATP6V1E1
chr4	151933492	151933959	LRBA
chr12	92987588	92987919	C12orf74
chr1	120809467	120809872	FAM72B
chr14	58764488	58765528	PSMA3-AS1
chr17	36833112	36833680	C17orf96
chr14	75760706	75761091	LINC01220
chr1	23311462	23311784	LACTBL1
chr16	55542616	55543388	LPCAT2
chr7	129408858	129409158	MIR182
chr15	38543431	38544460	SPRED1
chr11	62474907	62475204	GNG3
chr2	46769020	46769748	RHOQ
chr7	64254467	64255327	ZNF138
chr8	142275252	142275802	SLC45A4
chr7	142417655	142418228	PRSS1
chr20	37081533	37081947	SNORA60
chr15	43662925	43663824	TUBGCP4
chr2	74198116	74198805	DGUOK-AS1
chr7	73129933	73130553	STX1A
chr22	37770097	37770426	LOC100506271
chr2	86332565	86333767	POLR1A
chr8	37593572	37594835	ERLIN2
chr13	28023789	28024875	MTIF3
chr11	32605021	32605526	EIF3M
chr19	34286169	34286763	KCTD15
chr1	231473155	231474300	SPRTN
chr6	85474084	85474804	TBX18
chr15	41836259	41836862	RPAP1
chr9	134000387	134001281	NUP214
chr10	72983443	72983778	UNC5B-AS1
chr4	79860188	79861001	PAQR3
chr15	23033849	23035224	NIPA2
chr7	44645774	44646949	OGDH
chr7	138803667	138804170	ZC3HAV1
chr1	11942950	11943419	NPPB
chr19	51727965	51728521	CD33
chr3	133182076	133182741	BFSP2
chr2	128395427	128396314	GPR17
chr2	862075	862431	LINC01115
chr19	15443346	15443675	AKAP8
chr3	125238585	125239452	SNX4
chr12	3862040	3862646	CRACR2A
chr10	102820383	102821146	KAZALD1
chr1	145440137	145440760	TXNIP
chr11	111957052	111957903	TIMM8B
chr3	140660351	140661004	SLC25A36
chr13	114988032	114988381	CDC16
chr1	24434755	24435325	MYOM3
chr1	153699831	153701183	INTS3
chr7	75387044	75387631	HIP1
chr17	59486756	59487216	C17orf82
chrX	38420195	38420738	TSPAN7
chr3	131100072	131101184	NUDT16
chr18	23113182	23113532	ZNF521
chr19	513010	513356	TPGS1
chr17	30454275	30454915	RHOT1
chr15	28344091	28344426	OCA2
chr11	67346761	67347192	GSTP1
chr1	175857291	175857606	LOC101928751
chr7	36192140	36193486	EEPD1
chr2	37311133	37312060	GPATCH11
chr11	89955460	89956781	CHORDC1
chr19	16308230	16309066	AP1M1
chr4	106629550	106630287	GSTCD
chr16	12322288	12322806	SNX29
chr6	13710875	13711306	RANBP9
chr12	114371183	114371540	RBM19
chr16	27279784	27280327	NSMCE1
chr20	43104132	43104838	TTPAL
chr1	33836426	33836867	PHC2
chr15	34394026	34394526	PGBD4
chrX	41192141	41194283	DDX3X
chr19	55667728	55668372	TNNI3
chr20	61903275	61904462	ARFGAP1
chr11	46848216	46848630	CKAP5
chrX	153236512	153238665	TMEM187
chr15	52600912	52601336	MYO5C
chr9	139743653	139743993	PHPT1
chr1	30664074	30664505	LOC101929406
chr16	1755609	1756789	MAPK8IP3
chr11	118888939	118889675	TRAPPC4
chr2	109065439	109066440	GCC2
chr1	156834973	156835341	NTRK1
chr19	1885389	1885817	ABHD17A
chr12	111284558	111285111	CCDC63
chr7	153240285	153240709	LINC01287
chr20	23136778	23137187	LINC00656
chr9	131709783	131710168	NUP188
chr1	29063002	29063816	YTHDF2
chr10	6062656	6063170	IL2RA
chr19	57900868	57901606	ZNF548
chr2	71453926	71454774	PAIP2B
chr6	3056108	3056667	RIPK1
chr1	27455620	27456210	SLC9A1
chr3	156323695	156324427	SSR3
chr19	35666721	35667075	FXYD5
chr18	55102377	55102698	ONECUT2
chr6	160389587	160390044	IGF2R
chr15	23935491	23935953	NDN
chr7	57706402	57707068	ZNF716
chr1	182025901	182026219	ZNF648
chr4	68017259	68017892	LOC101927237
chr3	32118920	32119294	GPD1L
chr10	70587898	70588219	STOX1
chr12	104443745	104444140	GLT8D2
chr10	72223634	72223953	PALD1
chr11	2906371	2907206	CDKN1C
chr12	93028051	93028454	C12orf74
chrX	71351809	71352175	RGAG4
chr1	227922600	227923544	JMJD4
chr11	64851518	64851819	ZFPL1
chr10	72056229	72056654	NPFFR1
chr7	155082692	155083145	INSIG1
chr1	9504249	9504638	LOC100506022
chr1	100435538	100436285	SLC35A3
chr4	106067460	106068071	TET2
chr2	234159887	234160529	ATG16L1
chr18	3447937	3448645	GAPLINC
chr16	86964906	86965664	LOC440390
chr14	103006275	103006759	MIR4309
chr22	48660605	48660995	MIR3201
chr1	47081878	47082753	MOB3C
chr14	45366044	45367224	C14orf28
chr8	95448787	95449409	FSBP
chr6	99872367	99873776	PNISR
chr5	172199296	172199939	DUSP1
chr11	61531907	61532420	DKFZP434K028
chr16	3313591	3314933	LINC00921
chr12	7046746	7047589	C12orf57
chr2	7236953	7237807	LOC101929452
chr16	17705773	17706175	XYLT1
chr16	87617817	87618133	JPH3
chr19	50279215	50279561	AP2A1
chr12	110318070	110318670	GLTP
chr19	49866517	49867425	DKKL1
chr2	74699106	74700051	MRPL53
chr12	48166981	48167613	SLC48A1
chr17	34328867	34329573	CCL15
chr20	31407382	31408199	MAPRE1
chr17	42277048	42278178	ATXN7L3
chr6	116281152	116281718	TPI1P3
chr10	121410415	121411072	BAG3
chr11	61637076	61637483	MIR6746
chr16	85168394	85168705	LOC400548
chr6	31632462	31634222	GPANK1
chr8	42995195	42996525	HGSNAT
chr15	34659411	34660225	LPCAT4
chr12	131355018	131357374	RAN
chr14	23755144	23755839	HOMEZ
chr5	79487772	79488192	SERINC5
chr5	157285899	157286442	CLINT1
chr16	88767362	88767749	RNF166
chr17	53828095	53828979	PCTP
chr4	991193	991558	SLC26A1
chr5	2917526	2918322	C5orf38
chr9	130965143	130967061	DNM1
chr7	29724122	29725332	LOC646762
chr15	29076992	29077987	GOLGA6L7P
chr11	3663254	3664051	ART5
chr10	135121980	135123086	ZNF511
chr19	34287275	34288754	KCTD15
chr17	36715466	36716195	SRCIN1
chr17	8080411	8080776	TMEM107
chr11	67140621	67140964	CLCF1
chrX	134975481	134976052	SAGE1
chr6	1397183	1397724	MIR6720
chr10	98592559	98592932	LCOR
chr1	16279131	16279579	ZBTB17
chr19	29218400	29218860	LOC100420587
chr7	104624148	104624915	LINC01004
chr1	117112367	117113990	CD58
chr21	45158207	45158749	PDXK
chr1	160983463	160983987	F11R
chr5	38383007	38383365	EGFLAM-AS2
chr19	44324574	44325026	LYPD5
chr15	73344120	73345130	NEO1
chr1	16160508	16163245	SPEN
chr19	36162808	36163132	UPK1A-AS1
chr19	19773770	19774768	ATP13A1
chr19	6205074	6205494	ACSBG2
chr9	133798884	133799406	FIBCD1
chr3	184429192	184430164	MAGEF1
chr11	72353909	72354287	MIR139
chr17	34957354	34958474	MRM1
chr6	80815867	80816619	BCKDHB
chr1	221209191	221209649	HLX-AS1
chr9	133874211	133874638	LAMC3
chr11	109964301	109964607	ZC3H12C
chr12	122240836	122241437	LINC01089
chr16	745364	746094	WDR24
chr13	29106548	29107300	FLT1
chr4	6910858	6912101	TBC1D14
chr1	205512423	205512971	LOC284578
chr2	121493265	121493739	GLI2
chr4	185268473	185268806	LOC728175
chr22	24820111	24820466	ADORA2A
chr7	44197433	44197812	GCK
chr12	28022393	28022845	KLHL42
chrX	37430580	37431703	LANCL3
chr21	47878078	47879161	DIP2A
chr4	188735666	188736347	LOC100506272
chr17	9065598	9066046	LOC101928266
chr15	78369468	78369855	TBC1D2B
chr5	88178767	88179304	MEF2C-AS1
chr6	84140509	84141032	ME1
chr14	21131297	21131857	ANG
chr18	32621159	32621828	MAPRE2
chr16	1921954	1922632	MEIOB
chr19	49470681	49471061	FTL
chr11	72524811	72526109	ATG16L2
chr19	59021061	59021594	SLC27A5
chr14	75535674	75536771	ZC2HC1C
chr21	35229307	35229603	ATP5O
chr19	35800760	35801060	MAG
chr3	133291695	133292835	CDV3
chr16	2955027	2956226	FLYWCH1
chr5	137673745	137674188	FAM53C
chr22	50311383	50312539	ALG12
chr2	72029000	72029433	CYP26B1
chr19	4535089	4535550	PLIN5
chr10	104192201	104192663	CUEDC2
chr12	56615114	56616097	RNF41
chr5	139026449	139026885	CXXC5
chr17	75371617	75372230	MIR4316
chr1	193027653	193028059	TROVE2
chr9	130872280	130872772	SLC25A25-AS1
chr6	167507339	167507998	CCR6
chr18	9017010	9017855	NDUFV2
chr22	44319608	44320155	PNPLA3
chr15	82090199	82090862	MEX3B
chr1	107587121	107587670	PRMT6
chr17	27620924	27621559	NUFIP2
chr10	670891	671459	MIR5699
chr10	133262	133586	TUBB8
chr1	46806069	46806724	NSUN4
chrX	70315346	70315881	FOXO4
chr9	107753630	107754577	ABCA1
chr2	97534205	97534845	SEMA4C
chr14	68066640	68067443	PIGH
chr13	30424655	30425056	UBL3
chr2	74425399	74426651	MTHFD2
chr5	140705707	140706067	PCDHGA1
chr7	157405921	157406228	MIR153-2
chr1	21766159	21766891	NBPF3
chr5	108063734	108064347	LINC01023
chr4	132658453	132658898	LOC101927305
chr22	30162462	30163784	ZMAT5
chr2	131450408	131450717	CYP4F30P
chr17	36858242	36858829	MIR4734
chr15	52301218	52301658	MAPK6
chr9	129986546	129987146	GARNL3
chr12	24460851	24461278	LOC101928471
chr12	125788417	125788827	TMEM132B
chr2	98205957	98207471	ANKRD36B
chr17	59495333	59495718	C17orf82
chr6	26171951	26172533	HIST1H2BE
chr2	113924854	113925193	PSD4
chr19	860379	861131	CFD
chr2	231729215	231729990	ITM2C
chr22	29949452	29949983	THOC5
chr10	104209913	104210848	RPARP-AS1
chr19	13095989	13096553	NFIX
chr3	9772688	9773740	BRPF1
chr6	36095320	36095706	MAPK13
chr4	56212087	56212990	SRD5A3
chr7	116164716	116165158	CAV1
chr2	30669709	30670379	LCLAT1
chr6	161106212	161106557	PLG
chr16	86903045	86903844	LOC440390
chr6	26284731	26285083	HIST1H4H
chrX	150066577	150067492	CD99L2
chr15	41098854	41100249	DNAJC17
chr10	93169227	93170355	HECTD2
chr3	128205492	128206083	GATA2-AS1
chr19	17535843	17536216	MVB12A
chr4	80246970	80247579	NAA11
chr4	44680118	44681020	GUF1
chr12	132628230	132629205	DDX51
chr7	157225287	157225623	LOC101927914
chr19	54692885	54695521	TSEN34
chr1	31251139	31251551	LAPTM5
chr17	42401359	42403261	SLC25A39
chr6	14210953	14212238	LINC01108
chr6	89791271	89791792	PNRC1
chr3	197171023	197171517	BDH1
chr6	41908989	41910592	CCND3
chr11	125365911	125366435	FEZ1
chr12	131437081	131437437	ADGRD1
chr12	3108102	3109002	TEAD4
chr1	148754509	148755007	PPIAL4F
chr19	4660511	4660891	MYDGF
chr11	66199460	66199813	MRPL11
chr17	7184681	7185774	SLC2A4
chr3	160402089	160402628	ARL14
chr7	74305940	74307068	STAG3L2
chr7	149519489	149520052	ZNF862
chr11	59333232	59333796	MIR3162
chr12	51762433	51762999	CELA1
chr19	36352036	36352494	KIRREL2
chr10	14920272	14921108	SUV39H2
chr10	32216929	32217901	ARHGAP12
chr5	72732899	72733582	FOXD1
chr6	122792304	122793468	SERINC1
chr14	100196234	100196655	CYP46A1
chr11	20385980	20386341	HTATIP2
chr5	34731974	34732496	MIR7641-2
chr8	101734216	101735365	PABPC1
chr3	126074559	126075632	KLF15
chr3	124905007	124905431	SLC12A8
chr6	10404001	10405147	TFAP2A-AS1
chr1	227751172	227751926	ZNF678
chr9	131831620	131832032	DOLPP1
chr2	171673270	171674373	GAD1
chr10	105427923	105428656	SH3PXD2A-AS1
chr9	88555611	88556591	NAA35
chr22	42665451	42666028	OGFRP1
chr5	154393116	154393478	KIF4B
chr8	145673763	145674314	TONSL
chr6	3157423	3158047	TUBB2A
chr15	41952136	41953320	MGA
chr10	80734457	80734798	ZMIZ1-AS1
chr1	36554318	36554953	ADPRHL2
chr14	23865325	23865796	MIR208A
chr1	182583987	182584532	LOC284648
chr15	89440496	89440964	HAPLN3
chr1	31628085	31628663	NKAIN1
chr21	35014826	35015145	ITSN1
chr20	2632557	2633721	NOP56
chr17	5185156	5185928	RABEP1
chr1	17337967	17338904	ATP13A2
chr6	43237087	43237505	TTBK1
chr9	140344505	140345139	MIR7114
chr4	39640095	39641067	SMIM14
chr6	26189118	26189458	HIST1H4D
chr10	124739537	124740249	PSTK
chr1	204409189	204409576	PPP1R15B
chr6	158935148	158935568	TMEM181
chr9	72819542	72820000	MAMDC2-AS1
chr8	8750088	8750656	MFHAS1
chr4	140098601	140099965	ELF2
chr6	43726058	43726666	VEGFA
chr1	46598297	46599112	PIK3R3
chr15	65321294	65322283	MTFMT
chr1	228593841	228595153	TRIM11
chr9	34701325	34701862	CCL21
chr20	5107019	5108079	CDS2
chr9	138843734	138845075	UBAC1
chr12	73991	74295	LOC100288778
chr1	2160473	2161121	SKI
chr2	32390721	32391095	SLC30A6
chr9	86785740	86786047	LOC101927575
chr12	1932204	1932595	LRTM2
chr2	71680536	71680982	DYSF
chr19	17413954	17414455	ABHD8
chr19	3606665	3607225	TBXA2R
chr7	100728452	100728925	TRIM56
chr12	54694500	54695109	NFE2
chr9	139776870	139777379	TRAF2
chr10	126605031	126605740	ZRANB1
chr17	77644359	77644918	MIR4739
chr12	108079037	108079971	PWP1
chr12	132673825	132674792	GALNT9
chr8	59564213	59564602	NSMAF
chr19	36618652	36619414	CAPNS1
chr6	26056424	26056970	HIST1H1C
chr2	99771088	99771979	LIPT1
chr2	122809233	122809835	TSN
chr5	41883301	41883679	OXCT1
chr8	144660114	144661150	NAPRT
chr5	892480	893202	BRD9
chr1	233463524	233463960	KIAA1804
chr5	77655585	77656757	SCAMP1
chr17	16931330	16931882	MPRIP
chr1	33282747	33283633	S100PBP
chr2	64554405	64554971	MIR4433A
chr10	74080382	74080971	DNAJB12
chr16	50921204	50921807	LOC101927334
chr19	3185721	3186342	NCLN
chr1	52869975	52870482	PRPF38A
chr7	132465543	132465993	FLJ40288
chr19	13076058	13076602	DAND5
chr18	1521644	1522220	LINC00470
chrX	64254239	64255232	ZC4H2
chr19	16939756	16940997	SIN3B
chr15	102192168	102193018	TM2D3
chr17	26732697	26733669	SLC46A1
chr1	24476390	24476896	IL22RA1
chr1	26231931	26232284	STMN1
chr13	30002360	30002723	MTUS2
chr7	100472319	100473358	SRRT
chr12	54121106	54121645	CALCOCO1
chr15	85048637	85049018	DNM1P41
chr8	27221098	27221831	PTK2B
chr20	388987	389355	RBCK1
chr18	12960990	12961337	SEH1L
chr16	68344510	68345129	SLC7A6OS
chr17	7789147	7789839	CHD3
chr19	48248405	48249121	GLTSCR2
chr6	43543102	43544343	XPO5
chr6	36287038	36287511	C6orf222
chr6	28521616	28522174	GPX5
chr7	56101565	56101883	PSPH
chr17	8065905	8066281	VAMP2
chr2	131085204	131085747	CCDC115
chr22	29075021	29076272	TTC28
chr18	74534973	74536040	ZNF236
chr7	98475735	98476453	TRRAP
chr20	30198443	30198829	MIR3193
