PeakID (cmd=annotatePeaks.pl ENCAB000BLK.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1150	chr1	114414192	114414543	+	0	NA	promoter-TSS (PTPN22)	-promoter-TSS (PTPN22)	14	PTPN22	PTPN22	NM_001193431			PTPN22			NA
Interval_16297	chr6	37673483	37674387	+	0	NA	Intergenic	Intergenic	-8169	MDGA1	MDGA1	NM_153487			MDGA1			NA
Interval_3442	chr11	64099026	64099658	+	0	NA	Intergenic	Intergenic	-8348	CCDC88B	CCDC88B	NM_032251			CCDC88B			NA
Interval_15339	chr5	118787991	118788839	+	0	NA	exon (HSD17B4, exon 1 of 25)	-exon (HSD17B4, exon 1 of 25)	223	HSD17B4	HSD17B4	NM_000414			HSD17B4			NA
Interval_17425	chr7	90032437	90033109	+	0	NA	exon (CLDN12, exon 1 of 4)	-exon (CLDN12, exon 1 of 4)	125	CLDN12	CLDN12	NM_012129			CLDN12			NA
Interval_1013	chr1	87793920	87794300	+	0	NA	promoter-TSS (LMO4)	-promoter-TSS (LMO4)	-41	LMO4	LMO4	NM_006769			LMO4			NA
Interval_2099	chr10	603902	604378	+	0	NA	intron (DIP2C, intron 1 of 36)	-intron (DIP2C, intron 1 of 36)	83578	MIR5699	MIR5699	NR_049884			MIR5699			NA
Interval_2059	chr1	245329797	245330094	+	0	NA	intron (KIF26B, intron 2 of 14)	-intron (KIF26B, intron 2 of 14)	11658	KIF26B	KIF26B	NM_018012			KIF26B			NA
Interval_17185	chr7	44289402	44289925	+	0	NA	intron (CAMK2B, intron 5 of 15)	-intron (CAMK2B, intron 5 of 23)	49085	YKT6	YKT6	NM_006555			YKT6			NA
Interval_19800	chrX	100306030	100307261	+	0	NA	exon (TRMT2B, exon 2 of 14)	-exon (TRMT2B, exon 2 of 14)	460	TRMT2B	TRMT2B	NM_024917			TRMT2B			NA
Interval_6404	chr15	85043323	85044563	+	0	NA	Intergenic	Intergenic	-1863	DNM1P41	DNM1P41	NR_033787			DNM1P41			NA
Interval_9167	chr19	2543532	2543916	+	0	NA	intron (GNG7, intron 3 of 4)	-intron (GNG7, intron 3 of 4)	67601	GADD45B	GADD45B	NM_015675			GADD45B			NA
Interval_18393	chr8	98881402	98882084	+	0	NA	intron (MATN2, intron 1 of 18)	-intron (MATN2, intron 1 of 18)	432	MATN2	MATN2	NM_002380			MATN2			NA
Interval_15343	chr5	119874373	119874723	+	0	NA	intron (PRR16, intron 1 of 3)	-intron (PRR16, intron 1 of 1)	74575	PRR16	PRR16	NM_001300783			PRR16			NA
Interval_9227	chr19	4182150	4183077	+	0	NA	promoter-TSS (SIRT6)	-promoter-TSS (SIRT6)	-17	SIRT6	SIRT6	NM_001193285			SIRT6			NA
Interval_10525	chr19	57049633	57050085	+	0	NA	promoter-TSS (ZFP28)	-promoter-TSS (ZFP28)	-458	ZFP28	ZFP28	NM_020828			ZFP28			NA
Interval_1880	chr1	224180027	224181459	+	0	NA	promoter-TSS (GTF2IP20)	-promoter-TSS (GTF2IP20)	-397	GTF2IP20	GTF2IP20	NR_132119			GTF2IP20			NA
Interval_13097	chr22	41418115	41418988	+	0	NA	Intergenic	Intergenic	-69966	MIR1281	MIR1281	NR_031694			MIR1281			NA
Interval_19113	chr9	123639721	123640194	+	0	NA	promoter-TSS (PHF19)	-promoter-TSS (PHF19)	-8768	PHF19	PHF19	NM_001286840			PHF19			NA
Interval_8903	chr18	45936473	45936945	+	0	NA	Intergenic	Intergenic	-128718	CTIF	CTIF	NM_001142397			CTIF			NA
Interval_7483	chr16	89133837	89135152	+	0	NA	Intergenic	Intergenic	-25723	ACSF3	ACSF3	NM_001243279			ACSF3			NA
Interval_17347	chr7	73493511	73493957	+	0	NA	Intergenic	Intergenic	-4373	LIMK1	LIMK1	NM_002314			LIMK1			NA
Interval_14402	chr4	8202217	8202737	+	0	NA	intron (SH3TC1, intron 1 of 17)	-intron (SH3TC1, intron 1 of 17)	1417	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
Interval_5158	chr13	73301258	73302186	+	0	NA	promoter-TSS (BORA)	-promoter-TSS (BORA)	-165	BORA	BORA	NM_001286747			BORA			NA
Interval_14849	chr4	166397506	166398109	+	0	NA	intron (CPE, intron 3 of 8)	-intron (CPE, intron 3 of 8)	90413	MIR578	MIR578	NR_030304			MIR578			NA
Interval_14701	chr4	110354470	110355038	+	0	NA	promoter-TSS (SEC24B)	-promoter-TSS (SEC24B)	-174	SEC24B	SEC24B	NM_001300813			SEC24B			NA
Interval_7292	chr16	75683198	75683519	+	0	NA	intron (TERF2IP, intron 1 of 2)	-intron (TERF2IP, intron 1 of 2)	1723	TERF2IP	TERF2IP	NM_018975			TERF2IP			NA
Interval_16983	chr7	5601759	5602122	+	0	NA	Intergenic	Intergenic	-30496	FSCN1	FSCN1	NM_003088			FSCN1			NA
Interval_9959	chr19	39226710	39227072	+	0	NA	exon (CAPN12, exon 12 of 21)	-exon (CAPN12, exon 12 of 21)	8223	CAPN12	CAPN12	NM_144691			CAPN12			NA
Interval_1522	chr1	167836305	167836740	+	0	NA	intron (ADCY10, intron 14 of 32)	-intron (ADCY10, intron 11 of 29)	46942	ADCY10	ADCY10	NM_018417			ADCY10			NA
Interval_14766	chr4	132650994	132651418	+	0	NA	Intergenic	Intergenic	-34787	LOC101927305	LOC101927305	NR_125884			LOC101927305			NA
Interval_9288	chr19	6279914	6280516	+	0	NA	promoter-TSS (MLLT1)	-promoter-TSS (MLLT1)	-256	MLLT1	MLLT1	NM_005934			MLLT1			NA
Interval_8630	chr17	79127009	79127737	+	0	NA	intron (AATK, intron 1 of 13)	-intron (AATK, intron 1 of 13)	-11934	AATK-AS1	AATK-AS1	NR_027255			AATK-AS1			NA
Interval_273	chr1	15251186	15251578	+	0	NA	intron (KAZN, intron 1 of 7)	-intron (KAZN, intron 1 of 7)	227578	TMEM51-AS1	TMEM51-AS1	NR_027136			TMEM51-AS1			NA
Interval_13067	chr22	39759616	39760035	+	0	NA	promoter-TSS (SYNGR1)	-promoter-TSS (SYNGR1)	-350	SYNGR1	SYNGR1	NM_004711			SYNGR1			NA
Interval_824	chr1	46908093	46908847	+	0	NA	intron (FAAHP1, intron 7 of 8)	-intron (FAAHP1, intron 7 of 8)	6906	LINC01398	LINC01398	NR_121680			LINC01398			NA
Interval_3306	chr11	57004697	57005214	+	0	NA	promoter-TSS (APLNR)	-promoter-TSS (APLNR)	-28	APLNR	APLNR	NM_005161			APLNR			NA
Interval_7565	chr17	2239670	2240506	+	0	NA	promoter-TSS (SGSM2)	-promoter-TSS (SGSM2)	590	TSR1	TSR1	NM_018128			TSR1			NA
Interval_3318	chr11	57424689	57425579	+	0	NA	promoter-TSS (CLP1)	-promoter-TSS (CLP1)	-82	CLP1	CLP1	NM_001142597			CLP1			NA
Interval_5342	chr14	23770503	23772331	+	0	NA	exon (PPP1R3E, exon 1 of 5)	-exon (PPP1R3E, exon 1 of 5)	640	PPP1R3E	PPP1R3E	NM_001276318			PPP1R3E			NA
Interval_528	chr1	27888622	27889083	+	0	NA	intron (AHDC1, intron 1 of 6)	-intron (AHDC1, intron 1 of 6)	41153	AHDC1	AHDC1	NM_001029882			AHDC1			NA
Interval_10925	chr2	61108113	61109003	+	0	NA	promoter-TSS (REL)	-promoter-TSS (REL)	-72	REL	REL	NM_001291746			REL			NA
Interval_6656	chr16	2918322	2918976	+	0	NA	Intergenic	Intergenic	-10478	PRSS22	PRSS22	NM_022119			PRSS22			NA
Interval_18391	chr8	98761090	98761390	+	0	NA	Intergenic	Intergenic	-26569	LAPTM4B	LAPTM4B	NM_018407			LAPTM4B			NA
Interval_7123	chr16	57768831	57769786	+	0	NA	promoter-TSS (KATNB1)	-promoter-TSS (KATNB1)	-352	KATNB1	KATNB1	NM_005886			KATNB1			NA
Interval_1452	chr1	159678944	159679415	+	0	NA	Intergenic	Intergenic	5200	CRP	CRP	NM_000567			CRP			NA
Interval_1143	chr1	113257644	113258385	+	0	NA	promoter-TSS (PPM1J)	-promoter-TSS (PPM1J)	-64	PPM1J	PPM1J	NM_005167			PPM1J			NA
Interval_13602	chr3	50391706	50392263	+	0	NA	TTS (CYB561D2)	-TTS (CYB561D2)	-3498	NPRL2	NPRL2	NM_006545			NPRL2			NA
Interval_3004	chr11	1884673	1884984	+	0	NA	intron (LSP1, intron 1 of 10)	-intron (LSP1, intron 1 of 10)	-4062	MIR4298	MIR4298	NR_036185			MIR4298			NA
Interval_13523	chr3	47205006	47206109	+	0	NA	promoter-TSS (SETD2)	-promoter-TSS (SETD2)	-90	SETD2	SETD2	NM_014159			SETD2			NA
Interval_12052	chr20	30627869	30628375	+	0	NA	Intergenic	Intergenic	-11869	HCK	HCK	NM_002110			HCK			NA
Interval_1112	chr1	110282323	110283428	+	0	NA	exon (GSTM3, exon 2 of 9)	-exon (GSTM3, exon 2 of 9)	785	GSTM3	GSTM3	NR_024537			GSTM3			NA
Interval_12887	chr22	26985715	26986200	+	0	NA	intron (TPST2, intron 1 of 6)	-intron (TPST2, intron 1 of 6)	132	TPST2	TPST2	NM_003595			TPST2			NA
Interval_14489	chr4	39972375	39972749	+	0	NA	intron (PDS5A, intron 2 of 15)	-intron (PDS5A, intron 2 of 32)	7014	PDS5A	PDS5A	NM_001100400			PDS5A			NA
Interval_16303	chr6	39082351	39083422	+	0	NA	promoter-TSS (SAYSD1)	-promoter-TSS (SAYSD1)	76	SAYSD1	SAYSD1	NM_018322			SAYSD1			NA
Interval_2422	chr10	65389240	65390863	+	0	NA	Intergenic	Intergenic	108928	REEP3	REEP3	NM_001001330			REEP3			NA
Interval_9576	chr19	14528964	14530777	+	0	NA	intron (DDX39A, intron 1 of 9)	-intron (DDX39A, intron 1 of 10)	325	DDX39A	DDX39A	NR_046366			DDX39A			NA
Interval_15637	chr5	170936391	170936962	+	0	NA	Intergenic	Intergenic	90009	FGF18	FGF18	NM_003862			FGF18			NA
Interval_6719	chr16	4897062	4898431	+	0	NA	promoter-TSS (UBN1)	-promoter-TSS (UBN1)	-443	GLYR1	GLYR1	NM_001308096			GLYR1			NA
Interval_15269	chr5	90587277	90587880	+	0	NA	Intergenic	Intergenic	22641	LUCAT1	LUCAT1	NR_103549			LUCAT1			NA
Interval_19665	chrX	48379845	48380774	+	0	NA	intron (EBP, intron 1 of 4)	-intron (EBP, intron 1 of 4)	145	EBP	EBP	NM_006579			EBP			NA
Interval_19542	chrX	17754866	17755530	+	0	NA	promoter-TSS (SCML1)	-promoter-TSS (SCML1)	-371	SCML1	SCML1	NM_001037536			SCML1			NA
Interval_18415	chr8	102121690	102122145	+	0	NA	Intergenic	Intergenic	57635	FLJ42969	FLJ42969	NR_033962			FLJ42969			NA
Interval_11172	chr2	99125083	99125409	+	0	NA	intron (INPP4A, intron 1 of 25)	-intron (INPP4A, intron 1 of 25)	63925	INPP4A	INPP4A	NM_001134224			INPP4A			NA
Interval_19244	chr9	131486203	131487427	+	0	NA	promoter-TSS (ZDHHC12)	-promoter-TSS (ZDHHC12)	74	LOC100506100	LOC100506100	NR_046240			LOC100506100			NA
Interval_684	chr1	38388396	38389032	+	0	NA	intron (INPP5B, intron 7 of 23)	-intron (INPP5B, intron 1 of 17)	24015	INPP5B	INPP5B	NM_005540			INPP5B			NA
Interval_16001	chr6	26199580	26200181	+	0	NA	promoter-TSS (HIST1H2BF)	-promoter-TSS (HIST1H2BF)	93	HIST1H2BF	HIST1H2BF	NM_003522			HIST1H2BF			NA
Interval_17757	chr7	139220885	139221293	+	0	NA	exon (CLEC2L, exon 2 of 5)	-exon (CLEC2L, exon 2 of 5)	12415	CLEC2L	CLEC2L	NM_001080511			CLEC2L			NA
Interval_16718	chr6	143832550	143833038	+	0	NA	exon (FUCA2, exon 1 of 7)	-exon (FUCA2, exon 1 of 7)	226	FUCA2	FUCA2	NM_032020			FUCA2			NA
Interval_1879	chr1	224033173	224034208	+	0	NA	promoter-TSS (TP53BP2)	-promoter-TSS (TP53BP2)	-16	TP53BP2	TP53BP2	NM_001031685			TP53BP2			NA
Interval_19631	chrX	45160000	45160341	+	0	NA	Intergenic	Intergenic	-100024	CXorf36	CXorf36	NM_176819			CXorf36			NA
Interval_1298	chr1	151118929	151119894	+	0	NA	promoter-TSS (SEMA6C)	-promoter-TSS (SEMA6C)	-271	SEMA6C	SEMA6C	NM_001178062			SEMA6C			NA
Interval_1497	chr1	164607234	164607682	+	0	NA	intron (PBX1, intron 2 of 8)	-intron (PBX1, intron 2 of 7)	78861	PBX1	PBX1	NM_001204963			PBX1			NA
Interval_17028	chr7	12250391	12251364	+	0	NA	promoter-TSS (TMEM106B)	-promoter-TSS (TMEM106B)	29	TMEM106B	TMEM106B	NM_018374			TMEM106B			NA
Interval_14257	chr3	197466287	197466776	+	0	NA	intron (KIAA0226, intron 1 of 20)	-intron (KIAA0226, intron 1 of 20)	-2734	KIAA0226	KIAA0226	NM_001145642			KIAA0226			NA
Interval_8745	chr18	3451179	3452450	+	0	NA	exon (TGIF1, exon 1 of 3)	-exon (TGIF1, exon 1 of 3)	-14434	GAPLINC	GAPLINC	NR_110429			GAPLINC			NA
Interval_14104	chr3	182638401	182638717	+	0	NA	exon (ATP11B, exon 30 of 30)	-exon (ATP11B, exon 30 of 30)	59830	DCUN1D1	DCUN1D1	NM_001308101			DCUN1D1			NA
Interval_19650	chrX	47509596	47510591	+	0	NA	promoter-TSS (ELK1)	-promoter-TSS (ELK1)	-90	ELK1	ELK1	NM_001257168			ELK1			NA
Interval_2723	chr10	103815470	103816129	+	0	NA	intron (C10orf76, intron 1 of 25)	-intron (C10orf76, intron 1 of 25)	133	C10orf76	C10orf76	NM_024541			C10orf76			NA
Interval_11413	chr2	152959768	152960196	+	0	NA	Intergenic	Intergenic	-4389	CACNB4	CACNB4	NM_000726			CACNB4			NA
Interval_4349	chr12	51158281	51158893	+	0	NA	intron (ATF1, intron 1 of 6)	-intron (ATF1, intron 1 of 6)	798	ATF1	ATF1	NM_005171			ATF1			NA
Interval_12391	chr20	62173277	62173825	+	0	NA	exon (SRMS, exon 5 of 8)	-exon (SRMS, exon 5 of 8)	-4828	PTK6	PTK6	NM_005975			PTK6			NA
Interval_380	chr1	21995677	21996110	+	0	NA	promoter-TSS (RAP1GAP)	-promoter-TSS (RAP1GAP)	-37	RAP1GAP	RAP1GAP	NM_001145657			RAP1GAP			NA
Interval_3945	chr11	120856593	120856955	+	0	NA	exon (GRIK4, exon 20 of 20)	-exon (GRIK4, exon 20 of 20)	-38039	TBCEL	TBCEL	NM_001130047			TBCEL			NA
Interval_8360	chr17	59441411	59441757	+	0	NA	intron (BCAS3, intron 22 of 23)	-intron (BCAS3, intron 23 of 24)	35383	TBX2-AS1	TBX2-AS1	NR_125751			TBX2-AS1			NA
Interval_7917	chr17	29835275	29835802	+	0	NA	intron (RAB11FIP4, intron 1 of 12)	-intron (RAB11FIP4, intron 1 of 12)	-26363	MIR4724	MIR4724	NR_039877			MIR4724			NA
Interval_5237	chr13	108578326	108578748	+	0	NA	Intergenic	Intergenic	-59077	FAM155A	FAM155A	NM_001080396			FAM155A			NA
Interval_5013	chr13	27844551	27845376	+	0	NA	exon (RASL11A, exon 1 of 4)	-exon (RASL11A, exon 1 of 4)	499	RASL11A	RASL11A	NM_206827			RASL11A			NA
Interval_12327	chr20	56293454	56293981	+	0	NA	Intergenic	Intergenic	-7125	PMEPA1	PMEPA1	NM_199171			PMEPA1			NA
Interval_18254	chr8	58105670	58106431	+	0	NA	Intergenic	Intergenic	-24785	LINC01606	LINC01606	NR_038235			LINC01606			NA
Interval_2423	chr10	65646716	65647429	+	0	NA	Intergenic	Intergenic	365949	REEP3	REEP3	NM_001001330			REEP3			NA
Interval_10278	chr19	49242144	49242794	+	0	NA	exon (RASIP1, exon 3 of 12)	-exon (RASIP1, exon 3 of 12)	1501	RASIP1	RASIP1	NM_017805			RASIP1			NA
Interval_19692	chrX	49023566	49023881	+	0	NA	exon (MAGIX, exon 5 of 5)	-exon (MAGIX, exon 5 of 5)	-4461	PLP2	PLP2	NM_002668			PLP2			NA
Interval_15847	chr6	4911283	4911928	+	0	NA	intron (CDYL, intron 4 of 8)	-intron (CDYL, intron 2 of 6)	92692	RPP40	RPP40	NM_006638			RPP40			NA
Interval_2544	chr10	77054602	77055148	+	0	NA	intron (ZNF503, intron 1 of 3)	-intron (ZNF503, intron 1 of 3)	-1266	ZNF503-AS1	ZNF503-AS1	NR_038223			ZNF503-AS1			NA
Interval_19983	chrX	152846099	152846677	+	0	NA	exon (ATP2B3, exon 20 of 20)	-exon (ATP2B3, exon 20 of 20)	18244	FAM58A	FAM58A	NM_001130997			FAM58A			NA
Interval_11493	chr2	172949066	172950653	+	0	NA	promoter-TSS (DLX1)	-promoter-TSS (DLX1)	-349	DLX1	DLX1	NM_178120			DLX1			NA
Interval_11668	chr2	216946243	216946803	+	0	NA	promoter-TSS (TMEM169)	-promoter-TSS (TMEM169)	16	PECR	PECR	NM_018441			PECR			NA
Interval_15064	chr5	36744434	36745154	+	0	NA	Intergenic	Intergenic	132002	NIPBL-AS1	NIPBL-AS1	NR_046262			NIPBL-AS1			NA
Interval_19589	chrX	39667720	39668311	+	0	NA	Intergenic	Intergenic	147545	MIR3937	MIR3937	NR_037501			MIR3937			NA
Interval_2426	chr10	67329902	67330465	+	0	NA	promoter-TSS (LINC01515)	-promoter-TSS (LINC01515)	-1000	LINC01515	LINC01515	NR_120647			LINC01515			NA
Interval_11261	chr2	113444170	113444549	+	0	NA	Intergenic	Intergenic	40925	SLC20A1	SLC20A1	NM_005415			SLC20A1			NA
Interval_8557	chr17	76254016	76254939	+	0	NA	Intergenic	Intergenic	20096	LOC100996291	LOC100996291	NR_073178			LOC100996291			NA
Interval_16336	chr6	42185174	42185776	+	0	NA	intron (MRPS10, intron 1 of 6)	-intron (MRPS10, intron 1 of 6)	158	MRPS10	MRPS10	NM_018141			MRPS10			NA
Interval_13818	chr3	120314636	120315599	+	0	NA	promoter-TSS (NDUFB4)	-promoter-TSS (NDUFB4)	-11	NDUFB4	NDUFB4	NM_004547			NDUFB4			NA
Interval_19700	chrX	49125577	49126706	+	0	NA	promoter-TSS (PPP1R3F)	-promoter-TSS (PPP1R3F)	-165	PPP1R3F	PPP1R3F	NM_001184745			PPP1R3F			NA
Interval_8366	chr17	60500940	60501361	+	0	NA	promoter-TSS (METTL2A)	-promoter-TSS (METTL2A)	-96	METTL2A	METTL2A	NM_181725			METTL2A			NA
Interval_4969	chr13	20710925	20711481	+	0	NA	Intergenic	Intergenic	23980	GJA3	GJA3	NM_021954			GJA3			NA
Interval_16357	chr6	43140258	43140689	+	0	NA	intron (SRF, intron 1 of 6)	-intron (SRF, intron 1 of 6)	1440	SRF	SRF	NM_001292001			SRF			NA
Interval_15916	chr6	13487036	13488321	+	0	NA	exon (GFOD1, exon 1 of 2)	-exon (GFOD1, exon 1 of 2)	-15383	GFOD1	GFOD1	NM_018988			GFOD1			NA
Interval_383	chr1	22108183	22111034	+	0	NA	promoter-TSS (USP48)	-promoter-TSS (USP48)	80	USP48	USP48	NM_001032730			USP48			NA
Interval_1970	chr1	231003839	231004300	+	0	NA	exon (C1orf198, exon 3 of 6)	-exon (C1orf198, exon 3 of 6)	233	C1orf198	C1orf198	NM_001136494			C1orf198			NA
Interval_16325	chr6	41888694	41889650	+	0	NA	promoter-TSS (MED20)	-promoter-TSS (MED20)	207	BYSL	BYSL	NM_004053			BYSL			NA
Interval_17865	chr7	151480015	151480471	+	0	NA	intron (PRKAG2, intron 2 of 15)	-intron (PRKAG2, intron 2 of 15)	-93884	PRKAG2-AS1	PRKAG2-AS1	NR_038926			PRKAG2-AS1			NA
Interval_8233	chr17	46985433	46985859	+	0	NA	promoter-TSS (UBE2Z)	-promoter-TSS (UBE2Z)	-85	UBE2Z	UBE2Z	NM_023079			UBE2Z			NA
Interval_9433	chr19	10806191	10806946	+	0	NA	Intergenic	Intergenic	-5544	QTRT1	QTRT1	NM_031209			QTRT1			NA
Interval_10442	chr19	53662019	53662655	+	0	NA	promoter-TSS (ZNF347)	-promoter-TSS (ZNF347)	-15	ZNF347	ZNF347	NM_032584			ZNF347			NA
Interval_15063	chr5	36611975	36612363	+	0	NA	intron (SLC1A3, intron 2 of 8)	-intron (SLC1A3, intron 2 of 8)	5712	SLC1A3	SLC1A3	NM_001166695			SLC1A3			NA
Interval_5729	chr14	96857824	96858476	+	0	NA	promoter-TSS (AK7)	-promoter-TSS (AK7)	-298	AK7	AK7	NM_152327			AK7			NA
Interval_4063	chr12	5231080	5231676	+	0	NA	Intergenic	Intergenic	78293	KCNA5	KCNA5	NM_002234			KCNA5			NA
Interval_7891	chr17	27881485	27882026	+	0	NA	Intergenic	Intergenic	12287	ABHD15	ABHD15	NM_198147			ABHD15			NA
Interval_10317	chr19	49955952	49957077	+	0	NA	promoter-TSS (ALDH16A1)	-promoter-TSS (ALDH16A1)	41	ALDH16A1	ALDH16A1	NM_153329			ALDH16A1			NA
Interval_17018	chr7	8007866	8008603	+	0	NA	promoter-TSS (GLCCI1)	-promoter-TSS (GLCCI1)	-140	GLCCI1	GLCCI1	NM_138426			GLCCI1			NA
Interval_6059	chr15	45814636	45815357	+	0	NA	promoter-TSS (SLC30A4)	-promoter-TSS (SLC30A4)	6	SLC30A4	SLC30A4	NM_013309			SLC30A4			NA
Interval_19161	chr9	128023650	128024491	+	0	NA	promoter-TSS (GAPVD1)	-promoter-TSS (GAPVD1)	-3	GAPVD1	GAPVD1	NM_001282680			GAPVD1			NA
Interval_15122	chr5	55879766	55880102	+	0	NA	intron (C5orf67, intron 1 of 5)	-intron (C5orf67, intron 1 of 5)	22125	C5orf67	C5orf67	NM_001287053			C5orf67			NA
Interval_14561	chr4	68410851	68411551	+	0	NA	promoter-TSS (CENPC)	-promoter-TSS (CENPC)	55	CENPC	CENPC	NM_001812			CENPC			NA
Interval_3904	chr11	118505452	118505911	+	0	NA	intron (PHLDB1, intron 10 of 23)	-intron (PHLDB1, intron 9 of 22)	-9037	MIR6716	MIR6716	NR_106773			MIR6716			NA
Interval_9	chr1	813862	814176	+	0	NA	Intergenic	Intergenic	-1837	FAM41C	FAM41C	NR_027055			FAM41C			NA
Interval_7251	chr16	71518173	71518690	+	0	NA	intron (ZNF19, intron 2 of 5)	-intron (ZNF19, intron 2 of 5)	4823	ZNF19	ZNF19	NM_006961			ZNF19			NA
Interval_13418	chr3	37561118	37561509	+	0	NA	intron (ITGA9, intron 11 of 27)	-intron (ITGA9, intron 11 of 27)	67500	ITGA9	ITGA9	NM_002207			ITGA9			NA
Interval_11819	chr2	239228583	239229471	+	0	NA	promoter-TSS (TRAF3IP1)	-promoter-TSS (TRAF3IP1)	-158	TRAF3IP1	TRAF3IP1	NM_015650			TRAF3IP1			NA
Interval_6063	chr15	48623182	48624041	+	0	NA	promoter-TSS (DUT)	-promoter-TSS (DUT)	-754	DUT	DUT	NM_001025248			DUT			NA
Interval_3949	chr11	121526381	121526997	+	0	NA	Intergenic	Intergenic	203777	SORL1	SORL1	NM_003105			SORL1			NA
Interval_14185	chr3	193807409	193807733	+	0	NA	Intergenic	Intergenic	-46360	HES1	HES1	NM_005524			HES1			NA
Interval_10798	chr2	33172408	33172971	+	0	NA	exon (LTBP1, exon 1 of 34)	-exon (LTBP1, exon 1 of 34)	320	LTBP1	LTBP1	NM_000627			LTBP1			NA
Interval_14956	chr5	1349211	1349807	+	0	NA	Intergenic	Intergenic	-4507	CLPTM1L	CLPTM1L	NM_030782			CLPTM1L			NA
Interval_3078	chr11	8985586	8986691	+	0	NA	promoter-TSS (TMEM9B-AS1)	-promoter-TSS (TMEM9B-AS1)	-84	TMEM9B-AS1	TMEM9B-AS1	NR_073431			TMEM9B-AS1			NA
Interval_1639	chr1	194327479	194327961	+	0	NA	Intergenic	Intergenic	1053845	LINC01031	LINC01031	NR_125789			LINC01031			NA
Interval_10405	chr19	51898635	51898935	+	0	NA	Intergenic	Intergenic	-4957	C19orf84	C19orf84	NM_001193623			C19orf84			NA
Interval_8232	chr17	46969404	46970281	+	0	NA	promoter-TSS (ATP5G1)	-promoter-TSS (ATP5G1)	-306	ATP5G1	ATP5G1	NM_001002027			ATP5G1			NA
Interval_6781	chr16	12509950	12510420	+	0	NA	intron (SNX29, intron 18 of 20)	-intron (SNX29, intron 18 of 20)	-303993	MIR4718	MIR4718	NR_039869			MIR4718			NA
Interval_19217	chr9	130922099	130922961	+	0	NA	promoter-TSS (C9orf16)	-promoter-TSS (C9orf16)	-9	C9orf16	C9orf16	NM_024112			C9orf16			NA
Interval_6022	chr15	42904694	42905145	+	0	NA	intron (STARD9, intron 3 of 32)	-intron (STARD9, intron 3 of 32)	37062	STARD9	STARD9	NM_020759			STARD9			NA
Interval_8537	chr17	75317780	75318127	+	0	NA	intron (SEPT9, intron 1 of 10)	-intron (SEPT9, intron 2 of 11)	2356	SEPT9	SEPT9	NM_001113492			SEPT9			NA
Interval_5444	chr14	48663018	48663611	+	0	NA	Intergenic	Intergenic	-399097	LINC00648	LINC00648	NR_039996			LINC00648			NA
Interval_16176	chr6	32163044	32164597	+	0	NA	promoter-TSS (GPSM3)	-promoter-TSS (GPSM3)	-520	GPSM3	GPSM3	NM_022107_4			GPSM3			NA
Interval_139	chr1	6264771	6265389	+	0	NA	intron (LOC102724450, intron 2 of 2)	-intron (LOC102724450, intron 2 of 2)	760	LOC102724450	LOC102724450	NR_125997			LOC102724450			NA
Interval_1860	chr1	220628834	220629330	+	0	NA	Intergenic	Intergenic	-72443	MARK1	MARK1	NM_001286128			MARK1			NA
Interval_4328	chr12	50236519	50237317	+	0	NA	promoter-TSS (BCDIN3D)	-promoter-TSS (BCDIN3D)	-6	BCDIN3D	BCDIN3D	NM_181708			BCDIN3D			NA
Interval_1198	chr1	142834038	142834625	+	0	NA	Intergenic	Intergenic	-120726	ANKRD20A12P	ANKRD20A12P	NR_046228			ANKRD20A12P			NA
Interval_13055	chr22	39409808	39410445	+	0	NA	promoter-TSS (APOBEC3C)	-promoter-TSS (APOBEC3C)	-139	APOBEC3C	APOBEC3C	NM_014508			APOBEC3C			NA
Interval_19003	chr9	100264680	100265438	+	0	NA	intron (TMOD1, intron 1 of 9)	-intron (TMOD1, intron 1 of 9)	1138	TMOD1	TMOD1	NM_001166116			TMOD1			NA
Interval_13652	chr3	53079710	53080561	+	0	NA	promoter-TSS (SFMBT1)	-promoter-TSS (SFMBT1)	-46	SFMBT1	SFMBT1	NM_016329			SFMBT1			NA
Interval_6740	chr16	9160511	9160861	+	0	NA	Intergenic	Intergenic	-24851	C16orf72	C16orf72	NM_014117			C16orf72			NA
Interval_12482	chr21	33983685	33984202	+	0	NA	intron (C21orf59, intron 1 of 5)	-intron (C21orf59, intron 1 of 6)	970	C21orf59	C21orf59	NM_021254			C21orf59			NA
Interval_14258	chr3	197476115	197477557	+	0	NA	promoter-TSS (KIAA0226)	-promoter-TSS (KIAA0226)	-425	FYTTD1	FYTTD1	NM_032288			FYTTD1			NA
Interval_18327	chr8	81083397	81084219	+	0	NA	promoter-TSS (TPD52)	-promoter-TSS (TPD52)	-373	TPD52	TPD52	NM_005079			TPD52			NA
Interval_9426	chr19	10627951	10628312	+	0	NA	promoter-TSS (S1PR5)	-promoter-TSS (S1PR5)	-5	S1PR5	S1PR5	NM_001166215			S1PR5			NA
