PeakID (cmd=annotatePeaks.pl ENCAB000AIL.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_10452	chr3	101405404	101405560	+	0	NA	promoter-TSS (RPL24)	-promoter-TSS (RPL24)	81	RPL24	RPL24	NM_000986			RPL24			NA
Interval_14652	chrX	16737570	16737765	+	0	NA	promoter-TSS (SYAP1)	-promoter-TSS (SYAP1)	-40	SYAP1	SYAP1	NM_032796			SYAP1			NA
Interval_13883	chr8	142141902	142142033	+	0	NA	intron (DENND3, intron 1 of 22)	-intron (DENND3, intron 1 of 22)	3247	DENND3	DENND3	NM_014957			DENND3			NA
Interval_6257	chr17	61627388	61627629	+	0	NA	promoter-TSS (DCAF7)	-promoter-TSS (DCAF7)	-288	DCAF7	DCAF7	NR_073585			DCAF7			NA
Interval_2127	chr11	18127489	18127726	+	0	NA	promoter-TSS (SAAL1)	-promoter-TSS (SAAL1)	31	SAAL1	SAAL1	NM_138421			SAAL1			NA
Interval_3582	chr13	37573407	37573548	+	0	NA	promoter-TSS (ALG5)	-promoter-TSS (ALG5)	27	ALG5	ALG5	NM_001142364			ALG5			NA
Interval_10279	chr3	49131752	49131929	+	0	NA	promoter-TSS (QRICH1)	-promoter-TSS (QRICH1)	-336	QRICH1	QRICH1	NM_017730			QRICH1			NA
Interval_5893	chr17	28705863	28706057	+	0	NA	promoter-TSS (CPD)	-promoter-TSS (CPD)	18	CPD	CPD	NM_001199775			CPD			NA
Interval_14466	chr9	132648073	132648241	+	0	NA	Intergenic	Intergenic	16273	MIR6855	MIR6855	NR_106914			MIR6855			NA
Interval_14351	chr9	124041183	124041326	+	0	NA	intron (GSN, intron 1 of 16)	-intron (GSN, intron 1 of 16)	6554	GSN-AS1	GSN-AS1	NR_103560			GSN-AS1			NA
Interval_3948	chr14	55493769	55494146	+	0	NA	promoter-TSS (WDHD1)	-promoter-TSS (WDHD1)	113	SOCS4	SOCS4	NM_080867			SOCS4			NA
Interval_6359	chr17	73389928	73390184	+	0	NA	intron (GRB2, intron 1 of 4)	-intron (GRB2, intron 1 of 5)	11734	GRB2	GRB2	NM_203506			GRB2			NA
Interval_6342	chr17	73008673	73008923	+	0	NA	promoter-TSS (ICT1)	-promoter-TSS (ICT1)	39	ICT1	ICT1	NM_001303265			ICT1			NA
Interval_4517	chr15	64915126	64915306	+	0	NA	exon (ZNF609, exon 2 of 9)	-exon (ZNF609, exon 2 of 9)	80264	OAZ2	OAZ2	NM_002537			OAZ2			NA
Interval_1623	chr10	63760122	63760280	+	0	NA	intron (ARID5B, intron 4 of 9)	-intron (ARID5B, intron 4 of 9)	24140	MIR548AV	MIR548AV	NR_049858			MIR548AV			NA
Interval_7113	chr19	10714002	10714257	+	0	NA	intron (SLC44A2, intron 1 of 21)	-intron (SLC44A2, intron 1 of 21)	-16138	AP1M2	AP1M2	NM_001300887			AP1M2			NA
Interval_9158	chr20	34360263	34360397	+	0	NA	intron (PHF20, intron 1 of 17)	-intron (PHF20, intron 1 of 17)	407	PHF20	PHF20	NM_016436			PHF20			NA
Interval_9872	chr22	41347192	41347453	+	0	NA	promoter-TSS (RBX1)	-promoter-TSS (RBX1)	-29	RBX1	RBX1	NM_014248			RBX1			NA
Interval_12533	chr6	111580376	111580686	+	0	NA	promoter-TSS (KIAA1919)	-promoter-TSS (KIAA1919)	49	KIAA1919	KIAA1919	NM_153369			KIAA1919			NA
Interval_8886	chr2	232328364	232329357	+	0	NA	intron (NCL, intron 1 of 13)	-intron (NCL, intron 1 of 13)	345	NCL	NCL	NM_005381			NCL			NA
Interval_3033	chr12	54608589	54608736	+	0	NA	Intergenic	Intergenic	16598	MIR3198-2	MIR3198-2	NR_039851			MIR3198-2			NA
Interval_12889	chr7	30066397	30066528	+	0	NA	promoter-TSS (FKBP14)	-promoter-TSS (FKBP14)	-45	FKBP14	FKBP14	NM_017946			FKBP14			NA
Interval_2883	chr12	21590596	21590733	+	0	NA	exon (PYROXD1, exon 1 of 12)	-exon (PYROXD1, exon 1 of 12)	126	PYROXD1	PYROXD1	NM_024854			PYROXD1			NA
Interval_11765	chr5	149791196	149791370	+	0	NA	intron (CD74, intron 1 of 7)	-intron (CD74, intron 1 of 5)	1216	CD74	CD74	NM_004355			CD74			NA
Interval_6115	chr17	44269965	44270239	+	0	NA	promoter-TSS (KANSL1)	-promoter-TSS (KANSL1)	170	KANSL1	KANSL1	NM_001193465			KANSL1			NA
Interval_5676	chr17	5389812	5390296	+	0	NA	promoter-TSS (DERL2)	-promoter-TSS (DERL2)	-159	MIS12	MIS12	NM_001258220			MIS12			NA
Interval_7951	chr2	8124152	8124381	+	0	NA	Intergenic	Intergenic	-7321	LINC00298	LINC00298	NR_015405			LINC00298			NA
Interval_1408	chr10	1507854	1508040	+	0	NA	intron (ADARB2, intron 1 of 9)	-intron (ADARB2, intron 1 of 9)	-60878	ADARB2-AS1	ADARB2-AS1	NR_033387			ADARB2-AS1			NA
Interval_4490	chr15	62352350	62352480	+	0	NA	intron (VPS13C, intron 1 of 84)	-intron (VPS13C, intron 1 of 81)	249	VPS13C	VPS13C	NM_017684			VPS13C			NA
Interval_10708	chr3	179041457	179041604	+	0	NA	promoter-TSS (ZNF639)	-promoter-TSS (ZNF639)	-21	ZNF639	ZNF639	NM_001303426			ZNF639			NA
Interval_12168	chr6	31619971	31620171	+	0	NA	promoter-TSS (BAG6)	-promoter-TSS (BAG6)	-116	APOM	APOM	NM_001256169_6			APOM			NA
Interval_4492	chr15	63340534	63340696	+	0	NA	promoter-TSS (TPM1)	-promoter-TSS (TPM1)	-21	TPM1	TPM1	NM_001018020			TPM1			NA
Interval_10690	chr3	169899436	169899682	+	0	NA	promoter-TSS (PHC3)	-promoter-TSS (PHC3)	-22	PHC3	PHC3	NM_024947			PHC3			NA
Interval_3430	chr12	125030615	125030788	+	0	NA	intron (NCOR2, intron 1 of 48)	-intron (NCOR2, intron 1 of 47)	21309	NCOR2	NCOR2	NM_001077261			NCOR2			NA
Interval_226	chr1	21660707	21660860	+	0	NA	intron (ECE1, intron 1 of 18)	-intron (ECE1, intron 1 of 18)	41000	LOC100506801	LOC100506801	NR_038404			LOC100506801			NA
Interval_14081	chr9	34637220	34637528	+	0	NA	exon (SIGMAR1, exon 2 of 4)	-exon (SIGMAR1, exon 2 of 4)	449	SIGMAR1	SIGMAR1	NM_147157			SIGMAR1			NA
Interval_9609	chr22	18262159	18262631	+	0	NA	TTS (LINC00528)	-TTS (LINC00528)	2339	LINC00528	LINC00528	NR_103718			LINC00528			NA
Interval_14654	chrX	16804934	16805156	+	0	NA	intron (TXLNG, intron 1 of 7)	-intron (TXLNG, intron 1 of 7)	490	TXLNG	TXLNG	NM_001168683			TXLNG			NA
Interval_7353	chr19	19496552	19496727	+	0	NA	promoter-TSS (GATAD2A)	-promoter-TSS (GATAD2A)	-3	GATAD2A	GATAD2A	NM_001300946			GATAD2A			NA
Interval_10206	chr3	44039623	44039770	+	0	NA	Intergenic	Intergenic	-116008	MIR138-1	MIR138-1	NR_029700			MIR138-1			NA
Interval_9610	chr22	18268086	18268276	+	0	NA	Intergenic	Intergenic	8125	LINC00528	LINC00528	NR_103718			LINC00528			NA
Interval_14374	chr9	127421423	127421554	+	0	NA	intron (MIR181A2HG, intron 1 of 1)	-intron (NR6A1, intron 2 of 9)	773	MIR181A2HG	MIR181A2HG	NR_038975			MIR181A2HG			NA
Interval_2989	chr12	51420134	51420463	+	0	NA	promoter-TSS (SLC11A2)	-promoter-TSS (SLC11A2)	-99	SLC11A2	SLC11A2	NM_001174125			SLC11A2			NA
Interval_13586	chr8	42128619	42128915	+	0	NA	promoter-TSS (IKBKB)	-promoter-TSS (IKBKB)	-53	IKBKB	IKBKB	NM_001242778			IKBKB			NA
Interval_11286	chr5	472951	473211	+	0	NA	promoter-TSS (PP7080)	-promoter-TSS (PP7080)	-1	PP7080	PP7080	NR_024158			PP7080			NA
Interval_537	chr1	45251938	45252341	+	0	NA	exon (BEST4, exon 3 of 9)	-exon (BEST4, exon 3 of 9)	1287	BEST4	BEST4	NM_153274			BEST4			NA
Interval_13499	chr8	27184064	27184182	+	0	NA	intron (PTK2B, intron 1 of 30)	-intron (PTK2B, intron 2 of 31)	1127	PTK2B	PTK2B	NM_173175			PTK2B			NA
Interval_868	chr1	154193729	154193847	+	0	NA	promoter-TSS (C1orf43)	-promoter-TSS (C1orf43)	463	UBAP2L	UBAP2L	NM_001287816			UBAP2L			NA
Interval_5503	chr16	89126714	89127050	+	0	NA	Intergenic	Intergenic	-33335	ACSF3	ACSF3	NM_001243279			ACSF3			NA
Interval_8990	chr20	307722	308111	+	0	NA	exon (SOX12, exon 1 of 1)	-exon (SOX12, exon 1 of 1)	1701	SOX12	SOX12	NM_006943			SOX12			NA
Interval_14195	chr9	91925969	91926161	+	0	NA	promoter-TSS (CKS2)	-promoter-TSS (CKS2)	-45	CKS2	CKS2	NM_001827			CKS2			NA
Interval_365	chr1	31222696	31222848	+	0	NA	intron (LAPTM5, intron 1 of 7)	-intron (LAPTM5, intron 1 of 7)	7911	LAPTM5	LAPTM5	NM_006762			LAPTM5			NA
Interval_13922	chr8	144897880	144898154	+	0	NA	promoter-TSS (SCRIB)	-promoter-TSS (SCRIB)	-468	SCRIB	SCRIB	NM_182706			SCRIB			NA
Interval_4320	chr15	31283745	31283863	+	0	NA	promoter-TSS (MTMR10)	-promoter-TSS (MTMR10)	3	MTMR10	MTMR10	NM_017762			MTMR10			NA
Interval_1065	chr1	182570609	182570749	+	0	NA	intron (RGS16, intron 4 of 4)	-intron (RGS16, intron 4 of 4)	2869	RGS16	RGS16	NM_002928			RGS16			NA
Interval_8890	chr2	232422695	232422813	+	0	NA	Intergenic	Intergenic	-27572	NMUR1	NMUR1	NM_006056			NMUR1			NA
Interval_4646	chr15	76135284	76135885	+	0	NA	promoter-TSS (UBE2Q2)	-promoter-TSS (UBE2Q2)	-43	UBE2Q2	UBE2Q2	NM_001284382			UBE2Q2			NA
Interval_8592	chr2	137003723	137003869	+	0	NA	Intergenic	Intergenic	-128071	CXCR4	CXCR4	NM_003467			CXCR4			NA
Interval_8704	chr2	190305763	190305926	+	0	NA	promoter-TSS (WDR75)	-promoter-TSS (WDR75)	-315	WDR75	WDR75	NM_001303096			WDR75			NA
Interval_10031	chr3	4508815	4509024	+	0	NA	promoter-TSS (SUMF1)	-promoter-TSS (SUMF1)	47	SUMF1	SUMF1	NM_001164674			SUMF1			NA
Interval_11280	chr5	374085	374203	+	0	NA	intron (AHRR, intron 3 of 11)	-intron (AHRR, intron 3 of 10)	69131	EXOC3-AS1	EXOC3-AS1	NR_126522			EXOC3-AS1			NA
Interval_11328	chr5	10562869	10563189	+	0	NA	Intergenic	Intergenic	-1406	ANKRD33B	ANKRD33B	NM_001164440			ANKRD33B			NA
Interval_13684	chr8	80803158	80803282	+	0	NA	Intergenic	Intergenic	-19248	LOC101927040	LOC101927040	NR_110954			LOC101927040			NA
Interval_13448	chr8	17780031	17780591	+	0	NA	promoter-TSS (PCM1)	-promoter-TSS (PCM1)	-55	PCM1	PCM1	NM_006197			PCM1			NA
Interval_9653	chr22	22108841	22108982	+	0	NA	Intergenic	Intergenic	-18788	YPEL1	YPEL1	NR_130910			YPEL1			NA
Interval_11000	chr4	68411119	68411358	+	0	NA	promoter-TSS (CENPC)	-promoter-TSS (CENPC)	18	CENPC	CENPC	NM_001812			CENPC			NA
Interval_13257	chr7	128544804	128544986	+	0	NA	intron (KCP, intron 5 of 36)	-intron (KCP, intron 5 of 36)	5878	KCP	KCP	NM_199349			KCP			NA
Interval_1934	chr10	120789927	120790136	+	0	NA	exon (NANOS1, exon 1 of 1)	-exon (NANOS1, exon 1 of 1)	803	NANOS1	NANOS1	NM_199461			NANOS1			NA
Interval_12931	chr7	43768999	43769224	+	0	NA	promoter-TSS (COA1)	-promoter-TSS (COA1)	29	COA1	COA1	NR_047701			COA1			NA
Interval_722	chr1	109618515	109618735	+	0	NA	promoter-TSS (TAF13)	-promoter-TSS (TAF13)	-1	TAF13	TAF13	NM_005645			TAF13			NA
Interval_4697	chr15	85524482	85524690	+	0	NA	promoter-TSS (PDE8A)	-promoter-TSS (PDE8A)	-619	PDE8A	PDE8A	NM_173454			PDE8A			NA
Interval_5610	chr17	2304790	2305220	+	0	NA	promoter-TSS (MNT)	-promoter-TSS (MNT)	-747	MNT	MNT	NM_020310			MNT			NA
Interval_5001	chr16	12897742	12897893	+	0	NA	promoter-TSS (CPPED1)	-promoter-TSS (CPPED1)	-73	CPPED1	CPPED1	NM_018340			CPPED1			NA
Interval_2925	chr12	39298727	39298906	+	0	NA	intron (CPNE8, intron 1 of 19)	-intron (CPNE8, intron 1 of 19)	604	CPNE8	CPNE8	NM_153634			CPNE8			NA
Interval_5999	chr17	38269455	38269802	+	0	NA	Intergenic	Intergenic	-9162	MSL1	MSL1	NM_001012241			MSL1			NA
Interval_4651	chr15	78183845	78184043	+	0	NA	Intergenic	Intergenic	35244	LOC645752	LOC645752	NR_027024			LOC645752			NA
Interval_4670	chr15	80254639	80254799	+	0	NA	intron (BCL2A1, intron 1 of 1)	-intron (BCL2A1, intron 2 of 2)	8924	BCL2A1	BCL2A1	NM_001114735			BCL2A1			NA
Interval_12712	chr6	170151456	170151962	+	0	NA	promoter-TSS (ERMARD)	-promoter-TSS (ERMARD)	-9	ERMARD	ERMARD	NM_001278531			ERMARD			NA
Interval_4190	chr14	93418353	93418518	+	0	NA	intron (ITPK1, intron 8 of 10)	-intron (ITPK1, intron 8 of 10)	28990	CHGA	CHGA	NM_001275			CHGA			NA
Interval_1815	chr10	99257947	99258577	+	0	NA	promoter-TSS (UBTD1)	-promoter-TSS (UBTD1)	104	MMS19	MMS19	NM_001289405			MMS19			NA
Interval_3234	chr12	105352409	105352604	+	0	NA	Intergenic	Intergenic	-27592	C12orf45	C12orf45	NM_152318			C12orf45			NA
Interval_12686	chr6	163834494	163834678	+	0	NA	exon (CAHM, exon 1 of 1)	-exon (CAHM, exon 1 of 1)	396	CAHM	CAHM	NR_037593			CAHM			NA
Interval_3016	chr12	53693483	53693787	+	0	NA	TTS (PFDN5)	-TTS (PFDN5)	165	C12orf10	C12orf10	NM_021640			C12orf10			NA
Interval_5507	chr16	89238037	89238226	+	0	NA	promoter-TSS (CDH15)	-promoter-TSS (CDH15)	-32	CDH15	CDH15	NM_004933			CDH15			NA
Interval_5868	chr17	27055566	27055808	+	0	NA	promoter-TSS (NEK8)	-promoter-TSS (NEK8)	-145	NEK8	NEK8	NM_178170			NEK8			NA
Interval_9915	chr22	42666791	42667053	+	0	NA	intron (OGFRP1, intron 1 of 1)	-intron (OGFRP1, intron 1 of 1)	1163	OGFRP1	OGFRP1	NR_036498			OGFRP1			NA
Interval_11511	chr5	89705822	89705940	+	0	NA	promoter-TSS (CETN3)	-promoter-TSS (CETN3)	64	LOC731157	LOC731157	NR_105024			LOC731157			NA
Interval_1535	chr10	28821440	28821682	+	0	NA	promoter-TSS (WAC)	-promoter-TSS (WAC)	-278	WAC-AS1	WAC-AS1	NR_033805			WAC-AS1			NA
Interval_7511	chr19	39971293	39971691	+	0	NA	exon (TIMM50, exon 1 of 11)	-exon (TIMM50, exon 1 of 11)	440	TIMM50	TIMM50	NM_001001563			TIMM50			NA
Interval_11984	chr6	3118700	3118830	+	0	NA	exon (BPHL, exon 1 of 8)	-exon (BPHL, exon 1 of 8)	155	BPHL	BPHL	NM_004332			BPHL			NA
Interval_10774	chr3	195163939	195164149	+	0	NA	promoter-TSS (ACAP2)	-promoter-TSS (ACAP2)	-227	ACAP2	ACAP2	NM_012287			ACAP2			NA
Interval_6545	chr18	158123	158409	+	0	NA	promoter-TSS (USP14)	-promoter-TSS (USP14)	-217	USP14	USP14	NM_001037334			USP14			NA
Interval_9037	chr20	5591540	5591967	+	0	NA	promoter-TSS (GPCPD1)	-promoter-TSS (GPCPD1)	-81	GPCPD1	GPCPD1	NM_019593			GPCPD1			NA
Interval_5352	chr16	70332958	70333311	+	0	NA	promoter-TSS (DDX19B)	-promoter-TSS (DDX19B)	72	DDX19B	DDX19B	NM_001014449			DDX19B			NA
Interval_3819	chr14	24564708	24564947	+	0	NA	intron (PCK2, intron 2 of 9)	-intron (PCK2, intron 1 of 6)	1487	PCK2	PCK2	NM_004563			PCK2			NA
Interval_12433	chr6	80579404	80579567	+	0	NA	intron (C6orf7, intron 1 of 3)	-intron (C6orf7, intron 1 of 3)	-57522	C6orf7	C6orf7	NM_001243308			C6orf7			NA
Interval_5562	chr17	1303301	1303687	+	0	NA	promoter-TSS (YWHAE)	-promoter-TSS (YWHAE)	62	YWHAE	YWHAE	NM_006761			YWHAE			NA
Interval_1010	chr1	169454475	169454666	+	0	NA	intron (SLC19A2, intron 1 of 5)	-intron (SLC19A2, intron 1 of 5)	638	SLC19A2	SLC19A2	NM_006996			SLC19A2			NA
Interval_5900	chr17	29818522	29818663	+	0	NA	intron (RAB11FIP4, intron 1 of 12)	-intron (RAB11FIP4, intron 1 of 12)	-43309	MIR4724	MIR4724	NR_039877			MIR4724			NA
Interval_4358	chr15	38544018	38544241	+	0	NA	promoter-TSS (SPRED1)	-promoter-TSS (SPRED1)	-923	SPRED1	SPRED1	NM_152594			SPRED1			NA
Interval_12502	chr6	106960238	106960472	+	0	NA	exon (AIM1, exon 1 of 20)	-exon (AIM1, exon 1 of 20)	625	AIM1	AIM1	NM_001624			AIM1			NA
Interval_8656	chr2	172378755	172378964	+	0	NA	promoter-TSS (CYBRD1)	-promoter-TSS (CYBRD1)	-7	CYBRD1	CYBRD1	NM_001256909			CYBRD1			NA
Interval_9374	chr20	61847582	61847890	+	0	NA	promoter-TSS (YTHDF1)	-promoter-TSS (YTHDF1)	-198	YTHDF1	YTHDF1	NM_017798			YTHDF1			NA
Interval_6693	chr18	48723952	48724083	+	0	NA	promoter-TSS (MEX3C)	-promoter-TSS (MEX3C)	34	MEX3C	MEX3C	NM_016626			MEX3C			NA
Interval_2961	chr12	49393161	49393337	+	0	NA	promoter-TSS (DDN)	-promoter-TSS (DDN)	-161	DDN	DDN	NM_015086			DDN			NA
Interval_4735	chr15	93198931	93199194	+	0	NA	promoter-TSS (FAM174B)	-promoter-TSS (FAM174B)	-31	FAM174B	FAM174B	NM_207446			FAM174B			NA
Interval_7688	chr19	47852561	47852728	+	0	NA	intron (DHX34, intron 1 of 16)	-intron (DHX34, intron 1 of 16)	106	DHX34	DHX34	NM_014681			DHX34			NA
Interval_6250	chr17	58754607	58755226	+	0	NA	promoter-TSS (BCAS3)	-promoter-TSS (BCAS3)	-256	BCAS3	BCAS3	NM_001099432			BCAS3			NA
Interval_9032	chr20	5059174	5059441	+	0	NA	Intergenic	Intergenic	34426	TMEM230	TMEM230	NM_001009923			TMEM230			NA
Interval_2424	chr11	66311282	66311400	+	0	NA	exon (ZDHHC24, exon 2 of 3)	-exon (ZDHHC24, exon 2 of 3)	2330	ZDHHC24	ZDHHC24	NM_207340			ZDHHC24			NA
Interval_6418	chr17	75461771	75461950	+	0	NA	intron (SEPT9, intron 1 of 9)	-intron (SEPT9, intron 3 of 11)	-68724	MIR4316	MIR4316	NR_036200			MIR4316			NA
Interval_8808	chr2	219081676	219081904	+	0	NA	promoter-TSS (ARPC2)	-promoter-TSS (ARPC2)	-27	ARPC2	ARPC2	NM_005731			ARPC2			NA
Interval_5344	chr16	69599663	69599821	+	0	NA	promoter-TSS (NFAT5)	-promoter-TSS (NFAT5)	29	MIR1538	MIR1538	NR_031719			MIR1538			NA
Interval_6053	chr17	40706588	40706935	+	0	NA	exon (HSD17B1, exon 6 of 6)	-exon (HSD17B1, exon 6 of 6)	2777	HSD17B1	HSD17B1	NM_000413			HSD17B1			NA
Interval_9932	chr22	43485354	43485611	+	0	NA	promoter-TSS (TTLL1)	-promoter-TSS (TTLL1)	-48	TTLL1	TTLL1	NR_027779			TTLL1			NA
Interval_13792	chr8	105601444	105601657	+	0	NA	promoter-TSS (LRP12)	-promoter-TSS (LRP12)	-298	LRP12	LRP12	NM_013437			LRP12			NA
Interval_4496	chr15	63481495	63481696	+	0	NA	promoter-TSS (RAB8B)	-promoter-TSS (RAB8B)	-133	RAB8B	RAB8B	NM_016530			RAB8B			NA
Interval_3773	chr13	113864235	113864678	+	0	NA	intron (CUL4A, intron 2 of 19)	-intron (CUL4A, intron 2 of 19)	1370	CUL4A	CUL4A	NM_001008895			CUL4A			NA
Interval_14011	chr9	6008511	6008714	+	0	NA	promoter-TSS (KIAA2026)	-promoter-TSS (KIAA2026)	-609	KIAA2026	KIAA2026	NM_001017969			KIAA2026			NA
Interval_4785	chr16	279056	279209	+	0	NA	intron (LUC7L, intron 1 of 9)	-intron (LUC7L, intron 1 of 8)	317	LUC7L	LUC7L	NM_018032			LUC7L			NA
Interval_6075	chr17	42083946	42084082	+	0	NA	exon (NAGS, exon 4 of 7)	-exon (NAGS, exon 4 of 7)	1982	NAGS	NAGS	NM_153006			NAGS			NA
Interval_6846	chr19	1665577	1665699	+	0	NA	Intergenic	Intergenic	-13310	TCF3	TCF3	NM_003200			TCF3			NA
Interval_12079	chr6	18264624	18264765	+	0	NA	exon (DEK, exon 1 of 10)	-exon (DEK, exon 1 of 10)	105	DEK	DEK	NM_003472			DEK			NA
Interval_4308	chr14	106996013	106996200	+	0	NA	Intergenic	Intergenic	57661	LINC00221	LINC00221	NR_027457			LINC00221			NA
Interval_14637	chrX	11381259	11381438	+	0	NA	intron (ARHGAP6, intron 1 of 14)	-intron (ARHGAP6, intron 1 of 12)	69815	AMELX	AMELX	NM_182681			AMELX			NA
Interval_10642	chr3	151986843	151987137	+	0	NA	intron (MBNL1, intron 1 of 8)	-intron (MBNL1, intron 1 of 9)	425	MBNL1-AS1	MBNL1-AS1	NR_027037			MBNL1-AS1			NA
Interval_10780	chr3	195808350	195808551	+	0	NA	intron (TFRC, intron 1 of 18)	-intron (TFRC, intron 1 of 18)	511	TFRC	TFRC	NM_001128148			TFRC			NA
Interval_10162	chr3	34303632	34303805	+	0	NA	Intergenic	Intergenic	463655	PDCD6IP	PDCD6IP	NM_013374			PDCD6IP			NA
Interval_11923	chr5	177631366	177631627	+	0	NA	promoter-TSS (HNRNPAB)	-promoter-TSS (HNRNPAB)	-12	HNRNPAB	HNRNPAB	NM_004499			HNRNPAB			NA
Interval_10335	chr3	51975781	51976526	+	0	NA	promoter-TSS (PARP3)	-promoter-TSS (PARP3)	-168	PARP3	PARP3	NM_001003931			PARP3			NA
Interval_9035	chr20	5107498	5107621	+	0	NA	promoter-TSS (PCNA)	-promoter-TSS (PCNA)	152	CDS2	CDS2	NM_003818			CDS2			NA
Interval_9929	chr22	43263898	43264016	+	0	NA	Intergenic	Intergenic	-10549	ARFGAP3	ARFGAP3	NM_014570			ARFGAP3			NA
Interval_10585	chr3	133292037	133292215	+	0	NA	promoter-TSS (CDV3)	-promoter-TSS (CDV3)	-308	CDV3	CDV3	NM_001282764			CDV3			NA
Interval_724	chr1	109642599	109643010	+	0	NA	promoter-TSS (SCARNA2)	-promoter-TSS (SCARNA2)	-11	SCARNA2	SCARNA2	NR_003023			SCARNA2			NA
Interval_14608	chr9	140311966	140312293	+	0	NA	intron (EXD3, intron 1 of 2)	-intron (EXD3, intron 1 of 7)	5585	EXD3	EXD3	NR_104598			EXD3			NA
Interval_3178	chr12	93771617	93771735	+	0	NA	promoter-TSS (NUDT4)	-promoter-TSS (NUDT4)	-23	NUDT4	NUDT4	NM_001301024			NUDT4			NA
Interval_4851	chr16	2205620	2205770	+	0	NA	promoter-TSS (TRAF7)	-promoter-TSS (TRAF7)	-104	TRAF7	TRAF7	NM_032271			TRAF7			NA
Interval_7758	chr19	50169205	50169324	+	0	NA	promoter-TSS (IRF3)	-promoter-TSS (IRF3)	-132	IRF3	IRF3	NM_001571			IRF3			NA
Interval_4123	chr14	78083410	78083556	+	0	NA	promoter-TSS (SPTLC2)	-promoter-TSS (SPTLC2)	-373	SPTLC2	SPTLC2	NM_004863			SPTLC2			NA
Interval_7447	chr19	37019569	37019788	+	0	NA	promoter-TSS (ZNF260)	-promoter-TSS (ZNF260)	-430	ZNF260	ZNF260	NM_001012756			ZNF260			NA
Interval_3922	chr14	50583207	50583522	+	0	NA	promoter-TSS (VCPKMT)	-promoter-TSS (VCPKMT)	-67	VCPKMT	VCPKMT	NM_024558			VCPKMT			NA
Interval_3538	chr13	28024237	28024363	+	0	NA	promoter-TSS (MTIF3)	-promoter-TSS (MTIF3)	439	MTIF3	MTIF3	NM_152912			MTIF3			NA
Interval_3289	chr12	111099233	111099581	+	0	NA	intron (HVCN1, intron 2 of 6)	-intron (HVCN1, intron 3 of 7)	27555	HVCN1	HVCN1	NM_001040107			HVCN1			NA
Interval_5012	chr16	15068888	15069054	+	0	NA	exon (PDXDC1, exon 1 of 22)	-exon (PDXDC1, exon 1 of 22)	151	PDXDC1	PDXDC1	NM_001285449			PDXDC1			NA
Interval_3215	chr12	103889800	103889987	+	0	NA	promoter-TSS (C12orf42)	-promoter-TSS (C12orf42)	-105	C12orf42	C12orf42	NR_103526			C12orf42			NA
Interval_56	chr1	2136882	2137078	+	0	NA	intron (FAAP20, intron 2 of 7)	-intron (FAAP20, intron 3 of 7)	-10766	FAAP20	FAAP20	NM_001282670			FAAP20			NA
Interval_4791	chr16	451588	451710	+	0	NA	promoter-TSS (DECR2)	-promoter-TSS (DECR2)	-209	DECR2	DECR2	NM_020664			DECR2			NA
Interval_77	chr1	2509774	2509983	+	0	NA	intron (LOC100996583, intron 1 of 3)	-intron (LOC100996583, intron 1 of 3)	-8021	FAM213B	FAM213B	NM_152371			FAM213B			NA
Interval_1218	chr1	212003799	212003919	+	0	NA	intron (LPGAT1, intron 1 of 7)	-intron (LPGAT1, intron 1 of 7)	255	LPGAT1	LPGAT1	NM_014873			LPGAT1			NA
Interval_8906	chr2	232574895	232575166	+	0	NA	intron (PTMA, intron 1 of 4)	-intron (PTMA, intron 1 of 4)	1795	PTMA	PTMA	NM_001099285			PTMA			NA
Interval_7775	chr19	50887292	50887413	+	0	NA	promoter-TSS (POLD1)	-promoter-TSS (POLD1)	-228	POLD1	POLD1	NM_001308632			POLD1			NA
Interval_5975	chr17	37557827	37558042	+	0	NA	promoter-TSS (FBXL20)	-promoter-TSS (FBXL20)	-25	FBXL20	FBXL20	NM_032875			FBXL20			NA
Interval_4793	chr16	475266	475586	+	0	NA	promoter-TSS (RAB11FIP3)	-promoter-TSS (RAB11FIP3)	-242	RAB11FIP3	RAB11FIP3	NM_014700			RAB11FIP3			NA
Interval_6084	chr17	42295775	42296051	+	0	NA	intron (UBTF, intron 1 of 20)	-intron (UBTF, intron 1 of 19)	3081	UBTF	UBTF	NR_045058			UBTF			NA
Interval_1638	chr10	69834594	69835203	+	0	NA	intron (HERC4, intron 1 of 25)	-intron (HERC4, intron 1 of 23)	205	HERC4	HERC4	NM_015601			HERC4			NA
Interval_9096	chr20	25604205	25605103	+	0	NA	promoter-TSS (NANP)	-promoter-TSS (NANP)	-6	NANP	NANP	NM_152667			NANP			NA
Interval_8946	chr2	240291570	240291737	+	0	NA	intron (HDAC4, intron 1 of 26)	-intron (HDAC4, intron 1 of 26)	-18154	MIR2467	MIR2467	NR_039948			MIR2467			NA
Interval_13952	chr8	145653934	145654170	+	0	NA	promoter-TSS (VPS28)	-promoter-TSS (VPS28)	-106	VPS28	VPS28	NM_016208			VPS28			NA
