PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_435	chr12	12775584	12775826	+	72	NA	intron (CREBL2, intron 1 of 3)	-intron (CREBL2, intron 1 of 3)	10938	CREBL2	CREBL2	NM_001310			CREBL2			NA
TCF12_IP_R1_peak_167	chr1	203907150	203907417	+	72	NA	Intergenic	Intergenic	76570	SNRPE	SNRPE	NM_001304464			SNRPE			NA
TCF12_IP_R1_peak_952	chr19	372006	372243	+	72	NA	intron (THEG, intron 4 of 6)	-intron (THEG, intron 5 of 7)	3889	THEG	THEG	NM_199202			THEG			NA
TCF12_IP_R1_peak_1160	chr20	3032092	3032363	+	72	NA	Intergenic	Intergenic	5552	MRPS26	MRPS26	NM_030811			MRPS26			NA
TCF12_IP_R1_peak_960	chr19	8260023	8260255	+	72	NA	Intergenic	Intergenic	-14078	CERS4	CERS4	NM_024552			CERS4			NA
TCF12_IP_R1_peak_1102	chr2	171508391	171508624	+	72	NA	intron (MYO3B, intron 33 of 34)	-intron (MYO3B, intron 32 of 33)	62570	LINC01124	LINC01124	NR_027433			LINC01124			NA
TCF12_IP_R1_peak_1022	chr2	25433116	25433407	+	72	NA	Intergenic	Intergenic	-41702	POMC	POMC	NM_000939			POMC			NA
TCF12_IP_R1_peak_718	chr15	99988194	99988675	+	72	NA	Intergenic	Intergenic	-117699	MEF2A	MEF2A	NM_005587			MEF2A			NA
TCF12_IP_R1_peak_49	chr1	38353836	38354277	+	72	NA	intron (INPP5B, intron 9 of 23)	-intron (INPP5B, intron 3 of 17)	-28764	MTF1	MTF1	NM_005955			MTF1			NA
TCF12_IP_R1_peak_338	chr11	15134849	15135237	+	72	NA	intron (INSC, intron 1 of 12)	-intron (INSC, intron 1 of 12)	-35605	INSC	INSC	NM_001278314			INSC			NA
TCF12_IP_R1_peak_1036	chr2	59640978	59641581	+	72	NA	Intergenic	Intergenic	196436	LOC101927285	LOC101927285	NR_110219			LOC101927285			NA
TCF12_IP_R1_peak_1959	chr9	37650721	37650964	+	71	NA	promoter-TSS (FRMPD1)	-promoter-TSS (FRMPD1)	-210	FRMPD1	FRMPD1	NM_014907			FRMPD1			NA
TCF12_IP_R1_peak_241	chr10	22955989	22956221	+	71	NA	intron (PIP4K2A, intron 1 of 9)	-intron (PIP4K2A, intron 1 of 9)	47398	PIP4K2A	PIP4K2A	NM_005028			PIP4K2A			NA
TCF12_IP_R1_peak_1867	chr8	23018598	23018861	+	71	NA	intron (TNFRSF10D, intron 1 of 8)	-intron (TNFRSF10D, intron 1 of 8)	2814	TNFRSF10D	TNFRSF10D	NM_003840			TNFRSF10D			NA
TCF12_IP_R1_peak_715	chr15	96407764	96408027	+	71	NA	Intergenic	Intergenic	431573	LINC00924	LINC00924	NR_027132			LINC00924			NA
TCF12_IP_R1_peak_847	chr17	40636373	40636628	+	71	NA	intron (ATP6V0A1, intron 9 of 20)	-intron (ATP6V0A1, intron 9 of 20)	-10291	MIR548AT	MIR548AT	NR_049845			MIR548AT			NA
TCF12_IP_R1_peak_932	chr18	50857729	50858000	+	71	NA	intron (DCC, intron 14 of 28)	-intron (DCC, intron 14 of 28)	94393	MIR4528	MIR4528	NR_130465			MIR4528			NA
TCF12_IP_R1_peak_1421	chr3	182871376	182871609	+	71	NA	exon (LAMP3, exon 2 of 6)	-exon (LAMP3, exon 2 of 6)	9175	LAMP3	LAMP3	NM_014398			LAMP3			NA
TCF12_IP_R1_peak_356	chr11	46435525	46435859	+	71	NA	intron (AMBRA1, intron 16 of 18)	-intron (AMBRA1, intron 17 of 19)	-27534	CHRM4	CHRM4	NM_000741			CHRM4			NA
TCF12_IP_R1_peak_274	chr10	74080222	74080470	+	71	NA	Intergenic	Intergenic	34561	DNAJB12	DNAJB12	NM_017626			DNAJB12			NA
TCF12_IP_R1_peak_1536	chr5	1793005	1793293	+	71	NA	Intergenic	Intergenic	6807	MRPL36	MRPL36	NM_032479			MRPL36			NA
TCF12_IP_R1_peak_1001	chr19	52049997	52050235	+	71	NA	Intergenic	Intergenic	-15006	SIGLEC6	SIGLEC6	NM_001245			SIGLEC6			NA
TCF12_IP_R1_peak_1473	chr4	78736822	78737177	+	71	NA	intron (CNOT6L, intron 1 of 11)	-intron (CNOT6L, intron 1 of 11)	3545	CNOT6L	CNOT6L	NM_144571			CNOT6L			NA
TCF12_IP_R1_peak_1658	chr6	13478935	13479249	+	71	NA	intron (GFOD1, intron 1 of 1)	-intron (GFOD1, intron 1 of 1)	-6797	GFOD1	GFOD1	NM_018988			GFOD1			NA
TCF12_IP_R1_peak_1478	chr4	81421553	81421787	+	71	NA	intron (C4orf22, intron 2 of 5)	-intron (C4orf22, intron 2 of 6)	164796	C4orf22	C4orf22	NM_001206997			C4orf22			NA
TCF12_IP_R1_peak_1972	chr9	86243618	86243901	+	71	NA	intron (IDNK, intron 3 of 5)	-intron (IDNK, intron 2 of 4)	5795	IDNK	IDNK	NM_001001551			IDNK			NA
TCF12_IP_R1_peak_1793	chr7	50188044	50188307	+	71	NA	intron (C7orf72, intron 7 of 8)	-intron (C7orf72, intron 7 of 8)	52493	C7orf72	C7orf72	NM_001161834			C7orf72			NA
TCF12_IP_R1_peak_53	chr1	42139401	42139699	+	71	NA	intron (HIVEP3, intron 1 of 7)	-intron (HIVEP3, intron 1 of 7)	-189196	EDN2	EDN2	NM_001956			EDN2			NA
TCF12_IP_R1_peak_598	chr14	91863713	91864010	+	71	NA	intron (CCDC88C, intron 3 of 29)	-intron (CCDC88C, intron 3 of 29)	20327	CCDC88C	CCDC88C	NM_001080414			CCDC88C			NA
TCF12_IP_R1_peak_1935	chr8	137084930	137085162	+	71	NA	Intergenic	Intergenic	615338	KHDRBS3	KHDRBS3	NM_006558			KHDRBS3			NA
TCF12_IP_R1_peak_859	chr17	47895467	47895715	+	71	NA	intron (KAT7, intron 9 of 14)	-intron (KAT7, intron 8 of 13)	-27681	FLJ45513	FLJ45513	NM_001242791			FLJ45513			NA
TCF12_IP_R1_peak_673	chr15	68075732	68075966	+	71	NA	intron (MAP2K5, intron 21 of 21)	-intron (MAP2K5, intron 21 of 21)	-36193	SKOR1	SKOR1	NM_001258024			SKOR1			NA
TCF12_IP_R1_peak_55	chr1	42706404	42706769	+	71	NA	intron (FOXJ3, intron 4 of 12)	-intron (FOXJ3, intron 4 of 12)	-76191	GUCA2A	GUCA2A	NM_033553			GUCA2A			NA
TCF12_IP_R1_peak_150	chr1	183164019	183164294	+	71	NA	intron (LAMC2, intron 1 of 21)	-intron (LAMC2, intron 1 of 22)	8982	LAMC2	LAMC2	NM_005562			LAMC2			NA
TCF12_IP_R1_peak_835	chr17	32783037	32783439	+	71	NA	Intergenic	Intergenic	-92986	CCL1	CCL1	NM_002981			CCL1			NA
TCF12_IP_R1_peak_1560	chr5	53467844	53468076	+	71	NA	intron (ARL15, intron 1 of 4)	-intron (ARL15, intron 1 of 4)	-96547	MIR4459	MIR4459	NR_039664_1			MIR4459			NA
TCF12_IP_R1_peak_756	chr16	54084401	54084753	+	70	NA	intron (FTO, intron 8 of 8)	-intron (FTO, intron 8 of 8)	11272	FTO-IT1	FTO-IT1	NR_103838			FTO-IT1			NA
TCF12_IP_R1_peak_653	chr15	56824990	56825374	+	70	NA	Intergenic	Intergenic	-67847	MNS1	MNS1	NM_018365			MNS1			NA
TCF12_IP_R1_peak_1224	chr21	32770341	32770638	+	70	NA	intron (TIAM1, intron 2 of 28)	-intron (TIAM1, intron 2 of 28)	160801	TIAM1	TIAM1	NM_003253			TIAM1			NA
TCF12_IP_R1_peak_1587	chr5	110588637	110589015	+	70	NA	intron (CAMK4, intron 1 of 10)	-intron (CAMK4, intron 1 of 10)	28879	CAMK4	CAMK4	NM_001744			CAMK4			NA
TCF12_IP_R1_peak_448	chr12	32824897	32825129	+	70	NA	Intergenic	Intergenic	-7121	DNM1L	DNM1L	NM_012063			DNM1L			NA
TCF12_IP_R1_peak_362	chr11	57192673	57192997	+	70	NA	intron (SLC43A3, intron 4 of 13)	-intron (SLC43A3, intron 4 of 13)	1786	SLC43A3	SLC43A3	NM_017611			SLC43A3			NA
TCF12_IP_R1_peak_1040	chr2	61067999	61068456	+	70	NA	Intergenic	Intergenic	40222	LINC01185	LINC01185	NR_033980			LINC01185			NA
TCF12_IP_R1_peak_1401	chr3	138296724	138297278	+	70	NA	intron (CEP70, intron 2 of 17)	-intron (CEP70, intron 2 of 17)	16224	CEP70	CEP70	NM_001288965			CEP70			NA
TCF12_IP_R1_peak_260	chr10	51518351	51518583	+	70	NA	intron (TIMM23B, intron 7 of 7)	-intron (TIMM23B, intron 6 of 6)	-31086	MSMB	MSMB	NM_002443			MSMB			NA
TCF12_IP_R1_peak_1889	chr8	71053667	71054026	+	69	NA	intron (NCOA2, intron 13 of 22)	-intron (NCOA2, intron 13 of 22)	-70284	PRDM14	PRDM14	NM_024504			PRDM14			NA
TCF12_IP_R1_peak_342	chr11	22851621	22851871	+	69	NA	promoter-TSS (SVIP)	-promoter-TSS (SVIP)	-364	SVIP	SVIP	NM_148893			SVIP			NA
TCF12_IP_R1_peak_885	chr17	74712299	74712593	+	68	NA	exon (JMJD6, exon 7 of 7)	-exon (JMJD6, exon 7 of 7)	10435	JMJD6	JMJD6	NM_001081461			JMJD6			NA
TCF12_IP_R1_peak_1515	chr4	154266823	154267079	+	68	NA	intron (MND1, intron 1 of 9)	-intron (MND1, intron 1 of 6)	1150	MND1	MND1	NM_032117			MND1			NA
TCF12_IP_R1_peak_1805	chr7	92442611	92443145	+	68	NA	intron (CDK6, intron 2 of 7)	-intron (CDK6, intron 2 of 7)	20353	CDK6	CDK6	NM_001145306			CDK6			NA
TCF12_IP_R1_peak_17	chr1	13825004	13825262	+	68	NA	intron (LRRC38, intron 1 of 1)	-intron (LRRC38, intron 1 of 1)	15109	LRRC38	LRRC38	NM_001010847			LRRC38			NA
TCF12_IP_R1_peak_1400	chr3	136698054	136698291	+	68	NA	intron (IL20RB, intron 1 of 6)	-intron (IL20RB, intron 1 of 6)	21465	IL20RB	IL20RB	NM_144717			IL20RB			NA
TCF12_IP_R1_peak_1703	chr6	45123818	45124091	+	68	NA	intron (SUPT3H, intron 2 of 10)	-intron (SUPT3H, intron 2 of 9)	41553	MIR586	MIR586	NR_030313			MIR586			NA
TCF12_IP_R1_peak_902	chr18	8744072	8744408	+	68	NA	intron (MTCL1, intron 4 of 16)	-intron (MTCL1, intron 4 of 16)	26871	MTCL1	MTCL1	NM_015210			MTCL1			NA
TCF12_IP_R1_peak_1847	chr7	155537801	155538066	+	68	NA	exon (RBM33, exon 14 of 18)	-exon (RBM33, exon 14 of 18)	67034	SHH	SHH	NM_000193			SHH			NA
TCF12_IP_R1_peak_1981	chr9	93566531	93566816	+	68	NA	intron (SYK, intron 1 of 12)	-intron (SYK, intron 1 of 12)	2711	SYK	SYK	NM_001174168			SYK			NA
TCF12_IP_R1_peak_1953	chr9	33446307	33446817	+	68	NA	intron (AQP3, intron 1 of 5)	-intron (AQP3, intron 1 of 5)	1069	AQP3	AQP3	NM_004925			AQP3			NA
TCF12_IP_R1_peak_117	chr1	154689507	154689739	+	67	NA	intron (KCNN3, intron 5 of 7)	-intron (KCNN3, intron 6 of 8)	-108899	ADAR	ADAR	NM_001025107			ADAR			NA
TCF12_IP_R1_peak_1126	chr2	197804139	197804372	+	67	NA	Intergenic	Intergenic	-12801	PGAP1	PGAP1	NM_024989			PGAP1			NA
TCF12_IP_R1_peak_1391	chr3	126344577	126345132	+	66	NA	intron (TXNRD3, intron 10 of 15)	-intron (TXNRD3, intron 10 of 14)	-17456	TXNRD3NB	TXNRD3NB	NM_001039783			TXNRD3NB			NA
TCF12_IP_R1_peak_390	chr11	86348861	86349185	+	66	NA	intron (ME3, intron 2 of 14)	-intron (ME3, intron 1 of 13)	34404	ME3	ME3	NM_001161586			ME3			NA
TCF12_IP_R1_peak_1439	chr4	8230425	8230951	+	66	NA	intron (SH3TC1, intron 12 of 17)	-intron (SH3TC1, intron 12 of 17)	29628	SH3TC1	SH3TC1	NM_018986			SH3TC1			NA
TCF12_IP_R1_peak_1079	chr2	122288574	122288838	+	66	NA	TTS (RNU4ATAC)	-TTS (RNU4ATAC)	250	RNU4ATAC	RNU4ATAC	NR_023343			RNU4ATAC			NA
TCF12_IP_R1_peak_88	chr1	98377480	98377725	+	66	NA	intron (DPYD, intron 1 of 5)	-intron (DPYD, intron 1 of 22)	9013	DPYD	DPYD	NM_001160301			DPYD			NA
TCF12_IP_R1_peak_1414	chr3	158339118	158339390	+	66	NA	Intergenic	Intergenic	-23063	GFM1	GFM1	NM_001308164			GFM1			NA
TCF12_IP_R1_peak_1930	chr8	134512228	134512488	+	66	NA	intron (ST3GAL1, intron 2 of 9)	-intron (ST3GAL1, intron 2 of 8)	71825	ST3GAL1	ST3GAL1	NM_173344			ST3GAL1			NA
TCF12_IP_R1_peak_602	chr14	95383654	95383893	+	66	NA	Intergenic	Intergenic	-147274	GSC	GSC	NM_173849			GSC			NA
TCF12_IP_R1_peak_1921	chr8	130074147	130074413	+	66	NA	Intergenic	Intergenic	179206	LINC00977	LINC00977	NR_033916			LINC00977			NA
TCF12_IP_R1_peak_1360	chr3	66547169	66547535	+	66	NA	intron (LRIG1, intron 1 of 18)	-intron (LRIG1, intron 1 of 18)	3493	LRIG1	LRIG1	NM_015541			LRIG1			NA
TCF12_IP_R1_peak_1514	chr4	154033137	154033398	+	66	NA	Intergenic	Intergenic	-92299	TRIM2	TRIM2	NM_001130067			TRIM2			NA
TCF12_IP_R1_peak_447	chr12	32739520	32739818	+	66	NA	intron (FGD4, intron 4 of 16)	-intron (FGD4, intron 4 of 16)	84692	FGD4	FGD4	NM_139241			FGD4			NA
TCF12_IP_R1_peak_638	chr15	31558719	31558975	+	66	NA	Intergenic	Intergenic	-35797	LOC283710	LOC283710	NM_001243538			LOC283710			NA
TCF12_IP_R1_peak_64	chr1	55828979	55829345	+	66	NA	Intergenic	Intergenic	137848	MIR4422	MIR4422	NR_039618			MIR4422			NA
TCF12_IP_R1_peak_316	chr10	129979086	129979348	+	66	NA	Intergenic	Intergenic	-54749	MKI67	MKI67	NM_002417			MKI67			NA
TCF12_IP_R1_peak_318	chr10	131331310	131331751	+	66	NA	intron (MGMT, intron 1 of 4)	-intron (MGMT, intron 1 of 4)	66076	MGMT	MGMT	NM_002412			MGMT			NA
TCF12_IP_R1_peak_345	chr11	32442819	32443105	+	66	NA	intron (WT1, intron 3 of 9)	-intron (WT1, intron 3 of 8)	-14102	WT1-AS	WT1-AS	NR_120548			WT1-AS			NA
TCF12_IP_R1_peak_1432	chr3	195964251	195964539	+	66	NA	TTS (PCYT1A)	-TTS (PCYT1A)	21012	SLC51A	SLC51A	NM_152672			SLC51A			NA
TCF12_IP_R1_peak_1862	chr8	20080385	20080633	+	66	NA	Intergenic	Intergenic	25805	ATP6V1B2	ATP6V1B2	NM_001693			ATP6V1B2			NA
TCF12_IP_R1_peak_1233	chr21	36399035	36399321	+	66	NA	intron (RUNX1, intron 2 of 8)	-intron (RUNX1, intron 2 of 8)	12545	RUNX1-IT1	RUNX1-IT1	NR_026812			RUNX1-IT1			NA
TCF12_IP_R1_peak_560	chr14	23580232	23580464	+	66	NA	Intergenic	Intergenic	8472	CEBPE	CEBPE	NM_001805			CEBPE			NA
TCF12_IP_R1_peak_730	chr16	11188758	11189095	+	66	NA	intron (CLEC16A, intron 18 of 22)	-intron (CLEC16A, intron 18 of 20)	150581	CLEC16A	CLEC16A	NM_015226			CLEC16A			NA
TCF12_IP_R1_peak_84	chr1	92941711	92942260	+	66	NA	intron (GFI1, intron 6 of 6)	-intron (GFI1, intron 6 of 6)	10448	GFI1	GFI1	NM_005263			GFI1			NA
TCF12_IP_R1_peak_693	chr15	78914193	78914601	+	66	NA	promoter-TSS (CHRNA3)	-promoter-TSS (CHRNA3)	-760	CHRNA3	CHRNA3	NM_001166694			CHRNA3			NA
TCF12_IP_R1_peak_174	chr1	208218033	208218401	+	66	NA	intron (PLXNA2, intron 19 of 31)	-intron (PLXNA2, intron 19 of 31)	-133534	CD34	CD34	NM_001773			CD34			NA
TCF12_IP_R1_peak_670	chr15	66797243	66797475	+	66	NA	promoter-TSS (RPL4)	-promoter-TSS (RPL4)	-62	ZWILCH	ZWILCH	NM_017975			ZWILCH			NA
TCF12_IP_R1_peak_207	chr1	233061257	233061536	+	66	NA	Intergenic	Intergenic	-24974	NTPCR	NTPCR	NM_032324			NTPCR			NA
TCF12_IP_R1_peak_214	chr1	236447749	236447987	+	66	NA	Intergenic	Intergenic	-2529	ERO1B	ERO1B	NM_019891			ERO1B			NA
TCF12_IP_R1_peak_403	chr11	120210301	120210556	+	66	NA	intron (ARHGEF12, intron 1 of 40)	-intron (ARHGEF12, intron 1 of 39)	2810	ARHGEF12	ARHGEF12	NM_001301084			ARHGEF12			NA
TCF12_IP_R1_peak_1735	chr6	135192153	135192385	+	66	NA	Intergenic	Intergenic	78991	ALDH8A1	ALDH8A1	NM_170771			ALDH8A1			NA
TCF12_IP_R1_peak_1659	chr6	13526897	13527294	+	66	NA	Intergenic	Intergenic	-47666	SIRT5	SIRT5	NM_001193267			SIRT5			NA
TCF12_IP_R1_peak_347	chr11	35099676	35099908	+	66	NA	Intergenic	Intergenic	59787	LOC100507144	LOC100507144	NR_120528			LOC100507144			NA
TCF12_IP_R1_peak_401	chr11	118763267	118763506	+	66	NA	promoter-TSS (CXCR5)	-promoter-TSS (CXCR5)	-715	CXCR5	CXCR5	NM_001716			CXCR5			NA
TCF12_IP_R1_peak_250	chr10	33428005	33428237	+	66	NA	Intergenic	Intergenic	-181299	ITGB1	ITGB1	NM_002211			ITGB1			NA
TCF12_IP_R1_peak_979	chr19	16677022	16677300	+	66	NA	intron (SLC35E1, intron 4 of 5)	-intron (SLC35E1, intron 4 of 5)	6032	SLC35E1	SLC35E1	NM_024881			SLC35E1			NA
TCF12_IP_R1_peak_185	chr1	221951185	221951441	+	66	NA	Intergenic	Intergenic	-35795	DUSP10	DUSP10	NM_007207			DUSP10			NA
TCF12_IP_R1_peak_1058	chr2	99452291	99452733	+	66	NA	intron (KIAA1211L, intron 3 of 9)	-intron (KIAA1211L, intron 3 of 9)	-64151	LOC101927070	LOC101927070	NR_126337			LOC101927070			NA
TCF12_IP_R1_peak_705	chr15	91229820	91230052	+	66	NA	intron (CRTC3-AS1, intron 2 of 3)	-intron (CRTC3-AS1, intron 2 of 3)	26471	LINC01585	LINC01585	NR_120371			LINC01585			NA
TCF12_IP_R1_peak_647	chr15	42900371	42900612	+	66	NA	intron (STARD9, intron 3 of 32)	-intron (STARD9, intron 3 of 32)	32634	STARD9	STARD9	NM_020759			STARD9			NA
TCF12_IP_R1_peak_1352	chr3	52755040	52755279	+	66	NA	intron (NEK4, intron 15 of 15)	-intron (NEK4, intron 14 of 14)	15302	SPCS1	SPCS1	NM_014041			SPCS1			NA
TCF12_IP_R1_peak_547	chr13	78394635	78394875	+	66	NA	intron (EDNRB-AS1, intron 1 of 6)	-intron (EDNRB-AS1, intron 1 of 6)	1683	EDNRB-AS1	EDNRB-AS1	NR_103853			EDNRB-AS1			NA
TCF12_IP_R1_peak_1033	chr2	55367728	55367968	+	66	NA	Intergenic	Intergenic	-91522	RTN4	RTN4	NM_153828			RTN4			NA
TCF12_IP_R1_peak_424	chr12	3338823	3339055	+	65	NA	intron (TSPAN9, intron 3 of 8)	-intron (TSPAN9, intron 2 of 7)	152418	TSPAN9	TSPAN9	NM_006675			TSPAN9			NA
TCF12_IP_R1_peak_956	chr19	4105037	4105295	+	65	NA	intron (MAP2K2, intron 3 of 10)	-intron (MAP2K2, intron 3 of 10)	18960	MAP2K2	MAP2K2	NM_030662			MAP2K2			NA
TCF12_IP_R1_peak_6	chr1	8229837	8230140	+	65	NA	Intergenic	Intergenic	-38744	LOC102724539	LOC102724539	NR_125998			LOC102724539			NA
TCF12_IP_R1_peak_1519	chr4	169342907	169343139	+	65	NA	exon (DDX60L, exon 17 of 38)	-exon (DDX60L, exon 17 of 38)	58642	DDX60L	DDX60L	NM_001291510			DDX60L			NA
TCF12_IP_R1_peak_380	chr11	66092816	66093059	+	65	NA	Intergenic	Intergenic	-8422	CD248	CD248	NM_020404			CD248			NA
TCF12_IP_R1_peak_1608	chr5	135372739	135372971	+	65	NA	intron (TGFBI, intron 2 of 16)	-intron (TGFBI, intron 2 of 16)	8271	TGFBI	TGFBI	NM_000358			TGFBI			NA
TCF12_IP_R1_peak_745	chr16	27442503	27442791	+	65	NA	intron (IL21R, intron 3 of 9)	-intron (IL21R, intron 2 of 8)	22067	IL21R-AS1	IL21R-AS1	NR_037158			IL21R-AS1			NA
TCF12_IP_R1_peak_1158	chr20	1377468	1377702	+	65	NA	Intergenic	Intergenic	-3769	FKBP1A-SDCBP2	FKBP1A-SDCBP2	NR_037661			FKBP1A-SDCBP2			NA
TCF12_IP_R1_peak_1630	chr5	171493781	171494013	+	65	NA	intron (STK10, intron 12 of 18)	-intron (STK10, intron 12 of 18)	-60020	FBXW11	FBXW11	NM_012300			FBXW11			NA
TCF12_IP_R1_peak_1553	chr5	38376562	38376794	+	65	NA	intron (EGFLAM, intron 6 of 21)	-intron (EGFLAM, intron 6 of 22)	26895	EGFLAM-AS2	EGFLAM-AS2	NR_102749			EGFLAM-AS2			NA
TCF12_IP_R1_peak_1342	chr3	46149311	46149569	+	65	NA	Intergenic	Intergenic	-80461	XCR1	XCR1	NM_005283			XCR1			NA
TCF12_IP_R1_peak_845	chr17	39958071	39958338	+	65	NA	TTS (P3H4)	-TTS (P3H4)	10247	P3H4	P3H4	NM_006455			P3H4			NA
TCF12_IP_R1_peak_1688	chr6	35696257	35696489	+	65	NA	promoter-TSS (FKBP5)	-promoter-TSS (FKBP5)	8351	LOC285847	LOC285847	NR_027117			LOC285847			NA
TCF12_IP_R1_peak_1059	chr2	100865732	100865964	+	65	NA	exon (LINC01104, exon 3 of 3)	-exon (LINC01104, exon 3 of 3)	41132	LINC01104	LINC01104	NR_103730			LINC01104			NA
TCF12_IP_R1_peak_296	chr10	115855753	115856021	+	65	NA	Intergenic	Intergenic	52081	ADRB1	ADRB1	NM_000684			ADRB1			NA
TCF12_IP_R1_peak_972	chr19	15308135	15308467	+	65	NA	intron (NOTCH3, intron 2 of 32)	-intron (NOTCH3, intron 2 of 32)	3491	NOTCH3	NOTCH3	NM_000435			NOTCH3			NA
TCF12_IP_R1_peak_1143	chr2	231524018	231524250	+	65	NA	Intergenic	Intergenic	41110	LOC151475	LOC151475	NR_040038			LOC151475			NA
TCF12_IP_R1_peak_506	chr13	21050095	21050343	+	65	NA	intron (CRYL1, intron 3 of 7)	-intron (CRYL1, intron 3 of 7)	-42234	MIR4499	MIR4499	NR_039721			MIR4499			NA
TCF12_IP_R1_peak_792	chr16	85532345	85532647	+	65	NA	Intergenic	Intergenic	-114346	GSE1	GSE1	NM_014615			GSE1			NA
TCF12_IP_R1_peak_321	chr10	133509001	133509342	+	65	NA	Intergenic	Intergenic	113364	LINC01164	LINC01164	NR_038365			LINC01164			NA
TCF12_IP_R1_peak_1273	chr22	37204727	37204967	+	65	NA	intron (PVALB, intron 4 of 4)	-intron (PVALB, intron 4 of 4)	10670	PVALB	PVALB	NM_002854			PVALB			NA
TCF12_IP_R1_peak_480	chr12	113567223	113567455	+	65	NA	intron (RASAL1, intron 3 of 21)	-intron (RASAL1, intron 3 of 21)	6705	RASAL1	RASAL1	NM_001193520			RASAL1			NA
TCF12_IP_R1_peak_630	chr15	23811481	23811726	+	65	NA	exon (MKRN3, exon 1 of 1)	-exon (MKRN3, exon 1 of 1)	1149	MKRN3	MKRN3	NM_005664			MKRN3			NA
TCF12_IP_R1_peak_374	chr11	63420134	63420517	+	65	NA	intron (ATL3, intron 3 of 12)	-intron (ATL3, intron 3 of 12)	18877	ATL3	ATL3	NM_001290048			ATL3			NA
TCF12_IP_R1_peak_1544	chr5	6136123	6136469	+	65	NA	Intergenic	Intergenic	201109	FLJ33360	FLJ33360	NR_028351			FLJ33360			NA
TCF12_IP_R1_peak_1029	chr2	43364077	43364380	+	65	NA	Intergenic	Intergenic	89517	ZFP36L2	ZFP36L2	NM_006887			ZFP36L2			NA
TCF12_IP_R1_peak_415	chr11	131507233	131507471	+	65	NA	intron (NTM, intron 1 of 7)	-intron (NTM, intron 1 of 7)	26098	C11orf39	C11orf39	NR_126159			C11orf39			NA
TCF12_IP_R1_peak_1979	chr9	92444633	92444868	+	65	NA	Intergenic	Intergenic	190052	UNQ6494	UNQ6494	NR_024280			UNQ6494			NA
TCF12_IP_R1_peak_1609	chr5	138058112	138058412	+	65	NA	Intergenic	Intergenic	-30823	CTNNA1	CTNNA1	NM_001290312			CTNNA1			NA
TCF12_IP_R1_peak_621	chr14	106554686	106555034	+	65	NA	Intergenic	Intergenic	-116502	ADAM6	ADAM6	NR_002224			ADAM6			NA
TCF12_IP_R1_peak_581	chr14	70319528	70319778	+	65	NA	Intergenic	Intergenic	-26461	SMOC1	SMOC1	NM_001034852			SMOC1			NA
TCF12_IP_R1_peak_22	chr1	19732655	19732992	+	65	NA	intron (CAPZB, intron 2 of 8)	-intron (CAPZB, intron 2 of 9)	79312	CAPZB	CAPZB	NM_001206540			CAPZB			NA
TCF12_IP_R1_peak_732	chr16	11391321	11391562	+	65	NA	Intergenic	Intergenic	-16249	PRM1	PRM1	NM_002761			PRM1			NA
TCF12_IP_R1_peak_1005	chr19	56137741	56137984	+	65	NA	Intergenic	Intergenic	-1921	ZNF784	ZNF784	NM_203374			ZNF784			NA
TCF12_IP_R1_peak_378	chr11	65534208	65534440	+	65	NA	Intergenic	Intergenic	13738	AP5B1	AP5B1	NM_138368			AP5B1			NA
TCF12_IP_R1_peak_557	chr14	20945383	20945615	+	65	NA	exon (PNP, exon 6 of 6)	-exon (PNP, exon 6 of 6)	7961	PNP	PNP	NM_000270			PNP			NA
TCF12_IP_R1_peak_954	chr19	2422985	2423374	+	65	NA	intron (TMPRSS9, intron 13 of 16)	-intron (TMPRSS9, intron 13 of 16)	4735	TIMM13	TIMM13	NM_012458			TIMM13			NA
TCF12_IP_R1_peak_1842	chr7	152209950	152210182	+	65	NA	Intergenic	Intergenic	48857	LINC01003	LINC01003	NR_027387			LINC01003			NA
TCF12_IP_R1_peak_349	chr11	36365094	36365326	+	65	NA	intron (PRR5L, intron 1 of 8)	-intron (PRR5L, intron 1 of 8)	-32325	PRR5L	PRR5L	NM_024841			PRR5L			NA
TCF12_IP_R1_peak_1366	chr3	71709546	71709778	+	65	NA	Intergenic	Intergenic	-76522	FOXP1	FOXP1	NM_001244810			FOXP1			NA
TCF12_IP_R1_peak_982	chr19	17902299	17902612	+	65	NA	Intergenic	Intergenic	-3464	B3GNT3	B3GNT3	NM_014256			B3GNT3			NA
TCF12_IP_R1_peak_1455	chr4	38178675	38178907	+	65	NA	Intergenic	Intergenic	216735	PTTG2	PTTG2	NM_006607			PTTG2			NA
TCF12_IP_R1_peak_1065	chr2	104934610	104934932	+	64	NA	Intergenic	Intergenic	90019	LOC100287010	LOC100287010	NR_037885			LOC100287010			NA
TCF12_IP_R1_peak_1383	chr3	117863846	117864084	+	64	NA	Intergenic	Intergenic	-797958	IGSF11-AS1	IGSF11-AS1	NR_046230			IGSF11-AS1			NA
TCF12_IP_R1_peak_1037	chr2	60115249	60115513	+	64	NA	Intergenic	Intergenic	499199	MIR4432	MIR4432	NR_039631			MIR4432			NA
