PeakID (cmd=annotatePeaks.pl GATA3.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2420	chr9	82196850	82197060	+	0	NA	intron (TLE4, intron 4 of 20)	-intron (TLE4, intron 4 of 20)	10267	TLE4	TLE4	NM_001282753			TLE4			NA
Interval_1120	chr18	74826777	74827048	+	0	NA	intron (MBP, intron 1 of 8)	-intron (MBP, intron 1 of 3)	-97857	MBP	MBP	NM_001025100			MBP			NA
Interval_796	chr14	106910942	106911329	+	0	NA	Intergenic	Intergenic	-27310	LINC00221	LINC00221	NR_027457			LINC00221			NA
Interval_151	chr1	154986113	154986396	+	0	NA	intron (ZBTB7B, intron 4 of 5)	-intron (ZBTB7B, intron 3 of 4)	11148	ZBTB7B	ZBTB7B	NM_001252406			ZBTB7B			NA
Interval_1922	chr5	38104788	38104955	+	0	NA	Intergenic	Intergenic	186217	EGFLAM-AS4	EGFLAM-AS4	NR_046219			EGFLAM-AS4			NA
Interval_65	chr1	39662522	39662793	+	0	NA	intron (MACF1, intron 1 of 92)	-intron (MACF1, intron 1 of 92)	112818	MACF1	MACF1	NM_012090			MACF1			NA
Interval_1621	chr3	57678715	57678905	+	0	NA	promoter-TSS (DENND6A)	-promoter-TSS (DENND6A)	6	DENND6A	DENND6A	NM_152678			DENND6A			NA
Interval_596	chr12	68959274	68959425	+	0	NA	Intergenic	Intergenic	-45270	RAP1B	RAP1B	NM_001251921			RAP1B			NA
Interval_996	chr17	45608354	45608512	+	0	NA	promoter-TSS (NPEPPS)	-promoter-TSS (NPEPPS)	-11	NPEPPS	NPEPPS	NM_006310			NPEPPS			NA
Interval_1094	chr18	29268632	29268873	+	0	NA	Intergenic	Intergenic	-4066	B4GALT6	B4GALT6	NM_004775			B4GALT6			NA
Interval_814	chr15	47656864	47657376	+	0	NA	intron (SEMA6D, intron 1 of 19)	-intron (SEMA6D, intron 1 of 19)	-353566	SEMA6D	SEMA6D	NM_153617			SEMA6D			NA
Interval_352	chr10	106151387	106151662	+	0	NA	intron (CFAP58, intron 9 of 17)	-intron (CFAP58, intron 9 of 17)	38002	CFAP58	CFAP58	NM_001008723			CFAP58			NA
Interval_2364	chr8	121929566	121929730	+	0	NA	Intergenic	Intergenic	-105339	SNTB1	SNTB1	NM_021021			SNTB1			NA
Interval_1964	chr5	131336840	131336991	+	0	NA	intron (ACSL6, intron 1 of 20)	-intron (ACSL6, intron 1 of 20)	10440	ACSL6	ACSL6	NM_001205250			ACSL6			NA
Interval_532	chr12	7830110	7830378	+	0	NA	Intergenic	Intergenic	-11745	APOBEC1	APOBEC1	NM_001304566			APOBEC1			NA
Interval_1068	chr17	76254697	76255012	+	0	NA	Intergenic	Intergenic	19719	LOC100996291	LOC100996291	NR_073178			LOC100996291			NA
Interval_1069	chr17	76256693	76256951	+	0	NA	TTS (LOC100996291)	-TTS (LOC100996291)	17751	LOC100996291	LOC100996291	NR_073178			LOC100996291			NA
Interval_2576	chrX	153234475	153234626	+	0	NA	intron (HCFC1-AS1, intron 1 of 2)	-intron (HCFC1, intron 1 of 25)	334	HCFC1-AS1	HCFC1-AS1	NR_046608			HCFC1-AS1			NA
Interval_14	chr1	9884049	9884220	+	0	NA	exon (CLSTN1, exon 1 of 19)	-exon (CLSTN1, exon 1 of 19)	450	CLSTN1	CLSTN1	NM_001009566			CLSTN1			NA
Interval_659	chr12	130047347	130047720	+	0	NA	intron (TMEM132D, intron 2 of 8)	-intron (TMEM132D, intron 2 of 8)	340679	TMEM132D	TMEM132D	NM_133448			TMEM132D			NA
Interval_1611	chr3	48552236	48552387	+	0	NA	Intergenic	Intergenic	-10629	SHISA5	SHISA5	NM_001272066			SHISA5			NA
Interval_224	chr1	229163652	229163936	+	0	NA	Intergenic	Intergenic	146754	MIR4454	MIR4454	NR_039659_3			MIR4454			NA
Interval_2299	chr8	29658064	29658278	+	0	NA	Intergenic	Intergenic	27849	LOC101929470	LOC101929470	NR_125817			LOC101929470			NA
Interval_1983	chr5	141812059	141812226	+	0	NA	intron (LOC101926941, intron 3 of 3)	-intron (LOC101926941, intron 3 of 3)	107284	LOC101926941	LOC101926941	NR_120664			LOC101926941			NA
Interval_212	chr1	223276632	223276787	+	0	NA	Intergenic	Intergenic	39915	TLR5	TLR5	NM_003268			TLR5			NA
Interval_1586	chr3	31255471	31255825	+	0	NA	Intergenic	Intergenic	-52369	MIR466	MIR466	NR_130459			MIR466			NA
Interval_1733	chr3	184122926	184123204	+	0	NA	Intergenic	Intergenic	25204	CHRD	CHRD	NM_003741			CHRD			NA
Interval_2090	chr6	64869587	64869738	+	0	NA	intron (EYS, intron 31 of 43)	-intron (EYS, intron 31 of 42)	513231	PHF3	PHF3	NM_001290259			PHF3			NA
Interval_1348	chr2	212333054	212333241	+	0	NA	intron (ERBB4, intron 20 of 27)	-intron (ERBB4, intron 20 of 26)	850852	CPS1-IT1	CPS1-IT1	NR_002763			CPS1-IT1			NA
Interval_1440	chr20	48151716	48151930	+	0	NA	intron (PTGIS, intron 5 of 9)	-intron (PTGIS, intron 5 of 9)	32884	PTGIS	PTGIS	NM_000961			PTGIS			NA
Interval_404	chr11	12261513	12261863	+	0	NA	intron (MICAL2, intron 15 of 17)	-intron (MICAL2, intron 17 of 27)	-46759	MICALCL	MICALCL	NM_032867			MICALCL			NA
Interval_1349	chr2	213844576	213844868	+	0	NA	Intergenic	Intergenic	-53662	MIR4776-2	MIR4776-2	NR_039936			MIR4776-2			NA
Interval_1939	chr5	76145828	76146206	+	0	NA	intron (S100Z, intron 1 of 4)	-intron (S100Z, intron 1 of 4)	191	S100Z	S100Z	NM_130772			S100Z			NA
Interval_2334	chr8	83702559	83702738	+	0	NA	Intergenic	Intergenic	-613345	LINC01419	LINC01419	NR_122034			LINC01419			NA
Interval_788	chr14	106365134	106365285	+	0	NA	Intergenic	Intergenic	-18629	KIAA0125	KIAA0125	NR_026800			KIAA0125			NA
Interval_2297	chr8	29609895	29610190	+	0	NA	TTS (LOC101929450)	-TTS (LOC101929450)	4217	LOC101929450	LOC101929450	NR_125814			LOC101929450			NA
Interval_723	chr14	32571825	32571976	+	0	NA	intron (ARHGAP5, intron 2 of 6)	-intron (ARHGAP5, intron 2 of 6)	25405	ARHGAP5	ARHGAP5	NM_001173			ARHGAP5			NA
Interval_319	chr10	74056964	74057203	+	0	NA	Intergenic	Intergenic	23406	DDIT4	DDIT4	NM_019058			DDIT4			NA
Interval_2212	chr7	66594127	66594349	+	0	NA	intron (TYW1, intron 13 of 15)	-intron (TYW1, intron 13 of 15)	132446	TYW1	TYW1	NM_018264			TYW1			NA
Interval_51	chr1	32291835	32292040	+	0	NA	Intergenic	Intergenic	-10285	SPOCD1	SPOCD1	NM_001281987			SPOCD1			NA
Interval_640	chr12	122521029	122521252	+	0	NA	intron (MLXIP, intron 1 of 16)	-intron (MLXIP, intron 1 of 16)	4506	MLXIP	MLXIP	NM_014938			MLXIP			NA
Interval_1845	chr4	101801240	101801424	+	0	NA	Intergenic	Intergenic	-205062	LINC01216	LINC01216	NR_046811			LINC01216			NA
Interval_861	chr15	95150588	95150807	+	0	NA	Intergenic	Intergenic	-247895	LOC440311	LOC440311	NR_077061			LOC440311			NA
Interval_1571	chr3	15333590	15333954	+	0	NA	intron (SH3BP5, intron 3 of 8)	-intron (SH3BP5, intron 3 of 8)	38081	SH3BP5-AS1	SH3BP5-AS1	NR_046084			SH3BP5-AS1			NA
Interval_1555	chr3	5150049	5150294	+	0	NA	Intergenic	Intergenic	-13759	ARL8B	ARL8B	NM_018184			ARL8B			NA
Interval_210	chr1	221982882	221983033	+	0	NA	Intergenic	Intergenic	31051	LOC101929771	LOC101929771	NR_125989			LOC101929771			NA
Interval_1362	chr2	231465084	231465326	+	0	NA	Intergenic	Intergenic	100039	LOC151475	LOC151475	NR_040038			LOC151475			NA
Interval_1101	chr18	45982438	45982631	+	0	NA	Intergenic	Intergenic	-82893	CTIF	CTIF	NM_001142397			CTIF			NA
Interval_925	chr16	82689028	82689190	+	0	NA	intron (CDH13, intron 2 of 14)	-intron (CDH13, intron 2 of 14)	28710	CDH13	CDH13	NM_001220490			CDH13			NA
Interval_216	chr1	225942946	225943177	+	0	NA	Intergenic	Intergenic	-22454	SRP9	SRP9	NM_003133			SRP9			NA
Interval_1034	chr17	62981355	62981569	+	0	NA	Intergenic	Intergenic	-9759	AMZ2P1	AMZ2P1	NR_026903			AMZ2P1			NA
Interval_234	chr1	234366430	234366619	+	0	NA	intron (SLC35F3, intron 1 of 6)	-intron (SLC35F3, intron 1 of 6)	-75689	MIR4671	MIR4671	NR_039818			MIR4671			NA
Interval_1422	chr20	31269187	31269480	+	0	NA	Intergenic	Intergenic	-29550	C20orf203	C20orf203	NM_182584			C20orf203			NA
Interval_1112	chr18	59274122	59274321	+	0	NA	Intergenic	Intergenic	116446	CDH20	CDH20	NM_031891			CDH20			NA
Interval_315	chr10	73508618	73508826	+	0	NA	exon (C10orf54, exon 7 of 7)	-exon (C10orf54, exon 7 of 7)	-11141	C10orf105	C10orf105	NM_001168390			C10orf105			NA
Interval_1230	chr2	33722257	33722439	+	0	NA	intron (RASGRP3, intron 1 of 17)	-intron (RASGRP3, intron 1 of 17)	60932	RASGRP3	RASGRP3	NM_001139488			RASGRP3			NA
Interval_2573	chrX	147404092	147404287	+	0	NA	Intergenic	Intergenic	-177950	AFF2	AFF2	NM_001169125			AFF2			NA
Interval_1402	chr20	15027783	15028039	+	0	NA	intron (MACROD2, intron 5 of 16)	-intron (MACROD2, intron 5 of 16)	-117747	MACROD2-AS1	MACROD2-AS1	NR_110318			MACROD2-AS1			NA
Interval_247	chr10	2940272	2940487	+	0	NA	Intergenic	Intergenic	-169333	PFKP	PFKP	NM_002627			PFKP			NA
Interval_2330	chr8	74660169	74660391	+	0	NA	promoter-TSS (STAU2)	-promoter-TSS (STAU2)	-1118	STAU2	STAU2	NM_001164384			STAU2			NA
Interval_947	chr17	11049636	11049787	+	0	NA	Intergenic	Intergenic	-95029	SHISA6	SHISA6	NM_001173462			SHISA6			NA
Interval_578	chr12	55371699	55371993	+	0	NA	intron (TESPA1, intron 1 of 10)	-intron (TESPA1, intron 1 of 10)	-4330	TESPA1	TESPA1	NM_001136030			TESPA1			NA
Interval_1344	chr2	204584818	204585009	+	0	NA	intron (CD28, intron 1 of 2)	-intron (CD28, intron 1 of 3)	13715	CD28	CD28	NM_006139			CD28			NA
Interval_601	chr12	89433978	89434178	+	0	NA	Intergenic	Intergenic	-20609	LOC728084	LOC728084	NR_038385			LOC728084			NA
Interval_1482	chr21	34305243	34305446	+	0	NA	Intergenic	Intergenic	-92872	OLIG2	OLIG2	NM_005806			OLIG2			NA
Interval_706	chr13	99106933	99107204	+	0	NA	intron (STK24, intron 10 of 10)	-intron (STK24, intron 10 of 10)	67311	STK24	STK24	NM_001032296			STK24			NA
Interval_1514	chr22	20903815	20904004	+	0	NA	intron (MED15, intron 2 of 16)	-intron (MED15, intron 2 of 17)	42080	MED15	MED15	NM_001003891			MED15			NA
Interval_1389	chr20	5469522	5469760	+	0	NA	Intergenic	Intergenic	15601	LINC00654	LINC00654	NR_015406			LINC00654			NA
Interval_752	chr14	68705765	68705979	+	0	NA	intron (RAD51B, intron 7 of 10)	-intron (RAD51B, intron 7 of 10)	419376	RAD51B	RAD51B	NM_133509			RAD51B			NA
Interval_31	chr1	19717577	19717738	+	0	NA	intron (CAPZB, intron 2 of 8)	-intron (CAPZB, intron 2 of 9)	78917	PQLC2	PQLC2	NR_109848			PQLC2			NA
Interval_1546	chr22	50232616	50232871	+	0	NA	Intergenic	Intergenic	-13195	BRD1	BRD1	NM_001304808			BRD1			NA
Interval_546	chr12	20875195	20875358	+	0	NA	intron (SLCO1C1, intron 8 of 14)	-intron (SLCO1C1, intron 6 of 12)	26877	SLCO1C1	SLCO1C1	NM_017435			SLCO1C1			NA
Interval_1415	chr20	30296313	30296511	+	0	NA	intron (BCL2L1, intron 2 of 2)	-intron (BCL2L1, intron 2 of 2)	-12898	ABALON	ABALON	NR_131907			ABALON			NA
Interval_2315	chr8	54901871	54902035	+	0	NA	intron (TCEA1, intron 5 of 11)	-intron (TCEA1, intron 4 of 9)	33063	TCEA1	TCEA1	NM_006756			TCEA1			NA
Interval_1617	chr3	53384768	53384924	+	0	NA	Intergenic	Intergenic	-3192	DCP1A	DCP1A	NM_001290204			DCP1A			NA
Interval_2443	chr9	107890182	107890431	+	0	NA	Intergenic	Intergenic	-116588	SLC44A1	SLC44A1	NM_001286730			SLC44A1			NA
Interval_663	chr12	131196472	131196623	+	0	NA	Intergenic	Intergenic	127272	STX2	STX2	NM_001980			STX2			NA
Interval_2017	chr6	2038344	2038694	+	0	NA	intron (GMDS, intron 4 of 10)	-intron (GMDS, intron 4 of 10)	207349	GMDS	GMDS	NM_001500			GMDS			NA
Interval_2117	chr6	136500097	136500279	+	0	NA	exon (PDE7B, exon 10 of 13)	-exon (PDE7B, exon 10 of 13)	71261	MTFR2	MTFR2	NM_138419			MTFR2			NA
Interval_1346	chr2	209430817	209431125	+	0	NA	Intergenic	Intergenic	206402	PTH2R	PTH2R	NM_005048			PTH2R			NA
Interval_473	chr11	76375691	76376030	+	0	NA	intron (LRRC32, intron 2 of 2)	-intron (LRRC32, intron 2 of 2)	5184	LRRC32	LRRC32	NM_001128922			LRRC32			NA
Interval_1753	chr3	194024108	194024692	+	0	NA	intron (LINC00887, intron 1 of 2)	-intron (LINC00887, intron 1 of 2)	6193	LINC00887	LINC00887	NR_024480			LINC00887			NA
Interval_1269	chr2	80255839	80256109	+	0	NA	intron (CTNNA2, intron 7 of 17)	-intron (CTNNA2, intron 7 of 16)	-162265	MIR8080	MIR8080	NR_107047			MIR8080			NA
Interval_790	chr14	106554712	106554986	+	0	NA	Intergenic	Intergenic	-116491	ADAM6	ADAM6	NR_002224			ADAM6			NA
Interval_1049	chr17	71587815	71588337	+	0	NA	intron (SDK2, intron 1 of 44)	-intron (SDK2, intron 1 of 44)	52151	SDK2	SDK2	NM_001144952			SDK2			NA
Interval_342	chr10	97621322	97621516	+	0	NA	intron (ENTPD1, intron 8 of 9)	-intron (ENTPD1, intron 8 of 9)	-46303	C10orf131	C10orf131	NM_001130446			C10orf131			NA
Interval_632	chr12	119182087	119182278	+	0	NA	Intergenic	Intergenic	-237118	SRRM4	SRRM4	NM_194286			SRRM4			NA
Interval_233	chr1	233059764	233059954	+	0	NA	Intergenic	Intergenic	-26511	NTPCR	NTPCR	NM_032324			NTPCR			NA
Interval_1878	chr4	153030700	153030942	+	0	NA	Intergenic	Intergenic	8916	LOC100996286	LOC100996286	NR_121627			LOC100996286			NA
Interval_1175	chr19	35697290	35697595	+	0	NA	Intergenic	Intergenic	22186	FAM187B	FAM187B	NM_152481			FAM187B			NA
Interval_808	chr15	40013137	40013455	+	0	NA	intron (FSIP1, intron 9 of 11)	-intron (FSIP1, intron 9 of 11)	61743	FSIP1	FSIP1	NM_152597			FSIP1			NA
Interval_860	chr15	95128103	95128355	+	0	NA	Intergenic	Intergenic	-270363	LOC440311	LOC440311	NR_077061			LOC440311			NA
Interval_699	chr13	68014511	68014663	+	0	NA	Intergenic	Intergenic	68068	LINC00364	LINC00364	NR_130792			LINC00364			NA
Interval_2023	chr6	6407741	6407938	+	0	NA	intron (LY86-AS1, intron 4 of 7)	-intron (LY86-AS1, intron 4 of 7)	-86915	F13A1	F13A1	NM_000129			F13A1			NA
Interval_1821	chr4	79579252	79579437	+	0	NA	intron (LINC01094, intron 2 of 2)	-intron (LINC01094, intron 2 of 4)	12196	LINC01094	LINC01094	NR_038308			LINC01094			NA
Interval_1789	chr4	17788246	17788426	+	0	NA	Intergenic	Intergenic	-5201	FAM184B	FAM184B	NM_015688			FAM184B			NA
Interval_2534	chrX	102490570	102490732	+	0	NA	Intergenic	Intergenic	19470	TCEAL8	TCEAL8	NM_001006684			TCEAL8			NA
Interval_2281	chr8	20809562	20809736	+	0	NA	Intergenic	Intergenic	-1495	LOC102467222	LOC102467222	NR_130774			LOC102467222			NA
Interval_1711	chr3	168252647	168252809	+	0	NA	intron (EGFEM1P, intron 4 of 15)	-intron (EGFEM1P, intron 4 of 15)	-16914	MIR551B	MIR551B	NR_030294			MIR551B			NA
Interval_1765	chr3	195583503	195583654	+	0	NA	Intergenic	Intergenic	25688	MIR6829	MIR6829	NR_106887			MIR6829			NA
Interval_1928	chr5	54429999	54430150	+	0	NA	intron (CDC20B, intron 5 of 11)	-intron (CDC20B, intron 5 of 10)	-25872	GPX8	GPX8	NM_001008397			GPX8			NA
Interval_741	chr14	58605304	58605455	+	0	NA	exon (C14orf37, exon 2 of 8)	-exon (C14orf37, exon 2 of 8)	13468	C14orf37	C14orf37	NM_001001872			C14orf37			NA
Interval_1761	chr3	194877980	194878243	+	0	NA	intron (XXYLT1, intron 2 of 3)	-intron (XXYLT1, intron 2 of 3)	9511	XXYLT1-AS2	XXYLT1-AS2	NR_102711			XXYLT1-AS2			NA
Interval_1235	chr2	39444041	39444297	+	0	NA	intron (CDKL4, intron 2 of 7)	-intron (CDKL4, intron 2 of 7)	12504	CDKL4	CDKL4	NM_001009565			CDKL4			NA
Interval_2221	chr7	77381560	77381802	+	0	NA	intron (RSBN1L, intron 3 of 7)	-intron (RSBN1L, intron 3 of 7)	46066	TMEM60	TMEM60	NM_032936			TMEM60			NA
Interval_1459	chr20	60076223	60076392	+	0	NA	intron (CDH4, intron 1 of 14)	-intron (CDH4, intron 1 of 14)	248825	CDH4	CDH4	NM_001794			CDH4			NA
Interval_1407	chr20	20927088	20927239	+	0	NA	Intergenic	Intergenic	-179461	KIZ	KIZ	NM_001276389			KIZ			NA
Interval_236	chr1	239727530	239727686	+	0	NA	Intergenic	Intergenic	-64765	CHRM3	CHRM3	NM_000740			CHRM3			NA
Interval_722	chr14	32463588	32463743	+	0	NA	Intergenic	Intergenic	82240	ARHGAP5-AS1	ARHGAP5-AS1	NR_027263			ARHGAP5-AS1			NA
Interval_349	chr10	104359590	104359741	+	0	NA	intron (SUFU, intron 8 of 11)	-intron (SUFU, intron 8 of 10)	-44587	TRIM8	TRIM8	NM_030912			TRIM8			NA
Interval_1261	chr2	65633801	65634031	+	0	NA	intron (SPRED2, intron 1 of 5)	-intron (SPRED2, intron 1 of 5)	25740	SPRED2	SPRED2	NM_181784			SPRED2			NA
Interval_5	chr1	2232474	2232781	+	0	NA	intron (SKI, intron 1 of 6)	-intron (SKI, intron 1 of 6)	51473	LOC100129534	LOC100129534	NR_024489			LOC100129534			NA
Interval_946	chr17	10031379	10031546	+	0	NA	intron (GAS7, intron 1 of 13)	-intron (GAS7, intron 1 of 13)	70406	GAS7	GAS7	NM_201433			GAS7			NA
Interval_1291	chr2	109751828	109751996	+	0	NA	intron (SH3RF3, intron 1 of 9)	-intron (SH3RF3, intron 1 of 9)	-5337	SH3RF3-AS1	SH3RF3-AS1	NR_029193			SH3RF3-AS1			NA
Interval_2239	chr7	123864430	123864694	+	0	NA	Intergenic	Intergenic	127588	LOC101928211	LOC101928211	NR_110180			LOC101928211			NA
Interval_1839	chr4	97994419	97994604	+	0	NA	Intergenic	Intergenic	-293566	STPG2-AS1	STPG2-AS1	NR_102713			STPG2-AS1			NA
Interval_2467	chr9	127085015	127085285	+	0	NA	intron (NEK6, intron 5 of 9)	-intron (NEK6, intron 6 of 10)	-30602	LOC100129034	LOC100129034	NR_027406			LOC100129034			NA
Interval_1923	chr5	39370823	39371022	+	0	NA	TTS (DAB2)	-TTS (DAB2)	-6267	C9	C9	NM_001737			C9			NA
Interval_2032	chr6	13909244	13909502	+	0	NA	Intergenic	Intergenic	-15725	RNF182	RNF182	NM_001165032			RNF182			NA
Interval_1750	chr3	193912087	193912238	+	0	NA	Intergenic	Intergenic	11934	LOC100505920	LOC100505920	NR_125403			LOC100505920			NA
Interval_922	chr16	79446749	79446929	+	0	NA	Intergenic	Intergenic	187783	MAF	MAF	NM_005360			MAF			NA
Interval_934	chr17	899703	899986	+	0	NA	promoter-TSS (TIMM22)	-promoter-TSS (TIMM22)	-513	TIMM22	TIMM22	NM_013337			TIMM22			NA
Interval_2568	chrX	137991277	137991488	+	0	NA	intron (FGF13, intron 2 of 6)	-intron (FGF13, intron 2 of 5)	-169867	FGF13	FGF13	NM_001139498			FGF13			NA
Interval_1630	chr3	71493547	71493840	+	0	NA	intron (FOXP1, intron 3 of 20)	-intron (FOXP1, intron 3 of 6)	97547	MIR1284	MIR1284	NR_031697			MIR1284			NA
Interval_664	chr12	131714546	131714796	+	0	NA	Intergenic	Intergenic	65115	LINC01257	LINC01257	NR_026670			LINC01257			NA
Interval_1125	chr19	797775	797926	+	0	NA	intron (PTBP1, intron 1 of 13)	-intron (PTBP1, intron 1 of 14)	458	PTBP1	PTBP1	NM_031990			PTBP1			NA
Interval_773	chr14	91098957	91099161	+	0	NA	intron (TTC7B, intron 15 of 19)	-intron (TTC7B, intron 15 of 19)	-9914	LOC101928909	LOC101928909	NR_110134			LOC101928909			NA
Interval_329	chr10	85305685	85306047	+	0	NA	Intergenic	Intergenic	-593319	GHITM	GHITM	NM_014394			GHITM			NA
Interval_729	chr14	40243102	40243254	+	0	NA	Intergenic	Intergenic	-341474	FBXO33	FBXO33	NM_203301			FBXO33			NA
Interval_1537	chr22	40859339	40859564	+	0	NA	promoter-TSS (MKL1)	-promoter-TSS (MKL1)	-58353	LOC101927257	LOC101927257	NR_109965			LOC101927257			NA
Interval_1890	chr4	178288351	178288724	+	0	NA	Intergenic	Intergenic	57546	NEIL3	NEIL3	NM_018248			NEIL3			NA
Interval_1782	chr4	10591530	10591715	+	0	NA	intron (CLNK, intron 3 of 18)	-intron (CLNK, intron 3 of 18)	94764	CLNK	CLNK	NM_052964			CLNK			NA
Interval_1294	chr2	113463877	113464133	+	0	NA	Intergenic	Intergenic	58249	CKAP2L	CKAP2L	NM_152515			CKAP2L			NA
Interval_1133	chr19	3061341	3061492	+	0	NA	intron (AES, intron 1 of 6)	-intron (AES, intron 1 of 6)	955	AES	AES	NM_198969			AES			NA
Interval_2159	chr7	2439595	2439906	+	0	NA	Intergenic	Intergenic	-3445	CHST12	CHST12	NM_001243795			CHST12			NA
Interval_102	chr1	72198113	72198314	+	0	NA	intron (NEGR1, intron 3 of 6)	-intron (NEGR1, intron 3 of 6)	104482	NEGR1-IT1	NEGR1-IT1	NR_046218			NEGR1-IT1			NA
Interval_1988	chr5	148000317	148000521	+	0	NA	intron (HTR4, intron 2 of 7)	-intron (HTR4, intron 2 of 6)	33671	HTR4	HTR4	NM_000870			HTR4			NA
Interval_906	chr16	57635785	57635982	+	0	NA	Intergenic	Intergenic	-26255	ADGRG1	ADGRG1	NM_001145774			ADGRG1			NA
Interval_701	chr13	78354229	78354410	+	0	NA	Intergenic	Intergenic	-38753	EDNRB-AS1	EDNRB-AS1	NR_103853			EDNRB-AS1			NA
Interval_89	chr1	61298180	61298401	+	0	NA	Intergenic	Intergenic	-7034	LOC101926964	LOC101926964	NR_110628			LOC101926964			NA
Interval_74	chr1	46009612	46009763	+	0	NA	Intergenic	Intergenic	-6768	AKR1A1	AKR1A1	NM_153326			AKR1A1			NA
Interval_2037	chr6	15880145	15880458	+	0	NA	Intergenic	Intergenic	-217012	DTNBP1	DTNBP1	NM_183040			DTNBP1			NA
Interval_1433	chr20	39771781	39771990	+	0	NA	intron (PLCG1, intron 1 of 31)	-intron (PLCG1, intron 1 of 31)	-5245	PLCG1-AS1	PLCG1-AS1	NR_109889			PLCG1-AS1			NA
Interval_373	chr10	123212171	123212376	+	0	NA	Intergenic	Intergenic	145699	FGFR2	FGFR2	NM_000141			FGFR2			NA
Interval_53	chr1	32423466	32423635	+	0	NA	Intergenic	Intergenic	-19562	PTP4A2	PTP4A2	NM_080391			PTP4A2			NA
Interval_510	chr11	128418676	128418915	+	0	NA	intron (ETS1, intron 3 of 9)	-intron (ETS1, intron 3 of 9)	22758	LOC101929517	LOC101929517	NR_120581			LOC101929517			NA
Interval_2207	chr7	51207664	51207885	+	0	NA	intron (COBL, intron 5 of 12)	-intron (COBL, intron 5 of 13)	176741	COBL	COBL	NM_015198			COBL			NA
Interval_1282	chr2	102056643	102056860	+	0	NA	intron (RFX8, intron 2 of 11)	-intron (RFX8, intron 2 of 11)	34414	RFX8	RFX8	NM_001145664			RFX8			NA
Interval_36	chr1	23946289	23946448	+	0	NA	Intergenic	Intergenic	-7456	MDS2	MDS2	NR_027042			MDS2			NA
Interval_1719	chr3	170144103	170144254	+	0	NA	intron (CLDN11, intron 2 of 2)	-intron (CLDN11, intron 2 of 2)	3287	MIR6828	MIR6828	NR_106886			MIR6828			NA
Interval_298	chr10	47054183	47054390	+	0	NA	Intergenic	Intergenic	-29248	NPY4R	NPY4R	NM_005972			NPY4R			NA
Interval_2422	chr9	82498031	82498234	+	0	NA	intron (LINC01507, intron 1 of 2)	-intron (LINC01507, intron 1 of 2)	58687	LINC01507	LINC01507	NR_121212			LINC01507			NA
Interval_2540	chrX	109202751	109203051	+	0	NA	Intergenic	Intergenic	-43441	TMEM164	TMEM164	NM_017698			TMEM164			NA
Interval_2279	chr8	20092205	20092372	+	0	NA	Intergenic	Intergenic	20515	LZTS1	LZTS1	NM_021020			LZTS1			NA
Interval_1969	chr5	133379964	133380165	+	0	NA	Intergenic	Intergenic	-39407	VDAC1	VDAC1	NM_003374			VDAC1			NA
Interval_1079	chr18	339335	339684	+	0	NA	intron (COLEC12, intron 5 of 9)	-intron (COLEC12, intron 5 of 9)	-71450	THOC1	THOC1	NM_005131			THOC1			NA
Interval_2003	chr5	166779938	166780165	+	0	NA	intron (TENM2, intron 1 of 28)	-intron (TENM2, intron 1 of 28)	68208	TENM2	TENM2	NM_001122679			TENM2			NA
Interval_167	chr1	167597384	167597604	+	0	NA	Intergenic	Intergenic	-1980	RCSD1	RCSD1	NM_052862			RCSD1			NA
Interval_2566	chrX	135863105	135863270	+	0	NA	exon (ARHGEF6, exon 1 of 22)	-exon (ARHGEF6, exon 1 of 22)	316	ARHGEF6	ARHGEF6	NM_004840			ARHGEF6			NA
Interval_560	chr12	47600974	47601125	+	0	NA	intron (PCED1B, intron 2 of 2)	-intron (PCED1B, intron 2 of 2)	9177	PCED1B-AS1	PCED1B-AS1	NR_026544			PCED1B-AS1			NA
Interval_1506	chr21	48005765	48006001	+	0	NA	Intergenic	Intergenic	19152	S100B	S100B	NM_006272			S100B			NA
Interval_1073	chr17	76721866	76722102	+	0	NA	intron (CYTH1, intron 1 of 12)	-intron (CYTH1, intron 1 of 12)	56440	CYTH1	CYTH1	NM_017456			CYTH1			NA
Interval_1123	chr18	77361163	77361473	+	0	NA	Intergenic	Intergenic	-78483	CTDP1	CTDP1	NM_004715			CTDP1			NA
Interval_2045	chr6	22024394	22024579	+	0	NA	intron (CASC15, intron 7 of 11)	-intron (CASC15, intron 7 of 11)	122936	NBAT1	NBAT1	NR_034143			NBAT1			NA
Interval_2499	chrX	12188993	12189188	+	0	NA	intron (FRMPD4, intron 1 of 16)	-intron (FRMPD4, intron 1 of 16)	32505	FRMPD4	FRMPD4	NM_014728			FRMPD4			NA
Interval_138	chr1	118155917	118156180	+	0	NA	intron (FAM46C, intron 1 of 1)	-intron (FAM46C, intron 1 of 1)	7444	FAM46C	FAM46C	NM_017709			FAM46C			NA
Interval_2318	chr8	55700573	55700733	+	0	NA	Intergenic	Intergenic	172026	RP1	RP1	NM_006269			RP1			NA
