PeakID (cmd=annotatePeaks.pl TCF12_IP_R1_peaks.narrowPeak genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
TCF12_IP_R1_peak_11669	chr3	49841265	49841493	+	82	NA	intron (FAM212A, intron 1 of 1)	-intron (FAM212A, intron 1 of 1)	692	FAM212A	FAM212A	NM_203370			FAM212A			NA
TCF12_IP_R1_peak_3595	chr12	46766517	46766885	+	82	NA	promoter-TSS (SLC38A2)	-promoter-TSS (SLC38A2)	-56	SLC38A2	SLC38A2	NM_018976			SLC38A2			NA
TCF12_IP_R1_peak_319	chr1	25524619	25524798	+	82	NA	Intergenic	Intergenic	34305	SYF2	SYF2	NM_207170			SYF2			NA
TCF12_IP_R1_peak_1818	chr10	30348176	30348379	+	82	NA	intron (KIAA1462, intron 1 of 3)	-intron (KIAA1462, intron 1 of 3)	211	KIAA1462	KIAA1462	NM_020848			KIAA1462			NA
TCF12_IP_R1_peak_15363	chr7	102715301	102715656	+	82	NA	promoter-TSS (FBXL13)	-promoter-TSS (FBXL13)	150	ARMC10	ARMC10	NM_031905			ARMC10			NA
TCF12_IP_R1_peak_8501	chr19	19885259	19885477	+	82	NA	intron (LINC00663, intron 1 of 2)	-intron (LINC00663, intron 1 of 2)	1854	LINC00663	LINC00663	NR_026956			LINC00663			NA
TCF12_IP_R1_peak_9304	chr2	65528131	65528424	+	82	NA	Intergenic	Intergenic	73448	ACTR2	ACTR2	NM_001005386			ACTR2			NA
TCF12_IP_R1_peak_1227	chr1	200988605	200989015	+	82	NA	intron (KIF21B, intron 1 of 33)	-intron (KIF21B, intron 1 of 34)	4018	KIF21B	KIF21B	NM_001252102			KIF21B			NA
TCF12_IP_R1_peak_6565	chr17	8057627	8057837	+	82	NA	Intergenic	Intergenic	-1979	PER1	PER1	NM_002616			PER1			NA
TCF12_IP_R1_peak_730	chr1	77844774	77845146	+	82	NA	intron (AK5, intron 6 of 13)	-intron (AK5, intron 6 of 13)	97298	AK5	AK5	NM_012093			AK5			NA
TCF12_IP_R1_peak_15660	chr8	579450	579676	+	82	NA	intron (ERICH1, intron 5 of 5)	-intron (ERICH1, intron 5 of 5)	-83782	TDRP	TDRP	NM_175075			TDRP			NA
TCF12_IP_R1_peak_7356	chr17	78125883	78126161	+	82	NA	Intergenic	Intergenic	-5040	EIF4A3	EIF4A3	NM_014740			EIF4A3			NA
TCF12_IP_R1_peak_7021	chr17	57889545	57889823	+	82	NA	intron (VMP1, intron 9 of 11)	-intron (VMP1, intron 9 of 11)	-28943	MIR21	MIR21	NR_029493			MIR21			NA
TCF12_IP_R1_peak_5551	chr15	89422020	89422389	+	82	NA	exon (HAPLN3, exon 5 of 6)	-exon (HAPLN3, exon 5 of 6)	16653	HAPLN3	HAPLN3	NM_001307952			HAPLN3			NA
TCF12_IP_R1_peak_1138	chr1	176177819	176178067	+	82	NA	Intergenic	Intergenic	-1563	RFWD2	RFWD2	NM_022457			RFWD2			NA
TCF12_IP_R1_peak_15497	chr7	138604674	138604895	+	82	NA	intron (KIAA1549, intron 1 of 19)	-intron (KIAA1549, intron 1 of 19)	61280	KIAA1549	KIAA1549	NM_020910			KIAA1549			NA
TCF12_IP_R1_peak_2940	chr11	65184901	65185120	+	82	NA	Intergenic	Intergenic	-5259	NEAT1	NEAT1	NR_131012			NEAT1			NA
TCF12_IP_R1_peak_1023	chr1	156076214	156076374	+	82	NA	intron (LMNA, intron 3 of 12)	-intron (LMNA, intron 3 of 12)	-8167	LMNA	LMNA	NM_001257374			LMNA			NA
TCF12_IP_R1_peak_16895	chr9	133768850	133769105	+	82	NA	exon (QRFP, exon 1 of 1)	-exon (QRFP, exon 1 of 1)	248	QRFP	QRFP	NM_198180			QRFP			NA
TCF12_IP_R1_peak_13902	chr5	177621125	177621340	+	82	NA	Intergenic	Intergenic	-6799	GMCL1P1	GMCL1P1	NR_003281			GMCL1P1			NA
TCF12_IP_R1_peak_14911	chr7	2934363	2934573	+	82	NA	Intergenic	Intergenic	-50509	GNA12	GNA12	NM_001293092			GNA12			NA
TCF12_IP_R1_peak_15513	chr7	139762746	139763036	+	82	NA	exon (PARP12, exon 1 of 12)	-exon (PARP12, exon 1 of 12)	630	PARP12	PARP12	NM_022750			PARP12			NA
TCF12_IP_R1_peak_6245	chr16	75098480	75098662	+	82	NA	intron (ZNRF1, intron 1 of 4)	-intron (ZNRF1, intron 1 of 4)	52099	LDHD	LDHD	NM_153486			LDHD			NA
TCF12_IP_R1_peak_2483	chr10	135372076	135372327	+	82	NA	intron (SYCE1, intron 5 of 13)	-intron (SYCE1, intron 4 of 12)	10675	SYCE1	SYCE1	NM_130784			SYCE1			NA
TCF12_IP_R1_peak_6452	chr16	89767389	89767586	+	82	NA	exon (SPATA2L, exon 2 of 3)	-exon (SPATA2L, exon 2 of 3)	634	SPATA2L	SPATA2L	NM_152339			SPATA2L			NA
TCF12_IP_R1_peak_9378	chr2	74699408	74699563	+	82	NA	TTS (CCDC142)	-TTS (CCDC142)	457	MRPL53	MRPL53	NM_053050			MRPL53			NA
TCF12_IP_R1_peak_13211	chr5	32174442	32174738	+	82	NA	promoter-TSS (GOLPH3)	-promoter-TSS (GOLPH3)	-165	GOLPH3	GOLPH3	NM_022130			GOLPH3			NA
TCF12_IP_R1_peak_1586	chr1	249152838	249153099	+	82	NA	exon (ZNF692, exon 1 of 12)	-exon (ZNF692, exon 1 of 12)	347	ZNF692	ZNF692	NM_001193328			ZNF692			NA
TCF12_IP_R1_peak_9644	chr2	129381595	129381829	+	82	NA	Intergenic	Intergenic	-240462	LOC101927881	LOC101927881	NR_110278			LOC101927881			NA
TCF12_IP_R1_peak_9267	chr2	61154424	61154596	+	82	NA	exon (REL, exon 10 of 10)	-exon (REL, exon 10 of 10)	45880	REL	REL	NM_001291746			REL			NA
TCF12_IP_R1_peak_6773	chr17	37910642	37910859	+	82	NA	Intergenic	Intergenic	16588	GRB7	GRB7	NM_001242442			GRB7			NA
TCF12_IP_R1_peak_2141	chr10	80844861	80845183	+	82	NA	intron (ZMIZ1, intron 1 of 24)	-intron (ZMIZ1, intron 1 of 24)	16230	ZMIZ1	ZMIZ1	NM_020338			ZMIZ1			NA
TCF12_IP_R1_peak_7130	chr17	66453351	66453523	+	82	NA	intron (WIPI1, intron 1 of 12)	-intron (PRKAR1A, intron 1 of 10)	216	WIPI1	WIPI1	NM_017983			WIPI1			NA
TCF12_IP_R1_peak_8401	chr19	16677109	16677287	+	82	NA	intron (SLC35E1, intron 4 of 5)	-intron (SLC35E1, intron 4 of 5)	5995	SLC35E1	SLC35E1	NM_024881			SLC35E1			NA
TCF12_IP_R1_peak_15729	chr8	21524720	21524952	+	82	NA	Intergenic	Intergenic	121510	GFRA2	GFRA2	NM_001165039			GFRA2			NA
TCF12_IP_R1_peak_7858	chr19	489015	489317	+	82	NA	Intergenic	Intergenic	-7324	MADCAM1	MADCAM1	NM_130760			MADCAM1			NA
TCF12_IP_R1_peak_6893	chr17	46058943	46059245	+	82	NA	TTS (CDK5RAP3)	-TTS (CDK5RAP3)	10772	CDK5RAP3	CDK5RAP3	NM_001278198			CDK5RAP3			NA
TCF12_IP_R1_peak_16349	chr8	144793895	144794229	+	81	NA	Intergenic	Intergenic	-3783	CCDC166	CCDC166	NM_001162914			CCDC166			NA
TCF12_IP_R1_peak_1299	chr1	207096566	207096735	+	81	NA	Intergenic	Intergenic	-1272	FCMR	FCMR	NM_005449			FCMR			NA
TCF12_IP_R1_peak_15276	chr7	90225720	90226044	+	81	NA	exon (CDK14, exon 1 of 15)	-exon (CDK14, exon 1 of 15)	-112830	CDK14	CDK14	NM_001287137			CDK14			NA
TCF12_IP_R1_peak_3655	chr12	51785310	51785719	+	81	NA	promoter-TSS (GALNT6)	-promoter-TSS (GALNT6)	-314	GALNT6	GALNT6	NM_007210			GALNT6			NA
TCF12_IP_R1_peak_11186	chr22	43191246	43191447	+	81	NA	Intergenic	Intergenic	62062	ARFGAP3	ARFGAP3	NM_014570			ARFGAP3			NA
TCF12_IP_R1_peak_6660	chr17	27038567	27038964	+	81	NA	promoter-TSS (PROCA1)	-promoter-TSS (PROCA1)	160	PROCA1	PROCA1	NM_152465			PROCA1			NA
TCF12_IP_R1_peak_3425	chr12	6887998	6888176	+	81	NA	TTS (LAG3)	-TTS (LAG3)	6417	LAG3	LAG3	NM_002286			LAG3			NA
TCF12_IP_R1_peak_16906	chr9	134149310	134149608	+	81	NA	intron (FAM78A, intron 1 of 1)	-intron (FAM78A, intron 1 of 1)	2447	FAM78A	FAM78A	NM_033387			FAM78A			NA
TCF12_IP_R1_peak_7282	chr17	75370650	75370873	+	81	NA	intron (SEPT9, intron 1 of 10)	-intron (SEPT9, intron 2 of 11)	22375	MIR4316	MIR4316	NR_036200			MIR4316			NA
TCF12_IP_R1_peak_12595	chr4	26274341	26274511	+	81	NA	Intergenic	Intergenic	-48003	RBPJ	RBPJ	NM_015874			RBPJ			NA
TCF12_IP_R1_peak_10272	chr20	33464417	33464643	+	81	NA	exon (ACSS2, exon 1 of 19)	-exon (ACSS2, exon 1 of 19)	202	ACSS2	ACSS2	NM_001242393			ACSS2			NA
TCF12_IP_R1_peak_14851	chr7	1543486	1543774	+	81	NA	exon (INTS1, exon 2 of 48)	-exon (INTS1, exon 2 of 48)	388	INTS1	INTS1	NM_001080453			INTS1			NA
TCF12_IP_R1_peak_7723	chr18	46066096	46066370	+	81	NA	intron (CTIF, intron 2 of 12)	-intron (CTIF, intron 2 of 12)	806	CTIF	CTIF	NM_001142397			CTIF			NA
TCF12_IP_R1_peak_11574	chr3	44903133	44903398	+	81	NA	promoter-TSS (TMEM42)	-promoter-TSS (TMEM42)	-115	MIR564	MIR564	NR_030290			MIR564			NA
TCF12_IP_R1_peak_14367	chr6	44443506	44443677	+	81	NA	Intergenic	Intergenic	40213	MIR4642	MIR4642	NR_039785			MIR4642			NA
TCF12_IP_R1_peak_10192	chr20	23618045	23618647	+	81	NA	exon (CST3, exon 1 of 3)	-exon (CST3, exon 1 of 3)	339	CST3	CST3	NM_001288614			CST3			NA
TCF12_IP_R1_peak_7546	chr17	81147622	81147927	+	81	NA	Intergenic	Intergenic	-26892	RPL23AP87	RPL23AP87	NR_029406			RPL23AP87			NA
TCF12_IP_R1_peak_14909	chr7	2910311	2910593	+	81	NA	Intergenic	Intergenic	-26493	GNA12	GNA12	NM_001293092			GNA12			NA
TCF12_IP_R1_peak_3101	chr11	72498595	72498941	+	81	NA	intron (STARD10, intron 1 of 6)	-intron (STARD10, intron 1 of 6)	4193	MIR4692	MIR4692	NR_039841			MIR4692			NA
TCF12_IP_R1_peak_4931	chr14	91709958	91710170	+	81	NA	intron (GPR68, intron 1 of 1)	-intron (GPR68, intron 1 of 1)	10160	GPR68	GPR68	NM_003485			GPR68			NA
TCF12_IP_R1_peak_560	chr1	43795995	43796157	+	81	NA	Intergenic	Intergenic	-7399	MPL	MPL	NM_005373			MPL			NA
TCF12_IP_R1_peak_4174	chr12	133083374	133083683	+	81	NA	intron (FBRSL1, intron 1 of 16)	-intron (FBRSL1, intron 1 of 16)	16371	FBRSL1	FBRSL1	NM_001142641			FBRSL1			NA
TCF12_IP_R1_peak_13987	chr6	292503	292884	+	81	NA	intron (DUSP22, intron 1 of 3)	-intron (DUSP22, intron 1 of 6)	636	DUSP22	DUSP22	NM_020185			DUSP22			NA
TCF12_IP_R1_peak_6378	chr16	88058090	88058368	+	81	NA	intron (BANP, intron 6 of 12)	-intron (BANP, intron 7 of 12)	73191	BANP	BANP	NM_001173542			BANP			NA
TCF12_IP_R1_peak_11713	chr3	52035636	52035857	+	81	NA	Intergenic	Intergenic	-5788	RPL29	RPL29	NM_000992			RPL29			NA
TCF12_IP_R1_peak_3962	chr12	111612554	111612836	+	81	NA	intron (CUX2, intron 1 of 21)	-intron (CUX2, intron 1 of 21)	-129251	MIR6760	MIR6760	NR_106818			MIR6760			NA
TCF12_IP_R1_peak_13316	chr5	56469306	56469557	+	81	NA	promoter-TSS (GPBP1)	-promoter-TSS (GPBP1)	-344	GPBP1	GPBP1	NM_022913			GPBP1			NA
TCF12_IP_R1_peak_7826	chr18	74836406	74836609	+	81	NA	intron (MBP, intron 1 of 8)	-intron (MBP, intron 1 of 3)	-107452	MBP	MBP	NM_001025100			MBP			NA
TCF12_IP_R1_peak_1559	chr1	246276848	246277122	+	80	NA	intron (SMYD3, intron 5 of 11)	-intron (SMYD3, intron 5 of 11)	303729	SMYD3	SMYD3	NM_001167740			SMYD3			NA
TCF12_IP_R1_peak_212	chr1	16825920	16826137	+	80	NA	Intergenic	Intergenic	-6832	CROCCP3	CROCCP3	NR_023386			CROCCP3			NA
TCF12_IP_R1_peak_10736	chr21	45336834	45337342	+	80	NA	intron (AGPAT3, intron 2 of 9)	-intron (AGPAT3, intron 2 of 9)	51972	AGPAT3	AGPAT3	NM_020132			AGPAT3			NA
TCF12_IP_R1_peak_12505	chr4	6721993	6722273	+	80	NA	Intergenic	Intergenic	4291	BLOC1S4	BLOC1S4	NM_018366			BLOC1S4			NA
TCF12_IP_R1_peak_12351	chr3	196393177	196393348	+	80	NA	Intergenic	Intergenic	26695	NRROS	NRROS	NM_198565			NRROS			NA
TCF12_IP_R1_peak_4987	chr14	96968220	96968656	+	80	NA	promoter-TSS (PAPOLA)	-promoter-TSS (PAPOLA)	225	LOC730202	LOC730202	NR_122121			LOC730202			NA
TCF12_IP_R1_peak_4929	chr14	91526697	91527009	+	80	NA	exon (RPS6KA5, exon 1 of 17)	-exon (RPS6KA5, exon 1 of 17)	140	RPS6KA5	RPS6KA5	NM_004755			RPS6KA5			NA
TCF12_IP_R1_peak_14086	chr6	15249382	15249551	+	80	NA	promoter-TSS (JARID2-AS1)	-promoter-TSS (JARID2-AS1)	-539	JARID2-AS1	JARID2-AS1	NR_120502			JARID2-AS1			NA
TCF12_IP_R1_peak_6216	chr16	70471065	70471259	+	80	NA	intron (ST3GAL2, intron 1 of 6)	-intron (ST3GAL2, intron 1 of 6)	1829	ST3GAL2	ST3GAL2	NM_006927			ST3GAL2			NA
TCF12_IP_R1_peak_6040	chr16	46918358	46918524	+	80	NA	promoter-TSS (GPT2)	-promoter-TSS (GPT2)	149	GPT2	GPT2	NM_001142466			GPT2			NA
TCF12_IP_R1_peak_7222	chr17	73775075	73775251	+	80	NA	exon (H3F3B, exon 2 of 4)	-exon (H3F3B, exon 2 of 4)	853	H3F3B	H3F3B	NM_005324			H3F3B			NA
TCF12_IP_R1_peak_5311	chr15	63796399	63796600	+	80	NA	promoter-TSS (USP3)	-promoter-TSS (USP3)	-211	USP3	USP3	NM_001256702			USP3			NA
TCF12_IP_R1_peak_10708	chr21	43916200	43916424	+	80	NA	exon (RSPH1, exon 1 of 8)	-exon (RSPH1, exon 1 of 8)	152	RSPH1	RSPH1	NM_080860			RSPH1			NA
TCF12_IP_R1_peak_13728	chr5	142782898	142783116	+	80	NA	exon (NR3C1, exon 1 of 9)	-exon (NR3C1, exon 1 of 9)	247	NR3C1	NR3C1	NM_001018075			NR3C1			NA
TCF12_IP_R1_peak_1259	chr1	203619453	203619730	+	80	NA	intron (ATP2B4, intron 1 of 20)	-intron (ATP2B4, intron 1 of 21)	23676	ATP2B4	ATP2B4	NM_001684			ATP2B4			NA
TCF12_IP_R1_peak_7220	chr17	73734276	73734445	+	80	NA	intron (ITGB4, intron 18 of 38)	-intron (ITGB4, intron 18 of 39)	16844	ITGB4	ITGB4	NM_001005619			ITGB4			NA
TCF12_IP_R1_peak_14025	chr6	6700400	6700554	+	80	NA	Intergenic	Intergenic	-77418	LY86-AS1	LY86-AS1	NR_026970			LY86-AS1			NA
TCF12_IP_R1_peak_8749	chr19	47363652	47363966	+	80	NA	Intergenic	Intergenic	-9557	AP2S1	AP2S1	NM_001301078			AP2S1			NA
TCF12_IP_R1_peak_12879	chr4	103655849	103656037	+	80	NA	intron (MANBA, intron 1 of 16)	-intron (MANBA, intron 1 of 16)	26208	MANBA	MANBA	NM_005908			MANBA			NA
TCF12_IP_R1_peak_2032	chr10	71905366	71905745	+	80	NA	exon (TYSND1, exon 1 of 2)	-exon (TYSND1, exon 1 of 2)	-1071	TYSND1	TYSND1	NR_073591			TYSND1			NA
TCF12_IP_R1_peak_430	chr1	32226683	32226863	+	80	NA	intron (ADGRB2, intron 1 of 31)	-intron (ADGRB2, intron 1 of 32)	-2437	MIR4254	MIR4254	NR_036216			MIR4254			NA
TCF12_IP_R1_peak_1000	chr1	154933957	154934134	+	80	NA	TTS (SHC1)	-TTS (SHC1)	213	PYGO2	PYGO2	NM_138300			PYGO2			NA
TCF12_IP_R1_peak_13946	chr5	179402217	179402507	+	80	NA	intron (RNF130, intron 5 of 8)	-intron (RNF130, intron 5 of 7)	40035	MIR340	MIR340	NR_029885			MIR340			NA
TCF12_IP_R1_peak_12742	chr4	69559356	69559700	+	80	NA	Intergenic	Intergenic	-23034	UGT2B15	UGT2B15	NM_001076			UGT2B15			NA
TCF12_IP_R1_peak_7262	chr17	74549712	74549895	+	80	NA	Intergenic	Intergenic	-4043	SNHG16	SNHG16	NR_038110			SNHG16			NA
TCF12_IP_R1_peak_10715	chr21	44707058	44707237	+	80	NA	Intergenic	Intergenic	44772	LINC00322	LINC00322	NR_103713			LINC00322			NA
TCF12_IP_R1_peak_6192	chr16	68554643	68554900	+	80	NA	Intergenic	Intergenic	-18345	ZFP90	ZFP90	NM_001305204			ZFP90			NA
TCF12_IP_R1_peak_6711	chr17	30669075	30669363	+	80	NA	promoter-TSS (C17orf75)	-promoter-TSS (C17orf75)	9	C17orf75	C17orf75	NM_022344			C17orf75			NA
TCF12_IP_R1_peak_11141	chr22	40742528	40743008	+	80	NA	intron (ADSL, intron 1 of 11)	-intron (ADSL, intron 1 of 12)	264	ADSL	ADSL	NM_000026			ADSL			NA
TCF12_IP_R1_peak_14235	chr6	33882606	33882784	+	80	NA	Intergenic	Intergenic	15783	MIR7159	MIR7159	NR_106982			MIR7159			NA
TCF12_IP_R1_peak_12662	chr4	47370298	47370494	+	80	NA	intron (GABRB1, intron 5 of 8)	-intron (GABRB1, intron 5 of 8)	95280	COMMD8	COMMD8	NM_017845			COMMD8			NA
TCF12_IP_R1_peak_8817	chr19	50979494	50979742	+	80	NA	promoter-TSS (EMC10)	-promoter-TSS (EMC10)	-116	EMC10	EMC10	NM_206538			EMC10			NA
TCF12_IP_R1_peak_11584	chr3	45595871	45596103	+	80	NA	Intergenic	Intergenic	-40336	LIMD1	LIMD1	NM_014240			LIMD1			NA
TCF12_IP_R1_peak_3852	chr12	96514512	96514720	+	80	NA	Intergenic	Intergenic	-73544	ELK3	ELK3	NM_005230			ELK3			NA
TCF12_IP_R1_peak_4357	chr13	52585982	52586309	+	80	NA	promoter-TSS (ATP7B)	-promoter-TSS (ATP7B)	-378	ALG11	ALG11	NM_001004127			ALG11			NA
TCF12_IP_R1_peak_14987	chr7	14080226	14080463	+	80	NA	Intergenic	Intergenic	-50017	ETV1	ETV1	NM_001163148			ETV1			NA
TCF12_IP_R1_peak_14445	chr6	74363325	74363502	+	80	NA	intron (SLC17A5, intron 1 of 10)	-intron (SLC17A5, intron 1 of 10)	324	SLC17A5	SLC17A5	NM_012434			SLC17A5			NA
TCF12_IP_R1_peak_11567	chr3	43338241	43338443	+	80	NA	intron (SNRK, intron 1 of 5)	-intron (SNRK, intron 1 of 5)	10338	SNRK	SNRK	NM_017719			SNRK			NA
TCF12_IP_R1_peak_16313	chr8	144371718	144372288	+	80	NA	Intergenic	Intergenic	-1556	ZNF696	ZNF696	NM_030895			ZNF696			NA
TCF12_IP_R1_peak_7451	chr17	79819311	79819577	+	80	NA	promoter-TSS (P4HB)	-promoter-TSS (P4HB)	-900	P4HB	P4HB	NM_000918			P4HB			NA
TCF12_IP_R1_peak_15048	chr7	30717995	30718485	+	80	NA	intron (CRHR2, intron 2 of 11)	-intron (CRHR2, intron 3 of 12)	3901	CRHR2	CRHR2	NM_001202475			CRHR2			NA
TCF12_IP_R1_peak_2010	chr10	69834430	69834882	+	80	NA	intron (HERC4, intron 1 of 25)	-intron (HERC4, intron 1 of 23)	447	HERC4	HERC4	NM_015601			HERC4			NA
TCF12_IP_R1_peak_13954	chr5	179587874	179588081	+	80	NA	intron (RASGEF1C, intron 1 of 13)	-intron (RASGEF1C, intron 1 of 13)	48153	RASGEF1C	RASGEF1C	NM_175062			RASGEF1C			NA
TCF12_IP_R1_peak_713	chr1	71141574	71141759	+	80	NA	Intergenic	Intergenic	-30470	LOC101927244	LOC101927244	NR_125938			LOC101927244			NA
TCF12_IP_R1_peak_16222	chr8	135618268	135618459	+	80	NA	intron (ZFAT, intron 5 of 16)	-intron (ZFAT, intron 6 of 16)	8049	ZFAT-AS1	ZFAT-AS1	NR_002438			ZFAT-AS1			NA
TCF12_IP_R1_peak_3617	chr12	49484021	49484220	+	80	NA	exon (DHH, exon 3 of 3)	-exon (DHH, exon 3 of 3)	4482	DHH	DHH	NM_021044			DHH			NA
TCF12_IP_R1_peak_12030	chr3	135969826	135970025	+	80	NA	intron (PCCB, intron 1 of 15)	-intron (PCCB, intron 1 of 14)	758	PCCB	PCCB	NM_000532			PCCB			NA
TCF12_IP_R1_peak_14884	chr7	2562028	2562219	+	80	NA	intron (LFNG, intron 1 of 7)	-intron (LFNG, intron 1 of 7)	-4585	MIR4648	MIR4648	NR_039791			MIR4648			NA
TCF12_IP_R1_peak_6997	chr17	56310333	56310504	+	80	NA	Intergenic	Intergenic	-5369	LPO	LPO	NM_006151			LPO			NA
TCF12_IP_R1_peak_46	chr1	2052710	2053255	+	80	NA	intron (PRKCZ, intron 1 of 14)	-intron (PRKCZ, intron 1 of 14)	71073	PRKCZ	PRKCZ	NM_002744			PRKCZ			NA
TCF12_IP_R1_peak_989	chr1	154392093	154392252	+	80	NA	intron (IL6R, intron 1 of 8)	-intron (IL6R, intron 1 of 9)	14503	IL6R	IL6R	NM_000565			IL6R			NA
TCF12_IP_R1_peak_13821	chr5	171268226	171268425	+	80	NA	Intergenic	Intergenic	55449	SMIM23	SMIM23	NM_001289970			SMIM23			NA
TCF12_IP_R1_peak_12468	chr4	3075510	3075698	+	80	NA	promoter-TSS (HTT)	-promoter-TSS (HTT)	-633	HTT	HTT	NM_002111			HTT			NA
TCF12_IP_R1_peak_11125	chr22	39747184	39747604	+	80	NA	intron (SYNGR1, intron 1 of 3)	-intron (SYNGR1, intron 1 of 3)	-12781	SYNGR1	SYNGR1	NM_004711			SYNGR1			NA
TCF12_IP_R1_peak_3426	chr12	6930364	6930666	+	80	NA	promoter-TSS (GPR162)	-promoter-TSS (GPR162)	-448	GPR162	GPR162	NM_019858			GPR162			NA
TCF12_IP_R1_peak_13730	chr5	142783787	142783989	+	80	NA	promoter-TSS (NR3C1)	-promoter-TSS (NR3C1)	-634	NR3C1	NR3C1	NM_001018075			NR3C1			NA
TCF12_IP_R1_peak_16377	chr8	145052821	145053070	+	80	NA	intron (PARP10, intron 9 of 10)	-intron (PARP10, intron 9 of 10)	7690	PARP10	PARP10	NM_032789			PARP10			NA
TCF12_IP_R1_peak_16373	chr8	145037002	145037195	+	80	NA	intron (PLEC, intron 2 of 32)	-intron (PLEC, intron 2 of 32)	-17651	MIR661	MIR661	NR_030383			MIR661			NA
TCF12_IP_R1_peak_2583	chr11	3806475	3806993	+	80	NA	intron (NUP98, intron 1 of 31)	-intron (NUP98, intron 1 of 19)	12288	NUP98	NUP98	NM_016320			NUP98			NA
TCF12_IP_R1_peak_9045	chr2	24150134	24150343	+	80	NA	promoter-TSS (ATAD2B)	-promoter-TSS (ATAD2B)	-254	ATAD2B	ATAD2B	NM_017552			ATAD2B			NA
TCF12_IP_R1_peak_6151	chr16	67143831	67144343	+	80	NA	exon (C16orf70, exon 1 of 16)	-exon (C16orf70, exon 1 of 16)	172	C16orf70	C16orf70	NM_025187			C16orf70			NA
TCF12_IP_R1_peak_17071	chr9	139964620	139964831	+	80	NA	exon (SAPCD2, exon 1 of 6)	-exon (SAPCD2, exon 1 of 6)	303	SAPCD2	SAPCD2	NM_178448			SAPCD2			NA
TCF12_IP_R1_peak_11140	chr22	40685945	40686108	+	80	NA	intron (TNRC6B, intron 10 of 20)	-intron (TNRC6B, intron 13 of 23)	-56478	ADSL	ADSL	NM_000026			ADSL			NA
TCF12_IP_R1_peak_5148	chr14	107252213	107252466	+	80	NA	Intergenic	Intergenic	6875	MIR5195	MIR5195	NR_049827			MIR5195			NA
TCF12_IP_R1_peak_14122	chr6	21587217	21587697	+	80	NA	Intergenic	Intergenic	-6515	SOX4	SOX4	NM_003107			SOX4			NA
TCF12_IP_R1_peak_1844	chr10	31892339	31892532	+	80	NA	Intergenic	Intergenic	284334	ZEB1	ZEB1	NM_001174096			ZEB1			NA
TCF12_IP_R1_peak_10334	chr20	40009294	40009511	+	80	NA	Intergenic	Intergenic	-13904	EMILIN3	EMILIN3	NM_052846			EMILIN3			NA
TCF12_IP_R1_peak_4119	chr12	125239731	125239988	+	80	NA	Intergenic	Intergenic	108660	SCARB1	SCARB1	NM_005505			SCARB1			NA
TCF12_IP_R1_peak_11393	chr3	14219763	14220065	+	80	NA	promoter-TSS (LSM3)	-promoter-TSS (LSM3)	258	XPC	XPC	NM_004628			XPC			NA
TCF12_IP_R1_peak_16042	chr8	101239219	101239490	+	80	NA	intron (SPAG1, intron 14 of 18)	-intron (SPAG1, intron 14 of 18)	69091	SPAG1	SPAG1	NM_003114			SPAG1			NA
TCF12_IP_R1_peak_4089	chr12	124412859	124413013	+	80	NA	exon (DNAH10, exon 69 of 78)	-exon (DNAH10, exon 69 of 78)	44596	CCDC92	CCDC92	NM_025140			CCDC92			NA
TCF12_IP_R1_peak_3209	chr11	107799146	107799594	+	80	NA	exon (RAB39A, exon 1 of 2)	-exon (RAB39A, exon 1 of 2)	169	RAB39A	RAB39A	NM_017516			RAB39A			NA
TCF12_IP_R1_peak_3955	chr12	111131671	111131862	+	80	NA	Intergenic	Intergenic	-4804	HVCN1	HVCN1	NM_001040107			HVCN1			NA
TCF12_IP_R1_peak_10186	chr20	23338466	23338815	+	80	NA	exon (LINC01431, exon 1 of 3)	-exon (LINC01431, exon 1 of 3)	124	LINC01431	LINC01431	NR_109884			LINC01431			NA
TCF12_IP_R1_peak_715	chr1	71546719	71546879	+	80	NA	promoter-TSS (ZRANB2-AS2)	-promoter-TSS (ZRANB2-AS2)	173	ZRANB2	ZRANB2	NM_203350			ZRANB2			NA
TCF12_IP_R1_peak_3633	chr12	50418973	50419192	+	80	NA	intron (RACGAP1, intron 1 of 18)	-intron (RACGAP1, intron 1 of 18)	225	RACGAP1	RACGAP1	NM_001126103			RACGAP1			NA
TCF12_IP_R1_peak_895	chr1	116915727	116915958	+	80	NA	promoter-TSS (ATP1A1)	-promoter-TSS (ATP1A1)	-10150	ATP1A1	ATP1A1	NM_000701			ATP1A1			NA
TCF12_IP_R1_peak_8552	chr19	35529214	35529406	+	80	NA	intron (SCN1B, intron 3 of 5)	-intron (SCN1B, intron 3 of 5)	-2100	HPN	HPN	NM_002151			HPN			NA
TCF12_IP_R1_peak_16235	chr8	141226724	141226911	+	80	NA	intron (TRAPPC9, intron 17 of 22)	-intron (TRAPPC9, intron 17 of 22)	241861	TRAPPC9	TRAPPC9	NM_031466			TRAPPC9			NA
TCF12_IP_R1_peak_6915	chr17	47485526	47485699	+	80	NA	intron (PHB, intron 5 of 6)	-intron (PHB, intron 5 of 6)	6655	PHB	PHB	NM_001281497			PHB			NA
