PeakID (cmd=annotatePeaks.pl ENCAB000BDY.consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 6)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_2743	chr3	156392145	156392297	+	0	NA	promoter-TSS (TIPARP)	-promoter-TSS (TIPARP)	16	TIPARP	TIPARP	NM_015508			TIPARP			NA
Interval_259	chr1	91966340	91966499	+	0	NA	promoter-TSS (CDC7)	-promoter-TSS (CDC7)	15	CDC7	CDC7	NM_001134419			CDC7			NA
Interval_1285	chr16	31128929	31129063	+	0	NA	promoter-TSS (KAT8)	-promoter-TSS (KAT8)	11	KAT8	KAT8	NM_032188			KAT8			NA
Interval_1039	chr14	69619786	69619930	+	0	NA	promoter-TSS (DCAF5)	-promoter-TSS (DCAF5)	56	DCAF5	DCAF5	NM_003861			DCAF5			NA
Interval_3287	chr7	75157425	75157708	+	0	NA	promoter-TSS (PMS2P3)	-promoter-TSS (PMS2P3)	-113	PMS2P3	PMS2P3	NR_028059			PMS2P3			NA
Interval_406	chr1	201762309	201762446	+	0	NA	intron (NAV1, intron 13 of 29)	-intron (NAV1, intron 11 of 26)	5401	RNU6-79P	RNU6-79P	NR_046945			RNU6-79P			NA
Interval_3276	chr7	66385959	66386284	+	0	NA	promoter-TSS (TMEM248)	-promoter-TSS (TMEM248)	-82	TMEM248	TMEM248	NM_017994			TMEM248			NA
Interval_2737	chr3	143026569	143026803	+	0	NA	intron (SLC9A9, intron 14 of 15)	-intron (SLC9A9, intron 14 of 15)	-34402	SLC9A9-AS1	SLC9A9-AS1	NR_048544			SLC9A9-AS1			NA
Interval_2093	chr19	54411460	54411603	+	0	NA	TTS (PRKCG)	-TTS (PRKCG)	-4460	CACNG7	CACNG7	NM_031896			CACNG7			NA
Interval_3322	chr7	99724633	99724784	+	0	NA	intron (MBLAC1, intron 1 of 1)	-intron (MBLAC1, intron 1 of 1)	388	MBLAC1	MBLAC1	NM_203397			MBLAC1			NA
Interval_394	chr1	181057758	181057926	+	0	NA	exon (IER5, exon 1 of 1)	-exon (IER5, exon 1 of 1)	204	IER5	IER5	NM_016545			IER5			NA
Interval_2366	chr20	23342475	23342609	+	0	NA	Intergenic	Intergenic	-2479	GZF1	GZF1	NM_022482			GZF1			NA
Interval_3721	chrX	107334752	107334921	+	0	NA	promoter-TSS (PSMD10)	-promoter-TSS (PSMD10)	38	PSMD10	PSMD10	NM_002814			PSMD10			NA
Interval_22	chr1	1837736	1837870	+	0	NA	Intergenic	Intergenic	-8463	CALML6	CALML6	NM_138705			CALML6			NA
Interval_3176	chr6	142468149	142468524	+	0	NA	promoter-TSS (VTA1)	-promoter-TSS (VTA1)	37	VTA1	VTA1	NM_001286372			VTA1			NA
Interval_1537	chr17	42263705	42263963	+	0	NA	promoter-TSS (TMUB2)	-promoter-TSS (TMUB2)	251	ASB16-AS1	ASB16-AS1	NR_049730			ASB16-AS1			NA
Interval_1020	chr14	31028124	31028320	+	0	NA	promoter-TSS (G2E3)	-promoter-TSS (G2E3)	-107	G2E3	G2E3	NM_017769			G2E3			NA
Interval_152	chr1	29210429	29210706	+	0	NA	Intergenic	Intergenic	-3036	EPB41	EPB41	NM_004437			EPB41			NA
Interval_2594	chr22	24199875	24200052	+	0	NA	promoter-TSS (SLC2A11)	-promoter-TSS (SLC2A11)	1073	SLC2A11	SLC2A11	NM_001282864			SLC2A11			NA
Interval_505	chr10	12237838	12238254	+	0	NA	promoter-TSS (CDC123)	-promoter-TSS (CDC123)	85	CDC123	CDC123	NM_006023			CDC123			NA
Interval_321	chr1	150533549	150533838	+	0	NA	TTS (ADAMTSL4)	-TTS (ADAMTSL4)	9288	MIR4257	MIR4257	NR_036211			MIR4257			NA
Interval_3689	chr9	140100009	140100241	+	0	NA	promoter-TSS (NDOR1)	-promoter-TSS (NDOR1)	6	NDOR1	NDOR1	NM_001144026			NDOR1			NA
Interval_2585	chr22	23112758	23112904	+	0	NA	Intergenic	Intergenic	-52439	MIR650	MIR650	NR_030755			MIR650			NA
Interval_3219	chr7	4681725	4681960	+	0	NA	Intergenic	Intergenic	-40088	FOXK1	FOXK1	NM_001037165			FOXK1			NA
Interval_2773	chr3	194827458	194827766	+	0	NA	intron (XXYLT1, intron 3 of 3)	-intron (XXYLT1, intron 3 of 3)	12295	XXYLT1-AS1	XXYLT1-AS1	NR_104188			XXYLT1-AS1			NA
Interval_2653	chr3	15106681	15107010	+	0	NA	promoter-TSS (MRPS25)	-promoter-TSS (MRPS25)	-29	MRPS25	MRPS25	NM_022497			MRPS25			NA
Interval_2004	chr19	46282642	46283007	+	0	NA	promoter-TSS (DMPK)	-promoter-TSS (DMPK)	2991	DMPK	DMPK	NM_001288764			DMPK			NA
Interval_3450	chr8	27169038	27169172	+	0	NA	promoter-TSS (TRIM35)	-promoter-TSS (TRIM35)	-269	TRIM35	TRIM35	NM_171982			TRIM35			NA
Interval_418	chr1	204098209	204098387	+	0	NA	Intergenic	Intergenic	-12238	LOC101929441	LOC101929441	NR_123739			LOC101929441			NA
Interval_896	chr12	58176371	58176633	+	0	NA	promoter-TSS (TSFM)	-promoter-TSS (TSFM)	-26	TSFM	TSFM	NM_001172697			TSFM			NA
Interval_1433	chr17	6938981	6939208	+	0	NA	promoter-TSS (SLC16A13)	-promoter-TSS (SLC16A13)	-300	SLC16A13	SLC16A13	NM_201566			SLC16A13			NA
Interval_882	chr12	57119097	57119249	+	0	NA	promoter-TSS (NACA)	-promoter-TSS (NACA)	-107	NACA	NACA	NM_001113203			NACA			NA
Interval_1796	chr19	9546101	9546310	+	0	NA	promoter-TSS (ZNF266)	-promoter-TSS (ZNF266)	49	ZNF266	ZNF266	NM_006631			ZNF266			NA
Interval_334	chr1	154298534	154298742	+	0	NA	TTS (AQP10)	-TTS (AQP10)	-1638	ATP8B2	ATP8B2	NM_020452			ATP8B2			NA
Interval_3415	chr7	150869682	150869931	+	0	NA	Intergenic	Intergenic	-5171	GBX1	GBX1	NM_001098834			GBX1			NA
Interval_2915	chr5	125936560	125936694	+	0	NA	promoter-TSS (PHAX)	-promoter-TSS (PHAX)	20	PHAX	PHAX	NM_032177			PHAX			NA
Interval_34	chr1	3773729	3774084	+	0	NA	promoter-TSS (DFFB)	-promoter-TSS (DFFB)	75	DFFB	DFFB	NM_004402			DFFB			NA
Interval_984	chr13	41345266	41345474	+	0	NA	promoter-TSS (MRPS31)	-promoter-TSS (MRPS31)	-23	MRPS31	MRPS31	NM_005830			MRPS31			NA
Interval_1858	chr19	16308541	16308705	+	0	NA	promoter-TSS (AP1M1)	-promoter-TSS (AP1M1)	-42	AP1M1	AP1M1	NM_032493			AP1M1			NA
Interval_1614	chr17	73780653	73780920	+	0	NA	promoter-TSS (UNK)	-promoter-TSS (UNK)	-98	MIR4738	MIR4738	NR_039892			MIR4738			NA
Interval_1495	chr17	35306121	35306318	+	0	NA	promoter-TSS (AATF)	-promoter-TSS (AATF)	44	AATF	AATF	NM_012138			AATF			NA
Interval_1056	chr14	102414350	102414618	+	0	NA	Intergenic	Intergenic	-16381	DYNC1H1	DYNC1H1	NM_001376			DYNC1H1			NA
Interval_3233	chr7	6144208	6144421	+	0	NA	promoter-TSS (USP42)	-promoter-TSS (USP42)	-236	USP42	USP42	NM_032172			USP42			NA
Interval_2403	chr20	36793749	36793883	+	0	NA	promoter-TSS (TGM2)	-promoter-TSS (TGM2)	-116	TGM2	TGM2	NM_004613			TGM2			NA
Interval_2815	chr4	8690021	8690155	+	0	NA	Intergenic	Intergenic	95701	CPZ	CPZ	NM_001014447			CPZ			NA
Interval_2644	chr3	12598448	12598650	+	0	NA	promoter-TSS (MKRN2)	-promoter-TSS (MKRN2)	36	MKRN2	MKRN2	NM_014160			MKRN2			NA
Interval_2856	chr4	159593188	159593445	+	0	NA	promoter-TSS (C4orf46)	-promoter-TSS (C4orf46)	63	ETFDH	ETFDH	NM_004453			ETFDH			NA
Interval_2448	chr20	62289831	62290015	+	0	NA	intron (RTEL1-TNFRSF6B, intron 1 of 37)	-intron (RTEL1, intron 1 of 34)	760	RTEL1-TNFRSF6B	RTEL1-TNFRSF6B	NR_037882			RTEL1-TNFRSF6B			NA
Interval_3474	chr8	67579442	67579787	+	0	NA	promoter-TSS (C8orf44-SGK3)	-promoter-TSS (C8orf44-SGK3)	-162	VCPIP1	VCPIP1	NM_025054			VCPIP1			NA
Interval_1362	chr16	81786341	81786506	+	0	NA	Intergenic	Intergenic	-26440	PLCG2	PLCG2	NM_002661			PLCG2			NA
Interval_2066	chr19	50879516	50879718	+	0	NA	promoter-TSS (NR1H2)	-promoter-TSS (NR1H2)	-63	NR1H2	NR1H2	NM_001256647			NR1H2			NA
Interval_3456	chr8	37593928	37594319	+	0	NA	promoter-TSS (ERLIN2)	-promoter-TSS (ERLIN2)	26	ERLIN2	ERLIN2	NM_007175			ERLIN2			NA
Interval_1305	chr16	58034941	58035075	+	0	NA	promoter-TSS (USB1)	-promoter-TSS (USB1)	-269	USB1	USB1	NM_001195302			USB1			NA
Interval_2417	chr20	44420457	44420692	+	0	NA	promoter-TSS (DNTTIP1)	-promoter-TSS (DNTTIP1)	-2	DNTTIP1	DNTTIP1	NM_052951			DNTTIP1			NA
Interval_3608	chr9	130213672	130213821	+	0	NA	promoter-TSS (RPL12)	-promoter-TSS (RPL12)	-19	LRSAM1	LRSAM1	NM_138361			LRSAM1			NA
Interval_1676	chr18	21083313	21083546	+	0	NA	promoter-TSS (C18orf8)	-promoter-TSS (C18orf8)	-5	C18orf8	C18orf8	NM_013326			C18orf8			NA
Interval_2278	chr2	133034446	133034639	+	0	NA	Intergenic	Intergenic	-19000	ANKRD30BL	ANKRD30BL	NR_027020			ANKRD30BL			NA
Interval_3345	chr7	102004066	102004230	+	0	NA	promoter-TSS (LOC100289561)	-promoter-TSS (LOC100289561)	-160	LOC100630923	LOC100630923	NR_038967			LOC100630923			NA
Interval_308	chr1	145516141	145516398	+	0	NA	promoter-TSS (PEX11B)	-promoter-TSS (PEX11B)	-362	PEX11B	PEX11B	NM_001184795			PEX11B			NA
Interval_454	chr1	226298988	226299128	+	0	NA	Intergenic	Intergenic	48630	H3F3AP4	H3F3AP4	NR_002315			H3F3AP4			NA
Interval_3347	chr7	102389186	102389463	+	0	NA	promoter-TSS (FAM185A)	-promoter-TSS (FAM185A)	-75	FAM185A	FAM185A	NM_001145268			FAM185A			NA
Interval_3580	chr9	108006547	108006808	+	0	NA	promoter-TSS (SLC44A1)	-promoter-TSS (SLC44A1)	-217	SLC44A1	SLC44A1	NM_001286730			SLC44A1			NA
Interval_170	chr1	33938048	33938234	+	0	NA	promoter-TSS (ZSCAN20)	-promoter-TSS (ZSCAN20)	-91	ZSCAN20	ZSCAN20	NM_145238			ZSCAN20			NA
Interval_3697	chrX	15693409	15693545	+	0	NA	intron (CA5BP1, intron 1 of 4)	-intron (CA5BP1, intron 1 of 4)	438	CA5BP1	CA5BP1	NR_026551			CA5BP1			NA
Interval_29	chr1	2479525	2479672	+	0	NA	Intergenic	Intergenic	-8206	TNFRSF14	TNFRSF14	NM_003820			TNFRSF14			NA
Interval_2205	chr2	63815941	63816182	+	0	NA	promoter-TSS (MDH1)	-promoter-TSS (MDH1)	318	MDH1	MDH1	NM_001199111			MDH1			NA
Interval_1596	chr17	65713756	65714038	+	0	NA	promoter-TSS (NOL11)	-promoter-TSS (NOL11)	-52	NOL11	NOL11	NM_015462			NOL11			NA
Interval_983	chr13	34392031	34392312	+	0	NA	promoter-TSS (RFC3)	-promoter-TSS (RFC3)	-35	RFC3	RFC3	NM_181558			RFC3			NA
Interval_3067	chr6	31620420	31620593	+	0	NA	promoter-TSS (BAG6)	-promoter-TSS (BAG6)	-29	BAG6	BAG6	NM_080702_6			BAG6			NA
Interval_3053	chr6	30614734	30614876	+	0	NA	promoter-TSS (C6orf136)	-promoter-TSS (C6orf136)	-11	C6orf136	C6orf136	NM_001109938_5			C6orf136			NA
Interval_2536	chr22	20008306	20008712	+	0	NA	promoter-TSS (TANGO2)	-promoter-TSS (TANGO2)	-4200	ARVCF	ARVCF	NM_001670			ARVCF			NA
Interval_925	chr12	110151250	110151460	+	0	NA	promoter-TSS (FAM222A)	-promoter-TSS (FAM222A)	-832	FAM222A	FAM222A	NM_032829			FAM222A			NA
Interval_2683	chr3	46671488	46671653	+	0	NA	Intergenic	Intergenic	17645	LOC100132146	LOC100132146	NM_001195442			LOC100132146			NA
Interval_2374	chr20	30160549	30160778	+	0	NA	exon (HM13-AS1, exon 2 of 3)	-exon (HM13-AS1, exon 2 of 3)	403	HM13-AS1	HM13-AS1	NR_046853			HM13-AS1			NA
Interval_3463	chr8	42249143	42249446	+	0	NA	promoter-TSS (VDAC3)	-promoter-TSS (VDAC3)	15	VDAC3	VDAC3	NM_001135694			VDAC3			NA
Interval_2427	chr20	48227712	48227878	+	0	NA	Intergenic	Intergenic	-43088	PTGIS	PTGIS	NM_000961			PTGIS			NA
Interval_2768	chr3	186545262	186545396	+	0	NA	Intergenic	Intergenic	-2019	LOC102724699	LOC102724699	NR_125409			LOC102724699			NA
Interval_2149	chr19	59070398	59070563	+	0	NA	promoter-TSS (UBE2M)	-promoter-TSS (UBE2M)	-73	MZF1-AS1	MZF1-AS1	NR_027334			MZF1-AS1			NA
Interval_2659	chr3	16306433	16306615	+	0	NA	promoter-TSS (DPH3)	-promoter-TSS (DPH3)	-28	DPH3	DPH3	NM_206831			DPH3			NA
Interval_906	chr12	75905298	75905500	+	0	NA	promoter-TSS (KRR1)	-promoter-TSS (KRR1)	19	KRR1	KRR1	NM_007043			KRR1			NA
Interval_1089	chr15	49170181	49170365	+	0	NA	promoter-TSS (EID1)	-promoter-TSS (EID1)	-17	EID1	EID1	NM_014335			EID1			NA
Interval_2912	chr5	118406804	118406992	+	0	NA	exon (DMXL1, exon 1 of 44)	-exon (DMXL1, exon 1 of 44)	116	DMXL1	DMXL1	NM_005509			DMXL1			NA
Interval_2307	chr2	197664287	197664568	+	0	NA	promoter-TSS (GTF3C3)	-promoter-TSS (GTF3C3)	65	GTF3C3	GTF3C3	NM_012086			GTF3C3			NA
Interval_2618	chr22	43011319	43011571	+	0	NA	promoter-TSS (POLDIP3)	-promoter-TSS (POLDIP3)	194	RNU12	RNU12	NR_029422			RNU12			NA
Interval_230	chr1	51425942	51426193	+	0	NA	promoter-TSS (FAF1)	-promoter-TSS (FAF1)	-131	FAF1	FAF1	NM_007051			FAF1			NA
Interval_1308	chr16	58426696	58426848	+	0	NA	intron (GINS3, intron 1 of 1)	-intron (GINS3, intron 1 of 3)	474	GINS3	GINS3	NM_001126130			GINS3			NA
Interval_3376	chr7	129710112	129710258	+	0	NA	promoter-TSS (KLHDC10)	-promoter-TSS (KLHDC10)	-164	KLHDC10	KLHDC10	NM_014997			KLHDC10			NA
Interval_1591	chr17	61904394	61904548	+	0	NA	promoter-TSS (PSMC5)	-promoter-TSS (PSMC5)	-299	PSMC5	PSMC5	NM_002805			PSMC5			NA
Interval_2170	chr2	26568898	26569047	+	0	NA	promoter-TSS (EPT1)	-promoter-TSS (EPT1)	18	EPT1	EPT1	NM_033505			EPT1			NA
Interval_2534	chr22	19975187	19975368	+	0	NA	intron (ARVCF, intron 3 of 19)	-intron (ARVCF, intron 3 of 19)	24001	MIR4761	MIR4761	NR_039918			MIR4761			NA
Interval_1501	chr17	37778281	37778453	+	0	NA	Intergenic	Intergenic	-6384	PPP1R1B	PPP1R1B	NM_032192			PPP1R1B			NA
Interval_2429	chr20	49039793	49039966	+	0	NA	Intergenic	Intergenic	-86979	PTPN1	PTPN1	NM_002827			PTPN1			NA
Interval_2868	chr5	1200315	1200467	+	0	NA	Intergenic	Intergenic	-1319	SLC6A19	SLC6A19	NM_001003841			SLC6A19			NA
Interval_2640	chr3	10385969	10386103	+	0	NA	intron (ATP2B2, intron 15 of 19)	-intron (ATP2B2, intron 18 of 22)	14123	MIR378B	MIR378B	NR_036084			MIR378B			NA
Interval_349	chr1	156252671	156252845	+	0	NA	promoter-TSS (SMG5)	-promoter-TSS (SMG5)	54	TMEM79	TMEM79	NM_032323			TMEM79			NA
Interval_3159	chr6	91296861	91297114	+	0	NA	promoter-TSS (MAP3K7)	-promoter-TSS (MAP3K7)	33	MAP3K7	MAP3K7	NM_003188			MAP3K7			NA
Interval_2124	chr19	56632663	56632981	+	0	NA	promoter-TSS (ZNF787)	-promoter-TSS (ZNF787)	-80	ZNF787	ZNF787	NM_001002836			ZNF787			NA
Interval_1110	chr15	65903400	65903603	+	0	NA	promoter-TSS (SLC24A1)	-promoter-TSS (SLC24A1)	126	VWA9	VWA9	NM_001207059			VWA9			NA
Interval_3383	chr7	134001618	134001892	+	0	NA	promoter-TSS (SLC35B4)	-promoter-TSS (SLC35B4)	72	SLC35B4	SLC35B4	NM_032826			SLC35B4			NA
Interval_3096	chr6	33783778	33783918	+	0	NA	Intergenic	Intergenic	-12055	MLN	MLN	NM_001040109			MLN			NA
Interval_2405	chr20	37075083	37075226	+	0	NA	promoter-TSS (SNHG11)	-promoter-TSS (SNHG11)	-143	SNHG11	SNHG11	NR_003239			SNHG11			NA
Interval_2544	chr22	20255899	20256070	+	0	NA	promoter-TSS (RTN4R)	-promoter-TSS (RTN4R)	-168	RTN4R	RTN4R	NM_023004			RTN4R			NA
Interval_3327	chr7	100026861	100027166	+	0	NA	promoter-TSS (ZCWPW1)	-promoter-TSS (ZCWPW1)	-241	MEPCE	MEPCE	NM_001194990			MEPCE			NA
Interval_2200	chr2	55496261	55496484	+	0	NA	promoter-TSS (MTIF2)	-promoter-TSS (MTIF2)	12	MTIF2	MTIF2	NM_002453			MTIF2			NA
Interval_1555	chr17	45727185	45727378	+	0	NA	promoter-TSS (KPNB1)	-promoter-TSS (KPNB1)	77	KPNB1	KPNB1	NM_002265			KPNB1			NA
Interval_1856	chr19	16222149	16222297	+	0	NA	promoter-TSS (RAB8A)	-promoter-TSS (RAB8A)	-267	RAB8A	RAB8A	NM_005370			RAB8A			NA
Interval_763	chr11	72145516	72145778	+	0	NA	promoter-TSS (CLPB)	-promoter-TSS (CLPB)	81	CLPB	CLPB	NM_001258393			CLPB			NA
Interval_3180	chr6	148918812	148918960	+	0	NA	Intergenic	Intergenic	-149385	UST	UST	NM_005715			UST			NA
Interval_1956	chr19	41120188	41120322	+	0	NA	exon (LTBP4, exon 22 of 33)	-exon (LTBP4, exon 22 of 33)	21183	LTBP4	LTBP4	NM_003573			LTBP4			NA
Interval_3646	chr9	132648181	132648332	+	0	NA	Intergenic	Intergenic	16372	MIR6855	MIR6855	NR_106914			MIR6855			NA
Interval_283	chr1	110577044	110577223	+	0	NA	promoter-TSS (STRIP1)	-promoter-TSS (STRIP1)	-90	STRIP1	STRIP1	NM_033088			STRIP1			NA
Interval_3105	chr6	36646445	36646583	+	0	NA	promoter-TSS (CDKN1A)	-promoter-TSS (CDKN1A)	2247	CDKN1A	CDKN1A	NM_000389			CDKN1A			NA
Interval_2120	chr19	56110813	56111084	+	0	NA	promoter-TSS (FIZ1)	-promoter-TSS (FIZ1)	-55	FIZ1	FIZ1	NM_032836			FIZ1			NA
Interval_1934	chr19	38826290	38826493	+	0	NA	promoter-TSS (CATSPERG)	-promoter-TSS (CATSPERG)	-52	CATSPERG	CATSPERG	NM_021185			CATSPERG			NA
Interval_2137	chr19	58838159	58838440	+	0	NA	promoter-TSS (ZSCAN22)	-promoter-TSS (ZSCAN22)	-86	ZSCAN22	ZSCAN22	NM_181846			ZSCAN22			NA
Interval_2797	chr4	2264231	2264393	+	0	NA	promoter-TSS (MXD4)	-promoter-TSS (MXD4)	-573	MXD4	MXD4	NM_006454			MXD4			NA
Interval_1855	chr19	15543561	15543718	+	0	NA	intron (WIZ, intron 3 of 7)	-intron (WIZ, intron 3 of 7)	-13707	AKAP8L	AKAP8L	NM_014371			AKAP8L			NA
Interval_1910	chr19	35224696	35224836	+	0	NA	promoter-TSS (ZNF181)	-promoter-TSS (ZNF181)	-714	ZNF181	ZNF181	NM_001029997			ZNF181			NA
Interval_135	chr1	27718898	27719204	+	0	NA	promoter-TSS (GPR3)	-promoter-TSS (GPR3)	-97	GPR3	GPR3	NM_005281			GPR3			NA
Interval_2870	chr5	1345694	1345846	+	0	NA	promoter-TSS (CLPTM1L)	-promoter-TSS (CLPTM1L)	-768	CLPTM1L	CLPTM1L	NM_030782			CLPTM1L			NA
Interval_4	chr1	937294	937473	+	0	NA	Intergenic	Intergenic	-1831	HES4	HES4	NM_001142467			HES4			NA
Interval_68	chr1	12289940	12290141	+	0	NA	promoter-TSS (VPS13D)	-promoter-TSS (VPS13D)	-56	VPS13D	VPS13D	NM_015378			VPS13D			NA
Interval_750	chr11	67195776	67195984	+	0	NA	promoter-TSS (RPS6KB2)	-promoter-TSS (RPS6KB2)	-55	RPS6KB2	RPS6KB2	NM_003952			RPS6KB2			NA
Interval_2217	chr2	70418138	70418272	+	0	NA	promoter-TSS (C2orf42)	-promoter-TSS (C2orf42)	-54	C2orf42	C2orf42	NM_017880			C2orf42			NA
Interval_1408	chr16	89883024	89883164	+	0	NA	promoter-TSS (FANCA)	-promoter-TSS (FANCA)	-29	FANCA	FANCA	NM_001018112			FANCA			NA
Interval_1610	chr17	73285509	73285745	+	0	NA	promoter-TSS (SLC25A19)	-promoter-TSS (SLC25A19)	-97	SLC25A19	SLC25A19	NM_021734			SLC25A19			NA
Interval_2515	chr22	19705480	19705819	+	0	NA	promoter-TSS (SEPT5)	-promoter-TSS (SEPT5)	-343	SEPT5-GP1BB	SEPT5-GP1BB	NR_037612			SEPT5-GP1BB			NA
Interval_3683	chr9	139622559	139622823	+	0	NA	promoter-TSS (SNHG7)	-promoter-TSS (SNHG7)	-55	SNHG7	SNHG7	NR_003672			SNHG7			NA
Interval_694	chr11	60897371	60897506	+	0	NA	TTS (VPS37C)	-TTS (VPS37C)	27508	CD5	CD5	NM_014207			CD5			NA
Interval_1113	chr15	69706298	69706504	+	0	NA	promoter-TSS (KIF23)	-promoter-TSS (KIF23)	-184	KIF23	KIF23	NM_004856			KIF23			NA
Interval_1215	chr16	9144419	9144634	+	0	NA	Intergenic	Intergenic	-41011	C16orf72	C16orf72	NM_014117			C16orf72			NA
Interval_1981	chr19	44529380	44529542	+	0	NA	promoter-TSS (ZNF222)	-promoter-TSS (ZNF222)	-33	ZNF222	ZNF222	NM_001129996			ZNF222			NA
Interval_2635	chr3	10028351	10028641	+	0	NA	promoter-TSS (EMC3)	-promoter-TSS (EMC3)	26	EMC3	EMC3	NM_018447			EMC3			NA
Interval_1434	chr17	7080868	7081034	+	0	NA	intron (ASGR1, intron 2 of 8)	-intron (ASGR1, intron 2 of 7)	1932	ASGR1	ASGR1	NM_001197216			ASGR1			NA
Interval_3488	chr8	103942063	103942232	+	0	NA	intron (AZIN1-AS1, intron 2 of 2)	-intron (AZIN1-AS1, intron 2 of 3)	65648	AZIN1-AS1	AZIN1-AS1	NR_126338			AZIN1-AS1			NA
Interval_2292	chr2	170440784	170440972	+	0	NA	promoter-TSS (PPIG)	-promoter-TSS (PPIG)	28	PPIG	PPIG	NM_004792			PPIG			NA
Interval_25	chr1	2313317	2313461	+	0	NA	intron (MORN1, intron 5 of 6)	-intron (MORN1, intron 6 of 10)	9801	MORN1	MORN1	NM_001301060			MORN1			NA
Interval_2747	chr3	160167642	160167790	+	0	NA	promoter-TSS (TRIM59)	-promoter-TSS (TRIM59)	-90	TRIM59	TRIM59	NM_173084			TRIM59			NA
Interval_2466	chr21	34864223	34864361	+	0	NA	promoter-TSS (DNAJC28)	-promoter-TSS (DNAJC28)	-502	DNAJC28	DNAJC28	NM_001040192			DNAJC28			NA
Interval_1233	chr16	23160763	23160941	+	0	NA	promoter-TSS (USP31)	-promoter-TSS (USP31)	-261	USP31	USP31	NM_020718			USP31			NA
Interval_2207	chr2	65291927	65292061	+	0	NA	intron (CEP68, intron 1 of 6)	-intron (CEP68, intron 1 of 6)	8499	CEP68	CEP68	NM_015147			CEP68			NA
Interval_1221	chr16	15069021	15069155	+	0	NA	intron (PDXDC1, intron 1 of 22)	-intron (PDXDC1, intron 1 of 21)	268	PDXDC1	PDXDC1	NM_001285449			PDXDC1			NA
Interval_1232	chr16	22308458	22308592	+	0	NA	promoter-TSS (POLR3E)	-promoter-TSS (POLR3E)	-171	POLR3E	POLR3E	NM_018119			POLR3E			NA
Interval_3074	chr6	31869874	31870083	+	0	NA	promoter-TSS (ZBTB12)	-promoter-TSS (ZBTB12)	-209	ZBTB12	ZBTB12	NM_181842			ZBTB12			NA
Interval_2161	chr2	11886478	11886623	+	0	NA	promoter-TSS (LPIN1)	-promoter-TSS (LPIN1)	-172	LPIN1	LPIN1	NM_001261428			LPIN1			NA
Interval_932	chr12	112123643	112123928	+	0	NA	promoter-TSS (ACAD10)	-promoter-TSS (ACAD10)	15	BRAP	BRAP	NM_006768			BRAP			NA
Interval_567	chr10	76782154	76782337	+	0	NA	intron (KAT6B, intron 16 of 17)	-intron (KAT6B, intron 16 of 17)	36027	DUPD1	DUPD1	NM_001003892			DUPD1			NA
Interval_1013	chr14	23504088	23504239	+	0	NA	exon (PSMB5, exon 1 of 4)	-exon (PSMB5, exon 1 of 4)	191	PSMB5	PSMB5	NM_001130725			PSMB5			NA
Interval_3520	chr8	145550351	145550530	+	0	NA	exon (DGAT1, exon 1 of 17)	-exon (DGAT1, exon 1 of 17)	142	DGAT1	DGAT1	NM_012079			DGAT1			NA
Interval_874	chr12	56510184	56510340	+	0	NA	promoter-TSS (RPL41)	-promoter-TSS (RPL41)	-112	RPL41	RPL41	NM_001035267			RPL41			NA
Interval_121	chr1	26496272	26496421	+	0	NA	promoter-TSS (ZNF593)	-promoter-TSS (ZNF593)	-42	ZNF593	ZNF593	NM_015871			ZNF593			NA
Interval_3366	chr7	128049514	128049665	+	0	NA	intron (IMPDH1, intron 1 of 15)	-intron (IMPDH1, intron 1 of 16)	447	IMPDH1	IMPDH1	NM_000883			IMPDH1			NA
Interval_894	chr12	58146301	58146435	+	0	NA	promoter-TSS (CDK4)	-promoter-TSS (CDK4)	-138	CDK4	CDK4	NM_000075			CDK4			NA
Interval_3594	chr9	123639805	123639978	+	0	NA	promoter-TSS (PHF19)	-promoter-TSS (PHF19)	-8702	PHF19	PHF19	NM_001286840			PHF19			NA
Interval_2505	chr22	19155759	19155954	+	0	NA	Intergenic	Intergenic	-3363	LINC01311	LINC01311	NR_103767			LINC01311			NA
Interval_2668	chr3	38537684	38537961	+	0	NA	promoter-TSS (EXOG)	-promoter-TSS (EXOG)	59	EXOG	EXOG	NM_005107			EXOG			NA
Interval_1657	chr17	80262895	80263047	+	0	NA	Intergenic	Intergenic	12509	CD7	CD7	NM_006137			CD7			NA
Interval_2127	chr19	56904963	56905141	+	0	NA	promoter-TSS (ZNF582)	-promoter-TSS (ZNF582)	7	ZNF582-AS1	ZNF582-AS1	NR_037161			ZNF582-AS1			NA
Interval_2134	chr19	58427963	58428192	+	0	NA	promoter-TSS (ZNF417)	-promoter-TSS (ZNF417)	-99	ZNF417	ZNF417	NM_152475			ZNF417			NA
Interval_2285	chr2	153031925	153032396	+	0	NA	exon (STAM2, exon 1 of 14)	-exon (STAM2, exon 1 of 14)	346	STAM2	STAM2	NM_005843			STAM2			NA
Interval_3084	chr6	33168544	33168684	+	0	NA	promoter-TSS (SLC39A7)	-promoter-TSS (SLC39A7)	11	SLC39A7	SLC39A7	NM_001077516_1			SLC39A7			NA
Interval_2655	chr3	15160232	15160385	+	0	NA	Intergenic	Intergenic	-19644	RBSN	RBSN	NM_022340			RBSN			NA
